KETTERING HEALTH NETWORK STANDARD PRICES,
NOTE: AN ASTERISK (*) DESIGNATES THAT THE PRICE IS VARIABLE BASED ON TYPE OF DRUG/SUPPLY AND/OR VARIABLE COST,
PROC_CODE,STANDARD_PRICE
27802078,"2,556.00"
27802079,"2,556.00"
27802080,"2,556.00"
27802081,"2,556.00"
27802082,"2,556.00"
27802083,"2,556.00"
27802084,"2,556.00"
27802085,"2,556.00"
27802086,"2,556.00"
27802087,"2,556.00"
27802088,"2,556.00"
27802089,"2,556.00"
27802090,"2,556.00"
27802091,"2,556.00"
27802092,"2,556.00"
27802093,"2,556.00"
27802094,"2,556.00"
27802095,"2,556.00"
27802096,"2,556.00"
27802097,"2,556.00"
27802098,"2,556.00"
27802099,"2,556.00"
27802100,"2,556.00"
27802101,"2,556.00"
27802102,"2,556.00"
27802103,"2,556.00"
27802104,"2,556.00"
27802105,"2,556.00"
27802106,"2,556.00"
27820486,"2,556.00"
27820487,"2,556.00"
27820488,"2,556.00"
27820489,"2,556.00"
27820490,"2,556.00"
27820491,"2,556.00"
27820492,"2,556.00"
27820493,"2,556.00"
27820494,"2,556.00"
27820495,"2,556.00"
27820496,"2,556.00"
27820497,"2,556.00"
27820498,"2,556.00"
27820499,"2,556.00"
27820500,"2,556.00"
27820501,"2,556.00"
27820502,"2,556.00"
27820503,"2,556.00"
27820504,"2,556.00"
27820505,"2,556.00"
27820507,"2,556.00"
27820508,"2,556.00"
27820509,"2,556.00"
27820510,"2,556.00"
27820511,"2,556.00"
27820512,"2,556.00"
27820513,"2,556.00"
27820514,"2,556.00"
27820515,"2,556.00"
27820516,"2,556.00"
27820517,"2,556.00"
27820518,"2,556.00"
27820519,"2,556.00"
27820520,"2,556.00"
27820521,"2,556.00"
27820522,"2,556.00"
27820523,"2,556.00"
27820524,"2,556.00"
27820525,"2,556.00"
27820526,"2,556.00"
27820527,"2,556.00"
27820528,"2,556.00"
27820529,"2,556.00"
27820530,"2,556.00"
27820531,"2,556.00"
27820532,"2,556.00"
27820533,"2,556.00"
27820534,"2,556.00"
27820535,"2,556.00"
27820536,"2,556.00"
27820537,"2,556.00"
27820538,"2,556.00"
27820539,"2,556.00"
27820572,"2,556.00"
27820573,"2,556.00"
27820574,"2,556.00"
27820575,"2,556.00"
27820576,"2,556.00"
27820577,"2,556.00"
27820578,"2,556.00"
27820579,"2,556.00"
27820580,"2,556.00"
27820581,"2,556.00"
27820582,"2,556.00"
27820583,"2,556.00"
27820584,"2,556.00"
27820585,"2,556.00"
27820586,"2,556.00"
27820587,"2,556.00"
27820588,"2,556.00"
27820589,"2,556.00"
27820590,"2,556.00"
27820591,"2,556.00"
27820592,"2,556.00"
27820593,"2,556.00"
27820594,"2,556.00"
27820595,"2,556.00"
27820596,"2,556.00"
27820597,"2,556.00"
27820598,"2,556.00"
27820599,"2,556.00"
27820600,"2,556.00"
27820601,"2,556.00"
27820602,"2,556.00"
27820603,"2,556.00"
27820604,"2,556.00"
27820605,"2,556.00"
27820606,"2,556.00"
27820607,"2,556.00"
27820608,"2,556.00"
27820609,"2,556.00"
27820610,"2,556.00"
27820611,"2,556.00"
27820612,"2,556.00"
27820613,"2,556.00"
27820614,"2,556.00"
27820615,"2,556.00"
27820616,"2,556.00"
27820617,"2,556.00"
27820618,"2,556.00"
27820619,"2,556.00"
27820620,"2,556.00"
27820621,"2,556.00"
27820622,"2,556.00"
27820623,"2,556.00"
27820624,"2,556.00"
27820625,"2,556.00"
27801301,"2,600.00"
27801302,"2,600.00"
27801303,"2,600.00"
27801304,"2,600.00"
27801305,"2,600.00"
27801306,"2,600.00"
27801307,"2,600.00"
27801308,"2,600.00"
27801309,"2,600.00"
27801310,"2,600.00"
27801311,"2,600.00"
27801312,"2,600.00"
27801313,"2,600.00"
27801314,"2,600.00"
27801315,"2,600.00"
27801316,"2,600.00"
27801317,"2,600.00"
27801318,"2,600.00"
27801319,"2,600.00"
27801320,"2,600.00"
27801321,"2,600.00"
27801322,"2,600.00"
27801323,"2,600.00"
27801324,"2,600.00"
27801325,"2,600.00"
27801326,"2,600.00"
27801327,"2,600.00"
27801328,"2,600.00"
27801329,"2,600.00"
27801330,"2,600.00"
27801331,"2,600.00"
27801332,"2,600.00"
27801333,"2,600.00"
27801334,"2,600.00"
27801335,"2,600.00"
27801336,"2,600.00"
27801337,"2,600.00"
27801338,"2,600.00"
27801339,"2,600.00"
27801340,"2,600.00"
27801341,"2,600.00"
27801342,"2,600.00"
27801343,"2,600.00"
27801344,"2,600.00"
27801345,"2,600.00"
27801346,"2,600.00"
27801347,"2,600.00"
27801348,"2,600.00"
27801349,"2,600.00"
27801350,"2,600.00"
27801351,"2,600.00"
27801352,"2,600.00"
27801353,"2,600.00"
27801354,"2,600.00"
27801355,"2,600.00"
27801356,"2,600.00"
27801357,"2,600.00"
27801358,"2,600.00"
27801359,"2,600.00"
27801360,"2,600.00"
27801361,"2,600.00"
27801362,"2,600.00"
27801363,"2,600.00"
27801364,"2,600.00"
27801365,"2,600.00"
27801366,"2,600.00"
27801367,"2,600.00"
27801368,"2,600.00"
27801369,"2,600.00"
27801370,"2,600.00"
27801371,"2,600.00"
27801372,"2,600.00"
27801373,"2,600.00"
27801374,"2,600.00"
27801375,"2,600.00"
27801376,"2,600.00"
27801377,"2,600.00"
27801378,"2,600.00"
27801379,"2,600.00"
27801380,"2,600.00"
27801381,"2,600.00"
27801382,"2,600.00"
27801383,"2,600.00"
27801384,"2,600.00"
27801385,"2,600.00"
27801386,"2,600.00"
27801387,"2,600.00"
27801388,"2,600.00"
27801389,"2,600.00"
27801390,"2,600.00"
27820547,"2,600.00"
27860884,"2,600.00"
27860885,"2,600.00"
27800116,"2,640.00"
27800118,"2,640.00"
27800119,"2,640.00"
27800120,"2,640.00"
27800121,"2,640.00"
27800122,"2,640.00"
27800123,"2,640.00"
27800124,"2,640.00"
27800125,"2,640.00"
27800126,"2,640.00"
27801151,"2,640.00"
27801152,"2,640.00"
27800821,"2,650.00"
27800495,"2,652.00"
27820540,"2,700.00"
27801238,"2,720.00"
27860566,"2,750.00"
27860575,"2,794.00"
27860576,"2,794.00"
27860577,"2,794.00"
27801161,"2,800.00"
27801162,"2,800.00"
27860107,"2,800.00"
27860108,"2,800.00"
27860109,"2,800.00"
27860110,"2,800.00"
27860111,"2,800.00"
27860112,"2,800.00"
27860113,"2,800.00"
27860114,"2,800.00"
27860115,"2,800.00"
27860116,"2,800.00"
27860117,"2,800.00"
27860118,"2,800.00"
27860119,"2,800.00"
27860120,"2,800.00"
27860121,"2,800.00"
27860122,"2,800.00"
27860123,"2,800.00"
27860124,"2,800.00"
27860125,"2,800.00"
27860126,"2,800.00"
27860127,"2,800.00"
27860128,"2,800.00"
27860129,"2,800.00"
27860130,"2,800.00"
27860131,"2,800.00"
27860132,"2,800.00"
27860133,"2,800.00"
27860134,"2,800.00"
27860135,"2,800.00"
27860136,"2,800.00"
27860137,"2,800.00"
27860138,"2,800.00"
27860139,"2,800.00"
27860140,"2,800.00"
27860141,"2,800.00"
27860142,"2,800.00"
27860143,"2,800.00"
27860144,"2,800.00"
27860145,"2,800.00"
27860146,"2,800.00"
27860147,"2,800.00"
27860148,"2,800.00"
27860149,"2,800.00"
27860150,"2,800.00"
27860151,"2,800.00"
27860152,"2,800.00"
27860153,"2,800.00"
27860154,"2,800.00"
27860155,"2,800.00"
27860156,"2,800.00"
27860157,"2,800.00"
27860158,"2,800.00"
27860159,"2,800.00"
27860160,"2,800.00"
27860161,"2,800.00"
27860162,"2,800.00"
27860163,"2,800.00"
27860164,"2,800.00"
27860165,"2,800.00"
27860166,"2,800.00"
27860167,"2,800.00"
27860168,"2,800.00"
27860169,"2,800.00"
27860170,"2,800.00"
27860171,"2,800.00"
27860172,"2,800.00"
27860173,"2,800.00"
27860174,"2,800.00"
27860175,"2,800.00"
27860176,"2,800.00"
27860177,"2,800.00"
27860178,"2,800.00"
27860179,"2,800.00"
27860180,"2,800.00"
27860181,"2,800.00"
27860182,"2,800.00"
27860183,"2,800.00"
27860184,"2,800.00"
27860185,"2,800.00"
27860186,"2,800.00"
27860187,"2,800.00"
27860188,"2,800.00"
27860189,"2,800.00"
27860190,"2,800.00"
27860191,"2,800.00"
27860192,"2,800.00"
27860193,"2,800.00"
27860194,"2,800.00"
27860195,"2,800.00"
27860196,"2,800.00"
27860197,"2,800.00"
27860198,"2,800.00"
27860199,"2,800.00"
27860200,"2,800.00"
27860201,"2,800.00"
27860202,"2,800.00"
27860661,"2,840.00"
27800024,"2,900.00"
27860568,"2,900.00"
27860569,"2,900.00"
27860570,"2,900.00"
27860584,"2,900.00"
27860585,"2,900.00"
27801279,"2,940.00"
27801281,"2,940.00"
27801286,"2,940.00"
27800150,"2,990.00"
27800163,"2,990.00"
27820183,"2,990.00"
27820185,"2,990.00"
27860887,"2,990.00"
27860210,"3,000.00"
27860211,"3,000.00"
27860212,"3,000.00"
27860213,"3,000.00"
27860214,"3,000.00"
27860215,"3,000.00"
27860216,"3,000.00"
27860217,"3,000.00"
27860218,"3,000.00"
27860219,"3,000.00"
27860220,"3,000.00"
27860221,"3,000.00"
27860222,"3,000.00"
27860223,"3,000.00"
27860610,"3,000.00"
27860639,"3,192.36"
27860640,"3,192.36"
27860707,"3,204.00"
27860708,"3,204.00"
27860106,"3,250.00"
27800822,"3,300.00"
27860050,"3,300.00"
27860051,"3,300.00"
27860065,"3,300.00"
27860066,"3,300.00"
27860081,"3,300.00"
27860082,"3,300.00"
27860097,"3,300.00"
27860098,"3,300.00"
27860609,"3,300.00"
27860546,"3,376.00"
27860641,"3,378.42"
27860642,"3,378.42"
27860643,"3,378.42"
27860644,"3,378.42"
27860645,"3,378.42"
27860646,"3,378.42"
27800424,"3,400.00"
27800425,"3,400.00"
27801176,"3,400.00"
27801177,"3,400.00"
27208843,"3,510.00"
27208844,"3,510.00"
27208845,"3,510.00"
27208846,"3,510.00"
27208847,"3,510.00"
27208848,"3,510.00"
27208849,"3,510.00"
27208850,"3,510.00"
27208851,"3,510.00"
27800311,"3,510.00"
27800312,"3,510.00"
27800421,"3,510.00"
27800422,"3,510.00"
27800423,"3,510.00"
27801528,"3,510.00"
27820186,"3,590.00"
27820195,"3,600.00"
27860589,"3,710.00"
27820184,"3,770.00"
27204720,"3,900.00"
27209011,"3,900.00"
27209012,"3,900.00"
27209013,"3,900.00"
27800096,"3,900.00"
27800097,"3,900.00"
27800098,"3,900.00"
27800099,"3,900.00"
27800100,"3,900.00"
27820316,"3,900.00"
27820318,"3,900.00"
27820319,"3,900.00"
27820324,"3,900.00"
27820326,"3,900.00"
27820327,"3,900.00"
27820334,"3,900.00"
27860024,"3,900.00"
27860206,"3,900.00"
27860207,"3,900.00"
27860617,"3,990.00"
27820366,"3,999.98"
27253984,"4,000.00"
27820343,"4,000.00"
27860699,"4,000.00"
27860861,"4,000.00"
27860571,"4,004.00"
27860572,"4,004.00"
27860573,"4,004.00"
27860574,"4,004.00"
27860205,"4,100.00"
27860208,"4,100.00"
27860040,"4,190.00"
27801278,"4,214.00"
27801280,"4,214.00"
27801283,"4,214.00"
27801285,"4,214.00"
27801287,"4,214.00"
27820626,"4,280.00"
27820695,"4,290.00"
27204724,"4,462.00"
27820335,"4,462.00"
27860034,"4,500.00"
27208855,"4,559.00"
27800107,"4,559.00"
27800108,"4,559.00"
27820336,"4,559.00"
27800837,"4,567.16"
27860688,"4,590.00"
27860888,"4,615.00"
27860889,"4,615.00"
27860890,"4,615.00"
27860891,"4,615.00"
27860892,"4,615.00"
27860893,"4,615.00"
27860894,"4,615.00"
27860895,"4,615.00"
27800101,"4,753.00"
27800102,"4,753.00"
27800103,"4,753.00"
27800104,"4,753.00"
27800105,"4,753.00"
27800898,"4,753.00"
27820310,"4,753.00"
27800284,"4,790.00"
27801099,"4,790.00"
27801179,"4,790.00"
27801182,"4,790.00"
27820172,"4,790.00"
27820173,"4,790.00"
27820174,"4,790.00"
27820541,"4,790.00"
27820542,"4,790.00"
27820543,"4,790.00"
27820475,"4,800.00"
27210661,"5,141.00"
27800106,"5,141.00"
27801157,"5,141.00"
27801996,"5,141.00"
27820337,"5,141.00"
27860583,"5,212.00"
27820551,"5,334.66"
27860880,"5,492.98"
27860978,"5,492.98"
27801417,"5,760.00"
27820544,"5,760.00"
27820627,"5,800.00"
27800331,"5,936.00"
27800334,"5,936.00"
27800337,"5,936.00"
27800340,"5,936.00"
27860303,"5,960.00"
27860304,"5,960.00"
27204702,"6,138.00"
27204704,"6,138.00"
27802116,"6,138.00"
27802117,"6,138.00"
27820301,"6,150.00"
27860018,"6,150.00"
27860002,"6,152.00"
27860003,"6,152.00"
27860007,"6,152.00"
27860012,"6,152.00"
27860013,"6,152.00"
27860019,"6,152.00"
27800354,"6,200.00"
27800247,"6,390.00"
27800249,"6,390.00"
27800250,"6,390.00"
27800272,"6,390.00"
27800282,"6,390.00"
27860008,"6,704.00"
27860009,"6,704.00"
27800332,"6,794.00"
27800335,"6,794.00"
27800338,"6,794.00"
27800341,"6,794.00"
27860690,"6,880.00"
27820308,"6,990.00"
27801397,"7,000.00"
27801398,"7,000.00"
27801399,"7,000.00"
27801400,"7,000.00"
27801401,"7,000.00"
27820300,"7,010.00"
27860004,"7,010.00"
27860014,"7,010.00"
27860015,"7,010.00"
27860020,"7,010.00"
27860021,"7,010.00"
27800333,"7,524.00"
27800336,"7,866.00"
27800339,"7,866.00"
27860320,"7,998.00"
27860321,"7,998.00"
27860322,"7,998.00"
27860324,"7,998.00"
27860325,"7,998.00"
27860326,"7,998.00"
27860327,"7,998.00"
27860328,"7,998.00"
27860331,"7,998.00"
27860332,"7,998.00"
27860334,"7,998.00"
27860335,"7,998.00"
27860338,"7,998.00"
27860351,"7,998.00"
27860352,"7,998.00"
27820696,"8,000.00"
27860038,"8,000.00"
27860616,"8,000.00"
27860005,"8,080.00"
27860010,"8,080.00"
27860016,"8,080.00"
27860022,"8,080.00"
27860312,"8,098.00"
27860313,"8,098.00"
27860314,"8,098.00"
27860315,"8,098.00"
27860316,"8,098.00"
27860317,"8,098.00"
27860318,"8,098.00"
27860955,"8,600.00"
27860956,"8,600.00"
27860957,"8,600.00"
27860958,"8,600.00"
27204697,"8,738.00"
27204698,"8,738.00"
27204699,"8,738.00"
27204700,"8,738.00"
27802118,"8,738.00"
27802119,"8,738.00"
27802120,"8,738.00"
27802122,"8,738.00"
27254190,"8,900.00"
27860319,"8,998.00"
27860323,"8,998.00"
27860329,"8,998.00"
27860330,"8,998.00"
27860333,"8,998.00"
27860336,"8,998.00"
27860337,"8,998.00"
27860339,"8,998.00"
27860340,"8,998.00"
27860341,"8,998.00"
27860342,"8,998.00"
27860343,"8,998.00"
27860344,"8,998.00"
27860345,"8,998.00"
27860346,"8,998.00"
27860347,"8,998.00"
27860348,"8,998.00"
27860349,"8,998.00"
27860350,"8,998.00"
27860353,"8,998.00"
27800095,"9,046.00"
27800497,"9,046.00"
27860959,"9,400.00"
27860960,"9,400.00"
27860961,"9,400.00"
27860962,"9,400.00"
27860963,"9,400.00"
27860964,"9,400.00"
27860965,"9,400.00"
27860966,"9,400.00"
27860967,"9,400.00"
27860968,"9,400.00"
27860969,"9,400.00"
27860970,"9,400.00"
27860305,"9,530.00"
27860307,"9,530.00"
27860308,"9,530.00"
27860309,"9,530.00"
27860310,"9,530.00"
27860311,"9,530.00"
27801428,"9,600.00"
27860620,"9,690.00"
27860586,"10,360.00"
27860881,"11,500.00"
27860977,"11,500.00"
27820676,"11,700.00"
27860593,"12,000.00"
27860594,"12,000.00"
27860595,"12,000.00"
27860596,"12,000.00"
27860597,"12,000.00"
27860591,"12,110.00"
27860592,"12,110.00"
27860599,"12,350.00"
27860600,"12,350.00"
27860601,"12,350.00"
27860603,"12,350.00"
27860006,"13,266.00"
27860011,"13,266.00"
27860017,"13,266.00"
27860023,"13,266.00"
27210718,"13,710.20"
27210720,"13,710.20"
27210721,"13,710.20"
27210722,"13,710.20"
27250261,"13,710.20"
27860602,"13,775.00"
27208872,"14,882.00"
27208873,"14,882.00"
27208874,"14,882.00"
27208875,"14,882.00"
27208876,"14,882.00"
27208877,"14,882.00"
27208878,"14,882.00"
27208879,"14,882.00"
27208880,"14,882.00"
27860615,"14,882.00"
27860975,"17,750.00"
27860031,"17,916.00"
27860036,"17,916.00"
27860037,"17,916.00"
278206302,"17,916.00"
278206303,"17,916.00"
27860298,"18,998.00"
27860299,"18,998.00"
27860300,"18,998.00"
27860301,"18,998.00"
27860302,"18,998.00"
27860541,"19,990.00"
27860542,"19,990.00"
27860543,"19,990.00"
27860354,"21,002.00"
27801251,"21,312.00"
27802124,"21,312.00"
27860550,"21,312.00"
27860974,"21,437.00"
27820177,"22,000.00"
27820178,"22,000.00"
27860261,"22,000.00"
27860262,"22,000.00"
27860263,"22,000.00"
27860264,"22,000.00"
27860265,"22,000.00"
27860266,"22,000.00"
27860267,"22,000.00"
27860268,"22,000.00"
27860269,"22,000.00"
27860270,"22,000.00"
27860271,"22,000.00"
27860272,"22,000.00"
27860273,"22,000.00"
27860274,"22,000.00"
27860275,"22,000.00"
27860277,"22,000.00"
27860278,"22,000.00"
27860279,"22,000.00"
27860280,"22,000.00"
27860281,"22,000.00"
27860282,"22,000.00"
27860283,"22,000.00"
27860284,"22,000.00"
27860286,"22,000.00"
27860287,"22,000.00"
27860289,"22,000.00"
27860290,"22,000.00"
27860291,"22,000.00"
27860292,"22,000.00"
27860293,"22,000.00"
27860294,"22,000.00"
27860296,"22,000.00"
27860297,"22,000.00"
27860226,"23,000.00"
27860227,"23,000.00"
27860228,"23,000.00"
27860229,"23,000.00"
27860230,"23,000.00"
27860231,"23,000.00"
27860232,"23,000.00"
27860233,"23,000.00"
27860234,"23,000.00"
27860235,"23,000.00"
27860236,"23,000.00"
27860237,"23,000.00"
27860238,"23,000.00"
27860239,"23,000.00"
27860240,"23,000.00"
27860241,"23,000.00"
27860242,"23,000.00"
27860243,"23,000.00"
27860244,"23,000.00"
27860245,"23,000.00"
27860246,"23,000.00"
27860247,"23,000.00"
27860248,"23,000.00"
27860249,"23,000.00"
27860250,"23,000.00"
27860251,"23,000.00"
27860252,"23,000.00"
27860253,"23,000.00"
27860254,"23,000.00"
27860255,"23,000.00"
27860256,"23,000.00"
27860257,"23,000.00"
27860258,"23,000.00"
27860259,"23,000.00"
27860260,"23,000.00"
27860285,"23,000.00"
27860288,"23,000.00"
27860295,"23,000.00"
27820175,"25,000.00"
27820176,"25,000.00"
27801394,"25,600.00"
27860792,"25,948.00"
27860793,"25,948.00"
27860794,"25,948.00"
27860795,"25,948.00"
27860796,"25,948.00"
27860797,"25,948.00"
27860798,"25,948.00"
27860799,"25,948.00"
27860800,"25,948.00"
27860801,"25,948.00"
27860802,"25,948.00"
27860803,"25,948.00"
27860804,"25,948.00"
27860805,"25,948.00"
27860806,"25,948.00"
27860807,"25,948.00"
27860808,"25,948.00"
27860809,"25,948.00"
27860810,"25,948.00"
27860811,"25,948.00"
27860812,"25,948.00"
27860813,"25,948.00"
27860814,"25,948.00"
27860815,"25,948.00"
27860816,"25,948.00"
27860817,"25,948.00"
27860818,"25,948.00"
27860819,"25,948.00"
27860820,"25,948.00"
27860821,"25,948.00"
27860822,"25,948.00"
27860823,"25,948.00"
27860824,"25,948.00"
27860825,"25,948.00"
27860826,"25,948.00"
27860827,"25,948.00"
27860828,"25,948.00"
27860829,"25,948.00"
27860830,"25,948.00"
27860831,"25,948.00"
27860832,"25,948.00"
27860833,"25,948.00"
27860834,"25,948.00"
27860835,"25,948.00"
27860836,"25,948.00"
27860837,"25,948.00"
27860838,"25,948.00"
27860839,"25,948.00"
27860840,"25,948.00"
27860841,"25,948.00"
27860842,"25,948.00"
27860843,"25,948.00"
27860844,"25,948.00"
27860845,"25,948.00"
27860846,"25,948.00"
27860847,"25,948.00"
27860848,"25,948.00"
27860849,"25,948.00"
27860850,"25,948.00"
27860851,"25,948.00"
27860852,"25,948.00"
27860853,"25,948.00"
27860854,"25,948.00"
27860855,"25,948.00"
27860856,"25,948.00"
27860857,"25,948.00"
27254996,"27,000.00"
27860765,"27,666.00"
27860766,"27,666.00"
27860767,"27,666.00"
27860768,"27,666.00"
27860769,"27,666.00"
27860770,"27,666.00"
27860771,"27,666.00"
27860772,"27,666.00"
27860773,"27,666.00"
27860774,"27,666.00"
27860775,"27,666.00"
27860776,"27,666.00"
27860777,"27,666.00"
27860778,"27,666.00"
27860779,"27,666.00"
27860780,"27,666.00"
27860781,"27,666.00"
27860782,"27,666.00"
27860783,"27,666.00"
27860784,"27,666.00"
27860785,"27,666.00"
27860786,"27,666.00"
27860787,"27,666.00"
27860788,"27,666.00"
27860789,"27,666.00"
27860790,"27,666.00"
27860791,"27,666.00"
27860883,"28,000.00"
27820636,"28,130.00"
27820635,"28,371.60"
27801300,"28,600.00"
27820697,"30,600.00"
27860604,"30,600.00"
27860469,"34,000.00"
27860470,"34,000.00"
27860471,"34,000.00"
27860472,"34,000.00"
27860473,"34,000.00"
27860042,"34,740.00"
27860041,"35,460.00"
27860860,"36,000.00"
27801299,"36,200.00"
27800901,"40,000.00"
27860621,"45,000.00"
27801412,"46,600.00"
27820628,"60,000.00"
27820629,"60,000.00"
27820630,"60,000.00"
27820686,"60,000.00"
27820687,"60,000.00"
27820688,"60,000.00"
27820689,"60,000.00"
27860545,"60,000.00"
27860560,"60,000.00"
27860561,"60,000.00"
27860562,"60,000.00"
27860859,"65,000.00"
27860869,"65,000.00"
27860870,"65,000.00"
27200002,*
27200004,*
27800000,*
27800001,*
27800002,*
27800003,*
27800004,*
27800005,*
27800006,*
27800008,*
27800009,*
27800010,*
27800011,*
27800012,*
27800013,*
27800014,*
27800015,*
27800016,*
27800017,*
27800019,*
27800020,*
27800021,*
27800022,*
27800023,*
27800025,*
27800026,*
27800027,*
27800028,*
27800029,*
27800030,*
27800031,*
27800032,*
27800033,*
27800040,*
27800041,*
27800046,*
27800050,*
27800051,*
27800052,*
27800057,*
27800072,*
27860447,*
27860448,*
27860449,*
27860450,*
27860451,*
27860452,*
27860453,*
27860454,*
27860455,*
27860456,*
27860457,*
27860458,*
27860459,*
27860460,*
27860461,*
27860462,*
27860463,*
27860464,*
27860465,*
27860466,*
27860548,*
30000107,8
30000108,8
30000010,22
30000001,37
30000002,39
30000066,55
30000032,58
30000057,55
30000101,90
30000040,91
30000083,93
30000081,99
30000130,106
30000093,115
30000043,122
30000003,128
30000031,96
30000064,139
30000044,140
30000054,128
30000041,150
30000033,140
30000009,146
30000030,146
30000063,168
30000037,181
30000088,185
30000012,170
30000048,197
30000302,197
30000055,181
30000056,181
30000036,180
30000305,192
30000306,192
30000049,217
30000059,227
30000016,204
30000073,247
30000087,247
30000038,248
30000045,248
30000050,248
30000060,248
30000061,248
30000042,258
30000047,274
30000085,279
30000053,283
30000015,265
30000095,283
30000078,321
30000100,363
30000077,370
30000086,407
30000089,414
30000090,414
30000113,385
30000004,434
30000106,416
30000070,555
30000074,587
30000334,622
30000039,642
30000075,649
30000091,680
30000096,680
30000014,653
30000069,753
30000006,593
30000005,841
30000068,863
30000072,864
30000062,957
30000067,"1,049.00"
30000079,"1,543.00"
30000080,"2,160.00"
30100423,21
30100449,25
30100533,25
30100536,25
30100078,30
30100453,30
30100509,30
30100421,31
30100301,33
30100683,33
30110039,33
30100077,35
30100624,35
30100491,36
30100513,36
30100372,37
30100451,37
30100472,37
30100488,37
30100489,37
30100514,37
30100486,38
30100285,40
30100431,40
30100537,40
30100622,40
30100456,41
30100570,43
30110022,43
30110077,43
30110189,43
30100444,44
30110021,44
30110050,49
30100455,48
30110099,48
30000327,49
30100545,49
30100402,55
30100471,52
30100571,53
30100236,54
30100459,54
30100617,54
30110095,54
30100248,55
30100249,55
30100282,55
30100283,55
30100425,55
30100469,55
30100499,55
30100502,55
30100112,56
30100307,56
30100336,56
30100454,59
30100281,60
30100504,60
30100694,67
30100175,61
30100241,61
30100153,62
30100452,62
30100506,62
30100538,62
30100539,62
30100641,64
30100460,65
30100490,66
30110208,74
30100526,67
30100088,68
30100096,68
30100154,68
30100155,68
30100156,68
30100275,68
30100276,68
30100480,68
30100531,68
30000007,78
30100434,71
30100410,79
30100693,81
30100157,73
30100413,73
30100697,82
30100203,75
30100517,75
