Charge Code,Charge Code Description,HCPCS Code, June 2019 Prices 
5017256,KETOROLAC 10MG TAB 50,93031401, 12.11 
5017264,KETOROLAC 15/ML 1ML INJ 50,63323016101, 59.09 
5017272,KETOROLAC 30/ML 1ML INJ 50,63323016216, 64.99 
5017280,KETOROLAC 30/ML 2ML INJ 50,63323016226, 74.45 
5017298,KETOTIFEN 0.025% 5ML OP 50,17478071710, 291.89 
5017306,POTASSIUM IODIDE 1G/ML 30ML PO,245000331, 68.55 
5017322,K-PHOS NEUTRAL TAB 50,64980010401, 7.09 
5017330,LABETALOL 100MG TAB 50,904592861, 12.11 
5017348,LABETALOL 200MG TAB 50,904592961, 12.11 
5017355,LABETALOL 300MG TAB 50,68084045701, 12.11 
5017363,LABETALOL 5/ML 20ML INJ 50,51991093498, 378.16 
5017371,LABETALOL 5/ML 40ML INJ 50,143962301, 629.89 
5017389,RIFABUTIN 150MG CAP 50,13530117, 39.00 
5017397,LACRILUBE 7G OP OIN 50,Z7610, 88.63 
5017413,LACTASE 9000U CHW TAB 50,450093032, 5.91 
5017421,LACTOBAC ACIDOPH PKT 50,Z7610, 7.15 
5017439,LACTOBAC ACIDOPH CAP 50,536718001, 7.15 
5017447,LACTOBAC ACIDOPH TAB 50,536718101, 7.15 
5017454,LACTULOSE 10G/15ML 15ML PO,121457715, 7.09 
5017462,LACTULOSE 10G/15 30ML PO 50,121115440, 9.46 
5017470,LAMIVUDINE 150MG TAB 50,65862055260, 35.45 
5017488,LAMIVUD/ZIDOVUD 150-300MG TAB 50,49702020218, 69.72 
5017496,LAMOTRIGINE 100MG TAB 50,51079049920, 17.73 
5017504,LAMOTRIGINE 25MG TAB 50,51079049820, 13.01 
5017520,LANSOPRAZOLE 15MG PKT 50,Z7610, 27.18 
5017538,LANSOPRAZOLE 15MG CAP 50,Z7610, 30.72 
5017553,LANSOPRAZOLE 30MG CAP 50,300304613, 31.91 
5017579,LATANOPROST 0.005% 2.5 OP 50,61314054701, 371.08 
5017603,LEFLUNOMIDE 10MG TAB 50,60505250201, 109.91 
5017611,LEFLUNOMIDE 20MG TAB 50,781505731, 66.18 
5017629,LEPIRUDIN 50MG INJ 50,50419015057," 1,017.52 "
5017637,LEUCOVORIN 100MG INJ 50,25021081430, 138.28 
5017645,LEUCOVORIN 200MG INJ 50,25021081530, 276.53 
5017652,LEUCOVORIN 350MG INJ 50,25021081630, 483.35 
5017660,LEUCOVORIN 50MG INJ 50,55390005110, 171.36 
5017678,LEUCOVORIN 5MG TAB 50,51079058101, 18.90 
5017710,LEUPROLIDE 7.5MG INJ KIT-LUPRON 50,74364203," 5,999.91 "
5017728,LEVALBUTEROL 0.63/3ML INH,63402051224, 15.36 
5017736,LEVALBUTEROL 1.25/3ML INH,93414864, 20.10 
5017744,LEVETIRACETAM 250MG TAB 50,50268046715, 18.90 
5017751,LEVETIRACETAM 500MG TAB 50,904605261, 12.11 
5017769,LEVLEN 28TAB 50,S4993, 268.27 
5017777,LEVOBUNOLOL 0.25% 5ML OP 50,24208054505, 166.62 
5017785,LEVOBUNOLOL 0.5% 5ML OP 50,24208050505, 126.45 
5017793,LEVOCABAST 0.05% 5ML OP 50,Z7610, 277.71 
5017801,LEVOCARN 200/ML 5ML INJ 50,54482014701, 5.91 
5017819,LEVOCARN 330MG TAB 50,50383017290, 12.11 
5017827,LEVODOPA 250MG TAB 50,Z7610, 12.11 
5017835,LEVOFLOX 0.5% 5ML OP 50,Z7610, 216.27 
5017843,LEVOFLOX 25/ML 20ML INJ 50,45006951, 276.53 
5017850,LEVOFLOX 250MG TAB 50,904635161, 53.18 
5017868,LEVOFLOX 500MG TAB 50,904635261, 66.18 
5017876,LEVOFLOX/D5 250/50ML INJ 50,409052815, 295.45 
5017884,LEVOFLOX/D5 500/100 INJ 50,25021013267, 459.71 
5017900,LEVOTHYROXINE 25MCG TAB 50,51079044420, 12.11 
5017918,LEVOTHYROXINE 50MCG TAB 50,51079044001, 12.11 
5017926,LEVOTHYROXINE 75MCG TAB 50,74518211, 12.11 
5017934,LEVOTHYROXINE 88MCG TAB 50,527134401, 12.11 
5017942,LEVOTHYROXINE 112MCG TAB 50,74929690, 13.01 
5017959,LEVOTHYROXINE 125MCG TAB 50,51079044301, 12.11 
5017967,LEVOTHYROXINE 137MCG TAB 50,527163801, 12.11 
5017975,LEVOTHYROXINE 150MCG TAB 50,74706911, 13.01 
5017983,LEVOTHYROXINE 175MCG TAB 50,74707019, 12.11 
5017991,LEVOTHYROXINE 100MCG TAB 50,51079044220, 12.11 
5018007,LEVOTHYROXINE 200MCG TAB 50,74714811, 12.11 
5018015,LEVOTHYROXINE 300MCG TAB 50,48117003, 12.11 
5018023,LEVOTHYROXINE 500MCG INJ 50,63323064810, 366.36 
5018031,LIDOC/EPI 0.5PCT-1:2 50ML INJ 50,409317701, 28.37 
5018064,LIDOC/EPI 1PCT-1:2 30ML MPF INJ 50,63323048737, 65.67 
5018072,LIDOC/EPI 1.5PCT-1:2 30ML MPF INJ 50,63323048837, 86.78 
5018080,LIDOC/EPI 2PCT-1:1 20ML INJ 50,63323048327, 43.73 
5018098,LIDOC/EPI 2PCT-1:1 30ML INJ 50,409318202, 72.09 
5018106,LIDOC/EPI 2PCT-1:1 50ML INJ 50,63323048357, 40.61 
5018122,LIDOC/EPI 2PCT-1:2 20ML MPF INJ 50,63323048927, 114.64 
5018148,LIDOC 1PCT 20ML INJ SDV 50,63323048527, 28.37 
5018155,LIDOC 1PCT 2ML MPF INJ 50,63323020102, 27.18 
5018163,LIDOC 1PCT 30ML INJ SDV 50,63323049226, 28.37 
5018171,LIDOC 1PCT 50ML INJ 50,63323048557, 28.37 
5018189,LIDOC 1PCT 5ML MPF INJ 50,63323049257, 5.91 
5018197,LIDOC 1PCT 5ML SYR 50,409913705, 29.80 
5018205,LIDOC 1PCT 10ML MPF INJ 50,63323049297, 15.36 
5018239,LIDOC 2% 20ML GL 50,76329301505, 69.72 
5018247,LIDOC 2PCT 20ML INJ 50,63323048626, 28.37 
5018254,LIDOC 2PCT 2ML MPF INJ 50,63323049527, 27.18 
5018262,LIDOC 2% 30ML GL 50,17478084030, 89.82 
5018270,LIDOC 2PCT 50ML INJ 50,63323048657, 28.37 
5018288,LIDOC 2% 5ML GL 50,76329301205, -   
5018296,LIDOC 2% 5ML PF INJ SDV,63323049526, 17.73 
5018304,LIDOC 2PCT 10ML MPF INJ 50,186024044, 38.45 
5018338,LIDOC 4% 30G CR 50,24357070130, 182.00 
5018346,LIDOC 4PCT 50ML INJ 50,54350547, 35.45 
5018353,LIDOC 4% 50ML TP 50,54350547, 93.36 
5018361,LIDOC 4% 5ML MPF TP 50,186023503, 34.27 
5018379,LIDOC 5% 35G OIN 50,50383093335, 98.08 
5018387,LIDOC 5% 5G CR 50,Z7610, 67.37 
5018395,LIDOC 5% PA 50,603188016, 44.91 
5018403,LIDOC VISCOUS 2% 100ML 50,50383077504, 99.28 
5018411,LIDOC VISCOUS 2% 20ML 50,54850016, 17.73 
5018437,LIDOC/D5 2G/250ML INJ 50,63323049507, 205.63 
5018445,LIDOC/PRILO 2.5-2.5% 30G CR 50,591207030, 346.27 
5018478,LINEZOLID 600/300ML INJ 50,55150024251, 889.97 
5018486,LINEZOLID 600MG TAB 50,31722074920, 865.20 
5018494,LIOTHYRONINE 5MCG TAB 50,60793011501, 12.11 
5018502,LIOTRIX 60MG TAB 50,456005001, 12.11 
5018510,LIP BALM 50,41388022061, 7.09 
5018528,LIPRAM-CR20 CAP 50,Z7610, 13.01 
5018536,LISINOP/HCTZ 10-12.5MG TAB,143126201, 12.11 
5018544,LISINOP/HCTZ 20-12.5MG TAB,68180051901, 12.11 
5018551,LISINOP/HCTZ 20-25MG TAB,68180052001, 12.11 
5018569,LISINOPRIL 10MG TAB 50,904648561, 12.11 
5018577,LISINOPRIL 2.5MG TAB 50,603139364, 12.11 
5018585,LISINOPRIL 20MG TAB 50,51079098320, 12.11 
5018601,LISINOPRIL 40MG TAB 50,904648761, 12.11 
5018619,LISINOPRIL 5MG TAB 50,51079098101, 12.11 
5018627,LITHIUM 150MG CAP 50,54852625, 12.11 
5018635,LITHIUM 300/5 5ML PO 50,54352763, 13.01 
5018643,LITHIUM 300MG CAP 50,54852725, 12.11 
5018650,LITHIUM 300MG ER TAB 50,54002125, 12.11 
5018668,LITHIUM 450MG ER TAB 50,54002025, 12.11 
5018684,THEOPHY 600MG ER TAB 50,Z7610, 12.11 
5018692,THROMBIN 1000U TP KIT 50,Z7610, 55.54 
5018700,LOPERAMIDE 1/5ML 10ML PO 50,68094021759, 7.09 
5018718,LOPERAMIDE 1/5ML 5ML PO 50,50383061806, 7.09 
5018726,LOPERAMIDE 2MG CAP 50,60687022901, 7.15 
5018734,LOPERAMIDE 2MG TAB 50,37205037067, 7.15 
5018742,LOPINAVIR/RITON CAP 50,74395977, 24.81 
5018767,LORAT/PSEU 10-240MG ER TAB,37205034888, 21.27 
5018775,LORAT/PSEU 5-120MG ER TAB 50,45802010652, 13.01 
5018783,LORATADINE 10MG DT TAB 50,573262065, 17.73 
5018791,LORATADINE 10MG TAB 50,904607461, 17.73 
5018817,LORATADINE 5/5ML 5ML ORAL LIQ,54838055840, 7.15 
5018825,LORAZEPAM 0.5MG TAB 50,51079041720, 13.01 
5018833,LORAZEPAM 1MG TAB 50,904600861, 13.01 
5018858,LORAZEPAM 2/ML 1ML INJ SDV,641604425, 31.91 
5018866,LORAZEPAM 2MG TAB 50,51079038720, 13.01 
5018890,LOSAR/HCTZ 50-12.5MG TAB 50,603422802, 13.01 
5018908,LOSARTAN 100MG TAB 50,6096058, 12.11 
5018916,LOSARTAN 25MG TAB 50,68084034601, 12.11 
5018924,LOSARTAN 50MG TAB 50,904639061, 12.11 
5018957,LOTEPREDNOL 0.5% 5ML OP 50,24208029905, 249.36 
5018999,LOVASTATIN 20MG TAB 50,68084055901, 18.90 
5019005,LOVASTATIN 40MG TAB 50,68180046907, 27.18 
5019039,LOXAPINE 10MG CAP 50,591037001, 12.11 
5019070,LUBRIDERM 180ML LO 50,Z7610, 14.18 
5019088,LUBRIDERM 480ML LO 50,Z7610, 37.82 
5019096,LYMPH IMM GLOB 50/ML 5ML 50,J3490," 3,382.26 "
5019104,MAALOX PLUS SUSP 148ML PO 50,Z7610, 31.91 
5019112,MAALOX PLUS XS 150ML PO 50,Z7610, 31.91 
5019120,MAALOX PLUS XS 30ML PO 50,121176230, 7.15 
5019138,TISSEEL VH 2ML KIT 50,944430102," 1,638.30 "
5019146,MAG CITRATE 8.85% 300 PO 50,904630477, 14.18 
5019179,MAG OXIDE 250MG TAB 50,43292055738, 7.15 
5019203,MAXITROL 5ML OP 50,998063006, 285.99 
5019229,M-DOPA 250MG TAB 50,51079020001, 12.11 
5019237,M-DOPA 500MG TAB 50,51079020120, 12.11 
5019252,MEBENDAZOLE 100MG CHW 50,93910729, 34.27 
5019260,MECLIZINE 12.5MG TAB 50,68084049011, 12.11 
5019278,MECLIZINE 25MG CHW TAB 50,536101801, 12.11 
5019286,MECLIZINE 25MG TAB 50,904651761, 12.11 
5019294,M-PROGEST 10MG TAB 50,60687010521, 12.11 
5019302,M-PROGEST 2.5MG TAB 50,555087202, 12.11 
5019310,M-PROGEST 5MG TAB 50,59762374101, 12.11 
5019328,MEGESTROL 20MG TAB 50,51079043401, 12.11 
5019336,MEGESTROL 40/ML 240ML PO 50,60432012608," 1,140.43 "
5019344,MEGESTROL 40/ML 5ML ORAL LIQ,54354258, 24.81 
5019351,MEGESTROL 40MG TAB 50,904357161, 12.11 
5019369,MELATONIN 3MG TAB 50,51991001406, 7.15 
5019377,MELOXICAM 7.5MG TAB 50,68382005001, 23.64 
5019385,MELPHALAN 2MG TAB 50,52609000105, 57.91 
5019393,MENINGOC POLYSAC VAC INJ 50,49281048901, 638.17 
5019427,MEPERID 10/ML 30ML PCA 50,409603004, 146.54 
5019443,MEPERID 100/ML 1ML AMP 50,409125601, 30.72 
5019450,MEPERID 100/ML 1ML SYR 50,409118069, 30.72 
5019468,MEPERID 25/ML 1ML AMP 50,J3490, 30.72 
5019476,MEPERID 25/ML 1ML SYR 50,409117630, 30.72 
5019484,MEPERID 50/ML 1ML AMP 50,409125301, 30.72 
5019492,MEPERID 50/ML 1ML SYR 50,409117830, 30.72 
5019500,MEPERID 50MG TAB 50,54859511, 13.01 
5019518,MEPERID 75/ML 1ML SYR 50,74117931, 30.72 
5019542,MEPIVACAINE 2% 20ML INJ 50,409106720, 43.46 
5019583,MEPROBAMATE 400MG TAB 50,Z7610, 13.01 
5019591,MERCAPTOPURINE 50MG TAB 50,378354752, 23.64 
5019609,M-ERGONOVINE 0.2/ML INJ 50,51991014417, 28.37 
5019617,M-ERGONOVINE 0.2MG TAB 50,27437005057, 319.06 
5019625,MEROPENEM 1G INJ 50,63323050830, 348.62 
5019633,MEROPENEM 500MG INJ 50,25021015515, 34.21 
5019658,MESALAMINE 400MG DR TAB 50,149075215, 12.11 
5019666,MESALAMINE 4G/60ML ENEMA 50,45802009851, 122.91 
5019740,METAPROT 0.65MG 14G MDI 50,Z7610, 148.91 
5019757,METAPROT 10/5ML 5ML PO 50,Z7610, 7.09 
5019765,METAPROT 10MG TAB 50,Z7610, 12.11 
5019799,METARAMIN 10/ML 10ML INJ 50,J3490, 99.28 
5019807,METAXALONE 400MG TAB 50,Z7610, 12.11 
5019815,METFORMIN 1000MG TAB 50,172443210, 12.11 
5019823,METFORMIN 500MG ER TAB 50,904610761, 12.11 
5019831,METFORMIN 500MG TAB 50,904632661, 12.11 
5019849,METFORMIN 850MG TAB 50,55154358704, 12.11 
5019880,METHADONE 10/ML 1ML ORAL LIQ,54355344, 13.01 
5019898,METHADONE 10MG TAB 50,904653061, 13.01 
5019906,METHADONE 40MG TAB 50,60687020932, 13.01 
5019914,METHADONE 5/5ML 5ML ORAL LIQ,54355563, 13.01 
5019922,LO OVRAL 28TAB 50,S4993, 221.00 
5019948,METHAZOLAMIDE 50MG TAB 50,Z7610, 12.11 
5019955,METHENAMINE MANDELATE 1G TAB,13925010701, 12.11 
5019963,METHIMAZOLE 10MG TAB 50,185021001, 12.11 
5019971,METHIMAZOLE 5MG TAB 50,49884064001, 13.01 
5019989,METHOCARBAMOL 500MG TAB 50,603448521, 12.11 
5019997,METHOCARBAMOL 750MG TAB 50,68084005701, 12.11 
5020003,METHOHEXITAL 500MG INJ 50,42023010501, 191.45 
5020011,HYDROC/ACET 7.5-325 TAB 50,406012462, 13.01 
5020029,METHOTREX 25/ML 10ML INJ 50,63323012310, 80.36 
5020037,METHOTREX 25/ML 2ML INJ 50,703367103, 35.45 
5020045,METHOTREXATE 1G INJ SDV 50,63323012250, 373.44 
5020052,METHOTREXATE 2.5MG TAB 50,51079067001, 20.10 
5020060,M-BLUE 10/ML 10ML INJ 50,17478050410, 179.10 
5020078,M-SALICYLATE 30G OIN 50,54162055501, 21.27 
5020094,M-SALICYLATE 57G CR 50,58232042101, 21.27 
5020102,M-CELLULOSE 2G/19G PKT 50,68041825, 5.91 
5020110,M-DOPA 50/ML 5ML INJ 50,517890510, 96.90 
5020136,METOCLOPRAM 10MG TAB 50,63739029310, 12.11 
5020144,METOCLOPRAM 5/5ML 10ML PO 50,121157610, 7.09 
5020151,METOCLOPRAM 5/5ML 5ML PO 50,Z7610, 7.09 
5020169,METOCLOPRAM 5/ML 10ML INJ 50,J2765, 7.09 
5020177,METOCLOPRAM 5/ML 2ML INJ 50,703450284, 28.37 
5020185,METOCLOPRAM 5MG TAB 50,591246701, 12.11 
5020193,METOLAZONE 10MG TAB 50,378617401, 12.11 
5020201,METOLAZONE 2.5MG TAB 50,65580064371, 12.11 
5020219,METOLAZONE 5MG TAB 50,65580064471, 12.11 
5020227,METOPROL/HCTZ 50-25MG TAB 50,Z7610, 12.11 
5020235,METOPROLOL 1/ML 5ML INJ 50,143966010, 41.36 
5020243,METOPROLOL 100MG XL TAB 50,904632461, 12.11 
5020250,METOPROLOL 100MG TAB 50,904634261, 12.11 
5020268,METOPROLOL 25MG XL TAB 50,51079016920, 12.11 
5020276,METOPROLOL 50MG XL TAB 50,68084066601, 12.11 
5020284,METOPROLOL 50MG TAB 50,904634161, 12.11 
5020292,METRONIDAZ 0.75% 28G GL 50,68682045570, 150.08 
5020300,METRONIDAZ 0.75% 45G GL 50,115147446, 462.09 
5020318,METRONIDAZ 0.75% 70G VG GL 50,781707787, 319.08 
5020326,METRONIDAZ/NACL 500/100ML BAG 50,338954124, 163.09 
5020334,METRONIDAZOLE 250MG TAB 50,68084021601, 12.11 
5020342,METRONIDAZOLE 500MG TAB 50,904656861, 18.90 
5020359,MEXILETINE 150MG CAP 50,93873901, 12.11 
5020367,MEXILETINE 200MG CAP 50,93874001, 12.11 
5020375,MAG CL 64MG ER TAB 50,57896063506, 17.73 
5020383,MAG OXIDE 400MG TAB 50,63739035410, 7.15 
5020391,MGOH/ALOH 200-200MG CHW 50,Z7610, 7.15 
5020409,MICONAZOLE 100MG VG SUP 50,472173607, 146.54 
5020425,MICONAZOLE 2% 30G CR 50,603780550, 43.73 
5020433,VIT B CMPLX/C TAB 50,904026013, 7.15 
5020441,MICONAZOLE 2% 45G VG CR 50,713025237, 130.01 
5020466,MICONAZOLE 200MG VG SUP 50,472173803, 119.37 
5020482,MIDAZOLAM 1/ML 2ML INJ 50,641605725, 47.28 
5020490,MIDAZOLAM 1/ML 5ML INJ 50,409230505, 180.81 
5020516,MIDAZOLAM 2/ML 1ML ORAL LIQ,Z7610, 28.37 
5020532,MIDAZOLAM 5/ML 10ML INJ 50,641606010," 1,155.78 "
5020557,MIDAZOLAM 5/ML 5ML INJ 50,63323041205, 47.28 
5020573,MIDODRINE 5MG TAB 50,63739055610, 12.11 
5020581,MIGLITOL 25MG TAB 50,57664068488, 8.27 
5020615,MILK OF MAGNESIA 30ML PO 50,121043130, 8.18 
5020623,MILRINONE 1/ML 20ML INJ SDV,143970910, 73.26 
5020631,MILRINONE 1/ML 5ML INJ 50,J3490, 434.90 
5020649,MILRINONE/D5 20/100ML INJ SDV,409277623," 1,362.60 "
5020664,MINERAL OIL 30ML 50,48433020230, 13.01 
5020672,MINERAL OIL 480ML 50,37205083143, 15.36 
5020698,MINOCYCLINE 100MG CAP 50,68084062311, 18.90 
5020706,MINOCYCLINE 50MG CAP 50,591569401, 16.54 
5020722,MINOXIDIL 10MG TAB 50,68084020501, 12.11 
5020730,MINOXIDIL 2.5MG TAB 50,591564201, 12.11 
5020755,MINTOX PLUS CHW TAB 50,904047860, 7.09 
5020763,MIRTAZAPINE 15MG TAB 50,378351593, 24.81 
5020771,MIRTAZAPINE 30MG DT TAB 50,65862002206, 21.27 
5020789,MIRTAZAPINE 30MG TAB 50,591111830, 21.27 
5020805,MIRTAZAPINE 45MG TAB 50,13107003234," 2,577.47 "
5020813,MISOPROSTOL 100MCG TAB 50,68084004001, 12.11 
5020821,MISOPROSTOL 200MCG TAB 50,68084004101, 12.11 
5020854,MITOMYCIN 5MG MDV (5MG) 50,55390025101, 386.45 
5020888,MMR VIRUS VAC INJ 50,6468100, 355.72 
5020896,MODAFINIL 100MG TAB 50,63459010101, 36.65 
5020904,MODAFINIL 200MG TAB 50,63459020101, 48.45 
5020920,MOEXIPRIL 7.5MG TAB 50,68462020901, 12.11 
5020946,MOMETASONE 0.1% 15G CR 50,45802025735, 160.71 
5020961,MOMETASONE 0.1% 45G CR 50,45802025742, 401.80 
5020987,MOMETASONE 50MCG 17G SPRY 50,85119701," 1,400.05 "
5020995,MONTELUKAST 10MG TAB 50,50268057515, 20.10 
5021001,MONTELUKAST 5MG CHW TAB 50,6027554, 22.46 
5021019,MORPH 0.5/ML 10ML PF INJ 50,641602010, 72.09 
5021027,MORPH 1/ML 10ML PF INJ 50,641601910, 70.99 
5021035,MORPH 1/ML 2ML PF INJ 50,63323029280, 81.55 
5021043,MORPH 1/ML 30ML PCA 50,76329191101, 146.54 
5021050,MORPH 10/ML 1ML SYR 50,409189301, 35.45 
5021068,MORPH 10/ML 1ML INJ SDV,641607025, 35.45 
5021100,MORPH 2/ML 1ML SYR 50,409189001, 30.72 
5021126,MORPH 4/ML 1ML PF SYR,409189101, 30.72 
5021167,MORPH 10/5ML 5ML PO 50,54023749, 13.01 
5021175,MORPH 100MG ER TAB 50,406839001, 40.18 
5021183,MORPH 10MG TAB 50,Z7610, 13.01 
5021191,MORPH 15MG ER TAB 50,68084015701, 13.01 
5021209,MORPH 15MG TAB 50,54023524, 13.01 
5021225,MORPH 20/ML 30ML PO 50,574015330, 130.01 
5021241,MORPH 30MG SR CAP-KADIAN 50,63857032511, 33.09 
5021258,MORPH 30MG ER TAB 50,68084040401, 16.14 
5021274,MORPH 60MG ER TAB 50,34051610, 31.91 
5021308,M-PHENIDATE 10MG TAB 50,406114401, 13.01 
5021365,M-PHENIDATE 5MG TAB 50,591588201, 13.01 
5021373,M-PRED ACET 40/ML 1ML INJ 50,9307303, 35.45 
5021381,M-PRED ACET 80/ML 1ML INJ 50,9347503, 74.45 
5021399,M-PRED NA SUCC 40/ML 1ML INJ SDV,9003928, 35.45 
5021407,M-PRED NA SUCC 125INJ SDV 50,9004722, 43.73 
5021423,M-PRED NA SUCC 1G INJ 50,9001820, 248.18 
5021431,M-PREDL 2MG TAB 50,Z7610, 12.11 
5021456,HEPAR 5000U/0.5ML 0.5ML INJ CARP,409131632, 28.37 
5021472,ZINC OXIDE 40% 60G OIN 50,58232007211, 15.36 
5021480,M-PREDL 4MG TAB 50,603459315, 12.11 
5021506,MORPH 15/ML 1ML INJ SDV,641234541, 30.72 
5021548,MVI CAP 50,Z7610, 7.15 
5021563,MVI THERAPEUTIC TAB 50,904053961, 7.15 
5021597,MUPIROCIN 2% 15G CR 50,68462056417, 194.99 
5021605,MUPIROCIN 2% 22G OIN 50,51672131200, 55.32 
5021621,MVI 10ML INJ 50,54643564601, 43.73 
5021662,MVI/MINERALS CHW TAB 50,Z7610, 7.15 
5021670,MYCOPHEN MOFET 250MG CAP 50,16729009401, 28.37 
5021688,MYCOPHEN MOFET 500MG INJ 50,4029809, 261.18 
5021696,MYCOPHEN MOFET 500MG TAB 50,4026001, 43.73 
5021704,NA BICARB 4.2PCT 5ML INJ 50,63323008305, 48.45 
5021712,NA BICARB 4.2PCT 10ML SYR 50,409553434, 22.46 
5021720,NA BICARB 650MG TAB 50,66553000801, 7.15 
5021738,NA BICARB 8.4PCT 10ML SYR 50,71456000101, 62.63 
5021746,NA BICARB 8.4PCT 50ML SYR 50,409663734, 89.82 
5021753,NA BICARB 8.4PCT 50ML VIAL 50,409662502, 28.37 
5021811,NA HYPOCHL 0.25% 480ML TP 50,436093616, 53.18 
5021829,NA HYPOCHL 0.5% 480ML TP 50,436094616, 79.18 
5021837,NA POLY SUL 15G/60 120 PO 50,46287000660, 85.10 
5021845,NA POLY SUL 15G/60 60 PO 50,46287000660, 49.63 
5021878,NA SULFAC 10% 15ML OP 50,61314070101, 134.72 
5021886,NA SULFAC 10% 3.5G OP OIN 50,574419035, 7.09 
5021902,NABUMETONE 500MG TAB 50,68462035801, 12.11 
5021910,NABUMETONE 750MG TAB 50,185014601, 12.11 
5021928,NADOLOL 20MG TAB 50,68084075521, 12.11 
5021944,NAFCILLIN 1G INJ 50,63323032710, 68.55 
5021951,NAFCILLIN 2G INJ 50,63323032820, 189.09 
5021969,NAFCILLIN/D5 1G/50ML INJ 50,338101741, 221.00 
5021985,NALBUPHINE 10/ML 1ML INJ SDV,409146301, 28.37 
5022009,NALOX/PENTAZ 0.5-50MG TAB 50,Z7610, 13.01 
5022025,NALOXONE 0.4/ML 1ML INJ SDV 50,67457059902, 126.14 
5022041,NALOXONE 1/ML 2ML INJ SYR,76329336901, 320.27 
5022058,NALTREXONE 50MG TAB 50,555090201, 29.55 
5022066,NAPH/PHENIR 0.025-0.3% 15ML OP 50,42002020005, 29.55 
5022074,NAPHAZOLINE 0.012% 15 OP 50,Z7610, 18.90 
5022082,NAPHAZOLINE 0.1% 15ML OP 50,17478021612, 40.18 
5022090,NAPROXEN 250MG TAB 50,53746018801, 7.15 
5022108,NAPROXEN 375MG TAB 50,68462018901, 12.11 
5022116,NAPROXEN 500MG TAB 50,68084012701, 9.46 
5022124,NAPROXEN NA 220MG TAB 50,536102301, 7.15 
5022173,NATEGLINIDE 120MG TAB 50,78035205, 12.11 
5022215,NECON 1/35 28TAB 50,52544055228, 7.09 
5022249,NEFAZODONE 100MG TAB 50,93102406, 12.11 
5022256,NEFAZODONE 150MG TAB 50,93711306, 12.11 
5022280,NELFINAVIR 250MG TAB 50,63010001030, 18.90 
5022298,NEOMYCIN 500MG TAB 50,39822031005, 12.11 
5022314,NEOSPORIN PLUS 15G CR 50,501371205, 21.27 
5022330,NEPHROVITE TAB 50,536730001, 7.15 
5022348,NESIRITIDE 1.5MG INJ SDV,65847020525," 2,858.73 "
5022355,CIMETIDINE 200MG TAB 50,Z7610, 12.11 
5022363,N-FURANTO MC 100MG CAP 50,51079058501, 13.01 
5022371,N-FURANTO MONO 100MG CAP 50,68084044601, 13.01 
5022389,N-FURANTO 25/5ML 5ML ORAL LIQ,66993047173, 155.99 
5022397,N-FURANTO MC 25MG CAP 50,Z7610, 7.09 
5022405,N-FURANTO MC 50MG CAP 50,51079058401, 7.09 
5022439,NIACIN 500MG ER TAB 50,47335053981, 7.15 
5022447,NIACIN 500MG TAB 50,51645079201, 7.15 
5022454,NICARDIPINE 2.5/ML 10ML INJ 50,143968910, 193.82 
5022462,NICARDIPINE 30MG CR CAP 50,Z7610, 12.11 
5022488,NICOTINE 14MG/24HR PA 50,43598044774, 28.37 
5022496,NICOTINE 21MG/24HR PA 50,43598044874, 30.72 
5022504,NICOTINE 2MG GUM 50,135047401, 7.09 
5022512,NICOTINE 4MG GUM 50,766784708, 7.09 
5022520,NICOTINE 7MG/24HR PA 50,135019602, 30.72 
5022538,NIFEDIPINE 10MG CAP 50,228249710, 12.11 
5022546,NIFEDIPINE 20MG CAP 50,228253010, 12.11 
5022553,NIFEDIPINE 30MG ER TAB 50,60687026932, 12.11 
5022561,NIFEDIPINE 60MG CC TAB 50,591319401, 15.36 
5022579,NIFEDIPINE 90MG CC TAB 50,Z7610, 20.10 
5022587,NIMODIPINE 30MG CAP 50,23155010830, 53.18 
5022595,NISOLDIPINE 10MG ER TAB 50,Z7610, 12.11 
5022611,NITROPRUSS 25/ML 2ML INJ 50,187430202," 5,197.84 "
5022629,NITROPRUSSIDE 50MG INJ 50,42998030202, 133.55 
5022652,NOREPINEPH 1/ML 4ML INJ 50,409337504, 145.35 
5022678,NORETHINDRONE 5MG TAB 50,65162047505, 12.11 
5022694,NORTRIPTYL 10MG CAP 50,68084003101, 12.11 
5022702,NORTRIPTYL 25MG CAP 50,68084003211, 12.11 
5022710,NORTRIPTYL 50MG CAP 50,93081201, 12.11 
5022751,NACL 0.9PCT 2ML SYR 50,J3490, 28.37 
5022769,NACL 1G TAB 50,223176001, 7.15 
5022777,KCL 20MEQ PWD 50,603155404, 12.11 
5022785,NACL 5% 15ML OP 50,24208027715, 105.17 
5022793,NACL 5% 3.5G OP OIN 50,24208038555, 94.54 
5022801,NTG 0.1MG/HR PA 50,85330535, 9.46 
5022819,NTG 0.2MG/HR PA 50,85331035, 15.36 
5022827,NTG 0.3MG/HR PA 50,85331535, 13.01 
5022835,NTG 0.3MG SL 100TAB 50,Z7610, 27.18 
5022843,NTG 0.4MG/HR PA 50,49730011230, 13.01 
5022868,NTG 0.4MG/12G SL SPRY 50,59630030020, 254.09 
5022884,NTG 2% 1G OIN 50,281032608, 7.09 
5022892,NTG 2% 30G OIN 50,281032630, 64.99 
5022918,NTG 2.5MG CR CAP 50,904064352, 12.11 
