BILL ITEM ID,LONG DESCRIPTION,CPT-4,HCPCS,REVENUE, TMMC Standard Price Schedule ,TMMC OP Lab Price Schedule
772912,PEG SCREW BONE 2.5X22MM SP22000,,C1713,278, $266.10 ,
772916,SCR BN 3.5MM 12MM LCP SS PROX 212.102,,C1713,278, $336.00 ,
772919,SCR BONE CANN LAG 2.4X18MM 319-2418,,C1713,278, $424.50 ,
772923,IMPLANT MAMM.330CC RND#350-3330,,C1789,278," $2,468.40 ",
772924,IMPL BRST 310ML STY 3K RND 350-3310,,C1789,278," $2,468.40 ",
772929,XPD TISS 600ML STY 133 TXTR 67-133MV15,,C1789,278," $4,461.30 ",
772930,XPD TISS 550ML STY 6100 LO HT 354-6114,,C1789,278," $4,917.30 ",
772933,COVER HOLE THREADED 71330001,,,278, $218.40 ,
772937,SCR BONE 24MM 3MM CRNMXF TI 319-3024,,C1713,278, $422.10 ,
772938,COUNTERSINK 2.0/4MM 316-0101,,C1713,278, $718.20 ,
772944,IMP MAMMARY 500CC RND HIGH GEL 354-4500,,C1789,278," $3,512.40 ",
772945,IMP MAMMARY 550CC RND HIGH GEL 354-4550,,C1789,278," $3,512.40 ",
772946,IMP MAMMARY 600CC RND HIGH GEL 354-4600,,C1789,278," $3,512.40 ",
772949,XPD TISS 450ML STY 6100 LO HT 354-6113,,C1789,278," $4,917.30 ",
772950,XPD TISS 350ML STY 6300 SLTX 354-6312,,C1789,278," $4,917.30 ",
772951,XPD TISS 550ML STY 6300 SLTX 354-6314,,C1789,278," $4,917.30 ",
772952,XPD TISS 850ML STY 6300 TLL HT 354-6317,,C1789,278," $4,917.30 ",
772953,IMPLANT PENILE 18CM#72402987,,C1813,278," $18,776.70 ",
772955,WRE FX 1.6MM 6IN KRSH SS 1 END 14425-6,,C1713,278, $64.50 ,
772959,GDPN ORTH 33CM 3.2MM DISP 0100,,C1713,278, $380.40 ,
772960,SCR BONE CANN LAG 2.0X14MM 319-2014,,C1713,278, $432.60 ,
772961,SCR BONE CANN LAG 2.0X12MM 319-2012,,C1713,278, $432.60 ,
772964,CNTRSNK DRL CAND 3 MM 4 MM SCR 316-0001,,C1713,278, $782.70 ,
772967,XPD TISS 750ML STY 6300 SLTX 354-6316,,C1789,278," $4,917.30 ",
772971,GFT VASC 40CM 8MM GRTX STD WL S0804,,C1768,278," $1,587.30 ",
772972,GRAFT VAS 8X80 IRST08080080L,,C1768,278," $5,229.30 ",
772973,IMPL BRST 325ML GEL SMTH RND 350-7325BC,,C1789,278," $3,132.30 ",
772975,IMPL BRST 5CM 425ML RND SMTH 350-4254BC,,C1789,278," $3,322.20 ",
772978,IMPLANT MAMM.550CC#354-6115,,C1789,278," $4,917.30 ",
772979,XPD TISS 750ML STY 6100 LO HT 354-6116,,C1789,278," $4,917.30 ",
772980,XPD TISS 450ML STY 6300 SLTX 354-6313,,C1789,278," $4,917.30 ",
772981,XPD TISS 650ML STY 6300 TAB 354-6315,,C1789,278," $4,917.30 ",
772988,SCR BONE 3MM 22MM TI CRNFCL 319-3022,,C1713,278, $422.10 ,
772995,SYMPHONY II FS-60#2761-02-060,,,278," $1,461.90 ",
772999,SCR BONE 20MM 3MM CRNMXF TI LG 319-3020,,C1713,278, $422.10 ,
773000,SCR BONE CAN LAG 3.0X28MM 319-3028,,C1713,278, $422.10 ,
773032,NL FX GRN 170MM 12MM 130D RT 456.322S,,C1713,278," $3,759.60 ",
773037,SCR BN 4MM 38MM TMX 1/3 THRD 14376-38,,C1713,278, $504.60 ,
773054,NL FX GRN 400MM 11MM 130D LT 456.421S,,C1713,278," $4,632.30 ",
773055,NL FX GRN 360MM 11MM 130D LT 456.417S,,C1713,278," $4,959.90 ",
773184,PLT-L TITANIUM 1.3X3H 421.051,,C1713,278, $543.30 ,
773189,GRAFT KIT INFUSE BONE L 7510800,,,278," $18,605.70 ",
775480,LD PCNG 60CM 8FR EPCRD BI-P 4968-60,,C1898,278," $1,641.00 ",
783461,SCR BONE CORTEX 2.7 X 8MM 202.008,,C1713,278, $45.90 ,
783465,SCREW 2.7 #202.018,,C1713,278, $45.90 ,
783468,SCR BONE 2MM 18MM DCP SS CORT 201.818,,C1713,278, $50.10 ,
783469,PLATE #243.15,,C1713,278, $162.60 ,
783470,SCREW 2.0 201.010,,C1713,278, $50.10 ,
783474,SCR BONE CORTEX 2.0X6MM 201.806,,C1713,278, $50.10 ,
783475,SCR BONE CORTEX 2.0X20MM 201.20,,C1713,278, $50.10 ,
783482,SCREW 2.7 #202.016,,C1713,278, $45.90 ,
783485,PLT/TUBE DCP 4-HOLE 135 281.14,,C1713,278," $1,455.60 ",
783486,PLT SS 3.5 MM SCR 7 HL BN NS 245.017,,C1713,278," $1,309.80 ",
783490,SCREW CORTEX TI 2.4 X 10MM#401.510.96,,C1713,278, $214.50 ,
783497,SCR BN 4MM 34MM LCP SS PROX 222.586,,C1713,278, $380.40 ,
783501,IMP MAMMARY MOD 275CC 350-1640,,C1789,278," $1,811.40 ",
783507,IMP OPUS OM-1502,,C1713,278, $945.60 ,
783510,SUTURE OPUS SMARTSTITCH OM-8074,,C1713,278," $3,303.00 ",
785491,VALVE HEART MITRAL 29MM 6900P-29,,,278," $23,921.70 ",
785493,VALVE HEART MITRAL 27MM 6900P-27,,,278," $20,884.20 ",
785497,RING ANLPLS 32MM TRCSD ED MC3 4900-T32,,C1768,278," $9,967.50 ",
785498,RING ANNULOPLASTY TRICUSPID 34 4900-T34,,C1768,278," $9,967.50 ",
785502,VLV AOR 25MM MSC UL CNCH HLDR 305U25,,,278," $19,500.00 ",
785503,VALVE HEART MITRAL 27MM 27MECJ-502,,,278," $19,555.50 ",
785505,VALVE HEART MITRAL 31MM 31MECJ-502,,,278," $20,884.20 ",
785512,VLV AOR 25MM FRSTL AOR ROOT FR99525,,,278," $24,681.30 ",
785527,PORT IMPLINFN MRI ISP SIL 9.6 1809660,,C1751,278," $1,770.00 ",
785528,SCR BONE 4X16 SELF-DRILLING 63030,,C1713,278, $973.80 ,
785530,GFT DURA 3X3IN DRGN + CRNL DP1033,,,278," $2,775.60 ",
785531,PMP IT 20ML SNCHR 2 DRG DLV 8637-20,,C1772,278," $33,600.00 ",
789532,SCR BONE 5MM 40MM LCP SS PROX 212.214,,C1713,278, $386.70 ,
789567,MESH SRG PARIETEX 12X8IN VNTRL PCO-3020,,C1781,278," $3,987.00 ",
789569,MESH SRG PARIETEX 9 CM 3.6IN R PCO9X,,C1781,278," $1,005.90 ",
789571,MESH SRG PARIETEX 8X6IN VNTRL PC02015,,C1781,278," $2,427.00 ",
789572,MESH SRG PARIETEX 10X8IN VNTRL PCO-2520,,C1781,278," $4,042.20 ",
789658,RESTRICTOR CEMENT EBO101,,,278, $493.50 ,
789778,SET XTRNFX HXFX SCR 112727,,C1713,278, $19.50 ,
789789,MESH SRG PARIETEX 5.2X3.6IN TET1309,,C1781,278, $379.20 ,
789790,MESH HRN VNTRL PLSTR 6X4IN TECR-1510,,C1781,278, $304.80 ,
789887,IMPLANT GIAUCOMA MINATURE 812001,,,278," $2,385.00 ",
789888,NL FX GRN 340MM 11MM 130D RT 456.414S,,C1713,278," $5,108.10 ",
789893,KYPHYX HV-R W/MIXER#C01B,,C1713,278, $923.40 ,
789992,NL FX GRN 400MM 11MM 130D RT 456.420S,,C1713,278," $5,108.10 ",
789995,TUBE VNT 1.02MM PAPLA EAR TAB 140252-ENT,,,278, $39.00 ,
789996,SCR BN 5MM 75MM TRGN TI FEM 71642275,,C1713,278, $605.70 ,
789997,PLT 24MM TI 1 SEG SC SLMLN BN 403-1024,,C1713,278," $4,302.30 ",
790017,STENT LITHO 7X22 #5637022,,C2617,278, $594.30 ,
790018,LITHOSTENT 7.0X24CM 5637024,,C2617,278, $594.30 ,
790019,STNT URET 7FR 26CM COAT GW 5637026,,C2617,278, $594.30 ,
790112,VLV AOR 23MM MSTR MECH XPD CUF 23AECJ-502,,,278," $20,141.70 ",
790127,PLT ACP 1 SEGMENT SLIM LINE 403-1022,,C1713,278," $4,302.30 ",
790224,IMPL BRST 400ML GEL RND SMTH 350-4001BC,,C1789,278," $3,325.20 ",
790225,IMPL BRST 650ML GEL RND SMTH 350-6504BC,,C1789,278," $3,422.40 ",
790226,MESH SRG PARIETEX 6X6IN HRN 3D TET-1515,,C1713,278, $375.30 ,
790227,MESH PARIETEX 15X10 LT TECT-1510AL,,C1781,278, $489.00 ,
790307,DEV VSCSRG HLN 5 .6ML 31660,,,278, $189.00 ,
790316,GFT DURA 2X2IN DRGN + CRNL DP1022,,,278," $1,404.00 ",
790361,FILTER RECOVERY RF-310F,,C1880,278," $5,455.80 ",
790362,PSTNR IMPL 4.5MM LCP SS THRD 298.803S,,C1713,278, $457.20 ,
791822,PG FX 2.5MM 20MM P/T TP20000,,C1713,278, $313.50 ,
791827,PEG THREADED 2.5MM X 18MM TP-18,,C1713,278, $313.50 ,
791830,SCR BONE SELF-DRILL 4.0X14MM 63028,,C1713,278, $973.80 ,
791879,PLT ACP 2 SLIMLINE 40MM 403-2040,,C1713,278," $4,850.10 ",
791889,TAPE FIBER 2MM (6) AR-7237,,C1713,278, $357.60 ,
791901,ANTERIOR TIBIALIS TENDON 30815,,C1762,278," $4,769.10 ",
791904,IMPL FX BTRNSF 50MM 5MM LG AR-1351LB,,C1713,278," $1,229.40 ",
791905,SCR BONE 5MM 38MM LCP SS PROX 212.213,,C1713,278, $456.00 ,
791919,SCR BONE CANN 6.5X35MM AR-1357,,C1713,278, $380.40 ,
791931,IMPL BRST 400ML GEL RND SMTH 350-7400BC,,C1789,278," $2,625.00 ",
791939,PEG 28MM FULLY THREADED FP28,,C1713,278, $313.50 ,
791947,SCR LOCKING 2.4MMX12MM 412.812,,C1713,278, $398.10 ,
791993,GFT BN CRSTN ASR CORT CNC BLCK 345741,,,278," $3,790.50 ",
792014,SCR BONE CANN 4.0X22MM 71754022,,C1713,278, $554.10 ,
793860,K-WIRE PERI-LOCK 2.0 X 228 TP 71173361,,C1713,278, $85.50 ,
793862,SCR BONE LAG CANN 3.0X34MM 319-3034,,C1713,278, $591.90 ,
793999,SCR BN 6.5MM 45MM CD HZN LGC 75446545,,C1713,278," $5,661.90 ",
794000,PLATE TIBIAL 3.5MM LCP 6 HOLE#239.904,,C1713,278," $5,155.50 ",
794026,NL 7MM 24CM HUM NLEX IM CAND 04.001.228S,,C1713,278," $6,172.50 ",
795807,GFT SFT TIS 1.5X1CM AMNIOGRAFT AG-1510,,C1762,278," $1,681.20 ",
795808,GFT SFT TIS 2X1.5IN AMNIOGRAFT AG-2015,,C1762,278," $1,785.00 ",
795814,ROD SPNL 30MM 5.5MM CD HZN LGC 8690030,,,278," $1,575.00 ",
795874,TENDON ACHILLES W/CANCELLOUS 30200,,C1762,278," $3,865.20 ",
795898,MESH SRG PARIETEX 14.5X11IN PCO-3728X,,C1781,278," $5,124.60 ",
795900,PLT 43MM SS 2.4MM SCR 5X3 HL 242.493,,C1713,278," $2,698.50 ",
795902,SCR BONE 2.7MM 12MM LCP SS 202.872,,C1713,278, $110.70 ,
795903,SCREW CORTEX 2.7 X 14MM 202.874,,C1713,278, $110.70 ,
795904,SCR BN 2.4MM 20MM LCP SS DIST 201.770,,C1713,278, $191.70 ,
795905,SCR BN 2.4MM 18MM LCP SS DIST 212.818,,C1713,278, $408.30 ,
795906,SCR BN 2.4MM 20MM LCP SS DIST 212.820,,C1713,278, $408.30 ,
795907,GRAFT ENDOGRAFT TRUNK 1PSI PXT281414,,C1768,278," $29,713.50 ",
795910,MESH PARITEX 15X10 TEC-1510,,C1781,278, $297.30 ,
795911,ANCHOR SUTURE 2.9 BIORAPTOR 7210705,,C1713,278," $1,043.40 ",
799783,SCR BN 5MM 55MM LCP DHHS SS 212.220,,C1713,278, $472.50 ,
799786,DUPLICATE CATH VAXCEL 8 FR#45-362,,C1788,278," $1,338.00 ",
799788,SCREW LOCKING 4.0 X 26MM#222.674,,C1713,278, $464.10 ,
799789,SCREW LOCKING 4.0 X 30MM#222.675,,C1713,278, $464.10 ,
799825,SCREW 5.0MM X 28MM#212.209,,C1713,278, $393.30 ,
799843,NAIL HUMERAL CAN 9MM 250M 04.001.430S,,C1713,278," $6,172.50 ",
799861,JOINT FINGER DISTAL R MCP-100-30D-WW,,C1776,278," $8,471.70 ",
799865,NAIL HUMERAL T25 04.001.000S,,,278, $532.80 ,
799869,PLT 3.5MM 5 HOLES RT 241.284,,C1713,278," $3,363.60 ",
799872,SCR BONE 2.7MM 18MM LCP SS SM 202.218,,C1713,278, $379.20 ,
799873,SCR BONE 2.7MM 26MM LCP SS SM 202.226,,C1713,278, $379.20 ,
799874,SCR BONE 2.7MM 30MM LCP SS SM 202.230,,C1713,278, $379.20 ,
799875,SCR BONE 2.7MM 44MM LCP SS SM 202.244,,C1713,278, $379.20 ,
799876,CABLE W/CRIMP 1.0MM/750MM#498.800.01S,,C1713,278," $1,529.10 ",
799911,MESH SRG PRC 8X6IN ABD HRN PCDG1,,C1781,278," $3,325.62 ",
799912,SCR BONE 2.7MM 20MM LCP SS SM 202.220,,C1713,278, $308.40 ,
799924,SCR BONE LAG 10.5X100MM 1045-100,,C1713,278," $1,298.70 ",
799935,NL FX GRN 380MM 11MM 130D RT 456.418S,,C1713,278," $5,559.30 ",
799965,SCR BONE 5MM 24MM LCP SS PROX 212.206,,C1713,278, $472.50 ,
799966,SCREW 5.0MM X 34MM#212.211 AAA,,C1713,278, $472.50 ,
799967,SCR BONE 5MM 50MM LCP SS MDL 212.219,,C1713,278, $472.50 ,
799969,STNT/GFT EPRSTH 14.5CM 12MM PXC141200,,,278," $13,719.90 ",
799987,CBL ORTH COCR 2MM 75MM HIP CLP 71340020,,C1713,278," $1,064.10 ",
801805,IMPL BRST 150ML GEL SMTH RND 350-1501BC,,C1789,278," $3,724.50 ",
801806,IMPL BRST 250ML GEL SMTH RND 350-2501BC,,C1789,278," $2,835.00 ",
801822,CBL ORTH COCR 2MM 75MM TROCH 71340007,,C1713,278," $1,864.50 ",
801837,PG FX 2MM 24MM SMTH P24000,,C1713,278, $297.90 ,
801839,PG FX 2MM 26MM ORTH SMTH P26000,,C1713,278, $297.90 ,
801840,PEG SCREW BONE 2.5X14MM SP14000,,C1713,278, $297.90 ,
801846,PEG 26MM FULLY THREADED FP26,,C1713,278, $297.90 ,
801847,SCR BONE 12MM 3MM CRNMXF TI LG 319-3012,,C1713,278, $477.00 ,
801848,PG FX 2.5MM 18MM ORTH FT FP18,,C1713,278, $297.90 ,
801850,PG FX 2.5MM 20MM FT FP20,,C1713,278, $297.90 ,
801852,SCR BONE 2.4MM 16MM TI CRNMXF 319-2416,,C1713,278, $502.50 ,
801853,SCR BONE 18MM 3MM CRNMXF TI LG 319-3018,,C1713,278, $280.90 ,
801855,SCR BONE CANN LAG 3.0X16M 319-3016,,C1713,278, $477.00 ,
801858,PG FX 2.5MM 24MM FT FP2400,,C1713,278, $297.90 ,
803806,IMPLANT TOTAL HIP VENDOR WRIGHT,,,278," $20,271.30 ",
803807,IMPLANT TOTAL SPINE VENDOR WRIGHT,,,278," $24,325.20 ",
803808,IMPLANT TOTAL HIP VENDOR DEPUY,,,278," $18,649.20 ",
803809,IMPLANT TOTAL HIP VENDOR ENCORE,,,278," $17,027.40 ",
803810,IMPLANT TOTAL HIP VENDOR ZIMMER,,,278," $19,865.70 ",
803813,IMPLANT TOTAL HIP VENDOR SMITH/NEPHEW,,,278," $22,298.10 ",
803814,IMPLANT TOTAL KNEE VENDOR DEPUY,,C1776,278," $18,649.20 ",
803815,IMPLANT TOTAL KNEE VENDOE ENCORE,,C1776,278," $17,027.40 ",
803816,IMPLANT TOTAL KNEE VENDOR ZIMMER,,C1776,278," $19,865.70 ",
803817,IMPLANT TOTAL KNEE VENDOR BIOMET,,C1776,278," $20,487.75 ",
803819,IMPLANT TOTAL KNEE VENDOR SMITH/NEPHEW,,C1776,278," $22,298.10 ",
803820,IMPLANT TOTAL SPINE VENDOR SPINAL SOLUTIONS,,,278," $24,325.20 ",
803821,IMPLANT TOTAL SPINE VENDOR SPINAL CONCEPTS/ZIMMER,,,278," $24,325.20 ",
803822,IMPLANT TOTAL SPINE VENDOR MEDTRONICS,,,278," $24,325.20 ",
803823,IMPLANT TOTAL SHOULDER VENDOR TORNIER,,,278," $24,325.20 ",
803824,IMPLANT TOTAL SHOULDER VENDOR DEPUY,,C1776,278," $14,189.70 ",
803890,BAR WRE INST ERICH ARCH 01-0299,,,278, $136.50 ,
803893,PLATE NARROW LCP 9 HOLE#224.591,,C1713,278," $1,621.80 ",
803894,SCR BONE CANN 4.0X28MM 319-4028,,C1713,278, $459.60 ,
803895,SCR BONE CANN 4.0X30MM 319-4030,,C1713,278, $459.60 ,
803965,XPD TISS 400ML STY 133 TXTR 133MV13,,C1789,278," $5,002.50 ",
804026,PORT IMPLINFN VXCL TI PU 8FR 45-215,,C1788,278," $1,638.00 ",
804047,PORT IMPLINFN VX PASV TI SIL 8 45-220,,C1788,278," $1,638.00 ",
805781,SCR BONE LOCK 5.0X60MM 458.960,,C1713,278, $531.30 ,
805782,SCR LOCKING 5.0MM TI 58MM 458.958,,C1713,278, $499.20 ,
805796,SCR BN 4MM 28MM NLEX TI HUM 04.005.418S,,C1713,278, $660.00 ,
805799,PIN 3.2MM TIP THREADED 71751147,,C1713,278, $574.80 ,
805824,PLT RADIUS VOLAR RT/SH 442.493,,C1713,278," $2,698.50 ",
805845,STNT BIL 12MM 6FR 40MM 80CM LUB12040,,C1877,278," $4,497.00 ",
809778,PTCH CV 25X12CM BVN PRICRD PC1225NBIO,,,278," $2,148.60 ",
809811,GFT DURA 5X4IN DRGN + CRNL DP1045,,,278," $4,448.10 ",
809812,SCR BONE 2.7MM 22MM LCP SS SM 202.222,,C1713,278, $361.50 ,
809813,SCR BONE STAR 2.7X55MM 202.255,,C1713,278, $361.50 ,
809814,SCR BN 2.4MM 24MM LCP SS CORT 201.774,,C1713,278, $182.40 ,
809815,PLT 3.5MM LCP 241.272,,C1713,278," $3,308.40 ",
809832,SET TRMA FX 1.6MM SM BONE .062 SBFS062,,C1713,278, $995.10 ,
809836,MESH SRG PARIETEX 12X12IN HRN TET-3030,,C1781,278, $624.60 ,
811783,DRN GLCM THK.9MM AHMED SIL 16 FP7,,C1783,278," $2,412.60 ",
815802,DUPLICATE NAIL FIX.11MM/130 DEG.#456.415S,,C1713,278," $5,708.40 ",
815867,SCR BONE 7MM 90MM 16MM TI P/T 71107090,,C1713,278, $713.10 ,
817794,IMPLANT MAMMARY 380CC #350-3380,,C1789,278," $2,331.30 ",
817797,SZR MAM SAL 400ML SMTH RND HI 351-3330SZ,,C1789,278, $182.40 ,
817798,SZR MAM SAL 380-450ML RND MDRT 351-3380SZ,,C1789,278, $182.40 ,
817843,FEMORAL CONDYLE MEDIAL LT 268013,,,278," $29,850.00 ",
817870,SCR BONE 5MM 70MM LCP SS PROX 212.223,,C1713,278, $413.40 ,
817871,PLT T 4.5MM LCP 5 HOLE 115MM 240.161,,C1713,278," $1,998.90 ",
817872,SHEATH 12FR PG123000,,C1894,278, $231.00 ,
817873, SCREW LOCKING AAA 5.0 X 30MM#04.005.520S,,C1713,278, $669.30 ,
817874,SCR BN 4MM 40MM NLEX TI HUM 04.005.430S,,C1713,278, $628.80 ,
817876,SCR BN 5MM 38MM NLEX TI 04.005.528S,,C1713,278, $669.30 ,
817877,NAIL TIBIAL CANN.10MM/330MM#04.004.446S,,C1713,278," $4,905.60 ",
817881,SCR BONE CANN 4.0X32MM 319-4032,,C1713,278, $482.70 ,
819793,SCR BONE CORTEX 1.3X4MM 400.624E,,C1713,278, $223.80 ,
821783,SYS BIRTH CNTRL ESSURE 2 DEV ESS305,,,278," $4,200.00 ",
821785,PLT TITANIUM 1.3X24H 421.010,,C1713,278," $1,549.20 ",
831790,STNT BIL 40MM 14MM 6FR LMNX LUB14040,,C1876,278," $6,669.00 ",
831836,RING ANNULOPLASTY ETLOGIX 30MM 4100-M30,,C1768,278," $10,521.00 ",
831837,RING ANNULOPLASTY TRICUSPID 30 4900-T30,,C1768,278," $10,135.50 ",
831838,PLT 61MM SS 2.4MM SCR 5X3 HL 242.492,,C1713,278," $2,598.30 ",
831839,SCR BN 2.4MM 24MM LCP SS DIST 212.824,,C1713,278, $370.80 ,
831840,SCR BN 2.4MM 26MM LCP SS DIST 212.826,,C1713,278, $370.80 ,
831842,SCR BN 2.4MM 26MM LCP SS CORT 201.776,,C1713,278, $174.30 ,
831843,SCR BN 2.4MM 28MM LCP SS CORT 201.778,,C1713,278, $174.30 ,
831844,SCR BONE 2.7MM 20MM LCP SS 202.880,,C1713,278, $100.80 ,
831845,SCR BONE 2.7MM 22MM LCP SS 202.882,,C1713,278, $100.80 ,
831871,VALVE HEART AORTIC MOSAIC 27MM 305U-27,,,278," $25,097.70 ",
831876,ROD XTRNFX 300MM 11MM CFBR 394.85,,,278, $652.50 ,
831939,SCR BONE BIORCI 8MMX30MM 7207561,,C1713,278, $528.90 ,
831950,PLATE 3.5 X 129MM LC-DCP 10 HOLE#225.010,,C1713,278, $413.40 ,
831953,PLT 86MM SS 2.7MM SCR 9 HL LC 242.209,,C1713,278, $448.20 ,
831979,SCR BONE LAG 90MM 280.900,,C1713,278, $923.10 ,
831994,SCR BN 2.4MM 16MM LCP SS DIST 212.816,,C1713,278, $370.80 ,
832043,VLV AOR 23MM MSC UL CNCH HLDR 305U23,,,278," $25,097.70 ",
832044,NDL SUT LAPSCP SCRPN AR-13990N,,C1713,278, $656.40 ,
832046,PLUG BGS TRUFIT 9MM 600-001-05,,,278," $1,332.60 ",
832048,MESH SRG PARIETEX 12CM 4.8IN R PCO12X,,C1781,278," $1,467.30 ",
832076,SCR BN 2.4MM 22MM LCP SS CORT 201.772,,C1713,278, $174.30 ,
832077,SCR BN 2.4MM 14MM LCP SS DIST 212.814,,C1713,278, $370.80 ,
833998,RING ANLPLS 28MM TRCSD ED MC3 4900-T28,,C1768,278," $10,135.50 ",
834015,MESH SRG PARIETEX 6X4IN VNTRL PCO1510X,,C1781,278," $1,680.00 ",
834038,SHUNT STRATA UNITIZED/BIOGLIDE 27694,,,278," $9,884.40 ",
834040,SZR MAM SIL 500ML GEL RND SMTH 350-5001BC,,C1789,278," $3,475.20 ",
834124,SCR BONE CORTICAL 3.5X14.0MM CO-3140,,C1713,278, $277.50 ,
838055,MESH SRG PRC 10X8IN ABD HRN PCDH1,,C1781,278," $5,041.50 ",
838178,PLT HUMERUS BROAD 3.5MM LCP SD225.010,,C1713,278," $4,538.40 ",
838179,PLATE HUMERUS LCP 3.5X7H R 241.286,,C1713,278," $3,169.20 ",
838180,SCR BONE 2.7MM 40MM LCP SS SM 202.240,,C1713,278, $324.00 ,
838182,BLADE HELICAL COUPLING SCREW 357.377,,,278," $2,204.10 ",
838242,MESH PARIETEX 8X8 TET-2020,,C1781,278, $470.40 ,
838245,IMPL BRST 500ML STY 3K RND 350-3500,,C1789,278," $2,185.80 ",
838318,STENT BILIARY SMART 8X40X6 C08040MB,,C1876,278," $4,731.90 ",
838319,KIT LEAD W/HINGES 3999-30,,C1778,278," $12,749.40 ",
838390,DIVICE FIXATION SALUTE 0113043,,C1713,278, $576.60 ,
838393,IMPL BRST 150-175ML STY 1600 350-1615,,C1789,278," $2,003.70 ",
838399,GFT VASC 80CM 6MM DSTFL BYPS DFM8006SC,,C1768,278," $7,051.80 ",
838462,GFT SKN 10X8IN DRML RGNRT 38105,,,278," $12,870.00 ",
838550,PLT FX 4 HOLE MED 1.5MM 01-7045,,C1713,278, $266.10 ,
838564,GRAFT TRUNCK 1PS PXT261414,,C1768,278," $25,425.00 ",
838565,GRAFT COLIT-LEG PXC201000,,C1768,278," $11,740.20 ",
840068,IMPL BRST 750ML HI PRFL SMTH 350-3630,,C1789,278," $2,081.40 ",
844080,SZR MAM SAL 630ML RND SLTX 351-3630SZ,,C1789,278, $156.60 ,
844081,SZR MAM SAL 420+80ML SMTH RND 351-3420SZ,,C1789,278, $156.60 ,
844082,IMPL BRST 460ML STY 3K RND 350-3460,,C1789,278," $2,081.40 ",
846054,INTRO SHTH 7FR 45CM GD STRG RSR04,,C1894,278, $313.50 ,
848174,BEAD RESORB OSTEOSET 5CC 84000611,,C1713,278," $2,208.00 ",
850072,VLV AOR 21MM CRP-ED PRIMNT MG 3000TFX-21,,,278," $23,208.60 ",
850073,VLV AOR 23MM CRP-ED PRIMNT 3000TFX-23,,,278," $20,421.00 ",
850074,VLV AOR 25MM CRP-ED PRIMNT 3000TFX-25,,,278," $20,880.00 ",
850075,VALVE HEART AORTIC MAGNA 27MM 3000TFX-27,,,278," $23,208.60 ",
852073,BACTISEAL KIT DIST/VENT 823072,,,278," $1,658.10 ",
854054,STENT BILIARY 6X120CM C06100ML,,C1874,278," $5,686.20 ",
856057,TENDON ACHILLES CALCANEOUS#P30200,,,278," $2,966.40 ",
858056,SCR BN 10.5MM 105MM ORTH LG 1045-105,,C1713,278," $1,058.40 ",
858088,PG FX 2.5MM 16MM FT FP16,,C1713,278, $243.30 ,
858094,CMNT BONE ENDRN SST 40GM HVISC 545035500,,C1713,278," $1,286.40 ",
858098,SCR BONE 14MM 3MM CRNMXF TI LG 319-3014,,C1713,278, $392.10 ,
860064,INTRO SHTH 6FR 45CM GD STRG RSR01,,C1894,278, $314.00 ,
864062,DEV CLSR 6FR ANGSL STS + VASC 610119,,C1760,278, $675.00 ,
864065,STENT BILLARY 6X80 C06080ML,,,278," $4,965.00 ",
864124,SCR BONE 2.7MM 18MM LCP SS 202.878,,C1713,278, $83.10 ,
864134,LAP-BAND VG SYSTEM B-2250,,,278," $9,532.20 ",
864135,STNT TRCHBR 7MM 40MM 80CM GFT FTM07040,,C1874,278," $7,230.00 ",
864136,STNT TRCHBR 6MM 40MM 80CM .035 FTM06040,,C1874,278," $6,667.80 ",
866075,DURASEAL SEALANT SYSTEM 5ML 20-2050,,C2615,278," $1,575.30 ",
866076,PLT 43MM SS 2.4MM SCR 5X3 HL 242.491,,C1713,278," $2,473.80 ",
866077,SCR BN 2.4MM 16MM LCP SS CORT 201.766,,C1713,278, $143.70 ,
866078,SCR BONE 2.7MM 16MM LCP SS 202.876,,C1713,278, $83.10 ,
866079,SCR BONE 2.7MM 24MM LCP SS 202.884,,C1713,278, $83.10 ,
866080,SCR BN 2.4MM 22MM LCP SS DIST 212.822,,C1713,278, $305.10 ,
866086,SCREW BOLD 18MM#111-018,,C1713,278, $779.70 ,
866117,IMPL BRST 600ML GEL RND SMTH 350-6004BC,,C1789,278," $2,913.90 ",
866118,IMPL BRST 450ML GEL RND SMTH 350-4501BC,,C1789,278," $2,835.00 ",
866119,IMPL BRST 550ML GEL RND SMTH 350-5501BC,,C1789,278," $2,756.40 ",
866121,MESH SRG PRLN 6X3IN HRN NABSB SPMII,,C1781,278, $824.40 ,
868054,IMPL URO URTX TO SLNG SYS HK 485054,,C1771,278," $2,621.40 ",
868056,STNT TRCHBR 6MM 40MM 117CM FTL06040,,C1874,278," $7,421.10 ",
868057,STNT TRCHBR 9MM 40MM 117CM FTL09040,,C1874,278," $6,599.40 ",
868058,MESH PROLENE 15 X 15#SPMH,,C1781,278," $1,176.00 ",
868067,SCREW CORTICAL5.0 X 34MM#8000-034,,C1713,278, $190.80 ,
870082,IMPLANT 4MM VOCOM#143001,,,278," $1,113.90 ",
872061,IMPLANT TOTAL SPINE VENDOR STRYKER,,,278," $24,325.20 ",
872062,IMPLANT TOTAL SHOULDER VENDOR ENCORE,,C1776,278," $17,027.40 ",
872063,IMPL BRST 600ML GEL SMTH RND 350-6001BC,,C1789,278," $2,784.60 ",
872065,SCR BONE CORTEX 2.4X30MM 201.780,,C1713,278, $143.70 ,
