BILL ITEM ID,LONG DESCRIPTION,CPT-4,HCPCS,REVENUE, TMMC Standard Price Schedule ,TMMC OP Lab Price Schedule
6974915,ROOM/BED: Med/Surg,,,120," $3,633.00 ",
6974906,ROOM/BED: Labor and Delivery,,,122," $3,633.00 ",
6974919,ROOM/BED: Obstetrics,,,122," $3,633.00 ",
6974918,ROOM/BED: PEDS,,,123," $3,633.00 ",
6974907,ROOM/BED: Nursery,,,171," $1,212.00 ",
6974916,ROOM/BED: NICU Level 2,,,172," $5,982.00 ",
6974917,ROOM/BED: NICU Level 3,,,173," $7,476.00 ",
6974912,ROOM/BED: NICU Level 4,,,174," $9,209.00 ",
6974910,ROOM/BED: Nursery Boarder,,,179," $1,212.00 ",
6974911,ROOM/BED: TCU,,,190," $2,335.00 ",
6974909,ROOM/BED: ICU/CCU,,,200," $9,233.00 ",
6974908,ROOM/BED: Burn,,,207," $9,233.00 ",
6974913,ROOM/BED: PCU,,,214," $6,068.00 ",
699205,SOL SRGPRP 4OZ 7.5% PVP IOD 29904-004,,,250, $17.00 ,
699277,LUB JLY 2OZ TUBE STRL 2OZLUB,,,250, $25.00 ,
719390,SOL PRP PVP 4OZ ANMC NIRR 29906-004,,,250, $2.70 ,
737992,Bretylol 500 mg/ 10 ml Vial,,,250, $501.00 ,
738007,"THROMBIN 10,000 UNIT VIAL",,,250, $866.00 ,
738022,POTASSIUM CHLORIDE 20 MEQ,,,250, $145.00 ,
738052,INDIGO CAMINE 5 MLl AMP,,,250, $234.00 ,
738079,ACETIC ACID 5% 500ML IRRIGATION,,,250, $269.00 ,
738090,Cetacaine Spray  56 gm,,,250, $291.00 ,
738096,DEXTROSE 50% VIAL 50 ML,,,250, $145.00 ,
738135,Xylocaine Ointment  5%  35 gm,,,250, $135.00 ,
738295,TIMOPTIC 0.25% 15 ML (TIMOLOL),,,250, $722.00 ,
742743,CLEOCIN 900 MG   PB,,,250, $474.00 ,
742771,NEOSPORIN OPHTH OINTMENT,,,250, $132.00 ,
765441,tobramycin Forte 15mg/mL Eye Drop 6mL,,,250, $380.60 ,
765447,"bupivacaine-EPI 0.5% -1:200,000 30mL",,,250, $253.30 ,
765470,tobramycin (Nebcin) Powder 1.2gm,,,250," $2,533.52 ",
765505,captopril 0.6mg/mL Ped Oral Syr,,,250, $134.28 ,
765524,isoniazid (Nydrazid) 1000mg/10 mL,,,250, $382.41 ,
765541,aztreonam (Azactam) 1gm for PB,,,250, $382.41 ,
765543,aztreonam (Azactam) 2gm for PB,,,250, $492.11 ,
765570,bumetanide (BUMex) 0.25mg/mL 2mL Amp,,,250, $121.86 ,
765579,bumetanide (BUMex) 0.25mg/mL 4mL vial,,,250, $156.79 ,
765580,bumetanide (BUMex) 0.25mg/mL 10mL,,,250, $287.19 ,
765586,flumazenil (Romazicon) 0.1mg/mL 5mL Vial,,,250, $471.15 ,
765587,flumazenil (Romazicon) 0.1mg/mL 10mL Vial,,,250, $660.29 ,
765693,ethacrynate (Edecrin) 1mg/mL Ped IV,,,250," $2,078.42 ",
765696,timolol (Timoptic) 0.25% Oph 5mL,,,250, $312.29 ,
765698,timolol (Timoptic) 0.5% Oph 5mL,,,250, $319.54 ,
765702,Indomethacin 1 mg Vial,,,250," $4,002.47 ",
765703,indomethacin 0.5mg/mL Ped IV,,,250," $4,002.47 ",
765708,famotidine (Pepcid) for infus,,,250, $253.30 ,
765709,timolol (Timoptic-XE) 0.25% Oph Gel Soln 5mL,,,250, $272.19 ,
765720,dexamethasone 0.1% Oph Sol 5mL,,,250, $227.17 ,
765863,neomycin Solution 125mg/5mL 120mL,,,250, $151.61 ,
765874,carboprost (Hemabate) 250mcg/1mL amp,,,250, $320.31 ,
765878,dinoprost (Prepidil) Cervical Gel 0.5mg/2.5mL,,,250," $1,376.72 ",
765897,Indigo Carmine 5 ml Amp,,,250, $236.74 ,
765904,latanoprost (Xalatan) 0.005% Oph Soln 2.5mL,,,250, $381.89 ,
765922,nafcillin 2gm Vial,,,250, $382.41 ,
765923,nafcillin 2000mg Vial,,,250, $382.41 ,
765924,nafcillin 1gm Vial,,,250, $352.65 ,
765925,nafcillin 1000mg Vial,,,250, $352.65 ,
765926,nafcillin 500mg Vial,,,250, $221.48 ,
765943,ampicillin 125mg/5mL 200mL,,,250, $145.93 ,
765947,hydrocORTisone (Cortifoam) 20gm,,,250, $501.17 ,
765950,colonic lavage (Golytely) Solution 4000mL,,,250, $377.23 ,
765952,Poly-Pred (neom-polym-pred) Oph Sus 5mL,,,250, $223.03 ,
765953,Pred G (gent-prednis) Oph Sus 5mL,,,250, $291.08 ,
765956,sulfacetamide-prednisolone(Blephamide)OphOint 3.5gm,,,250, $188.88 ,
765957,fluorometholone (FML) Ophth Oint 3.5gm,,,250, $291.08 ,
765964,Polytrim (polymyxinTMP) Ophth Soln 10mL,,,250, $291.08 ,
765966,brimonidine 0.2% 5mL,,,250, $271.41 ,
765967,brimonidine 0.15% Oph Soln 5mL,,,250, $261.06 ,
765984,zzzDrisdol (ergocalcif) Drops 60mL,,,250, $336.87 ,
765992,norepinephrine 4mg/4mL Amp,,,250, $221.48 ,
765996,Marcaine (bupivacaine) 0.25% 30mL vial,,,250, $206.99 ,
765998,bupivacaine 0.25% 50mL vial,,,250, $253.30 ,
766001,"bupivacaine-EPI 0.25%-1:200,000 50mL",,,250, $286.94 ,
766002,bupivacaine PF (Marcaine Spinal) 0.75% 2mL Amp,,,250, $205.69 ,
766020,tetracaine (Pontocaine) 1% 2mL Amp,,,250, $156.79 ,
766093,mupirocin (Bactroban) Oint 2% 22gm,,,250, $270.12 ,
766094,mupirocin (Bactroban) 2% Cream 30gm,,,250, $344.89 ,
766128,doxapram (Dopram) 20 mL Vial,,,250, $539.46 ,
766140,glycopyrrolate (Robinul) 1mg/5mL Vial,,,250, $422.32 ,
766146,Robitussin PE (guaif-pseudoeph) Syr 120mL,,,250, $80.20 ,
766163,fluocinolone (Synalar) 0.025% Crm 15gm,,,250, $208.80 ,
766165,fluocinolone (Synalar) 0.025% Oint 15gm,,,250, $291.08 ,
766175,fluocinonide 0.05% Oint 30gm,,,250, $283.31 ,
766188,povidone (Betadine) Ointment 28gm,,,250, $142.56 ,
766195,felbamate (Felbatol) 600mg/5mL 120mL,,,250, $446.57 ,
766207,propofol (Diprivan) 200mg/20mL inj,,,250, $471.15 ,
766208,propofol (Diprivan) 500 mg premix,,,250, $471.15 ,
766313,Silvadene (silver sulfadiaz) Crm 50 gm,,,250, $215.01 ,
766346,vecuronium (Norcuron) for Infusion,,,250, $382.41 ,
766367,zzzLomotil (atrop-diphenoxylat) Liquid 60mL,,,250, $227.16 ,
766372,lidocaine 4% Topical 50mL,,,250, $202.07 ,
766373,zzzlithium 300mg/5mL 120mL,,,250, $102.71 ,
766394,cocaine 4% 4mL,,,250, $331.96 ,
766401,Atrovent,,,250, $19.12 ,
766403,lidocaine 2% Viscous 15mL,,,250, $17.85 ,
766433,zzzSymmetrel (AMANtadine) 50mg/5mL Syr 4oz,,,250, $231.05 ,
766442,sulfacetamide (Sodium Sulamyd) 10% Oph Soln 15mL,,,250, $214.23 ,
766448,gentamicin (Garamycin) 0.3% Ophth Solu 5mL,,,250, $175.42 ,
766449,acetylcholine (Miochol) 2mL Vial,,,250, $404.40 ,
766454,Vasocidin (pred-sulfacet) Oph Soln 5mL,,,250, $201.04 ,
766463,terconazole (Terazol-3) 80mg Suppos #3,,,250, $327.30 ,
766471,Fluorescein 2% 15ml,,,250, $160.16 ,
766473,Naphcon-A (naphaz-phenir) Ophth 15mL,,,250, $272.19 ,
766474,fluorescein (Fluorescite) 10% 5mL Vial,,,250, $451.10 ,
766476,betaxolol (BetopTIC-S) 0.5% Opth 10mL,,,250, $291.08 ,
766477,betaxolol (BetopTIC) Oph 0.5% 2.5mL,,,250, $160.16 ,
766481,cyclop-phenylep (Cyclomydril) Oph Soln 2mL,,,250, $211.13 ,
766482,cyclopentolate (Cyclogyl) 0.5% 5mL,,,250, $160.16 ,
766483,cyclopentolate (Cyclogyl) 2% 5mL,,,250, $272.19 ,
766484,ocular lubricant Ophth Oint 3.5gm,,,250, $142.56 ,
766486,ophth irrigation (Eye Stream) Soln 30mL,,,250, $134.28 ,
766487,Maxitrol (dexam-neom-polym) Oph Oint 3.5gm,,,250, $218.37 ,
766488,tobramycin (Tobrex) Ophth Oint 3.5gm,,,250, $218.37 ,
766489,natamycin (Natacyn) 5% Oph Susp 15mL,,,250," $1,605.96 ",
766491,dexamethasone-tobramycin Oph Oint 3.5gm,,,250, $291.08 ,
766492,ciprofloxacin (Ciloxan) 0.3% Oph Soln 5mL,,,250, $291.08 ,
766493,apraclonidine1% Ophthalmic soln 0.1ml,,,250, $134.28 ,
766494,apraclonidine 0.5% Ophthalmic soln 5ml,,,250, $347.22 ,
766495,"atropine  2%, Opht Soln 2mL",,,250, $58.47 ,
766496,ophthalmic irrigation (BSS Solu) 15 mL,,,250, $225.87 ,
766523,sulfanilamide (AVC) Vag Supp 16's,,,250, $312.29 ,
766527,dicyclomine (BenTYL) 10mg/5mL 120mL,,,250, $102.46 ,
766536,methylcellulose (Citrucel) Powder 120mL,,,250, $56.66 ,
766587,witch hazel (Tucks) Pad 40's,,,250, $0.43 ,
766593,ethosuximide (Zarontin) 250mg/5mL Syrup 120mL,,,250, $211.13 ,
766597,calamine-pramoxine (Caladryl) Lotion 180mL,,,250, $126.26 ,
766604,vasopressin 20 unit for infus,,,250, $352.65 ,
766609,ketamine 50mg/mL 10mL,,,250, $382.41 ,
766619,hydrocORTisone (Westcort) 0.2% Oint 15gm,,,250, $211.13 ,
766624,"beractant (Survanta) 25mg/mL , 8mL Vial",,,250," $7,927.09 ",
766625,verapamil 5mg/2mL Inj,,,250, $440.05 ,
766632,isoproterenol 1:5000 1mL Amp,,,250, $176.46 ,
766643,valproate (Depacon) for PB,,,250, $360.42 ,
766654,ePHEDrine Sulfate 50 mg/ml inj,,,250, $121.86 ,
766659,clarithromycin (Biaxin) 125mg/5mL 50mL,,,250, $271.41 ,
766674,cefDINir (Omnicef) 125mg/5mL 60mL,,,250, $290.56 ,
766675,ethanol (Dehydrated Alcohol) Inj 1mL amp,,,250, $352.65 ,
766682,clindamycin (Cleocin) 300mg for PB,,,250, $352.65 ,
766684,TPN - amino acids - renal,,,250, $472.78 ,
766685,dextrose 10% 5 mL Amp,,,250, $121.86 ,
766694,lidocaine 5% in D7.5% 2mL,,,250, $253.30 ,
766695,lidocaine 1%; 5 mL Inj,,,250, $121.86 ,
766702,sodium chloride 10mL Vial,,,250, $90.56 ,
766704,sodium bicarb 8.4% Ped. Syr 10mL,,,250, $352.65 ,
766707,"isoproterenol 1: 50,000 Syr",,,250, $352.65 ,
766710,calcium chloride 10% 10mL,,,250," $3,526.54 ",
766711,"isoproterenol 1: 5,000 Syr",,,250, $382.41 ,
766712,sodium bicarb 4.2% Infant Syr 10mL,,,250, $352.65 ,
766717,NIC-dextrose,,,250, $249.68 ,
766725,amino acids 8.5% 500mL,,,250," $1,208.99 ",
766728,ammonium chloride 100mEq Vial,,,250, $176.46 ,
766736,Normal Saline Irrig. 250mL,,,250, $194.05 ,
766737,Normal Saline Irrig. 500mL,,,250, $195.86 ,
766738,sterile water irrig. 250mL,,,250, $194.05 ,
766744,thiopental (Sodium Pentothal) 2.5gm Inj,,,250, $549.55 ,
766753,sodium bicarbonate 50 mEq Vial,,,250, $206.99 ,
766754,sodium bicarb 8.4% Adult Syr  50mEq,,,250, $357.57 ,
766755,dextrose 50% Vial 50 mL,,,250, $147.01 ,
766759,sodium lactate 50 mEq Vial,,,250, $176.46 ,
766760,etoMIDate 2mg/mL 20mL vial,,,250, $439.85 ,
766777,Normal Saline Irrig. 1500mL,,,250, $195.99 ,
766778,Normal Saline Irrig. 1000mL,,,250, $195.86 ,
766794,mannitol 5% 1000mL,,,250, $234.15 ,
766795,mannitol 10% 1000mL,,,250, $314.88 ,
766796,dextrose 25% Ped. Syr,,,250, $176.46 ,
766813,lidocaine for infus,,,250, $582.55 ,
766822,Normal Saline Irrig. 3000mL,,,250, $196.38 ,
766823,sterile water irrig. 3000mL,,,250, $196.38 ,
766845,fat emulsion 10% 100mL,,,250, $533.77 ,
766846,fat emulsion 20% 60mL,,,250," $1,067.54 ",
766847,fat emulsion 20% 500mL,,,250," $1,243.48 ",
766938,hydrocor-neom-polym (Cortisporin) Oph Sus 7.5mL,,,250, $201.04 ,
766940,bacit-HC-neom-polym (Cortisporin) Oph Oint 4gm,,,250, $164.41 ,
766958,Neosporin (gram-neom-polym) Oph Soln 10mL,,,250, $133.51 ,
766959,Neosporin (bacit-neom-polym) Oint 15gm,,,250, $73.86 ,
766960,Neosporin Plus Crm 15gm,,,250, $125.48 ,
766961,Neosporin GU Amp,,,250, $147.01 ,
766962,permethrin (Nix) Cream Rinse 1% 59mL,,,250, $200.49 ,
766964,bacitracin-polymyxin B Ophth Oint 3.5gm,,,250, $111.51 ,
766970,SMX-TMP (Septra) 5mL Vial,,,250, $146.18 ,
766971,SMX-TMP (Septra) 10mL Vial,,,250, $233.33 ,
766975,atracurium (Tracrium) for inf,,,250, $643.47 ,
766977,Viroptic (trifluridine) 1% Oph Soln 7.5mL,,,250, $389.14 ,
767030,albuterol (ProVENTil) Inh Sol 0.083% 3mL,,,250, $49.00 ,
767042,Trandate (labetalol) for PB,,,250, $373.09 ,
767047,tolnaftate (Tinactin) 1% Powder 45gm,,,250, $125.49 ,
767102,Poly-Vi-Flor (multi vit) 0.25mg 50mL,,,250, $133.25 ,
767106,Poly-Vi-Flor (multi vit) 0.5mg 50mL,,,250, $182.92 ,
767109,Poly-Vi-Flor 0.25mg w/Iron Drops 50mL,,,250, $184.22 ,
767133,cefADROxil (Duricef) 250mg/5mL 50mL,,,250, $197.16 ,
767155,Silvadene (silver sulfadiaz) Crm 1000gm,,,250," $1,104.02 ",
767156,Silvadene (silver sulfadiaz) Crm 400gm,,,250, $636.28 ,
767172,diltiazem (CardiZEM) 25mg/5mL Vial,,,250, $440.37 ,
767200,zzzLevsin (hyoscyamine) Drops 15mL,,,250, $182.15 ,
767221,candida 1:100 (Allergenic extract),,,250, $84.61 ,
767258,bacitracin ophth oint 4gm,,,250, $54.59 ,
767259,Neosporin (bacit-neom-polym) Oph Oint 3.5gm,,,250, $133.25 ,
767269,fluocinolone (Synalar) 0.01% Crm 15gm,,,250, $142.82 ,
767271,zinc oxide 20% oint 30gm,,,250, $31.82 ,
767272,atropine 1% Ophth Oint 3.5gm,,,250, $272.19 ,
767275,gentamicin (Garamycin) Cream 0.1% 15gm,,,250, $201.04 ,
767305,alclometasone Crm 0.05% 15gm,,,250, $197.16 ,
767306,alclometasone Oint 0.05% 15gm,,,250, $197.16 ,
767369,tetrahydrozoline (Opti-Clear) 0.05% Oph Soln 15mL,,,250, $51.49 ,
767381,lidocaine 0.5% 50mL Vial,,,250, $142.30 ,
767382,lidocaine-epi (Xylocaine/EPI) 0.5% 50mL Vial,,,250, $147.01 ,
767384,lidocaine 1% 2 mL Amp,,,250, $84.61 ,
767385,lidocaine 2% 10mL Amp,,,250, $206.99 ,
767386,lidocaine-epi (Xylocaine/EPI) 2% MPF 20mL,,,250, $298.84 ,
767387,lidocaine 1% 30 mL Amp,,,250, $236.74 ,
767388,Xylocaine/EPI (lidocaine-epi) 1% 30 mL inj,,,250, $268.05 ,
767389,lidocaine 2% Jelly 30mL,,,250, $139.97 ,
767426,caffeine/sodium benzoate amp,,,250, $84.61 ,
767440,triethanolamine (Myoflex) Crm 60gm,,,250, $92.62 ,
767451,Ocean Solution 45mL,,,250, $78.39 ,
767454,mannitol 20% 500mL for infus,,,250, $336.61 ,
767458,NIC-Trophamine,,,250," $1,452.20 ",
767459,Trophamine 10% 500mL,,,250, $441.40 ,
767460,TPN - amino acids hepatic,,,250, $278.61 ,
767469,Cetaphil Lotion 240mL,,,250, $124.19 ,
767480,propofol (Diprivan) - additive,,,250, $517.47 ,
767486,Cortisone Acetate 50 mg/mL,,,250, $236.74 ,
767491,NaCl 0.45%  + potassium chloride 20mEq/L,,,250, $440.38 ,
767500,Ethyl Chloride Spray 120 ml,,,250, $148.82 ,
767531,physostigmine 2mL Amp,,,250, $176.46 ,
767545,Multivitamin Pediatric Inj,,,250, $146.70 ,
767548,pentamidine (Pentam) 300mg Vial,,,250," $2,408.55 ",
767555,folic acid for inf,,,250, $357.57 ,
767559,sodium phosphate 3mmol/mL for PB,,,250, $176.46 ,
767567,potassium acetate 40 mEq  Inj,,,250, $84.61 ,
767569,potassium phosphate (mmol/mL) Inj,,,250, $84.61 ,
767570,potassium phosphate (mEq/mL) Inj,,,250, $84.61 ,
767578,racepinephrine 2.25% 0.5mL u/d,,,250, $47.45 ,
767592,NIC-sodium chloride,,,250, $0.01 ,
767593,sodium chloride 4mEq/mL Ped Oral,,,250, $42.85 ,
767594,sodium morrhuate 50mg/mL 30mL,,,250, $582.15 ,
767595,aminophylline 2.5mg/mL Ped IV,,,250, $84.61 ,
767598,glycopyrrolate (Robinul) 0.4mg/2mL vial,,,250, $114.88 ,
767598,glycopyrrolate (Robinul) 0.4mg/2mL vial,,,250, $422.32 ,
767599,sodium thiosulfate 12.5gm Vial,,,250, $410.31 ,
767600,copper sulfate inj,,,250, $206.99 ,
767601,chromium chloride Inj,,,250, $206.99 ,
767603,selenium 40mcg/mL Inj,,,250, $147.01 ,
767689,ipratropium (AtroVENT) 0.03% Nasal 30mL,,,250, $334.80 ,
767691,ipratropium (AtroVENT) 0.06% Nasal 15mL,,,250, $286.93 ,
767702,Mixture (BenaDRYL/Xylo/Mylant) Susp 60mL,,,250, $247.47 ,
767702,Mixture (BenaDRYL/Xylo/Mylant) Susp 120mL,,,250, $989.88 ,
767718,lidocaine 1% 50 mL Vial,,,250, $147.01 ,
767719,lidocaine 2% 50mL Vial,,,250, $147.01 ,
767759,metoprolol tartrate 5mg/5mL inj,,,250, $156.79 ,
767763,benzoin (Benzoin) Tincture 60mL,,,250, $99.62 ,
767769,metroNIDAZOLE 500mg Vial,,,250, $202.33 ,
767770,proparacaine 0.5% Oph Sol 15mL,,,250, $197.16 ,
767773,pilocarpine 1% Opthlamic soln 15mL,,,250, $159.12 ,
767781,Isopto Homatropine 2% Ophth Soln 5mL,,,250, $125.49 ,
767782,Isopto Homatropine 5% Ophth Soln 5mL,,,250, $164.41 ,
767784,tropicamide (Mydriacyl) 0.5% Ophth 15mL,,,250, $291.85 ,
767791,dexamethasone (Maxidex) 0.1% Oph Susp 5mL,,,250, $212.42 ,
767795,prednisoLONE acetate (Econopred) 1% Oph Susp 5mL,,,250, $181.37 ,
767796,tobramycin (Tobrex) 0.3% Ophth Solu 5mL,,,250, $195.34 ,
767805,esmolol (BreviBLOC) 100mg Vial,,,250, $298.84 ,
767806,esmolol (BreviBLOC) 2.5gm Amp,,,250, $454.08 ,
767809,benzoc-butam-tetrac (Cetacaine) Spry 56mL,,,250, $294.95 ,
767817,sulfacetamide-prednisolone(Blephamide)Ophth 5mL,,,250, $208.80 ,
767820,fluorometholone (FML) 0.1% Ophth Susp 5mL,,,250, $227.17 ,
767821,fluorometholone (FML) 0.1% Ophth Susp 10mL,,,250, $278.66 ,
767823,levobunol (BetaGAN) Oph Sol 0.5% 5mL,,,250, $272.19 ,
767825,levobunol (BetaGAN) Oph Sol 0.25% 5mL,,,250, $197.16 ,
767829,diphenhydrAMINE (BenaDRYL) 12.5mg/5mL Ped Oral,,,250, $16.82 ,
767832,silver nitrate stick (10's),,,250, $197.16 ,
767841,gentamicin (Garamycin) Ophth Oint 3.5gm,,,250, $175.42 ,
767853,NaCl (Muro 128) 5% Ophth Oint 3.5gm,,,250, $152.91 ,
767854,sulfacetamide (Bleph-10) 10% Oph Sol 15mL,,,250, $142.82 ,
767868,colloidal oatmeal (Aveeno) Lotion 240mL,,,250, $125.50 ,
767873,sodium chloride 3% Inh Soln,,,250, $38.09 ,
767898,SUFentanil (Sufenta) 2mL Amp,,,250, $291.08 ,
767899,alfentanil 2mL Amp,,,250, $166.62 ,
767900,alfentanill  2500mcg/5mL amp,,,250, $166.62 ,
767901,alfentanill  5000 mcg/10mL amp,,,250, $258.73 ,
767921,hydrocORTisone (Corticaine) 0.5% Crm 30gm,,,250, $200.26 ,
767976,capsaicin (Zostrix) 0.025% Crm 60gm,,,250, $816.56 ,
768003,Al-Ca-acetate (Burrow's) Solution 1000mL,,,250, $291.08 ,
768004,al-ca-acetate (Domeboro) Packets 12's,,,250, $151.62 ,
768008,doxycycline (Vibramycin) 100mg Vial,,,250, $446.32 ,
768029,triamcinolone Crm 0.1% 15Gm,,,250, $229.76 ,
768030,triamcinolone 0.025% Crm 80gm,,,250, $319.28 ,
768084,dextran-dextrose (Hyskon) Vial 100 mL,,,250, $491.59 ,
768095,Lymphazurin Blue 5mL Vial,,,250," $2,380.75 ",
768100,PTE-5 pediatric trace elements,,,250, $205.95 ,
768103,ceFAZolin (Ancef Fort) Eye Drp 500mg/15.2mL,,,250, $305.31 ,
768118,bivalirudin 5mg/mL Bolus,,,250, $0.01 ,
768126,M.V.I.-12 (multi vit) I.V. vial,,,250, $146.96 ,
768131,pyrantel Susp 250mg/5mL 60mL,,,250, $400.26 ,
768148,bumetanide (BUMex) 0.25mg/mL Ped IV,,,250, $121.60 ,
768179,nafcillin 100mg/mL Ped IV,,,250, $352.65 ,
768192,tetracaine (Pontocaine) 2% 120mL,,,250, $449.67 ,
768208,fluocinonide 0.05% Soln 20ml,,,250, $291.08 ,
768255,sterile water irrig. 500mL,,,250, $195.86 ,
768256,acetic acid Irrig 0.25% 1L,,,250, $291.08 ,
768258,sterile water irrig. 1000mL bottle,,,250, $195.86 ,
768271,Sodium Chloride 0.45% 500mL CONT,,,250, $195.86 ,
768308,triamcinolone 0.025% Oint 80gm,,,250, $244.62 ,
768313,gentamicin (Garamycin) Ointment 0.1% 15gm,,,250, $201.04 ,
768319,lidocaine-epi (Xylocaine/EPI) 2% 50 mL Vial,,,250, $173.35 ,
768320,lidocaine 1.5% 20 mL Amp,,,250, $236.74 ,
768332,folic acid Soln 0.1mg/mL 10mL,,,250, $134.28 ,
768333,sodium phosphate 4mEq/mL for PB,,,250, $176.46 ,
768348,atropine 1% Ophth Soln 5mL,,,250, $147.01 ,
768354,zzzRisperDAL (risperidDONE) 1mg/mL Susp 30mL,,,250, $721.61 ,
768411,"bacitracin 50,000Units for Irr",,,250, $352.65 ,
768445,"polymyxin B 500,000 Units vial",,,250, $253.30 ,
768457,rifAMPin (Rifadin) IV 600mg vial,,,250," $1,161.20 ",
768464,Tuberculin PPD 5 TubUnit/0.1mL Inj,,,250, $90.56 ,
768478,bacitracin-polymyxin B Ointment 15gm,,,250, $75.03 ,
768479,sulfacetamide (Sodium Sulamyd) Oph Oint 3.5gm,,,250, $163.26 ,
768497,dantrolene (Dantrium) 20 mg for PB,,,250, $846.84 ,
768499,bacitracin ointment 15gm,,,250, $54.59 ,
768525,benzocaine 20% (Dermoplast) Spray,,,250, $134.28 ,
768578,triHEXypheni (ARTane) 0.4mg/mL 120mL,,,250, $134.28 ,
768588,bupivacaine-EPINEPhrine 0.75% 30mL Amp,,,250, $320.31 ,
768621,ophth irrigation (Eye Stream) Soln 120mL,,,250, $211.13 ,
768630,lidocaine 2% 20mL Vial,,,250, $122.90 ,
768633,sterile water irrig. 1500mL,,,250, $195.99 ,
768640,fat emulsion 20% 30mL,,,250, $533.77 ,
768651,diltiazem (CardiZEM) for inf,,,250, $440.37 ,
768667,lidocaine 4% Amp 5mL,,,250, $176.46 ,
768668,lidocaine-epi (Xylocaine/EPI) 1.5% 30 mL Amp,,,250, $298.84 ,
768677,Gentian Violet 2% 30ml,,,250, $54.59 ,
768682,Sodium Chloride 4mEq/mL Inj,,,250, $13.97 ,
768708,levalbuterol (Xopenex) 1.25mg/3mL Inh Soln,,,250, $52.26 ,
768717,trichophyton Inj Skin Test,,,250, $439.85 ,
768732,Gelatin (Gelfoam) 1gm Powder,,,250, $341.27 ,
768739,calamine-zinc oxide (UnnaBoot) 1 dressing,,,250, $202.07 ,
768740,Inspirease (patient care) Device,,,250, $272.19 ,
768750,cephalexin 125mg/5mL Ped Oral,,,250, $24.06 ,
768770,rifAMPin (Rifadin) 3mg/mL Ped IV,,,250," $1,161.20 ",
768773,amoxicillin-clavulanate 400mg/5mL Ped Oral,,,250, $54.85 ,
768779,zinc chloride 1mg/mL Inj,,,250, $146.96 ,
768821,dexamethasone-tobramycin oph susp 2.5mL,,,250, $211.13 ,
768861,metroNIDAZOLE  5mg/mL Ped IV,,,250, $357.57 ,
768881,labetalol (Trandate) 20mg/4ml inj,,,250, $205.69 ,
769229,TPN - multivitamins,,,250, $146.96 ,
769230,TPN - potassium acetate,,,250, $84.61 ,
769232,TPN - potassium phosph (mmol),,,250, $84.61 ,
769233,TPN - potassium phosph (mEq),,,250, $84.61 ,
769236,TPN - sodium chloride,,,250, $13.97 ,
769237,TPN - sodium phosph (mmol),,,250, $176.46 ,
769238,TPN - sodium phosph (mEq),,,250, $176.46 ,
769239,TPN - trace metals,,,250, $176.46 ,
769240,LMX 4 with Tegaderm kit 5gm,,,250, $272.19 ,
769342,AMICAR (AMINOCAPROIC) 5GM VIAL (OR),,,250, $354.00 ,
769346,DEXTROSE 10% 5 ML AMP (OR),,,250, $120.00 ,
769348,PAVULON (PANCURONIUM) 10 ML VIAL (OR),,,250, $353.00 ,
769349,SCOPOLAMINE 0.4MG/ML VIAL (OR),,,250, $112.00 ,
769356,PILOCAR (PILOCARPINE) 1% DROPERETTE (OR),,,250, $57.00 ,
769370,ISOPTO HYOSCINE (SCOPOLAMINE) 1/4% 5ML (OR),,,250, $148.00 ,
769372,PILOCAR (PILOCARPINE) 4% DROPERETTE (OR),,,250, $57.00 ,
769373,GARAMYCIN (GENTAMICIN) OPHTH OINT (OR),,,250, $173.00 ,
769374,ETHYL CHLORIDE SPRAY 120ML (OR),,,250, $128.00 ,
769378,XYLOCAINE (LIDOCAINE) 1% 30 ML AMP (OR),,,250, $234.00 ,
769386,ALCOHOL 5%/DEXTROSE 5% 1000ML (OR),,,250, $235.00 ,
769390,BREVIBLOC (ESMOLOL) 2.5GM AMP (OR),,,250, $449.00 ,
769393,NOVOCAIN (PROCAINE) 10% 2 ML AMP (OR),,,250, $156.00 ,
769396,ENLON (EDROPHONIUM) 10MG/ML 10ML VL (OR),,,250, $378.00 ,
769400,BETAGAN (LEVOBUNOL) OPH SOL 0.5% 5ML (OR),,,250, $269.00 ,
769403,GARAMYCIN (GENTAMICIN) OPHTH SOLU 5ML (OR),,,250, $173.00 ,
769404,HOMATROPINE 2% OPH SOLU 5ML (OR),,,250, $124.00 ,
769405,IOPIDINE (APRACLONIDINE) 1% 0.1ML (OR),,,250, $133.00 ,
769408,OCUFLOX (OFLOXACIN) 0.3% OPHTH SOLU 5ML (OR),,,250, $269.00 ,
769411,SODIUM SULAMYD (SULFACETAMIDE) 10% 15ML (OR),,,250, $212.00 ,
769413,ERYTHROMYCIN OPHTH OINT (OR),,,250, $112.00 ,
769416,PONTOCAINE (TETRACAINE) 2% 120ML (OR),,,250, $444.00 ,
769578,SYNTHROID (LEVOTHYROXINE) 500 MCG VIAL (OR),,,250, $951.00 ,
769580,PHISOHEX (HEXACHLOROPHENE) 150ML (OR),,,250, $128.00 ,
769796,LUGOL'S SOLUTION 30 ML (OR),,,250, $52.00 ,
769909,GELFOAM (GELATIN) 1 GM POWER (OR),,,250, $337.00 ,
769925,indocyanine (IC-Green) 25mg vial,,,250, $605.96 ,
770026,ursodiol 60mg/mL Ped Oral,,,250, $57.44 ,
770030,arginine (R-Gene) 10% 300mL,,,250, $440.11 ,
770034,aminocaproic acid for PB,,,250, $357.57 ,
