ACTIVITY TYPE,CDM_DESC, UNIT_AMT ,BILL_ITEM_ID
Charges - Non-Surgical Supplies,MM SET T-CONNECTOR EXTENSION,$7.00 ,5160422
Charges - Non-Surgical Supplies,MM SET VENTED SOLUTION W/INJ 6IN,$10.00 ,5160357
Charges - Non-Surgical Supplies,"MM SHEATH,PINNACLE 6FR",$47.00 ,5173720
Charges - Non-Surgical Supplies,MM SHEET MEDIUM DRAPE,$10.00 ,5158112
Charges - Non-Surgical Supplies,MM SHIELD RTM EYE,$13.00 ,5160397
Charges - Non-Surgical Supplies,MM SHOE POST OP FEMALE LARGE,$32.00 ,5158127
Charges - Non-Surgical Supplies,MM SHOE POST OP FEMALE MEDIUM,$32.00 ,5158126
Charges - Non-Surgical Supplies,MM SHOE POST OP FEMALE SMALL,$32.00 ,5158125
Charges - Non-Surgical Supplies,MM SHOE POST OP MALE LARGE,$32.00 ,5158130
Charges - Non-Surgical Supplies,MM SHOE POST OP MALE MEDIUM,$32.00 ,5158129
Charges - Non-Surgical Supplies,MM SHOE POST OP MALE SMALL,$33.00 ,5158128
Charges - Non-Surgical Supplies,MM SHUR CLENS,$13.00 ,5157835
Charges - Non-Surgical Supplies,MM SKIN REPAIR,$12.00 ,5245387
Charges - Non-Surgical Supplies,MM SLEEP KIT QUIET,$6.00 ,5346196
Charges - Non-Surgical Supplies,MM SLEEVE KNEE LENTH 5329,$146.00 ,5157999
Charges - Non-Surgical Supplies,MM SLEEVE THIGH LENGTH REG JOBST,$212.00 ,5160428
Charges - Non-Surgical Supplies,"MM SLEEVE, FOOT SINGLE BOTH SIZES",$95.00 ,5158102
Charges - Non-Surgical Supplies,"MM SLEEVE,KNEE LG UP TO 26INCH",$185.00 ,5158000
Charges - Non-Surgical Supplies,MM SLING CHAIR HIGH II XL/XXL DISP,$145.00 ,5158068
Charges - Non-Surgical Supplies,MM SLING CRADLE LARGE,$26.00 ,5158133
Charges - Non-Surgical Supplies,MM SLING CRADLE MEDIUM,$26.00 ,5158132
Charges - Non-Surgical Supplies,MM SLING CRADLE SMALL,$26.00 ,5158131
Charges - Non-Surgical Supplies,MM SLING POUCH LARGE,$8.00 ,5158136
Charges - Non-Surgical Supplies,MM SLING POUCH MEDIUM,$7.00 ,5158135
Charges - Non-Surgical Supplies,MM SLING POUCH PEDIATRIC,$11.00 ,5158137
Charges - Non-Surgical Supplies,MM SLING POUCH SMALL,$7.00 ,5158134
Charges - Non-Surgical Supplies,MM SLING REPOSITIONING BED DISP,$219.00 ,5158067
Charges - Non-Surgical Supplies,MM SNS STARTER,$39.00 ,5158011
Charges - Non-Surgical Supplies,MM SOCK AID WITH CORD 1ADULT 25 CORD A75420 ,$11.00 ,5272408
Charges - Non-Surgical Supplies,MM SPECULUM NASAL DISP,$38.00 ,5158022
Charges - Non-Surgical Supplies,MM SPIT & BITE PROTECTION ,$25.00 ,5315745
Charges - Non-Surgical Supplies,MM SPLING MALLET FINGER #7,$6.00 ,5157828
Charges - Non-Surgical Supplies,MM SPLINT 4 PRONG FINGER,$6.00 ,5157756
Charges - Non-Surgical Supplies,MM SPLINT 4 PRONG FINGER LARGE,$7.00 ,5157822
Charges - Non-Surgical Supplies,MM SPLINT 4 PRONG FINGER SMALL,$6.00 ,5157758
Charges - Non-Surgical Supplies,MM SPLINT ADJUS VELFOAM FINGER LRG,$36.00 ,5157831
Charges - Non-Surgical Supplies,MM SPLINT ADJUS VELFOAM FINGER MED,$36.00 ,5157830
Charges - Non-Surgical Supplies,MM SPLINT ADJUS VELFOAM FINGER SM,$36.00 ,5157829
Charges - Non-Surgical Supplies,MM SPLINT CLAVICULAR LARGE,$26.00 ,5158150
Charges - Non-Surgical Supplies,MM SPLINT COCK UP 8IN LT LARGE,$61.00 ,5158143
Charges - Non-Surgical Supplies,MM SPLINT COCK UP 8IN LT MEDIUM,$61.00 ,5158142
Charges - Non-Surgical Supplies,MM SPLINT COCK UP 8IN LT SMALL,$61.00 ,5158141
Charges - Non-Surgical Supplies,MM SPLINT COCK UP 8IN RT LARGE,$61.00 ,5158140
Charges - Non-Surgical Supplies,MM SPLINT COCK UP 8IN RT MEDIUM,$61.00 ,5158139
Charges - Non-Surgical Supplies,MM SPLINT COCK UP 8IN RT SMALL,$61.00 ,5158138
Charges - Non-Surgical Supplies,MM SPLINT FINGER STRIP 1 1/2 X 18,$9.00 ,5158148
Charges - Non-Surgical Supplies,MM SPLINT FINGER STRIP 1 X 18,$10.00 ,5158147
Charges - Non-Surgical Supplies,MM SPLINT FINGER STRIP 1/2 X 9,$3.00 ,5158145
Charges - Non-Surgical Supplies,MM SPLINT FINGER STRIP 3 X 18,$13.00 ,5158149
Charges - Non-Surgical Supplies,MM SPLINT FINGER STRIP3/4 X 18,$4.00 ,5158146
Charges - Non-Surgical Supplies,MM SPLINT FINGER TOAD SMALL FROG ,$4.00 ,5272143
Charges - Non-Surgical Supplies,MM SPLINT LEFT ARM SMALL,$34.00 ,5284147
Charges - Non-Surgical Supplies,MM SPLINT MALLET FINGER #1,$6.00 ,5157823
Charges - Non-Surgical Supplies,MM SPLINT MALLET FINGER #2,$6.00 ,5157824
Charges - Non-Surgical Supplies,MM SPLINT MEDIUM ARM LEFT,$32.00 ,5157757
Charges - Non-Surgical Supplies,MM SPLINT METAL POST TIB/FIB MED,$129.00 ,5198196
Charges - Non-Surgical Supplies,MM SPLINT METAL POST TIB/FIB MED HIP,$142.00 ,5157815
Charges - Non-Surgical Supplies,MM SPLINT METAL POST TIB/FIB SM HIP,$142.00 ,5326465
Charges - Non-Surgical Supplies,MM SPLINT RIGHT LARGE ARM,$33.00 ,5158144
Charges - Non-Surgical Supplies,MM SPLINT TIBIAL/FIBULA LARGE,$138.00 ,5157759
Charges - Non-Surgical Supplies,MM SPLINT WRIST/FOREARM UNIV LT,$61.00 ,5157820
Charges - Non-Surgical Supplies,MM SPLINT WRIST/FOREARM UNIV RT,$61.00 ,5157821
Charges - Non-Surgical Supplies,MM SPLINT WRIST/FOREARM XS PED LT,$61.00 ,5157818
Charges - Non-Surgical Supplies,MM SPLINT WRIST/FOREARM XS PED RT,$61.00 ,5157819
Charges - Non-Surgical Supplies,MM SPONGE LONG SCRUB,$5.00 ,5253558
Charges - Non-Surgical Supplies,MM SPONGE OPTI PORE,$6.00 ,5157836
Charges - Non-Surgical Supplies,MM SPRAY ODOR,$6.00 ,5253570
Charges - Non-Surgical Supplies,MM STAPLE EXTRACTOR,$3.00 ,5245391
Charges - Non-Surgical Supplies,"MM STAPLER, VISISTAT 528235",$36.00 ,5173712
Charges - Non-Surgical Supplies,MM STATLOCK DEVICE FOLEY,$13.00 ,5253521
Charges - Non-Surgical Supplies,MM STAY SAFE CAP,$3.00 ,5158046
Charges - Non-Surgical Supplies,MM STAY SAFE DRAIN SET 026-20030,$14.00 ,5157901
Charges - Non-Surgical Supplies,MM STAY SAFE ORGANIZER,$57.00 ,5157890
Charges - Non-Surgical Supplies,MM STAYSAFE EXTENSION SETLL 12CM,$85.00 ,5157854
Charges - Non-Surgical Supplies,MM STERI STIP 1/4X3 RED,$3.00 ,5326251
Charges - Non-Surgical Supplies,MM STERI STRIP 1/8X3 PURPLE ,$3.00 ,5298612
Charges - Non-Surgical Supplies,MM STERIPATH BLOOD CULTURE COLLECTION 21GA SAFETY,$84.00 ,5331178
Charges - Non-Surgical Supplies,MM STERIPATH BLOOD CULTURE COLLECTION 23GA SAFETY,$84.00 ,5331174
Charges - Non-Surgical Supplies,MM STERIPATH BLOOD CULTURE COLLECTION W/LUER IV EX,$84.00 ,5331336
Charges - Non-Surgical Supplies,MM STETHOSCOPE DISPOSABLE,$8.00 ,5253535
Charges - Non-Surgical Supplies,MM STOCKING TED,$47.00 ,5246487
Charges - Non-Surgical Supplies,MM STOCKING TED KNEE LARGE,$25.00 ,5160322
Charges - Non-Surgical Supplies,MM STOCKING TED KNEE MED,$25.00 ,5160321
Charges - Non-Surgical Supplies,MM STOCKING TED KNEE SMALL,$25.00 ,5340618
Charges - Non-Surgical Supplies,MM STOCKING TED KNEE X-LARGE,$25.00 ,5160323
Charges - Non-Surgical Supplies,MM STOCKING TED THIGH LARGE,$36.00 ,5160325
Charges - Non-Surgical Supplies,MM STOCKING TED THIGH MED,$36.00 ,5160324
Charges - Non-Surgical Supplies,MM STOPCOCK 3-WAY NAMIC,$4.00 ,5173722
Charges - Non-Surgical Supplies,MM STOPCOCK 4-WAY LIPID RESISTANT,$4.00 ,5157849
Charges - Non-Surgical Supplies,MM STRAINER URINE,$5.00 ,5270394
Charges - Non-Surgical Supplies,MM STYLET INTUBATING/SATIN-SLIP 14FR,$25.00 ,5328899
Charges - Non-Surgical Supplies,MM SUCTION CANISTER,$6.00 ,5253529
Charges - Non-Surgical Supplies,MM SUCTION INSTR 7FR BARON FRAZIER,$36.00 ,5157897
Charges - Non-Surgical Supplies,MM SUCTION INSTRUMENT 12FR FRAZIER,$29.00 ,5157898
Charges - Non-Surgical Supplies,MM SUCTION STARTER KIT,$13.00 ,5157960
Charges - Non-Surgical Supplies,MM SUCTION TUBING,$4.00 ,5160329
Charges - Non-Surgical Supplies,MM SUCTION YANKAUER TONSIL,$3.00 ,5158032
Charges - Non-Surgical Supplies,MM SUPPORT PATELLA MEDIUM ,$68.00 ,5266788
Charges - Non-Surgical Supplies,MM SURG PAINT 4OZ PROVIDONE-IODINE,$5.00 ,5158063
Charges - Non-Surgical Supplies,MM SURGICEL ABSORBABLE HEMO 2 X 14,$217.00 ,5157967
Charges - Non-Surgical Supplies,MM SURGICEL ABSORBABLE HEMO 3X4,$206.00 ,5157966
Charges - Non-Surgical Supplies,MM SUTURE 2-0 COATED VICRYL J-3351,$9.00 ,5264542
Charges - Non-Surgical Supplies,MM SUTURE 2-0 SILK 685FS,$7.00 ,5157764
Charges - Non-Surgical Supplies,MM SUTURE 4-0 CHROMIC 1637G,$24.00 ,5157773
Charges - Non-Surgical Supplies,MM SUTURE 4-0 COATED VICRYL J-392,$10.00 ,5157780
Charges - Non-Surgical Supplies,MM SUTURE 4-0 VICRYL VR 496,$29.00 ,5157777
Charges - Non-Surgical Supplies,MM SUTURE 5-0 ETHI 698,$16.00 ,5157785
Charges - Non-Surgical Supplies,MM SUTURE 5-0 VICRYL,$9.00 ,5157778
Charges - Non-Surgical Supplies,MM SUTURE COATD VICRYL 6-0 J-489,$24.00 ,5157782
Charges - Non-Surgical Supplies,MM SUTURE COATED VICRYL 3-0 J-452,$10.00 ,5157786
Charges - Non-Surgical Supplies,MM SUTURE COATED VICRYL 5-0 J-493,$25.00 ,5157781
Charges - Non-Surgical Supplies,MM SUTURE ETHILON 2-0 1674,$7.00 ,5157762
Charges - Non-Surgical Supplies,MM SUTURE ETHILON 3-0 1663,$16.00 ,5157767
Charges - Non-Surgical Supplies,MM SUTURE ETHILON 4-0 1667,$16.00 ,5157768
Charges - Non-Surgical Supplies,MM SUTURE ETHILON 5-0 1666,$16.00 ,5157784
Charges - Non-Surgical Supplies,MM SUTURE ETHILON 6-0 1665,$16.00 ,5157769
Charges - Non-Surgical Supplies,MM SUTURE ETHILON 6-0 697,$16.00 ,5157770
Charges - Non-Surgical Supplies,MM SUTURE PLAIN GUT 6-0 1916,$24.00 ,5157787
Charges - Non-Surgical Supplies,MM SUTURE PROLENE 4-0 FS-2,$13.00 ,5157774
Charges - Non-Surgical Supplies,MM SUTURE PROLENE 5-0 8686,$26.00 ,5157775
Charges - Non-Surgical Supplies,MM SUTURE PROLENE 6-0,$26.00 ,5157776
Charges - Non-Surgical Supplies,MM SUTURE VICRYL 3.0,$27.00 ,5157761
Charges - Non-Surgical Supplies,MM SWAB ORAL,$4.00 ,5253534
Charges - Non-Surgical Supplies,MM SYRINGE 3CC PREFILLED SALINE,$3.00 ,5157998
Charges - Non-Surgical Supplies,MM SYRINGE EAR & ULCER,$6.00 ,5158167
Charges - Non-Surgical Supplies,MM SYS CLSD TRACH SCT-TRACHEOSTOMIES,$36.00 ,5158012
Charges - Non-Surgical Supplies,MM SYSTEM CLSD TRACH BALLARD,$35.00 ,5158171
Charges - Non-Surgical Supplies,MM SYSTEM HYPERINFLATION BAG,$37.00 ,5160356
Charges - Non-Surgical Supplies,MM SYSTEM VAMP 60 INCH,$52.00 ,5160410
Charges - Non-Surgical Supplies,MM TAPE MEDIPORE 4 INCH,$39.00 ,5157791
Charges - Non-Surgical Supplies,MM TAPE MEDIPORE 6 INCH,$65.00 ,5157792
Charges - Non-Surgical Supplies,MM TEGADERM DRESSING L 6X8,$8.00 ,5157994
Charges - Non-Surgical Supplies,MM TRANSDUCER SINGLE ARTERIAL LINE,$60.00 ,5160360
Charges - Non-Surgical Supplies,MM TRANSDUCER TRIFURCATED,$69.00 ,5160361
Charges - Non-Surgical Supplies,"MM TRANSDUCER, ADULT MAXA",$50.00 ,5158154
Charges - Non-Surgical Supplies,"MM TRANSDUCER, INFANT MAXI",$50.00 ,5158152
Charges - Non-Surgical Supplies,"MM TRANSDUCER, PEDIATRIC MAXP",$50.00 ,5158153
Charges - Non-Surgical Supplies,"MM TRANSDUCER,ADULT NASAL MAXR",$50.00 ,5158151
Charges - Non-Surgical Supplies,MM TRANSFER PACK 300ML,$24.00 ,5160373
Charges - Non-Surgical Supplies,MM TRAP MUCOUS,$10.00 ,5157793
Charges - Non-Surgical Supplies,MM TRAV VASCULAR ACCESS INSER 19.5,$420.00 ,5158056
Charges - Non-Surgical Supplies,MM TRAY ADD-A-FOLEY ,$20.00 ,5286832
Charges - Non-Surgical Supplies,MM TRAY BASIC BIOPSY,$107.00 ,5158093
Charges - Non-Surgical Supplies,MM TRAY CENTER ENTRY FOLEY 16FR,$42.00 ,5158095
Charges - Non-Surgical Supplies,MM TRAY CENTRAL LINE DRESSING CHANGE,$42.00 ,5157958
Charges - Non-Surgical Supplies,MM TRAY FOLEY CATH W/O CATH,$74.00 ,5158094
Charges - Non-Surgical Supplies,MM TRAY FOLEY CATHETER 18FR,$37.00 ,5256305
Charges - Non-Surgical Supplies,MM TRAY GEN PURPOSE DEBRIDEMENT KIT,$13.00 ,5173724
Charges - Non-Surgical Supplies,MM TRAY INCISION & DRAINAGE,$15.00 ,5158097
Charges - Non-Surgical Supplies,MM TRAY IRRIGATION,$12.00 ,5158098
Charges - Non-Surgical Supplies,MM TRAY IRRIGATION W/PISTON SYRG,$7.00 ,5245386
Charges - Non-Surgical Supplies,MM TRAY LUMBAR PUNC PED/INF 22GA,$79.00 ,5158101
Charges - Non-Surgical Supplies,MM TRAY LUMBAR PUNCT PED/INF 21GA,$68.00 ,5158100
Charges - Non-Surgical Supplies,MM TRAY LUMBAR PUNCTURE 20X3.5,$68.00 ,5158099
Charges - Non-Surgical Supplies,MM TRAY PERCUTANEOUS INTRO TRACH,$884.00 ,5157870
Charges - Non-Surgical Supplies,MM TRAY SUTURE,$69.00 ,5198194
Charges - Non-Surgical Supplies,MM TRAY THORACENTESIS,$158.00 ,5158092
Charges - Non-Surgical Supplies,MM TRAY TRACH CARE,$14.00 ,5158087
Charges - Non-Surgical Supplies,MM TRAY TRIPLE MAHURKAR ELITE PASS 12.5FR ALL SIZE,$376.00 ,5270438
Charges - Non-Surgical Supplies,MM TRAY URETHRAL CATH 15FR,$10.00 ,5158096
Charges - Non-Surgical Supplies,MM TRAY VASCULAR ACCESS INSE,$420.00 ,5158055
Charges - Non-Surgical Supplies,MM TROCAR 20FR,$96.00 ,5157936
Charges - Non-Surgical Supplies,MM TROCAR 32FR,$59.00 ,5264584
Charges - Non-Surgical Supplies,MM TUBE 5.0MM HI-LO ORAL/NASAL TRACHEAL CUFFED ,$7.00 ,5274729
Charges - Non-Surgical Supplies,MM TUBE CONNECTING 3/16 X 6,$3.00 ,5253571
Charges - Non-Surgical Supplies,MM TUBE ENDO SLICK 6.0,$37.00 ,5333233
Charges - Non-Surgical Supplies,MM TUBE ENDO SLICK 6.5,$37.00 ,5331552
Charges - Non-Surgical Supplies,MM TUBE ENDO SLICK 7.0,$37.00 ,5157837
Charges - Non-Surgical Supplies,MM TUBE ENDO SLICK 7.5,$37.00 ,5157838
Charges - Non-Surgical Supplies,MM TUBE ENDO SLICK 8.0,$37.00 ,5281782
Charges - Non-Surgical Supplies,MM TUBE ENDOTRACHEAL,$33.00 ,5160391
Charges - Non-Surgical Supplies,MM TUBE ENDOTRACHEAL 7.5 HI-LO,$70.00 ,5157939
Charges - Non-Surgical Supplies,MM TUBE ENDOTRACHEAL 8.0 HI-LO,$70.00 ,5157940
Charges - Non-Surgical Supplies,MM TUBE ENDOTRACHEAL 8.5 HI-LO,$70.00 ,5157941
Charges - Non-Surgical Supplies,MM TUBE ENDOTROL TRACH 7MM,$60.00 ,5333237
Charges - Non-Surgical Supplies,MM TUBE FEEDING 10 FR 42 INCH,$6.00 ,5158030
Charges - Non-Surgical Supplies,MM TUBE FEEDING 5FR 6 INCH,$4.00 ,5158028
Charges - Non-Surgical Supplies,MM TUBE FEEDING 6.5FR 16,$3.00 ,5260471
Charges - Non-Surgical Supplies,MM TUBE FEEDING 8 FR 16 INCH,$4.00 ,5158029
Charges - Non-Surgical Supplies,MM TUBE FEEDING FLEXIFLO,$33.00 ,5254419
Charges - Non-Surgical Supplies,MM TUBE GASTROSTOMY,$130.00 ,5157850
Charges - Non-Surgical Supplies,MM TUBE HI-LO ENDOTRACHEAL 7.0MM,$69.00 ,5157952
Charges - Non-Surgical Supplies,MM TUBE LUKENS,$12.00 ,5158031
Charges - Non-Surgical Supplies,MM TUBE SALEM SUMP,$5.00 ,5253572
Charges - Non-Surgical Supplies,MM TUBE SALEM SUMP 14 FR,$5.00 ,5266625
Charges - Non-Surgical Supplies,MM TUBE SALEM SUMP 14FR,$34.00 ,5160411
Charges - Non-Surgical Supplies,MM TUBE SALEM SUMP 16 FR,$34.00 ,5160409
Charges - Non-Surgical Supplies,MM TUBE SALEM SUMP 18 FR,$36.00 ,5160413
Charges - Non-Surgical Supplies,MM TUBE SLICK SET,$33.00 ,5160392
Charges - Non-Surgical Supplies,MM TUBE TRACH 6 CUFFLESS 6CFS,$206.00 ,5158074
Charges - Non-Surgical Supplies,MM TUBE TRACH 6 FR DISP,$177.00 ,5158025
Charges - Non-Surgical Supplies,MM TUBE TRACH 6.0MM BIVONA TTS ADJ NECK FLANGE HYP,$490.00 ,5318747
Charges - Non-Surgical Supplies,MM TUBE TRACH 8 FR DISP,$177.00 ,5158026
Charges - Non-Surgical Supplies,MM TUBE TRACH 8FR/80XLTCP,$290.00 ,5157789
Charges - Non-Surgical Supplies,MM TUBE TRACH SIZE 6 TRAC AD HYPERFLEX MIDRANGE ,$490.00 ,5318748
Charges - Non-Surgical Supplies,MM TUBE TRACHEAL 8.0,$10.00 ,5331900
Charges - Non-Surgical Supplies,MM TUBE TRACHEAL CUFF 6.0MM 510112,$9.00 ,5274731
Charges - Non-Surgical Supplies,MM TUBE TRACHEAL CUFFED 6.5 MM,$7.00 ,5158020
Charges - Non-Surgical Supplies,MM TUBING ANCHOR W/7 SLOTS FOAM,$15.00 ,5158080
Charges - Non-Surgical Supplies,MM TUBING OXYGEN JUNIOR OPTIFLOW,$31.00 ,5268155
Charges - Non-Surgical Supplies,MM TUBING SET FLUID WARMER RANGER,$9.00 ,5313711
Charges - Non-Surgical Supplies,MM TUR Y TUBING,$46.00 ,5173713
Charges - Non-Surgical Supplies,MM UNDERPAD ULTRASORB 24X36,$5.00 ,5278181
Charges - Non-Surgical Supplies,MM UNNA BOOT W/CALAMINE 4 IN 2-LAYER,$41.00 ,5158072
Charges - Non-Surgical Supplies,MM URINE METER W/BAG,$39.00 ,5160327
Charges - Non-Surgical Supplies,MM VAC DRAPE ONE SIZE,$38.00 ,5261231
Charges - Non-Surgical Supplies,MM VAC DRESSING MEDIUM TRANSPARENT,$161.00 ,5157950
Charges - Non-Surgical Supplies,MM VAC DRESSING SMALL TRANSPARENT,$126.00 ,5157978
Charges - Non-Surgical Supplies,MM VAC SIMPLACE MEDIUM (WAS THIN FOAM) ,$149.00 ,5262395
Charges - Non-Surgical Supplies,MM VAC SYSTEM CANISTER,$180.00 ,5157948
Charges - Non-Surgical Supplies,MM VAC VERAFLO DRESSING LARGE,$531.00 ,5329960
Charges - Non-Surgical Supplies,MM VAC VERAFLO DRESSING MEDIUM,$315.00 ,5281914
Charges - Non-Surgical Supplies,MM VAC VERAFLO DRESSING SMALL,$294.00 ,5312829
Charges - Non-Surgical Supplies,MM VAC VERALINK CASSETTE,$180.00 ,5266680
Charges - Non-Surgical Supplies,MM VAC WHITE FOAM (SMALL),$50.00 ,5157992
Charges - Non-Surgical Supplies,MM VALVE ANTI-REFLUX,$36.00 ,5160355
Charges - Non-Surgical Supplies,MM VENTILATOR CIRCUIT HEATED W/MR290,$110.00 ,5157880
Charges - Non-Surgical Supplies,MM VOLDYNE 5000,$10.00 ,5326255
Charges - Non-Surgical Supplies,MM WAFER CONVEX 2-3/4,$13.00 ,5261136
Charges - Non-Surgical Supplies,MM WAFER STOMAHESIVE W 2 1/4 57MM,$29.00 ,5160331
Charges - Non-Surgical Supplies,MM WAFFLE CUSHION,$105.00 ,5158018
Charges - Non-Surgical Supplies,MM WARMER PORTA,$134.00 ,5160394
Charges - Non-Surgical Supplies,MM WATER STERILE 1000CC-INHALATION,$8.00 ,5157882
Charges - Non-Surgical Supplies,MM WHIRL-SOL BATH ADDITIVE SKIN 8 OZ,$29.00 ,5160353
Charges - Non-Surgical Supplies,MM WRAP EASY EAR EAVEY,$48.00 ,5331940
Charges - Non-Surgical Supplies,MM YANKAUER SUCTION TUBE 6FT,$9.00 ,5253536
Charges - Non-Surgical Supplies,MM ZEROWET SPLASH SHIELD,$7.00 ,5157834
Charges - Non-Surgical Supplies,MM ZOLL DEFIB PAD,$200.00 ,5157852
Charges - Non-Surgical Supplies,NEEDLE HUBER SAFETY 22GA X 3/4,$19.00 ,5303395
Charges - Non-Surgical Supplies,PULL UPS LARGE ADULT,$3.00 ,5243742
Charges - Non-Surgical Supplies,RAD AMBU BAG PEDIATRIC,$156.00 ,5261135
Charges - Non-Surgical Supplies,RAD ARTHROGRAM TRAY,$19.00 ,5196337
Charges - Non-Surgical Supplies,RAD BANDAGE ELASTIC 3 (ACE),$2.00 ,5328746
Charges - Non-Surgical Supplies,RAD BIOPATCH,$26.00 ,5196468
Charges - Non-Surgical Supplies,RAD CANNISTER SUCTION 1200CC ,$6.00 ,5315836
Charges - Non-Surgical Supplies,RAD CANNISTER SUCTION 3000CC,$8.00 ,5315837
Charges - Non-Surgical Supplies,RAD CAP CUROS STRIP,$14.00 ,5308131
Charges - Non-Surgical Supplies,RAD CAPNOLINE SMART O2 PLUS LG ADULT,$78.00 ,5261218
Charges - Non-Surgical Supplies,RAD CEN LN DRESS CHG KIT W/O BIOPATCH,$13.00 ,5196362
Charges - Non-Surgical Supplies,RAD COLDSPOT,$14.00 ,5196410
Charges - Non-Surgical Supplies,RAD CONNECTOR ONE LINK VALVE,$5.00 ,5196413
Charges - Non-Surgical Supplies,RAD CT TRAY/SPECIAL PROCEDURE,$362.00 ,5196355
Charges - Non-Surgical Supplies,RAD DERMABOND,$108.00 ,5260475
Charges - Non-Surgical Supplies,RAD DILATOR COOK 7.5FR 20CM,$2.00 ,5328261
Charges - Non-Surgical Supplies,RAD GEL PAD AQUAFLEX 2X9CM,$24.00 ,5196374
Charges - Non-Surgical Supplies,RAD KIT PLEURX DRAINAGE 1000CC,$216.00 ,5196412
Charges - Non-Surgical Supplies,RAD KLING 4IN STERILE,$3.00 ,5196378
Charges - Non-Surgical Supplies,RAD MAMMOTOME MAMMOMARK MR 8GA ,$348.00 ,5340688
Charges - Non-Surgical Supplies,RAD MAMMOTOME MR 8GA BLADELESS ,$915.00 ,5340684
Charges - Non-Surgical Supplies,RAD MAMMOTOME MR 8S UNIVERSAL TARGET SET ,$849.00 ,5340680
Charges - Non-Surgical Supplies,RAD NEEDLE GUIDE CLOSED 20-22GA YELLOW,$80.00 ,5329623
Charges - Non-Surgical Supplies,RAD NEEDLE TEMNO BIOPSY 20G X 6CM,$119.00 ,5196391
Charges - Non-Surgical Supplies,RAD ON CONTROL BONE ACCESS TRAY,"$4,210.00 ",5196424
Charges - Non-Surgical Supplies,RAD POUCH DRAINABLE 2 3/4,$11.00 ,5196446
Charges - Non-Surgical Supplies,RAD SENSOR ALAR NASAL,$80.00 ,5328993
Charges - Non-Surgical Supplies,RAD SET EXTENSION ONE LINK 1 PORT,$9.00 ,5196414
Charges - Non-Surgical Supplies,RAD SLING POUCH MEDIUM (WITH ELBOW SEAM),$17.00 ,5340873
Charges - Non-Surgical Supplies,RAD SLING POUCH SMALL,$7.00 ,5270307
Charges - Non-Surgical Supplies,RAD SUP AMBU BAG ADULT,$100.00 ,5196440
Charges - Non-Surgical Supplies,RAD SUP BAG DISPOZ A DRAINAGE,$13.00 ,5196438
Charges - Non-Surgical Supplies,"RAD SUP BAG,URINARY DRN. 2000CC",$14.00 ,5196439
Charges - Non-Surgical Supplies,RAD SUP BIOPINCE 16GA 10CM DISPBX GUN,$187.00 ,5196476
Charges - Non-Surgical Supplies,RAD SUP BIOPINCE 18GA10CM DISP BX GUN,$187.00 ,5196470
Charges - Non-Surgical Supplies,RAD SUP BIOPINCE 18GA15CM DISP BX GUN,$187.00 ,5196471
Charges - Non-Surgical Supplies,RAD SUP BIOPSY TRAY,$71.00 ,5196354
Charges - Non-Surgical Supplies,RAD SUP BLADE CLIPPER,$9.00 ,5196344
Charges - Non-Surgical Supplies,RAD SUP BREAST MARKER 14GA CORMARK,$366.00 ,5196386
Charges - Non-Surgical Supplies,RAD SUP BUTTERFLY NEEDLE,$4.00 ,5196320
Charges - Non-Surgical Supplies,RAD SUP CANISTER VACUUM RPLC 1200CC,$34.00 ,5196347
Charges - Non-Surgical Supplies,RAD SUP CANNULA NASAL CURVED 7 FT,$3.00 ,5196451
Charges - Non-Surgical Supplies,RAD SUP CANNULA STIFFENING 6CM,$46.00 ,5196460
Charges - Non-Surgical Supplies,RAD SUP CATHETER ABCESSION 12 FR,$331.00 ,5196360
Charges - Non-Surgical Supplies,RAD SUP CATHETER FOLEY 5CC 18FR,$25.00 ,5196369
Charges - Non-Surgical Supplies,RAD SUP CATHETER FOLEY 5CC 20FR,$25.00 ,5196370
Charges - Non-Surgical Supplies,RAD SUP CATHETER FOLEY 5CC 22FR,$26.00 ,5196371
Charges - Non-Surgical Supplies,RAD SUP CATHETER FOLEY 5CC 24FR,$26.00 ,5196372
Charges - Non-Surgical Supplies,"RAD SUP CATHETER,ABCESSION 10FR 30CM",$348.00 ,5196351
Charges - Non-Surgical Supplies,RAD SUP CENTESIS CATHETER 15CM,$192.00 ,5196382
Charges - Non-Surgical Supplies,RAD SUP CONNECTOR 5 IN 1,$2.00 ,5196453
Charges - Non-Surgical Supplies,"RAD SUP CONTAINER,EVACUATED",$16.00 ,5196455
Charges - Non-Surgical Supplies,RAD SUP CONTRAST HD85 BARIUM 2L,$81.00 ,5196435
Charges - Non-Surgical Supplies,RAD SUP CUP EZ HD,$9.00 ,5196431
Charges - Non-Surgical Supplies,"RAD SUP CUP,E-Z PAQUE (STRAWBERRY)",$10.00 ,5196436
Charges - Non-Surgical Supplies,RAD SUP DEVICE SUCTION TUBE ATTACHMEN,$11.00 ,5196454
Charges - Non-Surgical Supplies,RAD SUP DILATOR COOK 12FR 20CM,$33.00 ,5196331
Charges - Non-Surgical Supplies,RAD SUP DILATOR COOK 7.5 20CM,$33.00 ,5320601
Charges - Non-Surgical Supplies,RAD SUP DRAIN DRY SUCTION CHEST,$192.00 ,5196384
Charges - Non-Surgical Supplies,RAD SUP DRAPE IMPERVIOUS RADIOLOGY,$16.00 ,5196407
