ACTIVITY TYPE,CDM_DESC, UNIT_AMT ,BILL_ITEM_ID
Supplies,BLADE  RAD 60 ROTATE M4 4MM ///14689///,$423.00 ,4898248
Supplies,BLADE 2108-305 ///82642///,$106.00 ,3217147
Supplies,BLADE 3.5 TOMCAT ///3000638///,$190.00 ,5033934
Supplies,BLADE EXPLANT 60 MM SHORT ///705306///,"$1,225.00 ",3781393
Supplies,BLADE FOR CLIPPER GRAY (WAS GREEN) ///10512///,$9.00 ,3212703
Supplies,BLADE FOR CLIPPER PINK SENSICARE (WAS YELLOW) ///1,$29.00 ,3212871
Supplies,BLADE HIP 5072-111 ///3000630///,$96.00 ,5033928
Supplies,BLADE HIP CURVED ARTHROSCOPIC ///15885///,$531.00 ,5240503
Supplies,BLADE LARYN MAC 3 GREEN DISPOSABLE ///12480///,$20.00 ,3445367
Supplies,BLADE M4 INF TURBINATE 2.9MM ROTATE ///56906///,$522.00 ,3218401
Supplies,BLADE MILLER 3 FIBER OPTIC DISP ///16152///,$17.00 ,5284991
Supplies,BLADE MINI BLUE 180 STR STRAIGHT DOUBLE BEVEL ///1,$73.00 ,5153731
Supplies,BLADE OSC AND SAG BENT COARSE OFFSET ///15098///,$139.00 ,4957385
Supplies,BLADE PRECISION THIN MEDIUM NARROW 5.5X18MM ///140,$178.00 ,4816400
Supplies,BLADE RAD40 ROTATE M4 4MM ROHS ///14685///,$596.00 ,4898244
Supplies,BLADE SPIRAL TI 55MM STERILE ///134314///,"$1,378.00 ",5331026
Supplies,BLADE STABLE CUT  OXFORD ///156298///,$805.00 ,5266897
Supplies,BLADE TFNA HELICAL 100MM STERILE ///189458///,"$1,798.00 ",5310294
Supplies,BLADE TI SPIRAL 75MM ///14221///,"$1,390.00 ",4858518
Supplies,BLADE TRICUT 4MM ROTATE 18-84004HR ///57202///,$492.00 ,3218546
Supplies,"BLADE, BAHA 90329///66132///",$205.00 ,3215223
Supplies,"BLADE, DUAL CUT OSSILATING 1/27X90X25  4125-127-90",$112.00 ,3217122
Supplies,"BLADE, HELICAL 100MM 456.305S ///82162///","$1,506.00 ",3225094
Supplies,"BLADE, STRYKER 18 X 1.27 X 75      4118-127-75 ///",$164.00 ,3217496
Supplies,BLAKE DRAIN 10FR ///56662///,$129.00 ,3214430
Supplies,BLAKE DRAIN 15FR ///56416///,$129.00 ,3213462
Supplies,BLAKE DRAIN 19FR ///56417///,$138.00 ,3213390
Supplies,BLAKE DRAIN 24FR ///156662///,$129.00 ,4913745
Supplies,"BLANKET, BAIR-HUGGER WARMING (LOWER BODY)///7077//",$49.00 ,3212121
Supplies,BLOCK FEMORAL POST TRABECULAR METAL SIZE D 5MM ///,"$3,394.00 ",4888402
Supplies,BLOCK HALF TIBIAL TM AUGMENT NEXGEN 5MM SZ 7 LT //,"$3,171.00 ",5324543
Supplies,BLOCK TIBIAL AUGMENT NEXGEN 5MM SZ 6 ///598806///,"$2,216.00 ",4892686
Supplies,BLOWER MISTER AXIUS ///14841///,$235.00 ,4913772
Supplies,BONE PLUG B000-0240 ///3000643///,$323.00 ,5324708
Supplies,BONE SCREW 6250-65-40 ///80651///,$398.00 ,3216006
Supplies,BOSTON SCIENTIFIC TUNNELING TOOL ///3000952///,$690.00 ,5034134
Supplies,BOVIE BLADE E1455 ///55119///,$31.00 ,3214136
Supplies,BRA SIZE 2XL W/ZIPPER SUPER QUEEN ///23034///,$226.00 ,3213111
Supplies,BRA SIZE LARGE (WAS SZ 38-40) ///22938///,$72.00 ,3212921
Supplies,BRA SIZE MEDIUM (WAS SZ 36) ///22934///,$72.00 ,3212892
Supplies,BRA SIZE XL (WAS SZ 42-44) ///22944///,$72.00 ,3212927
Supplies,BRA SIZE XXL (WAS SZ 46-48) ///22942///,$72.00 ,3212924
Supplies,BREAST IMPANT MEMORYSHAPE MP 620CC ///142334///,"$2,287.00 ",5035220
Supplies,BREAST IMPLANT SMOOTH HP GEL 350CC 350-3504BC ///6,"$2,220.00 ",3214732
Supplies,BREAST IMPLANTS MEDIUM HIGH PROFILE 390CC ///14769,"$2,385.00 ",4899571
Supplies,BREAST TISSUE EXPANDER ALLOX2 SMOOTH 460-550CC ///,"$2,932.00 ",5313396
Supplies,BREATHINB BAG 2 LITER///60144///,$100.00 ,3214302
Supplies,BRUSH RX CYTOLOGY ///15718///,$301.00 ,5129793
Supplies,BSS 15ML STERILE IRRIGATION SOLUTION ///56411///,$12.00 ,3213452
Supplies,BSS PLUS 500ML BOTTLE W/TRANSFER SET ///55414///,$222.00 ,3213187
Supplies,BUR CURVED DIAMOND DCR 2.9MM 1882969 ///56867///,$623.00 ,3218398
Supplies,BUR ROUND CARBIDE 1.8MM ///15369///,$28.00 ,5037663
Supplies,BUR ROUND CARBIDE 4.0MM ///153710///,$106.00 ,5037665
Supplies,BURR ROUND FLUTE 5.0MMX19CM ///14786///,$235.00 ,4911426
Supplies,"BURR, 3.5 C9991 ///81675///",$217.00 ,3216684
Supplies,"BURR, STRYKER 4.0  5820-010-140 ///82409///",$500.00 ,3216768
Supplies,BUTTON DOG BONE ///13983///,$906.00 ,4792411
Supplies,BYRON IRRIGATION/INSUF TUBING AFTUDS ///56245///,$58.00 ,3225012
Supplies,CABLE GRIP SYSTEM 2232-04-18 ///80536///,$805.00 ,3223182
Supplies,CABLE GRIP SYSTEM SS 2232-01-18 ///1630///,$809.00 ,3211119
Supplies,"CABLE, 1.7 WITH CRIMP 750MM 298.801.01S ///82589//","$1,344.00 ",3216380
Supplies,CADIERE FORCEPS ///15558///,$560.00 ,5075808
Supplies,CAGE PROTUSIO CEMENTED LT ///168111///,"$4,455.00 ",5339133
Supplies,CANALICULUS INTUBATION SET  ///11296///,$235.00 ,3219620
Supplies,CANC SCREW 50MM FULL THREADED ///80020///,$66.00 ,3215603
Supplies,CANCELLOUS BLOCKS 15X30X8 ///14629///,$748.00 ,4896830
Supplies,CANCELLOUS CHIPS (4 - 10MM) 15CC ///77679///,$692.00 ,3214560
Supplies,CANCELLOUS CHIPS (4 - 15MM) 30CC ///77681///,$891.00 ,3214570
Supplies,CANNISTER SUCTION 1200CC ///30992///,$15.00 ,3212405
Supplies,CANNISTER SUCTION 3000CC (WAS 377084 2500CC) ///30,$14.00 ,3212407
Supplies,"CANNISTER, WELLS JOHNSON PLASTIC RECEPTAL 20-5157/",$193.00 ,3214540
Supplies,CANNULA 12GA AORTIC ROOT W/VENT DLP ///5045///,$93.00 ,3212559
Supplies,CANNULA 19 FR PERCUTANEOUS CONNECTOR WITH VENTED C,$638.00 ,4914067
Supplies,CANNULA 25FR VENOUS MULTI STAGE 60CM ///196881///,$948.00 ,4914072
Supplies,CANNULA 6.5 STRYKER ///3000284///,$96.00 ,5033667
Supplies,CANNULA ANTEGRADE 9GA X 11FR ///14900///,"$1,346.00 ",4917385
Supplies,CANNULA AORTIC EZ GLIDE 24FR CURVED ///14236///,$142.00 ,5043376
Supplies,CANNULA BIOMEDICUS NON VENTED 1/4 INCH ///15003///,$466.00 ,4938230
Supplies,CANNULA CLEAR TRAC THREADED 5X76MM CLEAR W/OBTURAT,$100.00 ,5261057
Supplies,CANNULA CORONARY BASKET TIP 14FR ///12769///,$72.00 ,5043373
Supplies,CANNULA DUAL STAGE VENOUS DRAINAGE ///14883///,$135.00 ,4915390
Supplies,CANNULA GEMINI SR8 ///14234///,$102.00 ,4860459
Supplies,CANNULA VENOUS RIGHT ANGLE 24FR BLUNT TIP ///14929,$98.00 ,5043382
Supplies,"CANNULA, SAPHENOUS VEIN CANNULA (TITUS NEEDLE) ///",$25.00 ,3214632
Supplies,CANNULAE SOFT FLOW ANG 24FR/8MM V ///16214///,$239.00 ,5320591
Supplies,CANNULAE STRT CORONARY ARTERY PERFUSION W/ BALLOON,$263.00 ,4927442
Supplies,CANNULATED DRILL BIT 5.0 ///13845///,$971.00 ,4732410
Supplies,CAPIO OPEN ACCESS SUTURE DEVICE 831-125 ///56603//,$843.00 ,3215274
Supplies,CAPSURE FIXATION DEVICE 30 ///15199///,$711.00 ,4987492
Supplies,CAPTURA THREE PRONG GRASPER 2.8F 115X5 G30375 ///5,$643.00 ,3226971
Supplies,CARBON ROD 11X350MM ///149225///,$539.00 ,5333121
Supplies,CARDIAC SUMP 20FR ///700326///,$48.00 ,3225110
Supplies,CARDIONYL 5/0 SUTURE ///14834///,$29.00 ,4914053
Supplies,CAREY-ALZATE-COONS GASTROJEJUNOSTOMY SET ///53519/,$714.00 ,3213780
Supplies,CARR-LOCKE INJECTION NEEDLE 25G 5MM ///10777///,$147.00 ,3225649
Supplies,CAST FIBERGLASS/CYLINDER ///20500///,$227.00 ,5246148
Supplies,CAST PADDING  6 STERILE ///39900///,$31.00 ,3213241
Supplies,CAST PLASTER ARM ///20501///,$155.00 ,5246149
Supplies,CAST PLASTER LEG ///20502///,$151.00 ,5246150
Supplies,CAST SPICA ///20526///,$646.00 ,5246151
Supplies,CATH EMBOLECT FOGARTY OVER THE WIRE 6X40 1651-64 /,$334.00 ,3214434
Supplies,CATH EMBOLECT FOGARTY OVER THE WIRE 6X80 1651-68 /,$334.00 ,3214616
Supplies,CATH EMBOLECTOMY FOGARTY 5F X 80  1651-58 ///57002,$318.00 ,3214249
Supplies,CATHETER 40CC LINEAR 7.5FR IAB ///47582///,"$1,866.00 ",4046382
Supplies,CATHETER 7 FR GLOBE PROBE HEMOSTATSIS ///3001130//,$588.00 ,5034260
Supplies,CATHETER AIRWAY EXCHANGE 3MM  G07833 ///11160///,$204.00 ,3223589
Supplies,CATHETER ANGIOGRAPHIC 5FR SEL C2 .035 IMAGER II //,$72.00 ,3214039
Supplies,CATHETER ANGIOGRAPHIC 5FR SEL C2 .038 IMAGER II //,$56.00 ,5101721
Supplies,CATHETER ANGIOGRAPHIC BERN 5FR 100CM .038 ///31405,$52.00 ,3213855
Supplies,CATHETER ANGIOGRAPHIC IMAGER II (SIMS2) ///10762//,$52.00 ,3212991
Supplies,CATHETER ANGLE TIP 5FR ///55115///,$141.00 ,3214133
Supplies,CATHETER CLEAN-CATH 14FR 16 URETHERAL ///11820///,$43.00 ,3212653
Supplies,CATHETER CONTRA 2 5FR 65CM ///13255///,$16.00 ,4336379
Supplies,CATHETER COUDE 18FR 5CC ///60092///,$80.00 ,3214364
Supplies,CATHETER DORADO PTA 6X6X135 ///145425///,$453.00 ,5261045
Supplies,CATHETER DORADO PTA 6X80 ///186200///,$510.00 ,5313606
Supplies,CATHETER EPIDURAL FLEXTIP PLUS 19GA 90CM ///14403/,$49.00 ,5282130
Supplies,CATHETER FOLEY 3 WAY 30CC 22FR. ///11440///,$76.00 ,3212153
Supplies,CATHETER FOLEY 30CC 22FR (ROBOT) ///12147///,$93.00 ,3665368
Supplies,CATHETER FOLEY 5CC 18FR. ///11280///,$39.00 ,3213039
Supplies,CATHETER FOLEY 5CC 20FR ///13058///,$24.00 ,4264487
Supplies,CATHETER HINCK HH1 5FR GLIDE 32-157 ///10152///,$52.00 ,4288371
Supplies,CATHETER QUICK-CROSS .014 150CM STANDARD ///47766/,$507.00 ,3213088
Supplies,CATHETER QUICK-CROSS .018 150CM STANDARD ///56844/,$531.00 ,3214620
Supplies,CATHETER QUICK-CROSS .035 150CM STANDARD ///56856/,$547.00 ,3214455
Supplies,CATHETER RED ROBINSON 14FR. RU114 ///11550///,$3.00 ,3212724
Supplies,CATHETER SILICONE FOLEY 5CC 22FR ///11498///,$49.00 ,3212340
Supplies,CATHETER SOFT SIMPLASTIC COUVEAIRE 30CC 3WAY 24FR,$96.00 ,3224354
Supplies,"CATHETER, 5F OPEN TIP 134105 ///57323///",$72.00 ,3214663
Supplies,"CATHETER, 6FR PIG STRAIGTH EXPO GUIDING ///43390//",$33.00 ,5083703
Supplies,"CATHETER, ANGIOGRAPHIC 5FR SEL H1 ///31414///",$44.00 ,4897429
Supplies,"CATHETER, COUNCIL 20FR 0196L20 ///56669///",$91.00 ,3214611
Supplies,"CATHETER, COUNCIL 5CC 18F 2 WAY   0196SI18 ///5631",$87.00 ,3213565
Supplies,"CATHETER, DORADO PTA 10X4X135 ///45452///",$571.00 ,3409375
Supplies,"CATHETER, DORADO PTA 10X8X80  DR80108 ///53552///",$606.00 ,3213912
Supplies,"CATHETER, DORADO PTA 3X10X135 ///45414///",$636.00 ,3213943
Supplies,"CATHETER, DORADO PTA 4X20X135 ///45413///",$781.00 ,3213770
Supplies,"CATHETER, DORADO PTA 4X4X80 DR8044 ///57400///",$636.00 ,3214974
Supplies,"CATHETER, DORADO PTA 5X15X135 ///45415///",$781.00 ,3213946
Supplies,"CATHETER, DORADO PTA 5X20X135 ///45417///",$781.00 ,3213949
Supplies,"CATHETER, DORADO PTA 5X4X135 ///45424///",$636.00 ,3213826
Supplies,"CATHETER, DORADO PTA 6X10X135 ///45432///",$617.00 ,3214035
Supplies,"CATHETER, DORADO PTA 6X15X135 ///45419///",$781.00 ,3214124
Supplies,"CATHETER, DORADO PTA 6X20X135 ///45421///",$781.00 ,3214130
Supplies,"CATHETER, DORADO PTA 6X2X135 ///45428///",$427.00 ,3214029
Supplies,"CATHETER, DORADO PTA 6X4X135 ///45430///",$636.00 ,3214032
Supplies,"CATHETER, DORADO PTA 7X10X135 ///45438///",$588.00 ,3214230
Supplies,"CATHETER, DORADO PTA 7X15X135 ///45423///",$781.00 ,3213823
Supplies,"CATHETER, DORADO PTA 7X20X135 ///45425///",$781.00 ,3213829
Supplies,"CATHETER, DORADO PTA 7X2X135 ///45434///",$588.00 ,3214038
Supplies,"CATHETER, DORADO PTA 7X4X135 ///45436///",$588.00 ,3227260
Supplies,"CATHETER, DORADO PTA 8X10X135 ///45444///",$588.00 ,3214233
Supplies,"CATHETER, DORADO PTA 8X4X135 ///45442///",$588.00 ,3599419
Supplies,"CATHETER, FOLEY 30CC 22FR ///51380///",$41.00 ,3627378
Supplies,"CATHETER, MALECOT 24FR ///4836///",$54.00 ,3213191
Supplies,"CATHETER, MUSHROOM 24FR ///4884///",$39.00 ,3212115
Supplies,"CATHETER, OCCLUSION BALLOON ///52045///",$517.00 ,3213115
Supplies,"CATHETER, SILVERHAWK LX-M PERIPHERAL (WAS LX) ///4","$6,969.00 ",3213691
Supplies,"CATHETER, SWAN NECK CURL CATH 8888413807 ///57601/",$590.00 ,3214307
Supplies,"CATHETER, THERMODILUTION 7.5 VIP 110CM///39516///",$241.00 ,3213804
Supplies,"CATHETER, WOVEN URETERAL OPEN TIP 5 ///53041///",$40.00 ,3213977
Supplies,CAUTERY OPHTHALMIC DISP 22-100 (GM# 192529) ///564,$32.00 ,3214201
Supplies,CBU SUPPLIES POSTPARTUM TUBAL ///100005///,$333.00 ,5339659
Supplies,CEEA STAPLE 33MM ///3311///,$807.00 ,3212728
Supplies,CEEA STAPLES 25MM ///3375///,$938.00 ,3212068
Supplies,CEEA STAPLES 29MM ///3376///,$849.00 ,3212071
Supplies,CEMENT PALACOS R & G  1113-140-01 ///81313///,$786.00 ,3216624
Supplies,CEMENT RESTRICTOR 8-13MM ///131514///,$568.00 ,5334243
Supplies,"CEMENT, PALACOS RADIOPAQUE   1112-140-01 ///81311/",$264.00 ,3216621
Supplies,CENTRAL LINE DRESSING CHANGE KIT--NO BIOPATCH ///1,$12.00 ,4184366
Supplies,CENTURION ULTRAVIT 23 GA ///16140///,$517.00 ,5318592
Supplies,CERCLAGE WIRE WITH EYE 18 GA ///2449///,$325.00 ,3703379
Supplies,"CERCLAGE, 4.5 THREADED  298.803S ///87524///",$504.00 ,3217536
Supplies,CHARGING SYSTEM KIT ///16331///,"$6,340.00 ",5330343
Supplies,CHEST TUBE SILICONE ANGLE #32///4030///,$67.00 ,3212439
Supplies,CHEST TUBE THORACIC 28FR. ///11710///,$32.00 ,3212474
Supplies,CHEST TUBE THORACIC 36FR. ///11730///,$32.00 ,3212647
Supplies,CHEST TUBE THORACIC 40FR ///11740///,$32.00 ,3212650
Supplies,"CHEST TUBE, SILICONE STRAIGHT #32 ///5031///",$54.00 ,3212679
Supplies,CHLORAPREP 26ML ORANGE///13680///,$35.00 ,3212680
Supplies,CHOLANGIOGRAM CATHETHER ///56007///,$342.00 ,3214008
Supplies,CHROMIC 4-0 S-2 ///16316///,$63.00 ,5329937
Supplies,CHROMIC 5-0 PS-5 ///4060///,$134.00 ,3212823
Supplies,CLAMP 4.0X40 ///2609///,$912.00 ,3224555
Supplies,CLAMP 6 POSTITION MR SAFE  390.002 ///81940///,"$1,884.00 ",3216497
Supplies,CLAMP BIPOLAR RF ATRIAL ABLATION ISOLATOR SYNERGY,"$4,772.00 ",4913784
Supplies,CLAMP LG OPEN ADJUSTABLE   390.008 ///81917///,"$1,364.00 ",3216179
Supplies,CLAMP VASCU-STATT BULL DOG ///14802///,$72.00 ,4915379
Supplies,"CLAMP, ANKLE 01350 ///82791///","$3,693.00 ",3216285
Supplies,"CLAMP, ARTICURE ISOLATOR SYNERGY LONG JAW OLL2 ///","$6,464.00 ",4961379
Supplies,"CLAMP, COMBINATION 390.005 ///81941///","$1,659.00 ",3216500
Supplies,CLEARCUT CEMENT PLUG ///16428///,$288.00 ,5333640
Supplies,CLEARVISION TUBING SET IRRIGATION SYSTEM STERILE /,$110.00 ,4888749
Supplies,CLIPS TITANIUM WIDE SMALL RED ///15227///,$254.00 ,4999387
Supplies,CLOSESURE SUTURE PASSER ///12999///,$386.00 ,4220367
Supplies,CLOTH 2% CHLORHEXIDINE GLUCONATE (CHG) PREOP SKIN,$24.00 ,5347290
Supplies,CLOTH 2% CHLORHEXIDINE GLUCONATE SKIN/NASAL ANTISE,$76.00 ,5252195
Supplies,COAXIAL DILATOR 4F NITINOL ///57232///,$176.00 ,3214654
Supplies,COBAN 2-LAYER LF COMPRESSION SYSTEM ///10748///,$47.00 ,5308019
Supplies,COCHLEAR IMPLANT DOUBLE PROCESSOR W/HIRES ULTRA HI,"$46,381.00 ",5320474
Supplies,COCHLEAR SINGLE PROCESSOR KIT ///16216///,"$15,051.00 ",5313395
Supplies,COCR 40MM FEMORAL HEAD PLUS 7.0 ///180184///,"$2,155.00 ",4724388
Supplies,"COFLEX 4 LF STERILE COBAN ///2953///""""",$14.00 ,3213324
Supplies,CONCEAL RESERVOIR W/ IZ 100 ///11877///,"$3,573.00 ",3535410
Supplies,"CONDOM CATHETER, FREEDOM, LARGE/STANDARD///11470//",$6.00 ,3212336
Supplies,CONE BODY HIGH OFFSET PROXIMAL SZ D 70MM ///143313,"$11,830.00 ",5322795
Supplies,CONMED 5-12M REDUCER CAP CD775 ///56705///,$84.00 ,3214930
Supplies,CONMED 5MM L HOOK  60-5274-132 ///56710///,$118.00 ,3215122
Supplies,CONMED 5-MM REDUCER CAP CD650 ///56706///,$30.00 ,3214933
Supplies,CONMED CANNULA 10MM SUCTION 60-6001-110 ///56709//,$82.00 ,3215120
Supplies,CONMED DISPOSABLE BIPOLAR CORD 135166 ///53626///,$23.00 ,3224090
Supplies,CONMED SPATULA  60-5274-032 ///56711///,$121.00 ,3215125
Supplies,CONMED SUCTION/IRRIG/CAUTERY HAND 60-6010-002 ///5,$228.00 ,3214938
Supplies,CONNECTING BAR 4.0X120MM ///139573///,$140.00 ,5330527
Supplies,CONNECTING BAR 4.0X80MM ///139571///,$140.00 ,5330526
Supplies,CONNECTOR KIT Y-TYPE FOR OLYMPUS URO ///14076///,$112.00 ,4832371
Supplies,CONNECTOR WITHOUT LUER LOCK 1/2 X 1/2  X 3/8 ///14,$21.00 ,4919379
Supplies,CONNECTOR Y 3/8 ///15375///,$13.00 ,5043384
Supplies,CONNECTOR Y 3/8 x 3/8 ///30355///,$24.00 ,3212795
Supplies,CONTACT LEAD KIT 70CM ///16332///,"$2,898.00 ",5330344
Supplies,CONVERTABLE TROCAR SYSTEM 11MM STABILITY CONE ///1,$49.00 ,3894367
Supplies,COOK ENDOSCOPIC CHOLANGIOGRAPHY 500 ///3000548///,$179.00 ,5033862
Supplies,COOK NITINOL TIPLESS STONE EXTRACTOR G36251 (GENER,$814.00 ,3214767
Supplies,COONS/BENTSON 0.35 ///53067///,$105.00 ,3213660
Supplies,CORD BOVIE BLUE  E0503 ///55051///,$23.00 ,3213854
Supplies,CORE IRRIGATION CASSETTE ///12449///,$202.00 ,3890366
Supplies,CORMATRIX ECM 7CM X 15CM FOR PERICARDIAL CLOSURE /,"$2,307.00 ",5075835
Supplies,CORTICAL SCREW 2.7  4827-10-01 ///81564///,$66.00 ,3226317
Supplies,CO-SETS (WAS 93-600)///11686///,$49.00 ,3212812
Supplies,COTTON UMBILICAL TAPE U-11T ///3374///,$25.00 ,3212066
Supplies,COVER PERINEAL POST FOR HANA TABLE ///15714///,$24.00 ,5127702
Supplies,COVER POST HOLE ///3000437///,$28.00 ,4981519
Supplies,COVER PROCOVER 2X20CM STERILE ENDOCAVITY ULTRASOUN,$24.00 ,3213216
Supplies,COVER SEAT DRAPE ///16058///,$11.00 ,5264463
Supplies,COVER TRANSDUCER SURGI ///3000942///,$41.00 ,5034125
Supplies,COVER XRAY ///3000795///,$13.00 ,5034025
Supplies,"CRADLE, HEAD (WAS 35-8815)///17009///",$12.00 ,3212198
Supplies,CRE GUIDED BALLOON 5847  10-11-12MM 240CM ///11111,$740.00 ,3212591
Supplies,CROSS CUT FISSURE CARBIDE BUR ///13157///,$33.00 ,4302379
Supplies,CROSS CUT FISSURE CARBIDE BUR 2.1MM DIA ///229610/,$33.00 ,4885069
Supplies,CROUCH CORNEAL PROTECTOR ///11301///,$41.00 ,3219674
Supplies,"CRUTCHES, CHILD, PUSH BUTTON 4'0 TO 4'6///18155///",$60.00 ,3219154
Supplies,"CRUTCHES, MEDIUM ADULT, PUSH BUTTON 5'2 TO 5'10///",$71.00 ,3219157
Supplies,"CRUTCHES, TALL ADULT, PUSH BUTTON 5'10 TO 6'6///18",$71.00 ,3219160
Supplies,"CRUTCHES, YOUTH, PUSH BUTTON 4'6 TO 5'2///18150///",$73.00 ,3219151
Supplies,CUP HEMI TRITANIUM CLUSTER HOLE 54MM ///3004856///,"$4,064.00 ",5035147
Supplies,CUP HUMERAL DELTA XTEND PE 38MM PLUS 6 ///130738//,"$3,158.00 ",4832391
Supplies,CUP MODULAR METAL MULTI HOLE REVISION 60MM ///1620,"$5,330.00 ",4888533
Supplies,CURETTE SMALL SCULPS 0206-716-000S2 ///82876///,$69.00 ,3217214
Supplies,CURETTE UTERINE VACUUM ASPIRATING 8MM CURVED ///17,$10.00 ,3212387
Supplies,CUSHION SOFT TOUCH HEAD ///66044///,$32.00 ,3215062
Supplies,CUSTOM EYE PACK ///52099///,$605.00 ,3213283
Supplies,CUTTER ECHELON STRAIGHT ARTICULATING ///12415///,$849.00 ,3846409
Supplies,CUTTER LONG ARTICULATING ENDOSCOPIC LINEAR ///5571,"$1,052.00 ",3741367
Supplies,CV BASIC PERFUSION SERVICE W/ CELL SAVER OPERATION,"$6,180.00 ",5059513
Supplies,CYBERWAND PROBE ///13125///,"$1,592.00 ",4292366
Supplies,CYPASS MICRO-STENT ///16116///,"$2,249.00 ",5281726
Supplies,CYSTO PACK ///55122///,$47.00 ,3213463
Supplies,DEAVER #14 T-TUBES ///55003///,$90.00 ,3213592
Supplies,DEFENDO DISP BIOPSY VALVE FOR GI SCOPE ///13166///,$8.00 ,3212564
Supplies,DEFIB/CARDIOVERSION ADULT ELECTRODE ///10708///,$69.00 ,3892388
Supplies,DELIVERY NEEDLE 8GA X 10CM STERILE ///13579///,$202.00 ,4472369
Supplies,DELNIDO PACK FOR EAMC ///14964///,$293.00 ,4931394
Supplies,DELTA XTEND GLENOSPHERE STD 38MM ///13849///,"$5,161.00 ",4734379
Supplies,DELTA XTEND HUMERAL SPACER PLUS 9MM ///193731///,"$3,462.00 ",5317349
Supplies,DELTA XTEND METAGLENE ///13853///,"$4,067.00 ",4734374
Supplies,DELTA XTEND MOD HUMERAL STEM D12 ///13851///,"$4,697.00 ",4734377
Supplies,DELTA XTEND NON LOCKING SCW 4.5X18MM ///13847///,$563.00 ,4734372
Supplies,DELUXE JACKSON KIT ///56899///,$135.00 ,3214944
Supplies,DENVER SPLINT SM/MED ///57030///,$188.00 ,3214638
Supplies,DEPUY ACETABULAR LINER 32 MM +3 L SERIES ///14637/,"$2,944.00 ",4896902
Supplies,DEPUY CANCELLOUS BONE SCREW 6.5 1217-35-500 ///866,$484.00 ,3226546
Supplies,DEPUY PFC SIGMA MOD TIB TRAY CEMENTED CONSIGNED 3,"$4,832.00 ",3227121
Supplies,DEPUY SIGMA FEMORAL ADAPTER T 96-0781 ///86753///,"$3,262.00 ",3227118
Supplies,DEPUY SLEEVE ADAPTER 1987-06-005 ///86696///,"$1,120.00 ",3227081
Supplies,DEPUY S-RIN STEN STD 36+ 12L 13X18 CONSIGNED 1 ///,"$7,414.00 ",3415381
Supplies,DEPUY UNIVERSAL REVISION STEM 75X22 86-7420 ///867,"$2,881.00 ",3226873
Supplies,DERMABOND ///10358///,$103.00 ,3219410
Supplies,DERMAL ALLOGRAFT MATRIX HD 5X8CM ///16153///,$82.00 ,5285138
Supplies,DESTINATION SHEATH 8FR 45CM CC VALVE ///11377///,$294.00 ,4104376
Supplies,DEVICE LEAD LOCKING LLD EZ 65CM ///15845///,"$1,106.00 ",5205792
Supplies,DEVICE TRI-STAPLE 2.0 SUL 30MM ARTICULATING VASCUL,"$1,013.00 ",5326492
Supplies,"DEVICE, TORQUE ///46603///",$33.00 ,3213091
Supplies,DILATOR COOK 10FR 20CM ///10172///,$35.00 ,5328274
Supplies,DILATOR COOK 12FR 20CM ///10082///,$35.00 ,5033469
Supplies,DILATOR COOK 14FR 20CM ///10078///,$35.00 ,5328276
Supplies,DILATOR VESSEL 8FR ///40160///,$25.00 ,5328275
Supplies,DILL BIT CALIBRATED 2.7X160MM ///16264///,$313.00 ,5320660
Supplies,DILL BIT CALIBRATED 3.2MM ///16265///,$399.00 ,5320661
Supplies,DISPOSABLE ACTIVE CORD ///53089///,$99.00 ,3213865
Supplies,DISPOSABLE KIT FOR DX SWIVELOCK ///15868///,$633.00 ,5238717
Supplies,DISPOSABLE PURSTRING ///55108///,$440.00 ,3213936
Supplies,DISPOSABLE VEIN STRIPPER ///55045///,$118.00 ,3213676
Supplies,DISTAL BICEPS KIT ///13792///,"$1,923.00 ",4702366
Supplies,DISTRACTION PIN 14MM YELLOW ///90914///,$93.00 ,3956381
Supplies,DOPPLER PROBE VTI 2.3 STERILE 8MHz DISP ///14005//,"$2,457.00 ",4838441
Supplies,DOYLE NASAL SPLINT 890914 ///56450///,$56.00 ,3214909
Supplies,DRAIN DRY SUCTION CHEST GREEN STRIP ///12262///,$153.00 ,3212847
Supplies,DRAIN JACKSON PRATT 7F ROUND  SU130-1320 ///77558/,$31.00 ,3214710
Supplies,DRAIN JP CHANNEL 15 FRENCH WITH TROCAR ///14231///,$58.00 ,4860429
Supplies,DRAIN PENROSE 5/8 X 18 ///13025///,$2.00 ,3212888
Supplies,DRAPE 3/4 SHEET ///3001746///,$10.00 ,5034517
Supplies,DRAPE INCISE 2050 ///17240///,$44.00 ,3212765
Supplies,DRAPE IOBAN 2 30x23.5 (IODOPHOR) ///17066///,$50.00 ,3212377
Supplies,DRAPE IOBAN ANTIMICROBIAL 23x33 ///57017///,$87.00 ,3214628
Supplies,DRAPE IOBAN SHORT 6650EZ ///3000399///,$22.00 ,5033769
Supplies,DRAPE MICROSCOPE 46X80 LEICA was 4862 ///57467///,$112.00 ,3214861
Supplies,DRAPE OEC C-ARM 12 9600/9800 ///56286///,$69.00 ,3213649
Supplies,DRAPE OPMI MICROSCOPE (NEURO) Zeiss ///56815///,$100.00 ,3214758
Supplies,DRAPE TIBURON SPLIT SHEET 77X120 LEVEL 4 ///78916/,$38.00 ,3215316
Supplies,DRAPE U ///3000803///,$11.00 ,5034031
