Item ID,Description, Price 
185254,PROBE VITRECTOMY 23GA ALCON CE,"1,049.28"
187756,PROBE VITRECTOMY 23GA EDGEPLUS,297.6
187757,PROBE VITRECTOMY 23GA INFINITI,"1,046.93"
120091,PROBE VITRECTOMY 25+ GA ULTRAV,"1,095.10"
120097,PROBE VITRECTOMY 25GA ULTRAVIT,962
120090,PROBE VITRECTOMY ACCURUS 800 C,483.6
E27200198,PROBE V-PACING,910
131934,"PROBE, DISPOSABLE TEMP FOR GIR",46.74
6561,PROBENECID 500 MG TABLET,5.2
9675,PROBENECID 500 MG-COLCHICINE 0.5 MG TABLET,5.2
480000066,PROC CARDIAC UNLISTED,19198
301000451,PROC CHEMISTRY UNLISTED,223
480000065,PROC CV UNLISTED,2122
510000161,PROC NERVOUS UNLISTED,1224
410000017,PROC RESP MSCL >=2 INDV,158
410000015,PROC RESP MUS 1-1 EA 15MIN,115
410000016,PROC RESP OTHR 1-1 EA 15MIN,118
510000066,PROC SPINE UNLISTED,8574
312000051,PROC SURGICAL PATH UNLISTD,204
361000095,PROC VASC INJ UNLISTED,423
301000052,PROCAINAMIDE,260
6562,PROCAINAMIDE 100 MG/ML INJECTION SOLUTION,591.05
301000053,PROCAINAMIDE W NAPA,242
301000374,PROCALCITONIN,318
164827,PROCESSOR SOUND BEIGE 90X34X26,"10,692.00"
164828,PROCESSOR SOUND BLACK BAHA COR,"10,692.00"
164822,PROCESSOR SOUND BLACK COCHLEAR,"11,664.00"
164812,PROCESSOR SOUND BLACK COCHLEAR,"12,798.00"
196902,PROCESSOR SOUND BLONDE BAHA 5,"12,798.00"
164811,PROCESSOR SOUND BLONDE COCHLEA,"12,798.00"
164814,PROCESSOR SOUND BROWN 26X19X12,"12,798.00"
164816,PROCESSOR SOUND CHAMPAGNE BLON,"11,664.00"
164821,PROCESSOR SOUND CHAMPAGNE BLON,"11,664.00"
164819,PROCESSOR SOUND CHESTNUT BROWN,"11,664.00"
164824,PROCESSOR SOUND CHESTNUT BROWN,"11,664.00"
163058,PROCESSOR SOUND CHROMA BEIGE P,"13,406.40"
163059,PROCESSOR SOUND CHROMA BEIGE P,"13,406.40"
163058F,PROCESSOR SOUND CHROMA BEIGE P,"13,406.40"
163059F,PROCESSOR SOUND CHROMA BEIGE P,"13,406.40"
164815,PROCESSOR SOUND COPPER 26X19X1,"12,798.00"
163054,PROCESSOR SOUND DIAMOND BLACK,"13,406.40"
163055,PROCESSOR SOUND DIAMOND BLACK,"13,406.40"
163054F,PROCESSOR SOUND DIAMOND BLACK,"13,406.40"
163055F,PROCESSOR SOUND DIAMOND BLACK,"13,406.40"
163063,PROCESSOR SOUND DIAMOND BLACK,"14,011.20"
163063F,PROCESSOR SOUND DIAMOND BLACK,"14,011.20"
164825,PROCESSOR SOUND GLACIER WHITE,"11,664.00"
164829,PROCESSOR SOUND GRAY BAHA CORD,"10,692.00"
163056,PROCESSOR SOUND MOCCA BROWN PO,"13,406.40"
163057,PROCESSOR SOUND MOCCA BROWN PO,"13,406.40"
163056F,PROCESSOR SOUND MOCCA BROWN PO,"13,406.40"
163057F,PROCESSOR SOUND MOCCA BROWN PO,"13,406.40"
166120,PROCESSOR SOUND NUCLEUS 6 MEDI,"33,480.00"
164820,PROCESSOR SOUND OCEAN BLUE BAH,"11,664.00"
164826,PROCESSOR SOUND PIANO BLACK CO,"11,664.00"
163066,PROCESSOR SOUND PONTO PLUS LEF,"14,011.20"
163068,PROCESSOR SOUND PONTO PLUS LEF,"14,011.20"
163066F,PROCESSOR SOUND PONTO PLUS LEF,"14,011.20"
163068F,PROCESSOR SOUND PONTO PLUS LEF,"14,011.20"
163069,PROCESSOR SOUND PONTO PLUS RIG,"14,011.20"
163069F,PROCESSOR SOUND PONTO PLUS RIG,"14,011.20"
163067,PROCESSOR SOUND PONTO PRO RIGH,"14,011.20"
163067F,PROCESSOR SOUND PONTO PRO RIGH,"14,011.20"
163062,PROCESSOR SOUND PRONTO PLUS LE,"14,011.20"
163064,PROCESSOR SOUND PRONTO PLUS LE,"14,011.20"
163062F,PROCESSOR SOUND PRONTO PLUS LE,"14,011.20"
163064F,PROCESSOR SOUND PRONTO PLUS LE,"14,011.20"
163065,PROCESSOR SOUND PRONTO PLUS RI,"14,011.20"
163065F,PROCESSOR SOUND PRONTO PLUS RI,"14,011.20"
164813,PROCESSOR SOUND SILVER 26X19X1,"12,798.00"
196900,PROCESSOR SOUND SILVER BAHA 5,"12,798.00"
164818,PROCESSOR SOUND SLATE GRAY BAH,"11,664.00"
164823,PROCESSOR SOUND SLATE GRAY COC,"11,664.00"
164817,PROCESSOR SOUND SOFT BLACK BAH,"11,664.00"
164793,PROCESSOR SOUND SOFTWEAR BAHA,195.3
163060,PROCESSOR SOUND WHITE SILVER P,"13,406.40"
163061,PROCESSOR SOUND WHITE SILVER P,"13,406.40"
163060F,PROCESSOR SOUND WHITE SILVER P,"13,406.40"
163061F,PROCESSOR SOUND WHITE SILVER P,"13,406.40"
11138,PROCHLORPERAZINE 25 MG RECTAL SUPPOSITORY,38.25
156258,PROCHLORPERAZINE EDISYLATE 10 MG/2 ML (5 MG/ML) INJECTION SOLUTION,135.76
6582,PROCHLORPERAZINE MALEATE 10 MG TABLET,5.2
6583,PROCHLORPERAZINE MALEATE 5 MG TABLET,5.2
163091,Proclaim Elite 5 with Patient,"47,972.50"
750000145,PROCTOIDSIGMOIDOSCOPY DIAG,1881
750000144,PROCTOIDSIGMOIDOSCOPY W BX,2340
100885,PROFILE ANATOM 495CC,279
301000373,PROGESTERONE,229
23122,PROGESTERONE MICRONIZED 100 MG CAPSULE,8.74
480000054,PROGR DEV EVAL ICD DUAL LEAD,368
480000055,PROGR DEV EVAL ICD MULT LEAD,368
480000053,PROGR DEV EVAL ICD SNGL LEAD,368
481000106,PROGR DEV EVAL ICD SUBQ LEAD,513
480000056,PROGR DEV EVAL IMP LOOP RECORD,273
480000051,PROGR DEV EVAL PCMKR DUAL LEAD,248
480000052,PROGR DEV EVAL PCMKR MULT LEAD,252
480000050,PROGR DEV EVAL PCMKR SNGL LEAD,244
636000005,PROHANCE PER ML,21
301000385,PROINSULIN,81
E27000211,PROLACT CR SUP QTR BTL,51
E27000212,PROLACT RTF24 SUP QTR BTL,192
E27000213,PROLACT RTF26 SUP QTR BTL,268
E27000214,PROLACT RTF28 SUP QTR BTL,313
E27000206,PROLACT+4 10ML SUP QTR BTL,80
E27000207,PROLACT+4 20ML SUP QTR BTL,160
E27000208,PROLACT+6 SUP QTR BTL,240
E27000209,PROLACT+8 SUP QTR BTL,289
E27000210,PROLACT10 SUP QTR BTL,362
301000375,PROLACTIN,384
11143,PROMETHAZINE 12.5 MG RECTAL SUPPOSITORY,55.24
11144,PROMETHAZINE 25 MG RECTAL SUPPOSITORY,55.24
6622,PROMETHAZINE 25 MG TABLET,5.2
6618,PROMETHAZINE 25 MG/ML INJECTION SOLUTION,15.6
6620,PROMETHAZINE 6.25 MG/5 ML SYRUP,115.6
6627,PROMETHAZINE 6.25 MG-CODEINE 10 MG/5 ML SYRUP,20.8
113588,PROMETHAZINE-PHENYLEPHRINE 6.25 MG-5 MG/5 ML SYRUP,836.26
10958,PROMETHAZINE-PHENYLEPHRINE-CODEINE 6.25 MG-5 MG-10 MG/5 ML SYRUP,24.23
11146,PROPAFENONE 150 MG TABLET,6.81
6643,PROPANTHELINE 15 MG TABLET,12.48
6644,PROPARACAINE 0.5 % EYE DROPS,218.95
159614,PROPHECY½ INFINITY PROPHECY½ I,"6,300.00"
11150,PROPOFOL 10 MG/ML INTRAVENOUS EMULSION,83.2
29335,PROPRANOLOL 1 MG/ML INTRAVENOUS SOLUTION,59.9
6656,PROPRANOLOL 10 MG TABLET,5.2
6657,PROPRANOLOL 20 MG TABLET,5.2
6654,PROPRANOLOL 20 MG/5 ML (4 MG/ML) ORAL SOLUTION,10.4
410589,PROPRANOLOL 4 MG/ML ORAL(NICU),10.4
6658,PROPRANOLOL 40 MG TABLET,5.2
38224,"PROPRANOLOL ER 60 MG CAPSULE,24 HR,EXTENDED RELEASE",8.35
38225,"PROPRANOLOL ER 80 MG CAPSULE,24 HR,EXTENDED RELEASE",10.02
159306,PROPRANOLOL INJ 0.1 MG/ML NEONATAL,15.6
6662,PROPYLTHIOURACIL 50 MG TABLET,5.2
301000453,PROS CANCER SCREENING PSA,223
114640,PROS OSSICULAR 1.12MM 5MMX4.7M,"1,010.88"
114641,PROS OSSICULAR 1.5MM 1.14MM GO,"1,568.11"
114642,PROS OSSICULAR 1.5MM 1.45MM BO,"1,670.47"
114622,PROS OSSICULAR 2-5.6MM 3.5MM 2,"1,564.63"
114637,PROS OSSICULAR 3.5MM .6MM RICH,805.12
114634,PROS OSSICULAR 3.75MM .6MM RIC,805.12
114623,PROS OSSICULAR 3-7MM 3.5MM 2.5,"1,564.63"
114610,PROS OSSICULAR 4.25MM .5MM MCG,697.63
114618,PROS OSSICULAR 4.25MM .5MM SMA,"1,264.77"
114612,PROS OSSICULAR 4.25MM .6MM MCG,705.74
114616,PROS OSSICULAR 4.25MM .6MM RIC,805.12
114644,PROS OSSICULAR 4.25MM .6MM SHE,622.6
114620,PROS OSSICULAR 4.5MM .5MM MCGE,705.74
114635,PROS OSSICULAR 4.5MM .6MM RICH,805.12
114614,PROS OSSICULAR 4.5MM .6MM SMAR,"1,264.77"
131255,PROS OSSICULAR 4.5MM .88MM .4M,908.8
114633,PROS OSSICULAR 4.5X1MM .6MM RO,855.87
133745,PROS OSSICULAR 4.75MM 3MM 1.17,"1,563.93"
114609,PROS OSSICULAR 4MM .5MM SMART,"1,442.81"
114613,PROS OSSICULAR 4MM .6MM SMART,"1,264.77"
131254,PROS OSSICULAR 4MM .88MM .4MM,908.8
131252,PROS OSSICULAR 4MM .88MM .6MM,908.8
114645,PROS OSSICULAR 4MM .8MM RICHAR,813.23
114636,PROS OSSICULAR 5.1MM PORP GOLD,"1,900.30"
114621,PROS OSSICULAR 6.9MM 3MM TORP,"1,540.00"
114643,PROS OSSICULAR 7MM 3MM .8MM SH,"1,000.16"
114629,PROS OSSICULAR 8MM .6MM FISCH,"1,416.35"
114624,PROS OSSICULAR 8MM .8MM GOLDEN,"1,878.87"
114627,PROS OSSICULAR 8MM 3.25MM .17M,"2,152.21"
165874,PROS OSSICULAR 8MM 3MM .6MM MO,"1,699.61"
165875,PROS OSSICULAR 8MM 3MM .6MM MO,"1,699.61"
164860,PROS OSSICULAR EAR RETENTION,"2,115.00"
114615,PROS OSSICULAR LARGE 2.5X2X1.2,"1,999.33"
114628,PROS OSSICULAR LARGE 4.25MM .5,805.12
114631,PROS OSSICULAR LARGE 4MM .5MM,805.12
114617,PROS OSSICULAR LARGE 4MM .6MM,673.76
114619,PROS OSSICULAR SMALL 2X2X1MM 1,"1,678.84"
114638,PROS OSSICULAR UNIVERSAL 10MM,"2,126.47"
114639,PROS OSSICULAR UNIVERSAL 10MM,"2,126.47"
114692,PROS OTOLOGICAL MOLDED SIZER,124
115163,PROS PENILE AMBICOR 18CM 13MM,"32,156.30"
187475,PROS PENILE AMS 700 12CM 9MM D,590.2
187474,PROS PENILE AMS 700 MS PUMP CO,"9,097.20"
115162,PROS PENILE AMS 700MS 18CM ERE,"29,329.20"
115164,PROS PENILE AMS 700MS 21CM ERE,"26,352.00"
128479,PROS PENILE TITAN LOCK-OUT 16C,"25,938.00"
128480,PROS PENILE TITAN LOCK-OUT 18C,"25,938.00"
130986,PROS PENILE TITAN LOCK-OUT 20C,"25,938.00"
125017,PROS PENILE TITAN LOCK-OUT 22C,"25,938.00"
131347,PROS TESTICULAR 13ML SALINE FI,"8,505.00"
137130,PROS TESTICULAR INFUSION LINE,"8,505.00"
148235,PROS VOICE PROLARYN VOCAL CORD,"2,625.00"
312000058,PROSTATE NDL BX,8573
301000354,PROSTATIC ACID PHOSPHATE,57
420000039,PROSTH EXT TRAIN EA 15MIN (GP),100
165591,PROSTHESIS OSSICULAR 8MM 3MM .,"1,591.89"
6677,PROTAMINE 10 MG/ML INTRAVENOUS SOLUTION,87.61
137287,PROTCT 32CM ENDOSCP TIP PLASTI,165.73
163438,PROTCT 7MM AXOGUARD TISSUE 40M,"9,030.00"
158822,PROTCT ALEXIS 360 DEGREE PROTE,"1,014.00"
132703,PROTCT EXTREMITY GREEN 23IN HE,61.49
110293,PROTCT EYE MEDIUM PLASTIC COVE,286
115933,PROTCT LARGE 9-14CM INCISION A,303.8
132704,PROTCT LARGE EXTREMITY HEELBO,86.34
163435,PROTCT NERVE 20MM 10MM AXOGUAR,"7,560.00"
163431,PROTCT NERVE 20MM 2MM AXOGUARD,"7,350.00"
163432,PROTCT NERVE 20MM 3.5MM AXOGUA,"7,350.00"
163433,PROTCT NERVE 20MM 5MM AXOGUARD,"7,350.00"
163434,PROTCT NERVE 20MM 7MM AXOGUARD,"7,560.00"
113838,PROTCT NERVE 2CM 3MM NEURAWRAP,"5,266.80"
113837,PROTCT NERVE 2CM 5MM NEURAWRAP,"5,266.80"
113836,PROTCT NERVE 2CM 7MM NEURAWRAP,"5,266.80"
163439,PROTCT NERVE 40MM 10MM AXOGUAR,"9,030.00"
163436,PROTCT NERVE 40MM 3.5MM AXOGUA,"8,820.00"
163437,PROTCT NERVE 40MM 5MM AXOGUARD,"8,820.00"
117082,PROTCT SPLINT 31X8.25IN 16.5IN,100.25
117081,PROTCT SPLINT 38X10IN 20IN SHO,103.54
134840,PROTCT TISSUE RETROGRADE ANTEG,"31,320.00"
117777,PROTCT XS 2-4CM INCISION ALEXI,198.4
E27000147,PROTECTOR PRESS RELF HEEL,294
305000033,PROTEIN C ACTIVITY,358
305000032,PROTEIN C ANTIGEN,425
301000382,PROTEIN ELECTROPHORESIS OTHER,221
301000381,PROTEIN ELECTROPHORESIS SERUM,182
305000035,PROTEIN S FREE,294
305000034,PROTEIN S TOTAL,229
301000380,PROTEIN TOTAL OTHER,94
301000379,PROTEIN TOTAL URINE,99
140944,PROTEK 15 FEMORAL ARTERIAL CAN,"1,856.50"
140945,PROTEK 17 FEMORAL ARTERIAL CAN,"1,856.50"
143230,PROTEK DUO,"60,450.00"
163093,Protg MRI Patient Programmer,"2,940.00"
305000057,PROTIME,155
305000058,PROTIME MIXING STUDIES,91
131303,PRO-TOE VO BLADE 2.8MM X 9MM,"2,427.60"
301000528,PROTOPORPHYRIN RBC QN,32
302000157,PROTOZOA AB NOS,144
11164,PROTRIPTYLINE 5 MG TABLET,7.55
195979,PROXIMATE*RH WIDE SKIN STPLR,108.5
196047,PRSSZR CEMENT YELLOW SMALL FEM,81.98
301000377,PSA FREE,232
301000376,PSA TOTAL,187
6714,PSEUDOEPHEDRINE 30 MG TABLET,5.2
156273,PSEUDOEPHEDRINE 30 MG/5 ML ORAL LIQUID,16.85
27529,"PSEUDOEPHEDRINE-GUAIFENESIN ER 60 MG-600 MG TABLET,EXTEND RELEASE 12HR",5.2
740000004,PSG >4 PARAM,3901
740000005,PSG >4 PARAM INCOMPLT,3901
740000006,PSG W CPAP/BIPAP,4255
740000007,PSG W CPAP/BIPAP INCOMPLT,4255
170873,PSI SHLDR BF GLENOID LT,"4,200.00"
170874,PSI SHLDR BF GLENOID RT,"4,200.00"
170871,PSI SHLDR TM GLENOID LT,"4,200.00"
170872,PSI SHLDR TM GLENOID RT,"4,200.00"
11218,PSYLLIUM HUSK (W/ASPARTAME) 3.4 GRAM ORAL POWDER PACKET,10.4
166263,PSYLLIUM HUSK (WITH SUGAR) 3.4 GRAM ORAL POWDER PACKET,10.4
420000155,PT EVAL HIGH COMPLEX 45 MIN,447
420000153,PT EVAL LOW COMPLEX 20 MIN,200
420000154,PT EVAL MOD COMPLEX 30 MIN,300
301000274,PT FRAGMENT 1.2,371
420000166,PT PAD REHAB PER SESSION,133
420000156,PT RE-EVAL EST PLAN CARE,217
361000444,PTA BALN ARTERY ADDL,4765
361000443,PTA BALN ARTERY INITIAL,9529
361000446,PTA BALN VEIN ADDL,3737
361000445,PTA BALN VEIN INITIAL,9302
481000018,PTA PULMONARY ARTY ADD VSSL,23935
481000017,PTA PULMONARY ARTY SNGL VSSL,23935
480000045,PTCA AORTIC VALVE,12798
481000072,PTCA EA ADDL BR MAJ COR ARTY,9407
480000046,PTCA MITRAL VALVE,16830
480000047,PTCA PULM VALVE,16830
481000071,PTCA SNGL MAJ COR ARTY/BR,10750
301000256,PTH RELATED PROTEIN,227
301000257,PTH RELATED PROTEIN PTH-RP,445
305000064,PTT,207
305000065,PTT MIXNG STUDIES,207
305000066,PTT PLASMA SUBSTITUTION EA,198
E27000201,PUDENDAL ELECTRODE,90
122546,PULLER CARDIAC TENSURE,"1,040.00"
460000014,PULM COMPLIANCE STDY,324
460000010,PULM FUNC TEST LUNG PLETHY,752
460000011,PULM FUNC TEST LUNG VOL,167
948000001,PULM REHAB W EXERCISE,225
990000043,PULMONARY REHAB PHASE 3 2X/WK,32
482000006,PULMONARY STRESS TESTING,191
138799,PULMONARY VEIN ABLATION CATHET,"15,480.00"
460000016,PULSE OX O2 SAT MULT,191
460000015,PULSE OX O2 SAT SNGL,117
E27200275,PUMP BLD CENTRIF REVOL,538
E27200328,PUMP BLOOD CENTRIFUGAL REVOLUT,468
107150,PUMP CANSTR LID FILTER TUBING,"1,040.00"
107694,PUMP CENTRIFUGAL REVOLUTION BL,529.1
178567,PUMP IAB IMPELLA 5L/MIN CATH M,"86,800.00"
112546,PUMP INTRATHECAL 18ML SYNCHROM,"25,200.00"
112545,PUMP INTRATHECAL 20ML SYNCHROM,"36,000.00"
112544,PUMP INTRATHECAL 40ML SYNCHROM,"31,511.50"
138499,PUMP SUCTION MAX PENUMBRA SYST,"19,800.00"
112746,PUMP SURGILAV PLUS FEMORAL CAN,65.62
164479,PUMP TUBING 13FT CONTINUOUS WA,302.56
450000290,PUNC LUM THER,2113
361000260,PUNC LUMB DX,1025
361000249,PUNC SHUNT TUBE/RSVR ASP/INJ,2204
163048,PUNCH 4MM BIOPSY PONTO STERILE,57.66
163048F,PUNCH 4MM BIOPSY PONTO STERILE,57.66
102668,PUNCH 4MM ROTATING STERILE AOR,74.4
102669,PUNCH 8IN 4.8MM CLEANCUT ROTAT,74.4
168500,PUNCH 8IN 5MM CLEANCUT LONG TI,74.4
192631,PUNCH ARTHROSCOPIC 4.5 MM CORK,988
169416,PUNCH ARTHROSCOPIC DISPOSABLE,390
102670,PUNCH LONG 8IN 2.8MM CLEANCUT,79.36
120856,PUNCH SURGICAL 6.5MM CORNEAL T,343.2
120857,PUNCH SURGICAL 6.75MM STAINLES,332.8
195785,PUNCH SURGICAL 7.25MM BARRON C,343.2
195912,PUNCH SURGICAL 7.5MM BARRON CO,343.2
195913,PUNCH SURGICAL 7.75MM BARRON C,343.2
195784,PUNCH SURGICAL 7MM BARRON CORN,343.2
117859,PUNCH SURGICAL 7MM STAINLESS S,332.8
195902,PUNCH SURGICAL 8.25MM BARRON C,343.2
195903,PUNCH SURGICAL 8.5MM BARRON CO,343.2
195904,PUNCH SURGICAL 8.75MM BARRON C,343.2
195914,PUNCH SURGICAL 8MM BARRON CORN,343.2
117854,PUNCH SURGICAL 8MM STAINLESS S,332.8
361000465,PUNCT ASP HYDROCELE/TUNICA,362
361000468,PUNCT VENTRIC CATH SUBDUR,7143
142121,PUNCTUA DF4 (CARDIAC RESYNCHRO,"45,926.50"
E63600034,PURAPLY AM PER SQ CM,623
E63600033,PURAPLY PER SQ CM,443
164004,PUSHER CUTTER SLOT CANN SET KN,739.13
112841,PUSHER STRAIGHT SUT CUTTER STE,650
174327,PUSHER SURGICAL 177CM 16 COIL,873.18
118147,PUSHER SURGICAL 177CM EMBOLIZA,861
118129,PUSHER SURGICAL 195CM TRUPUSH,"2,394.00"
179647,PUTTY PROGENIX DBM 1ML,709.8
175145,PUTTY PROGENIX DBM 5ML,"2,160.90"
510000200,PVB THORACIC 2ND+ INJ SITE,1267
510000201,PVB THORACIC CONT INFUSION,1267
481000111,PVL REPAIR,301
6738,PYRAZINAMIDE 500 MG TABLET,20.8
11237,PYRIDOSTIGMINE BROMIDE 5 MG/ML INJECTION SOLUTION,239.6
11239,PYRIDOSTIGMINE BROMIDE 60 MG TABLET,5.3
6744,PYRIDOXINE (VITAMIN B6) 100 MG/ML INJECTION SOLUTION,113.82
6748,PYRIDOXINE (VITAMIN B6) 50 MG TABLET,5.2
301000387,PYRUVATE,41
302000109,Q FEVER (COXIELLA) AB,198
164027,QUADRA ALLURE MP RF CRT-P,"23,090.40"
191332,QUADRA ALLURE MP RF CRT-P W/CE,"15,444.00"
191331,"QUADRA ALLURE MP RF CRT-P, MER","5,607.00"
164028,QUADRA ASSURA MP CRT-D,"57,720.00"
164029,QUADRA ASSURA MP CRT-D DF4 CON,"57,720.00"
136596,QUADRA ASSURA NEXT GENERATION,"57,720.00"
136597,QUADRA ASSURA NEXT GENERATION,"57,720.00"
306000164,QUANTITATION EA ORGANISM,351
301000562,QUANTITATIVE ASSAY DRUG,100
169575,QUARTET - NOT PURCHASED W/ SJM,"18,000.00"
191330,"QUARTET LEAD DOUBLE BEND, 75 C","44,764.00"
164031,"QUARTET, SMALL-S - 1456Q/86","5,607.00"
164032,"QUARTET, WIDE SPACING - 1458QL","5,607.00"
164033,"QUARTET, WIDE SPACING - 1458QL","5,607.00"
21824,QUETIAPINE 100 MG TABLET,5.2
21823,QUETIAPINE 25 MG TABLET,15.71
139418,QUICK-ACCESS NEEDLE HOLDER 23,650
139414,QUICK-ACCESS NEEDLE HOLDER 23,676
139413,QUICK-ACCESS NEEDLE HOLDER 23,780
301000054,QUINIDINE,235
6777,QUINIDINE SULFATE 200 MG TABLET,5.2
119549,QUININE 324 MG CAPSULE,20.8
182897,RABIES IMMUNE GLOBULIN (PF) 300 UNIT/ML INTRAMUSCULAR SOLUTION,"3,544.90"
302000086,RABIES VACCINE TITER,227
22120,"RABIES VACCINE, PURIFIED CHICKEN EMBRYO CELL (PF) 2.5 UNIT IM SUSP","1,633.88"
11257,"RABIES VACCINE,HUMAN DIPLOID (PF) 2.5 UNIT INTRAMUSCULAR SOLUTION","1,694.20"
2851,RACEPINEPHRINE 2.25 % SOLUTION FOR NEBULIZATION,10.4
158736,RACK WALL CATH,186
147840,RACKING COMPRESSION PLIER KIT,325
147596,RACKING COMPRESSION PLIER KT,327.6
333000042,RAD PORT IMG THER,258
333000071,RAD TX DEL COMPLX,887
333000072,RAD TX DEL COMPLX SD,887
333000069,RAD TX DEL INTERMED,651
333000070,RAD TX DEL INTERMED SD,651
333000067,RAD TX DEL SIMPLE,532
333000068,RAD TX DEL SIMPLE SD,532
333000023,RADTN TX DEL SRS 1 SESSION,70945
22143,RALOXIFENE 60 MG TABLET,22.24
88608,RALTEGRAVIR 400 MG TABLET,93.6
11258,RAMIPRIL 1.25 MG CAPSULE,6.37
11260,RAMIPRIL 2.5 MG CAPSULE,7.51
166410,RAMUCIRUMAB 10 MG/ML INTRAVENOUS SOLUTION,"5,488.95"
6802,RANITIDINE 15 MG/ML SYRUP,10.4
4086802,RANITIDINE 15 MG/ML SYRUP (NICU),10.4
70434,"RANOLAZINE ER 500 MG TABLET,EXTENDED RELEASE,12 HR",22.27
E27000197,RAPID INFUSION RESERVOIR BELMONT,595
E27200288,RAPID INFUSION TUBING BELMONT,691
33591,RASBURICASE 1.5 MG INTRAVENOUS SOLUTION,"3,895.18"
76868,RASBURICASE 7.5 MG INTRAVENOUS SOLUTION,"19,476.29"
138976,RASP SURGICAL 10.5IN CURVED UP,354.02
118395,RASP SURGICAL 14X7MM LARGE PRE,606.32
193520,RASP SURGICAL 18.3MM 3.2MM LON,697.27
139812,RASP SURGICAL 7IN MILLER STAIN,299.46
169720,RASP SURGICAL CORE TPS STAINLE,606.32
302000187,RBC AB IDENTIFICATION,1137
302000196,RBC AG NOT ABO/RH(D) EA,214
305000009,RBC AUTO,79
390000012,RBC DEGLYCEROLIZED EA UNIT,1996
390000021,RBC EA UNIT,824
390000023,RBC IRRAD EA UNIT,824
390000019,RBC LR CMV NEG IRRAD EA UNIT,789
390000015,RBC LR CMVNEG,918
390000004,RBC LR EA UNIT,864
390000013,RBC LR IRRAD EA UNIT,1213
390000018,RBC LR IRRADIATED EA,553
305000062,RBC SICKLING REDUCTION,126
390000007,RBC WASHED EA UNIT,1103
162381,"RCC, MANUALLY INFLATING W GUID",348.14
162382,"RCC,SELF INFL, LONG, TEXT,MED,",361.86
162383,"RCC,SELF INFLAT, LONG,SMOOTH,",405.49
107248,RCRD CARDIAC 56.3X18.5X8MM CON,"11,502.00"
169673,RCRD CARDIAC 56.3X8X18.5MM SJM,"11,502.00"
107247,RCRD CARDIAC 62X19X8MM REVEAL,"11,934.00"
192845,RCRD CARDIAC CONFIRM RX SMALL,"16,560.00"
136368,RCRD CARDIAC REVEAL DX INSERTA,"11,934.00"
123340,RD QUICK LOAD SUTURE LOADS SIN,198.4
196097,REAGENT PRIMER LATRON 1EA=5 X,754
137073,REAMER HAND 450MM 6MM NONSTERI,"1,331.70"
133886,REAMER HAND 450MM 8MM NONSTERI,"1,378.32"
118314,REAMER SURGICAL 10.5MM HEAD SI,"1,430.77"
118317,REAMER SURGICAL 10MM CANNULATE,963.5
129558,REAMER SURGICAL 10MM CONCAVE,"1,442.90"
129565,REAMER SURGICAL 10MM CONVEX,"1,442.90"
131103,REAMER SURGICAL 10MM HEAD MEDU,"1,012.05"
118334,REAMER SURGICAL 11.5MM HEAD SI,"1,430.77"
118337,REAMER SURGICAL 11MM CANNULATE,963.5
125850,REAMER SURGICAL 11MM HEAD MEDU,"1,012.05"
118318,REAMER SURGICAL 12MM CANNULATE,963.5
129559,REAMER SURGICAL 12MM CONCAVE,"1,442.90"
131060,REAMER SURGICAL 12MM CONCAVE M,"1,856.50"
129566,REAMER SURGICAL 12MM CONVEX,"1,442.90"
131061,REAMER SURGICAL 12MM CONVEX ME,"1,856.50"
180143,REAMER SURGICAL 12MM HEAD RIA,"1,704.69"
137065,REAMER SURGICAL 13.5MM HEAD SI,"1,430.77"
118315,REAMER SURGICAL 13MM HEAD MEDU,"1,012.05"
129560,REAMER SURGICAL 14MM CONCAVE,"1,442.90"
129567,REAMER SURGICAL 14MM CONVEX,"1,442.90"
118316,REAMER SURGICAL 14MM HEAD MEDU,"1,012.05"
129568,REAMER SURGICAL 15MM CONVEX FU,"1,442.90"
129561,REAMER SURGICAL 16MM CONCAVE F,"1,442.90"
129562,REAMER SURGICAL 18MM CONCAVE,"1,442.90"
129569,REAMER SURGICAL 18MM CONVEX,"1,442.90"
134235,REAMER SURGICAL 2.7MM DISPOSAB,"1,038.70"
141057,REAMER SURGICAL 20MM CONCAVE,"1,856.50"
129563,REAMER SURGICAL 20MM STAINLESS,"1,442.90"
129570,REAMER SURGICAL 20MM STAINLESS,"1,442.90"
129564,REAMER SURGICAL 24MM CONCAVE,"1,603.88"
129571,REAMER SURGICAL 24MM CONVEX,"1,442.90"
134234,REAMER SURGICAL 2MM DISPOSABLE,"1,038.70"
125595,REAMER SURGICAL 3.1MM T HANDLE,826.8
180144,REAMER SURGICAL 3.5MM 4MM SCR,"1,905.76"
125562,REAMER SURGICAL 3.7MM T HANDLE,826.8
180145,REAMER SURGICAL 4.5MM SCR HOLL,"1,905.76"
147361,REAMER SURGICAL 5MM CANNULATED,"1,771.90"
192629,REAMER SURGICAL 6.5MM PILOT HE,963.5
118336,REAMER SURGICAL 7MM CANNULATED,963.5
192628,REAMER SURGICAL 7MM PILOT HEAD,963.5
125851,REAMER SURGICAL 8.5MM HEAD FRO,"1,430.77"
131088,REAMER SURGICAL 9.5MM HEAD SID,"1,430.77"
118320,REAMER SURGICAL 9MM CANNULATED,963.5
128713,REAMER SURGICAL 9MM FLEXIBLE,"5,339.25"
