Item ID,Description, Price 
156979,DOME PATELLAR 41MM ATTUNE KNEE,"3,150.00"
125058,DOME PATELLAR 41MM PFC SIGMA L,"2,751.00"
301000264,DONATH-LANDSTEINER ABS,299
18786,DONEPEZIL 5 MG TABLET,5.2
2595,DOPAMINE 200 MG/5 ML (40 MG/ML) INTRAVENOUS SOLUTION,19.91
14845,"DOPAMINE 400 MG/250 ML (1,600 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN",83.2
122386,"DOPAMINE 800 MG/500 ML (1,600 MCG/ML) IN 5 % DEXTROSE INTRAVENOUS SOLN",111.8
12211,DORNASE ALFA 1 MG/ML SOLUTION FOR INHALATION,546.36
14471,DORZOLAMIDE 2 % EYE DROPS,238.63
22982,DORZOLAMIDE 22.3 MG-TIMOLOL 6.8 MG/ML EYE DROPS,350.95
129376,DOUBLE TROCAR K-WIRE 1.1 (GREE,124
9894,DOXAZOSIN 1 MG TABLET,5.2
9895,DOXAZOSIN 2 MG TABLET,5.2
9896,DOXAZOSIN 4 MG TABLET,5.2
2608,DOXEPIN 10 MG CAPSULE,5.2
2614,DOXEPIN 10 MG/ML ORAL CONCENTRATE,95.11
2609,DOXEPIN 100 MG CAPSULE,6.47
2611,DOXEPIN 25 MG CAPSULE,5.2
38830,DOXERCALCIFEROL 0.5 MCG CAPSULE,22.46
122294,DOXORUBICIN 20 MG/10 ML INTRAVENOUS SOLUTION,124.8
122292,DOXORUBICIN 50 MG/25 ML INTRAVENOUS SOLUTION,197.6
27431,"DOXORUBICIN, PEGYLATED LIPOSOMAL 2 MG/ML INTRAVENOUS SUSPENSION","4,868.45"
2625,DOXYCYCLINE HYCLATE 100 MG TABLET,20.8
2622,DOXYCYCLINE HYCLATE 100 MG VIAL,180.91
9902,DOXYCYCLINE MONOHYDRATE 25 MG/5 ML ORAL SUSPENSION,118.56
14847,DOXYLAMINE SUCCINATE 25 MG TABLET,5.2
118113,DPRSS SURGICAL CLEARVIEW MV AT,"2,103.95"
350000006,DRAIN CYST OVARIAN ABD APPR,3078
145820,DRAIN INCISION .25IN .25IN BAR,92.37
167221,DRAIN INCISION 1/8IN 1/8IN BAR,91.45
166177,DRAIN INCISION 1/8IN 49IN SILI,42.58
195814,DRAIN INCISION 1/8IN 5IN HEMOV,48.82
111850,DRAIN INCISION 10FR 1/8IN BLAK,93.62
142765,DRAIN INCISION 10FR 12IN DEAVE,39.99
181323,DRAIN INCISION 10FR 7MM JACKSO,61.02
164583,DRAIN INCISION 10FR SILICONE 2,63.13
111829,DRAIN INCISION 10MM BLAKE SILI,267.42
128321,DRAIN INCISION 12FR 11IN CATTE,44.33
142766,DRAIN INCISION 12FR 12IN DEAVE,39.99
111826,DRAIN INCISION 12FR WHELAN-MOS,61.49
142767,DRAIN INCISION 14FR 12IN DEAVE,39.99
167319,DRAIN INCISION 14FR WHELAN-MOS,60.88
164584,DRAIN INCISION 15FR SILICONE T,77.61
111851,DRAIN INCISION 15X3/8IN ABRAMS,180.97
111836,DRAIN INCISION 15X5/8IN ABRAMS,133.38
128336,DRAIN INCISION 16FR 11IN CATTE,44.33
111848,DRAIN INCISION 16FR 12IN DEAVE,39.99
132868,DRAIN INCISION 18FR 11IN CATTE,44.33
111827,DRAIN INCISION 18FR 12IN DEAVE,39.99
111852,DRAIN INCISION 18FR WHELAN-MOS,61.49
145821,DRAIN INCISION 19FR .25IN BARD,84.98
111824,DRAIN INCISION 19FR .25IN BLAK,93.62
111838,DRAIN INCISION 19FR JACKSON-PR,78.99
111857,DRAIN INCISION 19FR SOLID CORE,298.99
131333,DRAIN INCISION 20CMX10MM 3/8IN,84.98
128337,DRAIN INCISION 20FR 11IN CATTE,44.33
142768,DRAIN INCISION 20FR 12IN DEAVE,39.99
111846,DRAIN INCISION 22FR 12IN DEAVE,39.99
167503,DRAIN INCISION 3/16IN 3/16IN B,91.45
180435,DRAIN INCISION 4.7MM BARD SILI,130.27
111830,DRAIN INCISION 7FR CWV SILICON,147.55
164585,DRAIN INCISION 7FR JACKSON-PRA,35.33
111847,DRAIN INCISION 8FR 12IN DEAVER,39.99
120380,DRAIN INCISION CLOSED SUCTION,92.36
111843,DRAIN INCISION CLOSED WOUND SU,84.98
111859,DRAIN INCISION CLOSED WOUND SU,92.36
137385,DRAIN INCISION EXPRESS THORACI,215.45
108738,DRAIN INCISION OASIS PLASTIC T,169.07
108740,DRAIN INCISION OASIS PLASTIC T,306.84
158836,DRAIN INCISION TROCAR END PERF,42.58
101018,DRAIN OPHTH LACR TEAR COAT MED,"1,057.50"
E27200084,DRAIN PENROSE,23
101287,DRAIN SILICONE POLYMER INCISIO,60.54
118640,DRAIN TEAR 15MM 3.5MM HDPE TEA,"1,320.70"
110091,DRAPE 120X54IN 3 BINOC CLEAR I,111.6
115620,DRAPE 96X6IN GEL ULTRASOUND TA,34.53
164476,DRAPE ARMOUR LOW,154.44
117594,DRAPE SURGICAL 254X165CM 2 FLU,76.26
120200,DRAPE WOUND 30.5X26CM VAC ADHS,39.61
E27200086,DRESSING AQUACEL 2X2,35
E27200087,DRESSING AQUACEL 4X4,73
E27200088,DRESSING AQUACEL 6X6,255
E27200293,DRESSING AQUACEL LARGE,300
E27200089,DRESSING BIOPATCH,30
E27200090,DRESSING BURN TRIACT,64
195388,DRESSING FOAM MEPILEX TRANSFER,145.27
120738,DRESSING FOAM SILVER VAC WOUND,330.55
E27200091,DRESSING GEL ALGINATE,69
E27200092,DRESSING GEL ANASEPT,100
E27200094,DRESSING GEL IODOSORB,36
E27200095,DRESSING GEL SILVASORB,110
180571,DRESSING HYDROCOLLOID AQUACEL,209.41
E27200098,DRESSING MEDIHONEY,55
187013,DRESSING OPTICELL 18X.75IN FOR,60.33
E27200099,DRESSING POWDER ARGLAES,63
E27200100,DRESSING TRANSPARENT,154
E27200101,DRESSING WOUND,68
E27200102,DRESSING WOUND ADAPTIC,52
E27200103,DRESSING WOUND AFM,74
E27200104,DRESSING WOUND ALLEVYN,65
E27200105,DRESSING WOUND AQUACEL,64
E27200106,DRESSING WOUND BIATAIN,75
E27200107,DRESSING WOUND COMBIDERM,65
E27200249,DRESSING WOUND DRAWTEX,63
E27200110,DRESSING WOUND ELASTOGEL,21
E27200111,DRESSING WOUND FOAM,65
E27200112,DRESSING WOUND HYDROFERA,79
E27200113,DRESSING WOUND IODOFLEX,53
E27200114,DRESSING WOUND KALTOSTAT,52
E27200115,DRESSING WOUND MEDIHONEY,89
E27200116,DRESSING WOUND MEPILEX,105
E27200117,DRESSING WOUND MEPITEL,28
E27200118,DRESSING WOUND PRISMA,77
E27200119,DRESSING WOUND PROMOGRAN,74
E27200121,DRESSING WOUND RESTORE,37
E27200122,DRESSING WOUND RIBBON MESALT,32
E27200123,DRESSING WOUND TEGASORB,28
E27200124,DRESSING WOUND TRIACT,132
176227,DRILL BIT 12MM,390
176228,DRILL BIT 14MM,390
176229,DRILL BIT 16MM,390
176230,DRILL BIT 18MM,390
197207,DRILL BIT COUNTSINK 1.7MM DENT,791.44
163050,DRILL BIT COUNTSINK 26-30MM 4.,"1,070.90"
163050F,DRILL BIT COUNTSINK 26-30MM 4.,"1,070.90"
163051,DRILL BIT COUNTSINK 3MM WIDE S,"1,070.90"
163051F,DRILL BIT COUNTSINK 3MM WIDE S,"1,070.90"
117849,DRILL BIT L65 MM OD1.1 MM WIRE,300.77
169123,"DRILL CANNULATED, AO CONNECTIO",390
108577,DRILL DENTAL 2MM STAINLESS STE,182.9
108578,DRILL DENTAL 3.5MM STAINLESS S,90.18
139006,DRILL SURGICAL 1.6MM 2-2.4MM,686.4
101167,DRILL SURGICAL 110MM QUICK CON,327.08
108945,DRILL SURGICAL 110MM QUICK CON,327.08
171004,DRILL SURGICAL 12MM STD CERVIC,"3,956.40"
192141,DRILL SURGICAL 130MM FOOT VLP,824.82
168393,DRILL SURGICAL 15MM CANNULATED,"1,555.70"
192140,DRILL SURGICAL 191MM 2.7MM,704.7
192139,DRILL SURGICAL 191MM 3.5MM,824.82
108944,DRILL SURGICAL 195MM QUICK CON,481
117913,DRILL SURGICAL 2.2MM LINDEMANN,303.16
125176,DRILL SURGICAL 2.4MM,"3,956.40"
125936,DRILL SURGICAL 2.5MM DISPOSABL,686.4
129600,DRILL SURGICAL 20MM COUNTSINK,"1,062.20"
125632,DRILL SURGICAL 24MM FUSION ACU,"1,038.70"
168394,DRILL SURGICAL 25MM CANNULATED,"1,555.70"
129605,DRILL SURGICAL 26MM COUNTSINK,"1,062.20"
164796,DRILL SURGICAL 27.6MM 3.1MM BA,951.75
129607,DRILL SURGICAL 28MM COUNTSINK,"1,062.20"
174005,DRILL SURGICAL 3.2MM INTERTAN,"2,649.02"
139239,DRILL SURGICAL 32MM CANNULATED,"3,956.40"
134874,DRILL SURGICAL 4.6MM CANCELLOU,447.2
140152,DRILL SURGICAL 4/5MM ACUTRAK B,991.7
135459,DRILL SURGICAL 43MM JNOTCH STO,811.2
164798,DRILL SURGICAL 4MM WIDENING CO,951.75
134893,DRILL SURGICAL 5IN 2.3MM QUICK,473.2
125550,DRILL SURGICAL 5IN 2.8MM ACU-L,452.4
197208,DRILL SURGICAL 5MM,"1,475.80"
174006,DRILL SURGICAL 7MM INTERTAN CO,"1,139.09"
139456,DRILL SURGICAL ACUTRAK 2 LONG,"1,301.90"
140098,DRILL SURGICAL ACUTRAK PLUS TI,991.7
165460,DRILL SURGICAL ANTERIOR PEG TA,483.6
182337,DRILL SURGICAL BIT SCR BIO-TEN,598
195457,DRILL SURGICAL CANNULATED 10.5,"1,014.00"
195458,DRILL SURGICAL CANNULATED 12MM,"1,014.00"
147313,DRILL SURGICAL CANNULATED 3 MM,941.2
129875,DRILL SURGICAL CENTERED MINI M,987
125172,DRILL SURGICAL FIX 12MM,"3,956.40"
125180,DRILL SURGICAL FLAT CHUCK SKYL,"3,956.40"
125976,DRILL SURGICAL FREEHAND HINDFO,"1,236.10"
171064,DRILL SURGICAL FULL THICK CALI,"1,014.00"
195459,DRILL SURGICAL FULL THICK CALI,"1,014.00"
195460,DRILL SURGICAL FULL THICK CALI,"1,014.00"
125654,DRILL SURGICAL HNDPC QUICK CON,"3,371.72"
129865,DRILL SURGICAL LAG MINI MAXLOC,906.36
125927,DRILL SURGICAL LONG HINDFOOT V,"1,081.00"
143210,DRILL SURGICAL PILOT SPADE 3.4,"1,645.00"
125583,DRILL SURGICAL QUICK CPLR SURG,452.4
160503,DRILL SURGICAL QUICK RELEASE A,"1,555.70"
170879,DRILL SURGICAL REVERSE TRABECU,"1,555.70"
174012,DRILL SURGICAL SHORT AO QUICK,565.5
125928,DRILL SURGICAL SHORT HINDFOOT,"1,081.00"
170988,DRILL SURGICAL SHOULDER TRABEC,"1,555.70"
141672,DRILL SURGICAL SPADE PILOT 4.5,"1,645.00"
184586,DRILL SURGICAL SPINE BLACKBIRD,"9,546.85"
101168,DRILL SURGICAL STD 2.7MM CANNU,956.8
118323,DRILL SURGICAL STD 5MM ZIM REP,229.4
118324,DRILL SURGICAL STD 5MM ZIM REP,229.4
170987,DRILL SURGICAL STOP CANNULATED,"1,555.70"
170986,DRILL SURGICAL STOP GLENOID BI,"1,555.70"
179964,DRILL SURGICAL STRAIGHT SELF C,"3,956.40"
197209,DRILL SURGICAL TAPER 4.5MM 3.2,"1,851.80"
170033,DRILL SURGICAL TROCHLEA,"1,555.70"
164797,DRILL SURGICAL WIDENING COUNTS,951.75
139361,DRILL TEMPLATE WITH HANDLE,520
132413,DRILL TWIST 125MM 2.4MM TWIST,51.34
132412,DRILL TWIST 125MM 5/64IN STERI,51.34
109063,DRILL TWIST 127MM 2.4MM MINIMA,229.4
109049,DRILL TWIST 127MM 4.4MM MINIMA,182.47
118099,DRILL TWIST 127MM 4.8MM MINIMA,45.88
109012,DRILL TWIST 127MM 4MM MINIMAG,229.4
109088,DRILL TWIST 127MM 6.4MM MINIMA,45.88
132620,DRILL TWIST 3.8MM SOLID CANNUL,374.4
196131,DRILL TWIST 30MM 2MM SPEEDGUID,993.39
135448,DRILL TWIST 38MM 1.1MM LORENZ,647.4
135449,DRILL TWIST 50MM 1.1MM LORENZ,647.4
135450,DRILL TWIST 50MM 1.1MM LORENZ,647.4
119226,DRILL TWIST 50MM 1MM LORENZ 5M,647.4
160237,DRILL TWIST 70MM 3.5MM SCP,811.2
169124,"DRILL, AO CONNECTION, 3MM, L20",390
128613,"DRILL, SIZE 2 ANTI-ROTATION NO",644.8
170037,"DRILL, SIZER, MIKA .188","1,555.70"
117801,DRIVER 1.5MM SMALL HEXAGONAL T,598
129387,DRIVER 2 HEXAGONAL SOLID 3.8MM,"2,223.10"
129383,DRIVER 2.5MM HEXAGONAL SURGICA,"2,223.10"
117802,DRIVER 2.5MM QUICK RELEASE 2.5,598
136251,DRIVER FAST PEG 20MM 2MM SURGI,201.5
129382,DRIVER HEXAGON ZP CANNULATED 1,"2,011.60"
129386,DRIVER HEXAGON ZP CANNULATED 2,"2,223.10"
129385,DRIVER HEXAGON ZP SOLID 2MM SU,"2,223.10"
129384,DRIVER HEXAGONAL CAN 3.2MM SUR,"2,011.60"
129228,DRIVER HEXAGONAL STAR MAXIMUM,"2,223.10"
129265,DRIVER HEXALOBE SURGICAL,"2,223.10"
129851,DRIVER MINI MAXLOCK EXTREME HE,"2,223.10"
165822,DRIVER NDL 1.4CM MEGA SUT CUT,"1,128.00"
165821,DRIVER NDL 31.50CM 8MM DA VINC,"1,034.00"
165839,DRIVER NDL 31.50CM 8MM SUTUREC,"1,128.00"
165840,DRIVER NDL 31.75CM 8MM DA VINC,"1,034.00"
113788,DRIVER NDL 54.4CM 8MM DA VINCI,924
113791,DRIVER NDL 54.5CM 8MM SUTURECU,"1,008.00"
113789,DRIVER NDL 54.7CM 8MM MEGA DA,924
134095,DRIVER NDL 55.1CM 5MM DA VINCI,966
113790,DRIVER NDL 8MM 23- D MEGA 49.7,"1,008.00"
128618,DRIVER ORTHOLOC 3DI TECHNOLOGY,"1,156.20"
129947,DRIVER ORTHOLOCK TIP REPLACEME,"1,236.10"
170036,DRIVER PIN QUICK RELEASE SURGI,"1,555.70"
135456,DRIVER POWER DRIVER XLOCK BLAD,639.6
135457,DRIVER RAPIDFIRE UPPER ASSEMB,912.6
129266,DRIVER TAPER SURGICAL,"2,223.10"
196840,DRIVER TRITIUM RE ENTRY SURGIC,"1,339.50"
129946,DRIVER3.5MM ORTHOLOCK SURGICAL,"3,528.00"
118312,DRMABRDR SURGICAL 12MM 50MM ME,399.62
118322,DRMABRDR SURGICAL 7MM STRAIGHT,399.62
450000297,DRN ABSCESS EYELID,655
450000253,DRN DENTAL ABSCESS,473
450000302,DRN LESION EAR CANAL EXTRNL,480
450000301,DRN LESION EAR EXTRNL CMPLX,2597
450000300,DRN LESION EAR EXTRNL SMPL,444
450000245,DRN MOUTH LESION CMPLX,2171
450000244,DRN MOUTH LESION SMPL,486
361000244,DRN OVARY ABSC OPN,2877
450000254,DRN PALATE/UVULA,445
361000229,DRN PERIVESICAL SPACE ABSCESS,3295
361000337,DRN PERTNL/RETROPERTNL PERC,3228
361000338,DRN PERTNL/RETRTNL VAG/RECT,6658
450000281,DRN SCROTUM ABSCESS,2335
361000336,DRN VISCERAL PERC,2967
9904,DRONABINOL 2.5 MG CAPSULE,12.22
98329,DRONEDARONE 400 MG TABLET,37.19
191471,DRSG 5X4IN ANTIBACTERIAL NONCY,37.45
169360,DRSG 5X4IN ANTIMICROBIAL SAFET,62.12
159362,DRSG 6X6IN ADHSV HYDROFERA FOA,82.86
186983,DRSG 6X6IN HIGH ABSORBENT CORE,77.02
169157,DRSG 8X6IN ATRAUMATIC EXUDATE,39.06
167256,DRSG 8X6IN SOFT ATRAUMATIC CON,39
167258,DRSG 8X8IN ABSORBENT PAD ANTIM,164.06
169152,DRSG 8X8IN ABSORBENT PAD ANTIM,164.47
167260,DRSG 9.2X9.2IN SELF ADHERENT W,62.37
E27200319,DRSG ALGIDEX PK 5YD,48
116581,DRSG BIOLOGICAL 3.5X3CM OASIS,800.37
120188,DRSG BIOLOGICAL 5X4IN INTEGRA,"19,616.40"
134933,DRSG BURN INCISION PATCH STRIP,"1,386.50"
110792,DRSG DISSOLVABLE STAMMBERGER S,384.8
E27200326,DRSG ENDOFORM TEMPLT 2X2IN,71
E27200327,DRSG ENDOFORM TEMPLT 4X5IN,291
E27200126,DRSG FOAM NONADHESIVE RL 4X24,126
186980,DRSG GERMICIDAL 4.25X4.25IN SI,48.14
167523,DRSG GERMICIDAL 4.75X4IN MAXOR,56.78
123272,DRSG GERMICIDAL DISK .75IN 1.5,37.53
110878,DRSG GERMICIDAL DISK 1IN 4MM B,37.53
123273,DRSG GERMICIDAL DISK 1IN 7MM B,37.53
136847,DRSG HYDROCOLLOID 10X3.5IN AQU,208.36
136846,DRSG HYDROCOLLOID 15X9CM AQUAC,166.69
134931,DRSG HYDROCOLLOID 30X9CM AQUAC,232.17
134930,DRSG HYDROCOLLOID 35X9CM AQUAC,232.17
136845,DRSG HYDROCOLLOID 4X3.5IN AQUA,136.92
E27200318,DRSG INTERDRY 3FT,254
134939,DRSG MEDIUM CLNSR VERAFLO VAC,686.4
163360,DRSG NASAL WHITE 4CM NASOPORE,673.5
164532,DRSG OTOPORE CYL FIRM BIORESOR,455.6
E27200313,DRSG PICC CVC SECUREMENT,35
134937,DRSG SMALL VERAFLO VAC FOAM,509.6
120887,DRSG THK1.5CM XL 60X30CM OPEN,403.04
E27200320,DRSG VERAFLO,600
110780,DRSG VISCERAL PROTECTIVE LAYER,"1,645.00"
169436,DRSG WOUND 10X10CM DEBRISOFT P,60.74
167255,DRSG WOUND 10X6IN MEPITEL ONE,118.16
134037,DRSG WOUND 12X10IN SILVERLON S,559.8
128645,DRSG WOUND 45X2CM AQUACEL AG 1,62.09
169723,DRSG WOUND 4CM OTOPORE FIRM SQ,574.45
111428,DRSG WOUND 4X4CM V+PAD HEMOSTA,139.5
123549,DRSG WOUND 4X4IN DRAWTEX LEVAF,40.87
167535,DRSG WOUND 4X4IN DRAWTEX LEVAF,42.49
128219,DRSG WOUND 5X4IN RECTANGLE AQU,51.85
107121,DRSG WOUND 5X4IN RESTORE TRIAC,46.78
120192,DRSG WOUND 5YDX.25IN ALGIDEX S,40.19
120191,DRSG WOUND 5YDX.5IN ALGIDEX SI,44.66
128220,DRSG WOUND 6X6IN SQUARE AQUACE,116.67
134196,DRSG WOUND 8X5IN SILVERLON NEG,283.17
186978,DRSG WOUND BLUE 4.25X4IN QWICK,34.9
E27200127,DRSG WOUND GEL TEGADERM 25GM,88
118683,DRSG WOUND PREVENA NEGATIVE PR,"1,386.50"
196461,DRSG WOUND RIGID NONWEIGHT BEA,"2,289.00"
130819,DRSG WOUND V A C VERAFLO CLEAN,509.6
130821,DRSG WOUND VA.C VERAFLO CLEANS,686.4
130818,DRSG WOUND VAC VERAFLO MEDIUM,598
110772,DRSG WOUND WHITE 10X7.5CM WHIT,58.22
481000031,DRUG ADMIN W HEMODYN MEAS,2768
143083,DRUG HEMOSTATIC EVITHROM TOPIC,369.21
143084,DRUG HEMOSTATIC EVITHROM TOPIC,443.05
301000515,DRUG OR SUB QL/QN NOS 1-3,78
301000526,DRUG OR SUB QL/QN NOS 1-3,201
301000505,DRUG SCREEN ALCOHOLS ETOH,258
300000001,DRUG SCREEN COLLECTION,68
300000002,DRUG SCREEN COLLECTION,126
301000488,DRUG SCREEN FENTANYL,62
301000555,DRUG SCREENING OXYCODONE,67
301000309,DRUG SCRN QUAN MYCOPHENOLATE,410
301000548,DRUG TEST PRSMV CHEM ANLYZR,853
301000547,DRUG TEST PRSMV DIR OPT OBS,194
301000566,DRUG/SBST DEF QUAL OR QUAN,306
131541,DSRCTOR 12MM CERVICAL SCR CASP,223.2
131540,DSRCTOR 14MM CERVICAL PIN SCR,223.2
133966,DSRCTOR SMALL SURGICAL 2.5MM K,"4,197.65"
120383,DTECT CARBON DIOXIDE END TIDAL,56.36
107159,DTECT CARBON DIOXIDE END TIDAL,56.36
172626,DTECT CARBON DIOXIDE END TIDAL,66.96
165833,DUAL BLADE RETRACTOR,"1,645.00"
142470,DUAL HYGIENIKIT MILK COLLECTIO,124.74
139419,DUAL SPRAY TIP,232.5
177211,DUAL STYLET NEEDLE DIAMOND AND,"1,762.50"
39275,"DULOXETINE 20 MG CAPSULE,DELAYED RELEASE",21.83
39276,"DULOXETINE 30 MG CAPSULE,DELAYED RELEASE",20.8
921000013,DUP SCAN ABD PELV COMPLT,1088
921000014,DUP SCAN ABD PELV LTD,862
921000015,DUP SCAN AORTA IVC COMPLT,247
921000016,DUP SCAN AORTA IVC LTD,1151
921000011,DUP SCAN EXT VEIN BI,1399
921000012,DUP SCAN EXT VEIN UNI,1086
921000002,DUP SCAN EXTCR ARTY BI,1267
920000002,DUP SCAN EXTCR ARTY UNI,622
921000017,DUP SCAN HEMO ACCESS,801
921000006,DUP SCAN LWR EXT ARTY BI,1442
921000007,DUP SCAN LWR EXT ARTY UNI,883
921000008,DUP SCAN UPR EXT ARTY BI,1183
921000009,DUP SCAN UPR EXT ARTY UNI,827
178964,DURVALUMAB 50 MG/ML INTRAVENOUS SOLUTION,"4,167.90"
34089,DUTASTERIDE 0.5 MG CAPSULE,20.8
E27000218,DVC ACCUPAP AIRWAY MOUTHPC,110
361000471,DX BONE MARROW BX & ASPIR,3248
401000011,DX MAMMO INCL CAD BI,620
401000010,DX MAMMO INCL CAD UNI,580
108410,DYE COSMETIC LIGHT BROWN TATTO,161.2
306000177,E COLI 0157 AG EIA,34
306000080,E TEST EACH STRIP,68
122198,EASYTRAK 3,"5,607.00"
122220,EASYTRAK Guiding Cath/Rapcut/4,650
483000004,ECHO 2D COMPLT,950
483000005,ECHO 2D COMPLT W CONTR,2113
483000001,ECHO CONG CARD COMPLT,4531
483000023,ECHO CONG CARD COMPLT W CONTR,4531
483000002,ECHO CONG CARD LTD,3091
483000024,ECHO CONG CARD LTD W CONTR,3091
483000014,ECHO DPLR COLOR FLOW MAP,596
483000012,ECHO DPLR COMPLT,675
483000013,ECHO DPLR FU/LTD,427
402000041,ECHO GUIDANCE INTERS RADIOTHER,885
483000020,ECHO STRESS W CONTRAST ADD ON,625
483000009,ECHO TEE 2D COMPLT W CONTR,1923
483000008,ECHO TEE COMPLT,1923
483000011,ECHO TEE IMG ACQUSIT I&R,3493
483000010,ECHO TEE PLC ONLY,1971
481000109,ECHO TEE TXCATH INTV,1848
483000006,ECHO TTE 2D FU/LTD,787
483000007,ECHO TTE 2D FU/LTD W CONTR,787
483000003,ECHO TTE 2D W DPLR COMPLT,2128
483000025,ECHO TTE 2D W DPLR COMPLT W CONTR,2128
483000016,ECHO TTE STRESS  W CONTR,1766
483000026,ECHO TTE STRESS W CONT ECG W CONTR,4181
483000017,ECHO TTE STRESS W CONT ECG WO CONTR,4181
483000015,ECHO TTE STRESS WO CONTR,1766
402000031,ECHOGR TRANSREC/PROS VOL STDY,1067
302000124,ECHOVIRUS ABS,106
361000385,ECMO DAILY MGMT VENO-ARTERIAL,3224
361000384,ECMO DAILY MGMT VENO-VENOUS,3224
361000362,ECMO INIT VENO-ARTERIAL,3882
361000361,ECMO INIT VENO-VENOUS,3882
481000121,ECMO/ECLS REM CANN PRC 6+,1695
81696,ECULIZUMAB 300 MG/30 ML INTRAVENOUS SOLUTION,"32,018.69"
450000369,ED TX DISL (M-P)W/ ANES/MAN CL,1575
450000325,ED VISIT B LEVEL 1,378
450000326,ED VISIT B LEVEL 1 W PROC,378
450000327,ED VISIT B LEVEL 2,609
450000328,ED VISIT B LEVEL 2 W PROC,609
450000329,ED VISIT B LEVEL 3,1071
450000330,ED VISIT B LEVEL 3 W PROC,1071
450000331,ED VISIT B LEVEL 4,1539
450000332,ED VISIT B LEVEL 4 W PROC,1539
450000333,ED VISIT B LEVEL 5,2382
450000334,ED VISIT B LEVEL 5 W PROC,2382
450000311,ED VISIT LEVEL 1,333
450000312,ED VISIT LEVEL 1 W PROC,333
450000313,ED VISIT LEVEL 2,688
450000314,ED VISIT LEVEL 2 W PROC,688
450000315,ED VISIT LEVEL 3,1014
450000316,ED VISIT LEVEL 3 W PROC,1014
450000317,ED VISIT LEVEL 4,1651
450000318,ED VISIT LEVEL 4 W PROC,1651
450000319,ED VISIT LEVEL 5,2539
450000320,ED VISIT LEVEL 5 W PROC,2539
129305,EDGELOCK? DRIVER,"2,270.10"
129306,EDGELOCK? DRIVER INSERT,"1,236.10"
740000014,EEG ALL NIGHT RECOR,1509
740000022,EEG CABLE/RADIO ATTND EA 24HRS,4515
740000012,EEG COMA/SLEEP,1650
740000013,EEG CRBRAL DEATH EVAL,1428
740000023,EEG DIGITAL ANALYSIS,180
740000009,EEG EXTEND MONITOR > 1 HR,2273
740000008,EEG EXTEND MONITOR 41-60MIN,1202
740000011,EEG INCL AWAKE & ASLEEP,1571
740000010,EEG INCL AWAKE & DROWSY,1727
740000020,EEG MONITOR/COMPUTER EA 24HRS,2301
740000032,EEG MONITOR/VIDEO < PER DAY,4487
740000019,EEG MONITOR/VIDEO EA 24HRS,4487
740000021,EEG NONINTRACRANIAL SURG,1027
76835,EFAVIRENZ 600 MG-EMTRICITABINE 200 MG-TENOFOVIR DISOPROX 300 MG TABLET,318.02
750000030,EGD BX,3588
750000026,EGD DX,3319
750000044,EGD EUS EXAM,5179
750000028,EGD EUS EXAM ESOPH ONLY,4813
750000135,EGD FLEX TRNSORAL ABLATE,3857
750000137,EGD FLEX TRNSORAL DIAG INJ,3857
750000134,EGD FLEX TRNSORAL INS STENT,6175
750000138,EGD FLEX TRNSORAL MUC RSCT,3857
750000136,EGD FLEX TRNSORAL W DIL,6175
750000038,EGD W BALN DIL,5647
750000033,EGD W BAND LIG,4991
750000041,EGD W CTRL BLOOD,3517
750000034,EGD W DIL GI OTLT,6443
750000037,EGD W DIL GUIDE WIRE,5370
750000035,EGD W DIR PLC G TUBE,2083
750000031,EGD W EUS FNA/BX,5633
750000029,EGD W EUS FNA/BX ESOPH ONLY,5448
750000032,EGD W INJ VARICES,3974
750000036,EGD W RMVL FB,4781
750000039,EGD W RMVL HOT BX,3362
750000040,EGD W RMVL SNARE,3362
750000027,EGD W SUBMUC INJ,3578
309000113,EGFR MUTATION BY PCR,1000
123839,EGIA RADIAL MED THK RELOAD,"1,729.69"
128648,EGIA RADIAL MED THK RELOAD,"1,729.69"
302000130,EHRLICHIA ANTIBODY,80
306000204,EIA SHIGA-LIKE TOXIN AG QL/SQ,110
141845,"EIKON RETRACTOR 40 MM, EXTRA N","4,251.79"
141859,"EIPEX  RETRACTOR, REGULAR 70 M","3,238.83"
141862,"EIPEX RETRACTOR, LONG 100 MM","3,238.83"
141858,"EIPEX RETRACTOR, NARROW 100 MM","3,238.83"
141857,"EIPEX RETRACTOR, NARROW 70 MM","3,238.83"
141856,EIVECTOR EXTENSION HANDLE,"1,541.37"
141853,"EIVECTOR RETRACTOR, STANDARD","3,238.83"
141854,"EIVECTOR RETRACTOR, STANDARD-S","3,238.83"
141855,"EIVECTOR RETRACTOR,WIDE","3,238.83"
730000001,EKG 12 LEAD TRACE ONLY,363
730000006,EKG EVENT ANALYSIS 30 DAY,822
730000004,EKG EVENT MON 30 DAY,615
730000005,EKG EVENT RECORDING 30 DAY,800
731000001,EKG HOLTER HOOK UP,858
731000002,EKG HOLTER SCAN/REPORT,1271
730000003,EKG RHYTHM 1-3 LEAD TRACE ONLY,135
730000007,EKG SIGNAL AVERAGING,756
164631,ELECTRD BIPOLAR 100MM 1.1MM CE,"4,029.48"
104677,ELECTRD BIPOLAR 5FR VERSAPOINT,"1,694.82"
104672,ELECTRD BIPOLAR RED 36CM 5FR V,"2,000.16"
