CDM,Description,Standard Charge,Surgery Center/Procedure Room Charge,L&D Charge,Supply Charge Range
2700310419,HB GRAFT RING STD 6MMX50CMX70CM," $3,990.00 ",,,
2700310420,HB GRAFT RING STD 8MMX20CMX50CM," $2,820.00 ",,,
2700310421,HB GRAFT RING STD 8MMX50CMX80CM," $4,350.00 ",,,
2700310422,HB GRAFT RING TW 6MMX40CMX50CM," $2,181.15 ",,,
2700310423,HB GRAFT RING TW 6MMX50CMX70CM," $4,390.00 ",,,
2700310424,HB GRAFT RING TW 6MMX80CMX100CM," $5,340.00 ",,,
2700310425,HB GRAFT RING TW 8MMX100CMX100CM," $5,340.00 ",,,
2700310426,HB GRAFT SOFT TISSUE 15X20CMX1MM," $3,220.00 ",,,
2700310427,HB GRAFT SOFT TISSUE 20X30CMX1MM," $5,950.00 ",,,
2700310428,HB GRAFT SOFT TISSUE 20X30CMX2MM," $9,460.00 ",,,
2700310429,HB GRAFT VASC DIASTAT 6MM X 25CM," $4,390.00 ",,,
2700310430,HB GRAFT VASC DIASTAT 6MM X 30CM," $4,390.00 ",,,
2700310431,HB GRAFT VASC DIASTAT 6MM X 40CM," $4,390.00 ",,,
2700310432,HB GRAFT VASC DIASTAT 6MM X 45CM," $4,390.00 ",,,
2700310433,HB PACK SEAMGUARD SINGLE GORE, $940.00 ,,,
2700310434,HB PATCH CV 100CMX15.0CMX0.6MM," $3,760.00 ",,,
2700310435,HB PATCH CV 2.5CMX15.0CMX0.6MM, $860.00 ,,,
2700310436,HB PATCH CV 5.0CMX15.0CMX0.6MM," $3,760.00 ",,,
2700310437,HB PATCH MBRN NEO 6CMX8CMX.1MM," $1,270.00 ",,,
2700310438,HB PATCH PERICAR 6CMX12CMX.1MM," $1,140.00 ",,,
2700315138,HB PATCH DURA MVP 2X10CM, $980.00 ,,,
2700315139,HB PATCH DURA MVP 5X6CM," $1,080.00 ",,,
2700315140,HB PATCH DURA MVP 6X10CM," $3,170.00 ",,,
2700315141,HB PATCH DURA MVP 10X12CM," $3,990.00 ",,,
2700315142,HB PATCH DURA MVP 4X4CM," $1,010.00 ",,,
2700318079,HB GRAFT INTERING STR 4-6MMX45CM," $1,930.00 ",,,
2700318080,HB GRAFT INTERING STR 4-7MMX45CM," $1,930.00 ",,,
2700318081,HB GRAFT INTERING STR 6MMX40CM," $1,730.00 ",,,
2700318082,HB GRAFT INTERING 6MM 5X45CM," $2,310.00 ",,,
2700318083,HB GRAFT INTERING STR 6MM 5X20CM," $1,040.00 ",,,
2700318084,HB GRAFT INTERING STR 6MM 5X45CM," $2,310.00 ",,,
2700318085,HB GRAFT INTERING STR 6MM 10X20CM," $1,240.00 ",,,
2700318086,HB GRAFT INTERING STR T6MM 40CM," $2,460.00 ",,,
2700318087,HB GRAFT INTERING STR T6MM 60CM," $4,020.00 ",,,
2700318088,HB GRAFT INTERING STR T6MM 80CM," $4,590.00 ",,,
2700318089,HB GRAFT INTERING STR T7MM 40CM," $2,460.00 ",,,
2700318090,HB GRAFT INTERING STR T7MM 60CM," $4,020.00 ",,,
2700318091,HB GRAFT INTERING STR T7MM 80CM," $4,590.00 ",,,
2700318092,HB GRAFT INTERING STR T8MM 40CM," $2,460.00 ",,,
2700318093,HB GRAFT INTERING STR T8MM 60CM," $4,020.00 ",,,
2700318094,HB GRAFT INTERING STR T8MM 80CM," $4,590.00 ",,,
2700318095,HB GRAFT RING STD 8MMX 5CMX45CM," $2,370.00 ",,,
2700318096,HB GRAFT RING STD 12MMX 30CMX30CM," $3,420.00 ",,,
2700318097,HB GRAFT RING STD 14MMX 30CMX30CM," $3,420.00 ",,,
2700318098,HB GRAFT RING STD 16MMX 20CMX20CM," $2,540.00 ",,,
2700318099,HB GRAFT RING STD 16MMX 30CMX30CM," $3,420.00 ",,,
2700318100,HB GRAFT RING STD 20MMX 20CMX20CM," $2,540.00 ",,,
2700318101,HB GRAFT RING STD 20MMX 30CMX30CM," $3,420.00 ",,,
2700318102,HB GRAFT RING STD 6MMX 5CM X 45CM," $2,370.00 ",,,
2700318103,HB GRAFT RING STD 6MMX 7CM X 50CM," $2,820.00 ",,,
2700318270,HB STENT BILIARY ZILVER NONCOATED/NONCOVERED+DELIV SYSTEM COOK," $4,670.00 ",,,
2700318491,HB SNARE POLYPECTOMY MINI OVAL, $50.00 ,,,
2700318560,HB DEVICE RETRIEVAL COOK, $460.00 ,,,
2700319522,HB STOCKERT CONNECTING CABLE, $640.00 ,,,
2700400000,HB ECMO DEVICE CIRCUIT & CANNULA ANGIOVAC ANGIODYNAMICS," $43,300.00 ",,,
2700500652,HB DELIVERY DEVICE COIL DETACHMENT, $170.00 ,,,
2700501564,HB MARKER BREAST NEEDLE, $640.00 ,,,
2700505148,HB CATH EP MAPPING HALO REPROCESSED, $970.00 ,,,
2700506192,HB GRAFT RING TW 4MMX5CMX15CM," $1,511.82 ",,,
2700506193,HB GRAFT RING TW 5MMX5CMX15CM," $1,511.82 ",,,
2700506194,HB GRAFT RING TW 5MMX2.5CMX10CM," $1,400.00 ",,,
2700506195,HB GRAFT PTFE STD 5MMX30CM GORE," $1,100.00 ",,,
2700506196,HB GRAFT PTFE TQ 3MMX20CM SILK," $1,480.00 ",,,
2700506197,HB GRAFT PTFE TW 5MMX10CM SILK, $940.00 ,,,
2700506198,HB GRAFT PTFE TW 5MMX30CM GORE," $1,290.00 ",,,
2700506199,HB GRAFT PTFE TW 6MMX20CM GORE, $810.00 ,,,
2700506200,HB GRAFT PTFE TW 6MMX80CM GORE," $2,700.00 ",,,
2700506649,HB MESH DUAL 10X15CMX2.0MM," $1,970.00 ",,,
2700506650,HB MESH DUAL 18X24CMX2.0MM," $6,100.00 ",,,
2700506651,HB MESH DUAL 20X30CMX2.0MM," $8,080.00 ",,,
2700506652,HB MESH DUAL 26X34CMX2.0MM," $10,540.00 ",,,
2700506865,HB GRAFT PTFE TW 3.5MMX10CM GORE, $940.00 ,,,
2700506866,HB GRAFT PTFE TW 3.5MMX15CM GORE," $1,400.00 ",,,
2700506867,HB GRAFT PTFE STRCH TW 2.0MMX20CM GORE," $1,880.00 ",,,
2700506868,HB GRAFT PTFE TW 4MMX10CM GORE, $940.00 ,,,
2700506869,HB GRAFT PTFE TW 8MMX10CM GORE, $460.00 ,,,
2700506870,HB GRAFT PTFE STRCH STD 4MMX10CM GORE," $1,630.00 ",,,
2700506871,HB GRAFT PTFE STRCH STD 22MMX20CM GORE," $1,280.00 ",,,
2700506872,HB GRAFT PTFE STRCH STD 24MMX20CM GORE," $2,700.00 ",,,
2700511270,HB GRAFT PTFE STRCH SILK 4MMX10CM GORE," $1,180.00 ",,,
2700512820,HB STENT TEMP URETERAL GYRUS, $670.00 ,,,
2700515166,HB CATH PTA ADMIRAL EXTREME EV3, $450.00 ,,,
2700518147,HB CATH BALLOON  DILATATION NEPHROSTOMY, $990.00 ,,,
2700518181,HB GRAFT PTFE TW 10MMX70CMX80CM GORE," $2,181.15 ",,,
2700518976,HB GRAFT AAA EXT INFRARENAL 34X34," $12,310.00 ",,,
2700519117,HB CATH ENDO SPYSCOPE ACCESS + DELIVERY SYSTEM BSCI," $2,540.00 ",,,
2700520826,HB GRAFT CONNECTIVE TISS PATCH PERICARD CORMATRIX 7X10," $3,250.00 ",,,
2700520827,HB GRAFT CONNECTIVE TISS PATCH PERICARD CORMATRIX 7X15," $4,320.00 ",,,
2700520828,HB GRAFT CONNECTIVE TISS PATCH PERICARD CORMATRIX 4X7," $1,990.00 ",,,
2700521204,HB ICD SINGLE FORTIFY VR RF36 STJU," $67,410.00 ",,,
2700521262,HB INTRODUCER EXPRESS TROC NDL," $1,340.00 ",,,
2700522289,HB SYSTEM DELIVERY BLLN 18MM ENSE MDTR H080002," $21,650.00 ",,,
2700522290,HB SYSTEM DELIVERY BLLN 20MM ENSE MDTR H080002," $21,650.00 ",,,
2700522291,HB SYSTEM DELIVERY BLLN 22MM ENSE MDTR H080002," $21,650.00 ",,,
2700531505,HB BAND TR STD W/INFLATOR, $590.00 ,,,
2700539778,HB SYSTEM PEG REPL TUBE NON-BALL USEN, $170.00 ,,,
2700540020,HB STENT >=5F TEMP NONCORON+DELIV SYSTEM BSCI, $430.00 ,,,
2700540894,HB PROBE CRYO 2.4MM, $790.00 ,,,
2700540932,HB CATH GUIDE REFLEX INTRACRANIAL EV3," $1,570.00 ",,,
2700540934,"HB CAP GRAFTS TAA-$35,000 GORE"," $116,560.00 ",,,
2700541405,HB CABLE CONNECTOR RFP-102, $30.00 ,,,
2700541474,HB GUIDEWIRE .014X300 FATHOM-14, $275.00 ,,,
2700542522,HB SYSTEM PEG GW INITIAL 20F PULL, $288.00 ,,,
2700543125,HB CATH DRAIN BIL 12F 35CM REG, $290.00 ,,,
2700543144,HB CATH IVUS 10MHZ VISIONS PV.035," $3,340.00 ",,,
2700543195,HB STENT TEMP URETERAL UNIVERSA COOK, $280.00 ,,,
2700543197,HB GRAFT PERICARD PRECLUDE 15X20 GORE," $1,394.00 ",,,
2700544940,HB CATH MICRO ORION EV3," $3,610.00 ",,,
2700544943,HB CATH GUIDE BALLOON CELLO," $2,890.00 ",,,
2700571169,HB CATH ULTRASOUND REP 8F ACUNAV," $3,090.00 ",,,
2700571170,HB CATH ULTRASOUND REP 3D 10F VIV," $3,090.00 ",,,
2700571171,HB CATH USN REP 3D 10F CARTOSOUND," $4,500.00 ",,,
2700571172,HB CATH MAP REP 6F QUAD POLARISDX, $460.00 ,,,
2700571173,HB CABLE ABL REP 4MM RED REDEL, $420.00 ,,,
2700571174,HB CATH EP REP OCTAPOLAR D-TYPE, $470.00 ,,,
2700571175,HB CATH EP REP OCTA DEFL 6F D-CRV, $470.00 ,,,
2700571176,HB CABLE INTERFACE REP CB3412CT, $590.00 ,,,
2700571177,HB CABLE INTERFACE REP CB3410CT, $590.00 ,,,
2700571178,HB CABLE INTERFACE REP 8MM, $420.00 ,,,
2700571179,HB CABLE NAVISTAR REP 8MM DS, $590.00 ,,,
2700571180,HB CATH EP REP 5F DECA FIX P-CRV, $180.00 ,,,
2700571181,HB CABLE INTERFACE REP C6MRMST10S, $120.00 ,,,
2700571182,HB CABLE INTERFACE REP QUAD GRAY, $120.00 ,,,
2700571183,HB CABLE INTERFACE REP QUAD BLUE, $120.00 ,,,
2700571184,HB CABLE INTERFACE REP QUAD RED, $120.00 ,,,
2700571185,HB CABLE INTERFACE REP HEX OCT DE, $120.00 ,,,
2700571186,HB CABLE INTERFACE REP QUAD BLACK, $120.00 ,,,
2700571187,HB CABLE INTERFACE REP 85641, $270.00 ,,,
2700571189,HB CATH EP REP DIAG 7F OPTIMA PLS," $1,950.00 ",,,
2700571190,HB CATH EP REP 7F DUODEC SUPERL, $970.00 ,,,
2700571191,HB CATH EPS REP 6F DEC 2/8 65CM, $180.00 ,,,
2700571192,HB CATH EPS REP 5F QUAD 5 120 JSN, $130.00 ,,,
2700571193,HB CATH EPL REP 6F DEC 2/5 2M 115, $470.00 ,,,
2700571194,HB CATH EP REP 7F DUODEC M LIVEWI, $970.00 ,,,
2700571195,HB CATH EPS REP 4F DEC 2/8 65 CSL, $180.00 ,,,
2700571196,HB CATH EPS REP 5F QUAD 5 120 CRD, $130.00 ,,,
2700571197,HB CATH EPS REP 5F HRRX UNI 120, $180.00 ,,,
2700571198,HB CATH EPS REP 4F QUAD 5MM JSN, $130.00 ,,,
2700571199,HB CATH EPS REP 5F QUAD 5MM CRD, $130.00 ,,,
2700571200,HB CATH EPS REP 6F DEC LARGE CURL, $470.00 ,,,
2700571201,HB CATH EP REP SUPREME 4F CRD2, $130.00 ,,,
2700571202,HB CATH EP REP SUPREME 6F CRD2, $130.00 ,,,
2700571203,HB CATH EP REP LIVEWIRE 6F QUADLG, $460.00 ,,,
2700571270,HB GRAFT VASC 8MM X 40CM GORE," $4,390.00 ",,,
2700571330,HB CATH DIAG EP REP 4F JOSEPH PED, $130.00 ,,,
2700571331,HB CATH DIAG EP REP 4F JOSEPH ID, $130.00 ,,,
2700571332,HB CATH EP REP 110 4F M 3.2 2-5-2," $1,010.00 ",,,
2700571689,HB CATH REPERFUSION 3MAX, $270.00 ,,,
2700571690,HB CATH REPERFUSION 4MAX, $270.00 ,,,
2700571908,HB PLUG VASCULAR 04X10.0 AVP4," $1,250.00 ",,,
2700571909,HB PLUG VASCULAR 06X11.0 AVP4," $1,250.00 ",,,
2700571910,HB PLUG VASCULAR 08X13.5 AVP4," $1,250.00 ",,,
2700572020,HB RETRIEVER 4X15MM SOLITAIRE," $21,730.00 ",,,
2700572021,HB RETRIEVER 4X20MM SOLITAIRE," $21,730.00 ",,,
2700572022,HB DEVICE SOLITAIRE RETRIEVER CLOT SOC," $21,730.00 ",,,
2700572023,HB RETRIEVER 6X20MM SOLITAIRE," $21,730.00 ",,,
2700572034,HB CATH THOMBECTOMY SOLENT PROXI," $6,070.00 ",,,
2700572054,HB GUIDEWIRE .017 VIPERWIRE, $275.00 ,,,
2700572170,HB SET MICROPUNCTURE 4F STIFF, $140.00 ,,,
2700580351,HB DEVICE LARIAT SUTURE DELIVERY FOR TISS CLOSURE SNTR," $16,490.00 ",,,
2700580425,HB CATH BALLN OCCLUS ENDOCATH SENTRE HEART SNTR," $21,650.00 ",,,
2700580426,HB GUIDEWIRE FINDRWIRZ SENTRE HEART SNTR," $3,670.00 ",,,
2700582732,HB  CATH BALLN CERVICAL RIPENING COOK, $150.00 ,,,
2700582850,HB CATH DIALYSIS TEMP DUOGLIDE BARD, $490.00 ,,,
2700582852,HB CATH DIALYSIS TEMP POWER TRIALYSIS BARD, $490.00 ,,,
2700583566,HB STAR TUMOR ABLATION SYSTEM," $11,660.00 ",,,
2700583567,HB STABILIT FIRST FRACTURE KIT WITH BONE CEMENT," $9,330.00 ",,,
2700584114,HB  CATH ECHO INTRACARDIACC VIEWFLEX STJUDE," $2,170.00 ",,,
2700591390,HB  CONNECTING CABLE EPS CATH EXTENSION ST JUDE, $300.00 ,,,
2700593075,HB STENT BILIARY ZILVER PTX COATED/COVERED+DELIV SYSTEM COOK," $5,980.00 ",,,
2700593113,HB COIL EMBO TARGET XL 360 >50 STRYKER," $7,340.00 ",,,
2700593123,HB COIL EMBO TARGET XL 360 <50 STRYKER," $6,730.00 ",,,
2700605316,HB CATH ENDO ERCP COOK, $190.00 ,,,
2700605320,HB CATH BILI DILATION SOEHENDRA COOK, $270.00 ,,,
2700605336,HB STENT NONCOATED/NONCOVERED+DELIV SYSTEM COOK, $210.00 ,,,
2700606187,HB STENT EVOLUTION ESOPHAGEAL DUODENAL NONCOV+DELIV SYST COOK," $7,360.00 ",,,
2700606997,HB GUIDEWIRE ENTEER REENTRY EV3 COVIDIEN, $840.00 ,,,
2700607000,HB CATH GUIDE VIANCE EV3 COVIDIEN," $5,980.00 ",,,
2700611995,HB STENT POLYFLEX AIRWAY COVERED+DELIV BSCI," $6,860.00 ",,,
2700612066,HB ICD OTH SQ-RX GENERATOR ONLY BSCI," $63,280.00 ",,,
2700612067,HB LEAD ICD Q-TRAK SQ OTH ENDOCARD BSCI," $14,990.00 ",,,
2700612069,HB ICD OTH SQ-RX & Q-TRAK SYSTEM BSCI," $78,260.00 ",,,
2700612174,HB CATH GUIDE MICROCATH CORSAIR ASAHI," $1,840.00 ",,,
2700612595,HB CATH GUIDE PIONEER PLUS REENTRY VOLCANO," $9,650.00 ",,,
2700612970,HB DEVICE RETRIEVAL FB/CLOT MULTI-SNARE MICRO BRAUN," $1,450.00 ",,,
2700612972,HB DEVICE RETRIEVAL FB/CLOT MULTI-SNARE BRAUN, $790.00 ,,,
2700612975,HB DEVICE RETRIEVAL FB/CLOT MULTI-SNARE 30 BRAUN, $930.00 ,,,
2700619830,HB CATH BALLN ANGIO PTA AORTIC TRUE BARD," $2,660.00 ",,,
2700619861,HB STENT NONCOV+DELIV ABBOTT," $7,980.00 ",,,
2700620639,HB PROBE TISS ABLATION EXTRAVASCULAR RADFREQ NEUROTHERM," $1,670.00 ",,,
2700620781,HB CATH GUIDE LEAD DELIVERY SYSTEM ACUITY PRO BSCI," $3,340.00 ",,,
2700633495,HB CATH ANGIO PED PEDIAVASCULUAR," $1,250.00 ",,,
2700633496,HB CATH ANGIO PED PIGTAIL PEDIAVASCULUAR," $2,090.00 ",,,
2700633497,HB SHEATH INTRODUCER SUPER SHEATH PED PEDIAVASCULAR, $840.00 ,,,
2700633498,HB GUIDEWIRE PED PEDIAVASCULUAR, $670.00 ,,,
2700633620,HB INTRDCR SHEATH GUIDING EP FIXCURVE OTHERTHAN PEEL-AWAY VISISHEATH SPECTRONICS, $790.00 ,,,
2700633624,HB DEVICE SHEATH DILATOR LEAD/CATH/FB REMV TIGHTRAIL SPECTRONICS," $6,320.00 ",,,
2700634524,HB SLEEP LAB CPAP POWER CORD RESPIRONICS, $30.00 ,,,
2700634529,HB SLEEP LAB CPAP/BIPAP FLEECE TUBING WARP RESPIRONICS, $30.00 ,,,
2700634534,HB SLEEP LAB CPAP EXTERNAL POWER SUPPLY RESPIRONICS, $100.00 ,,,
2700634535,HB SLEEP LAB CPAP TRAVEL BAG RESPIRONICS, $100.00 ,,,
2700634548,HB SLEEP LAB CPAP HEADGEAR CLIPS RESPIRONICS, $20.00 ,,,
2700636930,HB GRAFT STENT ENDOPROSTHESIS AAA AORTIC EXT GORE," $8,810.00 ",,,
2700647674,HB VAD TANDEMHEART HOLSTER, $330.00 ,,,
2700647675,HB VAD TANDEMHEART HOLSTER PATCH, $80.00 ,,,
2700800104,HB PROBE NANOKNIFE 15CM," $7,000.00 ",,,
2700800105,HB PROBE NANOKNIFE 25CM," $7,000.00 ",,,
2700800106,HB PROBE NANOKINFE BIPOLAR," $7,000.00 ",,,
2700800107,HB DEVICE HEMOSTATIS FISH, $840.00 ,,,
2700800108,HB PROBE ABLATION  NUWV HSMD COVD," $7,000.00 ",,,
2700800109,HB PROBE ABLATION  ROBOTIC MAZE," $7,000.00 ",,,
2700800261,HB CATH GUIDE SOFTIP SENTRE HEART SNTR," $1,000.00 ",,,
2700800262,HB DEVICE TENSURE TIGHTENER FOR LARIAT, $670.00 ,,,
2700800748,HB CATH BALLN CTO STINGRAY BSCI," $4,170.00 ",,,
2700800749,HB CATH BALLN CTO CROSSBOW BSCI," $2,990.00 ",,,
2700800750,HB GUIDEWIRE STINGRAY BSCI, $920.00 ,,,
2700800751,HB GUIDEWIRE STINGRAY EXTENSION BSCI, $270.00 ,,,
2700800963,HB LEAD ICD QUARTET ST JUDE," $6,670.00 ",,,
2700800964,HB DEVICE WOUND CLOSURE DERMACLOSE RC," $3,330.00 ",,,
2700801082,HB GRAFT VASC ACUSEAL GORE," $4,263.00 ",,,
2700900000,HB EMBO COIL BLOCKADE MEDICAL," $1,990.00 ",,,
2700900001,CATH PTA BALLOON CHOCOLATE TRIREME," $3,090.00 ",,,
2700900010,HB NEURSTIM PATIENT PROGRAMMER PRECISION SPECTRA REMOTE," $2,790.00 ",,,
2700900011,HB CATH BALLN OCCLUSION STRYKER TFSC," $4,320.00 ",,,
2700900020,HB ENT PROPEL SINUS IMPLANT," $2,320.00 ",,,
2700900104,HB  DEVICE DETACHMENT CONTROLLER BARRICADE COIL BLOCKADE," $4,170.00 ",,,
2700900105,HB  DEVICE VASCULAR CLOSURE VASCADE FEMORAL ARTERY CARDIVA," $3,090.00 ",,,
2700900211,HB PROBE TISS ABLATION EXTRAVASCULAR VISUALASE," $48,280.00 ",,,
2701999900,HB CATHETER TO STENT-LARYNGECTMY, $20.00 ,,,
2701999903,HB SPEECH BOOK SELF HELP LARYNG, $30.00 ,,,
2703176301,HB GRAFT PATCH PERICARDIAL BOVINE, $470.00 ,,,
2703176302,HB GRAFT HEMASHIELD KNITTED DOUBLE VELOUR FABRIC CAROTID PATCH, $400.00 ,,,
2703176303,HB GRAFT HEMASHIELD PLATINUM ANGLED FOUR BRANCH GRAFT," $4,900.00 ",,,
2703176304,HB GRAFT MICRO THIN ORBITAL SPHERE," $3,880.00 ",,,
2703176801,HB GRAFT ARTEGRAFT COLLAGEN VASCULAR GRAFT," $3,170.00 ",,,
2703176802,HB GRAFT EXCLUDER AAA ENDOPROSTHESIS GRAFT TRUNK," $33,290.00 ",,,
2703176803,HB GRAFT EXCLUDER AAA ENDOPROSTHESIS EXTENSION," $7,870.00 ",,,
2703176804,HB GRAFT EXCLUDER AAA ENDOPROSTHESIS LEG," $13,920.00 ",,,
2703176805,HB GRAFT STENT ENDOPROSTHESIS AAA TRUNK / LEG GORE," $33,290.00 ",,,
2703176806,HB GRAFT STENT ENDOPROSTHESIS BIFURCATED ABDOMINAL," $31,560.00 ",,,
2703176807,HB GRAFT STENT ENDOPROSTHESIS ABDOMINAL CONTRALATERAL," $15,740.00 ",,,
2703176808,HB GRAFT STENT ENDOPROSTHESIS ABDOMINAL EXTENSION," $14,800.00 ",,,
2703176809,HB GRAFT PROPATEN VASCULAR STANDARD 10CM, $950.00 ,,,
2703176810,HB GRAFT PROPATEN VASCULAR STANDARD 40CM," $3,500.00 ",,,
2703176811,HB GRAFT PROPATEN VASCULAR STANDARD 50CM," $5,600.00 ",,,
2703176812,HB GRAFT PROPATEN VASCULAR STANDARD 70CM," $6,530.00 ",,,
2703176813,HB GRAFT PROPATEN VASCULAR STANDARD 80CM," $7,530.00 ",,,
2703176814,HB GRAFT TALENT THORACIC STENT GRAFT ABDOMINAL PROXIMAL," $45,705.00 ",,,
2703176815,HB GRAFT AAA TALENT THORACIC STENT ABDOMINAL AORTIC," $12,510.00 ",,,
2703176816,HB GRAFT TALENT THORACIC STENT GRAFT ABDOMINAL CONTRALATERAL," $13,520.00 ",,,
2703176817,HB GRAFT TALENT THORACIC STENT GRAFT ABDOMINAL DISTAL," $40,850.00 ",,,
2703176818,HB GRAFT VASCUTEK GELWEAVE BRANCHED GRAFT," $3,340.00 ",,,
2703176819,HB GRAFT PROPATEN VASCULAR STANDARD 45CM," $4,100.00 ",,,
2703178101,HB MESH SEAMGUARD STRIP," $5,800.00 ",,,
2703188701,HB CATH GUIDE VIANCE EV3," $5,980.00 ",,,
2704185100,HB KO SINGLE UPRIGHT PREFAB OTS," $2,520.00 ",,,
2704185200,HB KO DOUBLE UPRIGHT PREFAB OTS," $2,200.00 ",,,
2710000012,HB BOOT ROOKE ORTHOTIC, $280.00 ,,,
2710000045,HB COLLAR ASPEN, $120.00 ,,,
2710000055,HB BOOT BUNNY ORTHOTIC, $80.00 ,,,
2710000097,HB SLING ARM +IMMOBILIZER, $30.00 ,,,
2710000102,HB BOOT TRACTION, $60.00 ,,,
2710000147,HB SPLINT KNEE, $50.00 ,,,
2710000266,HB SLING ARM, $10.00 ,,,
2710000292,HB SLING KNEE KODEL, $30.00 ,,,
2710000392,HB ABDOMINAL BINDER, $40.00 ,,,
2710000404,HB CANE ALUMINUM, $40.00 ,,,
2710000591,HB BREAST PUMP, $100.00 ,,,
2710000880,HB CIRCUMCISION CLAMP, $60.00 ,,,
2710001101,HB CATH CONDOM, $5.00 ,,,
2710001745,HB BOOT SURGICAL AMBUL DJ ORTHO, $40.00 ,,,
2710001768,HB FINGER COT  DJ ORTHO, $5.00 ,,,
2710001769,HB FINGER SPLINT PLASTALUME DJ ORTHO, $7.00 ,,,
2710001771,HB FINGER SPLINT FROG DJ ORTHO, $6.00 ,,,
2710001772,HB FINGER SPLINT MCP DJ ORTHO, $3.00 ,,,
2710001773,HB FINGER SPLINT STAXX DJ ORTHO, $10.00 ,,,
2710008000,HB TUBE STOMACH BARD KIMB, $270.00 ,,,
2710008008,HB BREAST SUPPORTBRA WO/CUP, $260.00 ,,,
2710008100,HB TUBE PEG/PEJ BSCI CONMED, $270.00 ,,,
2710018100,HB POSITIONER ELBOW ORTHOTIC, $100.00 ,,,
2710018140,HB BRACE WRIST, $15.00 ,,,
2710021200,HB SUPPORT MAMMARY, $180.00 ,,,
2710021550,HB STOCKING TED THIGH, $20.00 ,,,
2710021601,HB STOCKING TED KNEE, $10.00 ,,,
2710021902,HB SUPPORT SUSPENSORY, $30.00 ,,,
2710021911,HB SUPPORT SWIM, $20.00 ,,,
2710021912,HB SUPPORT MALE, $15.00 ,,,
2710024201,HB BOOT UNNA ORTHOTIC, $20.00 ,,,
2710024231,HB BOOT HEEL ORTHOTIC, $210.00 ,,,
2710030050,HB IMMOBILIZER KNEE DON JOY, $70.00 ,,,
2710030051,HB IMMOBILIZER KNEE DON JOY ULTRA-SLING, $470.00 ,,,
2710035033,HB SLING LEG, $170.00 ,,,
2710035043,HB SLING POLYESTER, $330.00 ,,,
2710042400,HB CRUTCHES, $40.00 ,,,
2710050545,HB THORATEC VAD TLC-II DRIVER SYST PORT," $249,770.00 ",,,
2710050548,HB THORATEC VAD DRIVER TLCII SYSTEM," $316,370.00 ",,,
2710050755,HB HEARTMATE ELECTRIC BATTRY CLIP SET, $600.00 ,,,
2710050756,HB HEARTMATE ELECTRIC POCKT PAC/BATRY," $2,840.00 ",,,
2710050762,HB HEARTMATE II BATTERY CONTROLLER, $300.00 ,,,
2710060051,HB IMMOBILIZER KNEE DON JOY ULTRA, $520.00 ,,,
2710090450,HB EREC AID, $450.00 ,,,
2710090500,HB LSO SUPPORT SURGICAL FLEXIBLE, $420.00 ,,,
2710090510,HB LSO SUPPORT SURG FLEX-CUST FAB, $770.00 ,,,
2710090515,HB LSO A-P CONTROL+POST-PNL PREFB, $420.00 ,,,
2710090530,HB LSO A-P CONTROL+APRON FRONT, $810.00 ,,,
2710090600,HB SHOE ORTHOPEDIC WOMEN, $20.00 ,,,
2710090610,HB SPLINT ARM, $75.00 ,,,
2710090613,HB SPLINT ELBOW, $30.00 ,,,
2710090616,HB SPLINT FINGER ALUMINUM, $18.00 ,,,
2710090619,HB SPLINT THUMB, $45.00 ,,,
2710090622,HB SPLINT WRIST, $15.00 ,,,
2710090635,HB STOCKING SURGICAL KNEE LENGTH EACH, $19.00 ,,,
2710090678,HB SUPPORT LUMBAR FLEX + VELCRO, $162.00 ,,,
2710090680,HB SUPPORT WRIST ELASTIC, $20.00 ,,,
2710092435,HB KO ADD-KNEE POLYCENTRIC/JNT, $230.00 ,,,
2710095674,HB PRSTHADD-BK SUSPENSN SLEEVE, $140.00 ,,,
2710098490,HB PROSTHETIC SOCK/SH ADD AIR SEA, $250.00 ,,,
2710099002,HB DEVIC HYPOTHERM ARCTICGEL S/M/L MEDIVAN," $2,840.00 ",,,
2710099003,HB DEVIC HYPOTHERM ARCTICGEL UNIV MEDIVAN, $850.00 ,,,
2710594600,HB EPSDT SUPPLEMENTAL SERVICE-HEARING AID,,,,1450 - 14800
2711446500,HB  EXTREMITY BINDER NONELASTIC, $10.00 ,,,
2711456100,HB  PESSARY RUBBER, $89.00 ,,,
2711456200,HB  PESSARY NON RUBBER, $140.00 ,,,
2711999905,HB THERASPOONS SET, $160.00 ,,,
2714166000,HB HO ABDUC CONTR-PLAST ADJ+FIT, $400.00 ,,,
2714321500,HB SHOE ORTHO-LADIES OXFORD, $85.00 ,,,
2714321900,HB SHOE ORTHO-MENS OXFORD, $85.00 ,,,
2714584800,HB PRSTHADENDSKL-KS STANCE EXT," $1,700.00 ",,,
2714599900,HB PRSTHADD-ELECT VARI POS LOCK," $1,600.00 ",,,
2714736800,HB PROSTH LITHIUM BATTERY CHARGER, $800.00 ,,,
2714851300,HB PIPETTE FLUSH DEVICE-VOICE PROSTHESIS, $40.00 ,,,
2714990001,HB  COCHLEAR AMERICA SOFTBAND, $316.36 ,,,
2716526400,HB EAR MOLD, $115.00 ,,,
2716526402,HB SWIM MOLDS (1), $60.00 ,,,
2716526404,HB MUSICIAN EARPLUG WITH FILTER EACH, $120.00 ,,,
2716526501,HB MUSICIAN EARPLUG FILTER ONLY EACH, $50.00 ,,,
