Procedure Code,Procedure Desc,Procedure Effective Date,Charge Category,Charge Dept ID,Charge Dept Name,Charges,
43112900,AMPHOTERICIN B 50MG VIAL,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,68.50,
43124300,NON FORMULARY IV MEDICATION,15/05/2007,258,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43300500,NON FORMULARY MEDICATION,15/05/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43399700,EVACUATED CONTAINER 500 ML,01/10/2017,270,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43399800,EMPTY EVAC BTL 1000 ML,01/10/2017,270,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43400600,SODIUM CHLORIDE 0.9 % SYG 10ML,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43401540,INSULIN SLIDING SCALE NOTE,12/10/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43403030,PHARMACY NOTE,12/10/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43405020,PATIENT'S OWN CONTROLLED MED,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43407460,PATIENT'S OWN MEDICATION,05/12/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43410780,ORA SWEET,14/12/2009,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43411650,PROLASTIN 1000 MG VIAL,01/07/2010,636,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43411800,PREMIX CARRIER,07/06/2014,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43414640,DOPAMINE 16 MG/D5W 10 ML SYR,01/06/2012,636,10.47100,HMA REV-DRUGS SOLD TO PT,36.50,
43414980,ACYCLOVIR 500 MG VIAL,30/06/2012,636,10.47100,HMA REV-DRUGS SOLD TO PT,19.00,
43416720,SYRINGE,01/09/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43416930,LEVOTHYROXINE 137 MCG TAB,15/11/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43416940,TAPER OFF TPN,01/10/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43417030,BREAT MILK (DONOR) 1 UNIT,20/11/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43419780,DEXTROSE FOR NICU 20%,01/12/2016,258,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43420010,ECULIZUMAB 300 MG/30 ML,01/04/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,"10,228.00",
43420520,NICU-DOPamine 3.2 MG/ML,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,36.50,
43420530,NICU-DOPamine 1.6 MG/ML,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,36.50,
43420690,ST WATER 10 ML VIAL,01/06/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,12.00,
43420790,NICU-EPINEPHrine 20 MCG/ML,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,18.50,
43420800,NICU-EPINEPHrine 40 MCG/ML,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,18.50,
43420840,NICU-CEFOTAXIME 50 MG/ML,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,21.50,
43420950,DEXTROSE 15% for NICU 250 ML,01/07/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421130,PT OWN MED- CHEMO,01/08/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43421340,NICU-Custom Med Order,01/10/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43421470,LIDOCAINE 1% PF (PICC LINE),01/12/2016,637,10.47100,HMA REV-DRUGS SOLD TO PT,0.00,
43421810,NICU-DEXTROSE 13% 250 ML IV.SO,01/01/2017,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421820,NICU-DEXTROSE 14% 250 ML IV.SO,01/01/2017,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421830,NICU-DEXTROSE 16% 250 ML IV.SO,01/01/2017,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421840,NICU-DEXTROSE 17% 250 ML IV.SO,01/01/1993,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421850,NICU-DEXTROSE 18% 250 ML IV.SO,01/01/2017,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421860,NICU-DEXTROSE 19% 250 ML IV.SO,01/01/2017,636,10.47100,HMA REV-DRUGS SOLD TO PT,44.50,
43421900,NICU-ALPROSTADIL 100 MCG/10 ML,01/05/2017,636,10.47100,HMA REV-DRUGS SOLD TO PT,50.00,
43001800,DIPHENHYDRAMINE HCL 25 MG CAP,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43006400,BISACODYL EC 5 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43018300,CALCIUM CITRATE 950 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43018500,ACETAMINOPHEN 500 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43020000,ASCORBIC ACID 500 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43067800,ASPIRIN EC 81 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43106800,EXCEDRIN X/S CPL,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43124900,VIT E 100 UNITS CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43146300,NIACIN 500MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43155800,CITRACAL + VIT D TAB,24/08/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43159600,HOLECALCIFEROL 400 UNITS TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43168400,NIACIN 50MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43176500,OS-CAL 250 + D TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43186700,FOLIC ACID 0.4 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43197500,PYRIDOXINE 50MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43200400,LECITHIN 1200MG (19GR) CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43203200,CALTRATE D TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43217400,PREDNISONE 5 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43219000,PSEUDOEPHEDRINE HCL 30 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43228900,MULTIVIT/MINERAL THER TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43229400,THIAMINE 100 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43239500,CHLORPHENIRAMINE 4MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43246600,GUAIFENESIN 200 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43248500,ALLBEE W/C TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43279300,CALCIUM CARBONATE 1.25 GM TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43286000,SENOKOT S TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43335900,CYANOCOBALAMIN 100MCG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43377200,FERROUS GLUCONATE 325MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43402590,"VITAMIN A 10,000 I.U. CAP",01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43403390,PYRIDOXINE 100MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43408700,FERROUS SULFATE 325 MG TAB FC,01/07/2008,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43411120,CHOLECALCIFEROL 1000 UNIT TAB,15/02/2010,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43416970,MCT 01L 0.5 ML SYR,19/11/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43417370,FOLIC ACID 0.4 MG TAB,20/03/2014,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43419490,VITAMIN D3 5000 UNITS CAPS,01/01/2015,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43422360,GLYCERIN 0.2 ML SYRINGE,01/03/2018,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.45,
43002800,BENZTROPINE MESYLATE 1 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43003300,PSEUDOEPHED/TRIPOLIDINE TAB,12/09/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43007800,GAVISCON TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43013000,IBUPROFEN 400 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43015900,SENOKOT TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43023100,MECLIZINE HCL 12.5 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43030600,DIPHENHYDRAMINE HCL 50 MG CAP,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43035000,LACTASE ENZYME 3000UNITS TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43043000,ASPIRIN 325 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43058400,CLONIDINE HCL 0.1 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43058600,CLONIDINE HCL 0.2 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43078300,TRAMADOL HCL 50 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43081100,IBUPROFEN 200 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43103500,PREDNISONE 2.5 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43106300,CALCIUM CARBONATE 1.5 GM TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43110700,"MULTIVITAMIN, PRENATAL TAB",01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43116200,FIBERCON 625MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43119500,SODIUM CHLORIDE 1 GM TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43129800,CYANOCOBALAMIN 1000 MCG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43132800,BISMUTH SUBSAL 262 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43154800,FISH OIL 1000 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43155200,ACETAMINOPHEN 325 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43184700,CITALOPRAM HBR 20 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43195300,SELENIUM 200MCG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43208700,DOCUSATE SODIUM 250 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43212000,SODIUM BICARBONATE 650 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43218700,CALCIUM CARB CHEW 500 MG CHW,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43229000,MULTIVIT THER TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43232500,ATENOLOL 25 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43240000,WITCH HAZEL PADS,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43273900,IBUPROFEN 800 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43323000,VIT E 400 UNITS CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43338900,VERAPAMIL HCL 80MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43401580,MAGNESIUM GLUCONATE 500MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43403280,MELATONIN 3MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43404130,CLONIDINE HCL 0.3 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43409320,CALCIUM/VIT D 500 MG TAB,01/12/2008,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43415540,ACETYLCYSTEINE 600 MG CAP,05/11/2012,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43415900,CALCIUM GLUBIONATE 115 MG/5 ML,01/01/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43416790,NAPROXEN 500 MG TAB,16/10/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43417660,FISH OIL 1200 MG,02/06/2014,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43419900,NICU MULTIVITAMIN 0.5 ML SYR,01/03/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43419910,NICU MVI W/ IRON 0.5 ML SYR,01/03/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43420230,PSEUDOEPHEDRINE ORAL 30 MG/5ML,01/05/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43420430,POTASSIUM GLUCONATE 99 MG TABL,01/06/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.50,
43002900,DOCUSATE SODIUM 100 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43007600,FOLIC ACID 1 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43013700,SIMETHICONE CHEW 80 MG CHW,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43016200,MAGNESIUM CHLOR SA 64 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43016500,DOCUSATE CALCIUM 240 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43016900,ZINC SULFATE 220 (50)MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43022300,TERAZOSIN HCL 1 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43037000,ANUSOL HEMORRHOIDAL SUPP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43050100,ZOLPIDEM TARTRATE 5 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43071200,FLUOXETINE HCL 10 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43091800,ASPIRIN CHEW 81 MG CHW,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43104200,GABAPENTIN 100 MG,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43111800,OCUVITE TABLETS,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43112400,NIACIN ER 500MG CAPSULE,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43122800,HYDROCHLOROTHIAZIDE 25 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43201200,GLUCOSAMINE SULFATE 500 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43201900,FLAX SEED OIL 1000MG CAPSULE,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43226300,BUSPIRONE HCL 15 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43292900,IBUPROFEN 600 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43312800,VERAPAMIL HCL 120 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43329900,CALCIUM LACTATE 650 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43402720,GLUCOSAMINE/CHONDROITIN CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43404810,METHYLCELLULOSE 500MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43408790,MULTIVITAMIN 5 ML,31/07/2008,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43414180,SODIUM CHLORIDE 0.9% 3 ML INH,01/01/2012,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43414590,FERROUS SUL 15 MG/ML 50 ML BTL,31/05/2012,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43415720,ARGININE 0.475 MEQ/1 ML,11/01/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43416220,ISONIAZID 10 MG/ML 1 ML SYR,14/05/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43416950,NAPROXEN 220 MG TAB,18/11/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43419310,GLUCOSAMINE/CHONDROITAN TAB,24/03/2015,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43421580,NICU-PRORPANOLOL ORAL SUSP,01/03/2017,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.55,
43000800,TRIHEXYPHENIDYL HCL 2MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43020500,GEMFIBROZIL 600 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43126700,ISONIAZID 100 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43155900,GABAPENTIN 300 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43257900,SODIUM CHLORIDE 3 % 500 ML SOL,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43332400,MAGNESIUM OXIDE 400 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43391100,FLUORESCEIN SODIUM 1 MG STP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43400680,GABAPENTIN 400 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43401630,CO-ENZYME Q10 30MG CAPSULE,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43415370,FUROSEMIDE 10 MG/1 ML ORAL LIQ,04/09/2012,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43416910,NICU-LYSINE 0.548 MEQ/ML 2 ML,15/11/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43421110,ERGOcal ORAL 400 UNIT/0.05 ML,01/08/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43421370,FERRO-SEQUELS 65 MG-25 MG TAB,01/10/2016,637,10.47100,HMA REV-DRUGS SOLD TO PT,6.60,
43006300,BISACODYL 10 MG SUP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43010700,LITHIUM CARB 300 MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43096800,ASPIRIN EC 325 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43150100,MEGESTROL 40 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43234400,METRONIDAZOLE 500 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43337100,AMPICILLIN 250MG CAPSULE,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43409880,TRIPLE ANTIBIOTIC 1 GM UD PKT,10/04/2009,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43409890,VIT A & D OINT 5 GM UD PKT,10/04/2009,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43410640,LITHIUM 150 MG CAP,26/10/2009,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43411540,ASCORBIC ACID 500 MG/5 ML UD,04/06/2010,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43413120,SLOW FE 142 MG TAB,21/07/2011,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43415240,POTASSIUM CL 1 MEQ/ML 3 ML SYR,28/08/2012,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43415620,METOCLOPRAMIDE 1 MG LIQ,27/12/2012,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43415840,METFORMIN 750 MG ER,08/02/2013,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43420560,NICU-POTASSI CHLOR ORAL1MEQ/M,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43420860,NICU-POTASSIUM CHLORIDE IV,01/06/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43421400,PHENERGAN DM SYRUP 5 ML SYRING,01/11/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.65,
43015200,PREDNISONE 10 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43015300,PREDNISONE 20 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43019600,DIAZEPAM 2 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43033900,AMOXICILLIN 250MG CAPSULE,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43045900,SULFASALAZINE 500 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43065400,PENTOXIFYLLINE SA 400 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43125800,VERAPAMIL HCL 40MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43131800,GLYBURIDE 1.25MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43190700,PREDNISONE 1 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43199400,FEOSOL 45MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43209400,SINEMET 10/100 TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43209500,SINEMET 25/250 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43341000,METOCLOPRAMIDE HCL 10 MG TAB,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43357800,POTASSIUM CHLOR SA 10 MEQ TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43388200,SUCRALFATE 1 GRAM TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43389900,POTASSIUM CHLOR SA 8 MEQ TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43401000,DEXAMETHASONE 0.75MG TABLET,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43401620,DHEA 25 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43402280,METOPROLOL TARTRATE 25 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43420300,SENNA CONCENTRATE  8.8 MG/5 ML,01/05/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43422300,NICU-ZIDOVUDINE ORAL 10 MG/ML,01/02/2018,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.70,
43019700,DIAZEPAM 10 MG TAB,24/08/2007,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43038300,HYDRALAZINE HCL 25 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43059200,GLYBURIDE 2.5 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43083200,HYDROXYZINE PAMOATE 25 MG CAP,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43098100,AMITRIPTYLINE HCL 10MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43150600,LABETALOL HCL 100MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43169400,NITROGLYCERIN SR 2.5MG CAP,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43196600,MEDROXYPROGESTERON ACE 2.5 MG,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43241900,TYLENOL W/COD #2 TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43278400,DIAZEPAM 5 MG TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43409770,COENZYME Q-10 100 MG CAP,30/03/2009,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43411000,DOXEPIN 10 MG/ML 1 ML LIQ,26/01/2010,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43414580,CHLOROTHIAZIDE 50 MG/1 ML SYR,31/05/2012,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43416390,DUONEB 3 ML,19/06/2013,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43420420,NICU-ENALAPRIL MALEATE ORA 1MG,01/06/2016,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43421350,PROMETHAZINE 6.25 MG/5 ML,01/10/2016,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43422130,NICU-LEVOTHYROXINE ORAL 25 MCG,01/10/2017,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.75,
43001700,BACTRIM DS TAB,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.80,
43004400,METHYLDOPA 250MG TABLET,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.80,
43005500,DEXAMETHASONE 1MG TABLET,01/01/1980,636,10.47100,HMA REV-DRUGS SOLD TO PT,6.80,
43093300,PROMETHAZINE W/COD *10CC*,01/01/1980,250,10.47100,HMA REV-DRUGS SOLD TO PT,6.80,
