Kaweah Delta Health Care District,,
CDM Listing as of June 2018,,
,,
,,
ITEM NUMBER,DESCRIPTION, UNIT PRICE 
6366717,Romiplostim 500 Mcg Inj, $204.13 
6366718,Acetaminophen 1G/100Ml Iv, $224.81 
6366719,Micafungin 100Mg/10Ml Inj, $10.44 
6366720,Fent/Ropi 250Mcg/250Ml Iv, $386.11 
6366721,Adenosine 2500Mcg/50Ml Iv, $20.25 
6366722,Dexamethsone 0.2Mg/Ml Ped, $9.70 
6366723,Lido/Epi 1% 20Ml Vial Inj, $13.50 
6366724,Foscavir 24Mg/Ml 250Ml Iv, $887.08 
6366725,Phenylephrn 100Mcg/Ml 5Ml, $19.80 
6366727,Bupicacaine 0.5% Pf Vial, $30.95 
6366728,Dobutamine 100Mg/250Ml Iv, $155.31 
6366730,Paliperidone 156Mg/Ml Inj, $37.27 
6366731,Lasix 10 Mg/1Ml Inj, $10.38 
6366732,Samarium 153 - Lexidronam," $43,012.56 "
6366733,Levofloxacin 5Mg/Ml(Ped), $9.70 
6366734,Ambisome 1Mg/Ml(Ped) Iv," $1,014.20 "
6366735,Aztreonam 20Mg/Ml(Ped) Iv, $9.70 
6366736,Rifampin 3Mg/Ml(Ped) Iv, $853.75 
6366737,Magnesium 40Mg/Ml(Ped) Iv, $9.70 
6366738,Norepinephri 16Mcg/Ml Ped, $24.65 
6366739,Fosaprepitant 150Mg 10Ml, $9.93 
6366740,Relistor 12Mg/0.06Ml Inj, $514.51 
6366742,Ganciclovr 500Mg/50Ml Ped, $452.35 
6366743,Darbepoetin 25Mcg/Ml Ped, $41.56 
6366744,Leucovorin 200Mg SDV, $55.80 
6366746,Glycopyrrolate 4Mg/20Ml, $866.90 
6366747,Indocyanine Green 25Mg, $492.90 
6366748,Diltizem 125Mg/125Ml Ns, $200.04 
6366749,Denosumab Inj 120 Mg, $74.28 
6366751,Cefazolin /C Swi Im Ped, $19.80 
6366752,Ceftazidime/C Lido Im Ped, $30.10 
6366753,Ceftazidime /C Swi Im Ped, $30.10 
6366754,Ceftriaxone Im/C Lido Ped, $2.55 
6366755,Potassium Phos 10Ml Iv, $137.75 
6366758,Dextrose/H2O 5%25Ml/100Ml, $54.30 
6366760,Agalsidase 5Mg Inj, $500.20 
6366761,Cefepime 2 Grm Inj, $13.95 
6366762,Propofol 1% 50Ml Sd Inj, $114.38 
6366763,Clinimix E 5/20% 2000Ml, $384.75 
6366764,Clinimix E 4.25/10%2000Ml, $321.15 
6366765,Clinimix E 4.25/10%1000Ml, $188.15 
6366766,Clinimix E 2.75/10%2000Ml, $231.60 
6366767,Clinimix E 2.75/10%1000Ml, $176.05 
6366768,Clinimix E 5/20% 1000Ml, $199.70 
6366769,Bumetanide 12.5Mg/50Ml Iv, $121.77 
6366770,Bumetanide 25Mg/100Ml Iv, $204.53 
6366771,Bumetanide 5Mg/Ns 40Ml Iv, $87.63 
6366772,0.25% Bupvacan 300Ml Pump, $334.80 
6366773,Cefepime Hcl Inj 1000 Mg, $65.32 
6366774,Cardene 20Mg/200Ml Iv, $530.10 
6366783,Extavia 0.3Mg Sq Kit," $1,766.70 "
6366784,Pertuzumab 420 Mg/14 Ml, $46.44 
6366785,Clonidine Pf 1 Mg/10Ml Vl, $209.02 
6366786,Rituximab 500Mg/50Ml Iv," $3,197.80 "
6366787,Ifosfamide 3Gm Sdv 60Ml, $196.22 
6366788,Carfilzomib 60Mg Inj, $109.93 
6366789,Tdap Vaccine 10 Yr Up Im, $194.00 
6366790,Oxytocin 100 Units/100Ml, $5.43 
6366791,Kcentra 1 Units Sdv Inj," $3,584.60 "
6366792,Td Vac No Prserv Over 7Ys, $178.70 
6366793,Bupivacaine Liposome/Pf, $6.76 
6366794,Glycopy 0.4Mg/2Ml Sdv Inj, $111.15 
6366795,Erythro/NS IV Peds, $334.40 
6366796,Micafungin/NS IV Peds, $10.44 
6366797,Azithro/Ns Iv (Ped), $50.40 
6366801,Sodium/Phos Periph Iv Ped, $125.94 
6366802,Doxycycline/Ns (Ped) Iv, $134.85 
6366803,Fulvestrant 250Mg/5Ml Syr, $402.04 
6366808,Bupicacaine/Epi/Pf 30Ml, $56.25 
6366809,Heparin 10 000U/1000Ml Ns, $7.12 
6366810,Nafcillin 1 Gram Dose Mdv, $79.00 
6366812,Privigen Ivig 10 Gm/100Ml, $243.09 
6366813,Privigen Ivig 5 Gram/50Ml, $243.09 
6366815,Omnipaque 300 50 Ml, $5.16 
6366816,Nitro Drip 10Mg/100Ml, $18.55 
6366817,Neoprofen 10Mg/Ml Sdv Iv," $2,013.58 "
6366819,Sensor/Epi 0.25% Pf 30Ml, $52.25 
6366820,Dexamethasone 10Mg Pf Inj, $3.56 
6366822,Temozolomide 100Mg Inj, $36.38 
6366823,Albumin (Human) 25% 50Ml, $418.50 
6366824,Ethiodized Oil 10Ml Amp," $2,618.61 "
6366825,Injectafer 750Mg/15Ml Inj, $5.53 
6366826,Amiodarone/Dextrose 200Ml, $-   
6366827,Darbepoetin Alfa40Mcg/0.4, $41.57 
6366828,Odansetron 2Mg/Ml Mdv Inj, $4.85 
6366829,Morphine 2.5Mg/50ML Peds, $55.05 
6366830,Fentanyl 500Mcg/50Ml Peds, $46.17 
6366831,Fentanyl 250Mcg/50ML Peds, $15.90 
6366832,Lidocaine 200Mg/50Ml Peds, $42.85 
6366833,Milrinone 10Mg/50ML Peds, $128.55 
6366834,Phenylephrn 8Mg/50Ml Peds, $37.10 
6366835,Labetalol 100Mg/50ML Peds, $25.25 
6366836,Isoprtrnl 0.6Mg/50Ml Peds," $5,531.45 "
6366837,Nitropruss 2.5Mg/50ML Peds, $927.00 
6366838,Epinephrine 0.8Mg/50ML Peds, $17.10 
6366839,Terbutaline 25Mg/50Ml Ped," $1,389.75 "
6366840,Esmolol 300Mg/30Ml Peds, $115.51 
6366841,Midazolam 25Mg/50ML Peds, $88.90 
6366843,Arformoterol 15Mcg/2Ml, $81.05 
6366844,Fluzone Quad 3 Yrs+, $78.25 
6366845,Makena 250Mg/Ml Mdv," $2,737.65 "
6366846,Anidulafungin 100Mg Sdv, $10.04 
6366847,Methadone 10Mg/Ml Mdv, $108.55 
6366848,Insulin Lispro 300 U/3Ml, $5.71 
6366849,Eribulin Mesylate 1Mg Sdv, $408.23 
6366850,Vedolizmab 300Mg/20Ml Sdv, $60.98 
6366852,Sod Phos 15Mm/5Ml Sdv, $68.90 
6366853,Potass Phos 15Mm/5Ml Sdv, $93.45 
6366854,Precedex 400Mcg/100Ml Iv, $619.95 
6366855,Precedex 200Mcg/50Ml Iv, $310.00 
6366859,Gentamicin/Ns Lock, $52.27 
6366860,Gentamicin/Sod Cit Lock, $52.27 
6366861,Cefazolin/Ns Lock, $55.32 
6366862,Vancomycin/ Sod Cit Lock, $83.89 
6366863,Vancomycin/Ns Lock, $83.89 
6366864,Selenium 40Mcg/Ml (Tpn), $28.25 
6366865,Heparin 100Units/Ml (Tpn), $10.38 
6366866,Methylene Blue 100Mg/10Ml, $359.36 
6366867,Belatacept 250Mg Vial Iv, $14.88 
6366868,D7.5% 250Ml Iv Sol, $-   
6366869,D12.5% 250Ml Iv Sol, $-   
6366870,D15% 250Ml Iv Sol, $-   
6366871,D17.5% 250Ml Iv Sol, $-   
6366872,D20% 250Ml Iv Sol, $-   
6366873,Ryanodex 250Mg/20Ml Vial," $10,980.70 "
6366874,Mannitol 20% 250Ml Iv, $220.10 
6366876,Sotradecol 3%, $435.95 
6366877,Erbitux 200Mg Inj, $213.19 
6366878,Cyclophospham 25Mg Cap, $52.90 
6366879,Levetiracetam 1000Mg/100, $2.54 
6366880,Ethyl Alcohol 98%, $497.20 
6366881,Midazolam 5Mg/Ml 10Ml, $0.94 
6366882,Granix 300Mcg Syr, $4.23 
6366883,Granix 480Mcg Syr," $1,302.62 "
6366884,Humate-P (Vwf Units)," $3,460.20 "
6366885,Chlorothiazide 500Mg Vial," $1,661.20 "
6366886,Sufenta 50Mcg/Ml Amp 2Ml, $51.40 
6366887,Copaxone 20Mg/Ml Syr," $23,215.25 "
6366888,Unasyn 3 Gram Iv Vial, $40.05 
6366889,Levetiracetam 500Mg/100Ml, $3.05 
6366890,Keppra 1500Mg/100Ml, $2.54 
6366891,Vancomycin 500Mg Vial, $47.50 
6366892,Ropivacaine 0.2% Onq Pump," $1,503.24 "
6366893,Cleviprex 25Mg/50Ml Vial, $15.55 
6366894,Cleviprex 50Mg/100Ml Vial, $15.55 
6366895,Dopamine 400Mg/10Ml Sdv, $1.08 
6366896,Berinert 500 Units Sdv, $151.11 
6366897,Doxorubicin Lipo 20Mg Inj," $2,122.13 "
6366898,Nivolumab 100Mg/10Ml Iv, $109.83 
6366899,Cyramza 500Mg/50Ml Iv," $16,862.13 "
6366900,Starter Tpn D12.5W Aa3%, $22.60 
6366901,Nivolumab 40Mg/4Ml Iv, $109.83 
6366902,Paliperidone 117Mg/0.75Ml, $37.27 
6366903,Multitrace - 4 Ped 3Ml, $14.75 
6366904,Prohance 279 20Ml Inj, $347.54 
6366905,Prohance 279 15Ml Inj, $281.41 
6366906,Morphine 4Mg Inj 1Ml, $10.38 
6366907,Lidocaine 2% Amp 2Ml Inj, $4.33 
6366908,Recombivax Pf 40Mcg/Ml, $922.35 
6366909,Idarucizumab 2.5Gm/50Ml," $7,665.00 "
6366910,Aripiprazole Er 400Mg Inj, $19.67 
6366911,Fluorouracil 1 Gram Inj, $20.35 
6366912,Ethanolamin 5% 2Ml Amp," $1,872.50 "
6366913,Aggrestat 5Mg Premix, $917.00 
6366914,Morphine Pf 250Mg/10Ml, $1.88 
6366915,Sodium Acetate 400Meq, $49.20 
6366916,Cefotaxime 10G/100Ml Mdv, $1.84 
6366917,Depo Medrol 40 Mg/Ml Inj, $56.15 
6366918,Kenalog 40 Inj 1Ml, $58.74 
6366919,Lidocaine 1% 50Ml Inj, $40.71 
6366920,Naropin 5Mg/Ml 20Ml, $69.39 
6366921,Sensorcaine 0.5% Pf Vial, $39.80 
6366922,Sod Chloride 0.9% 10Ml, $19.53 
6366923,Gentamicin 80Mg Vial, $21.45 
6366924,Puraply Per Sq Cm, $179.15 
6366925,Sugammadex 500Mg/5Ml Inj, $882.70 
6366926,Sugammadex 200Mg/2Ml Inj, $481.95 
6366927,Gentamicin 800Mg/20Ml Mdv, $9.70 
6366928,Darbepoetin 100Mcg/1Ml," $2,301.45 "
6366929,Pemetrexed 100Mg Inj, $225.79 
6366930,Ceftriaxone 2Gm Inj, $2.44 
6366931,Aztreonam 2Gm Vial Inj, $344.80 
6366932,Ipilimumab 200Mg/40Ml Iv, $538.30 
6366933,Ipilimumab 50Mg/10Ml Iv, $538.30 
6366934,Copaxone 40Mg/Ml Syr," $1,142.23 "
6366935,Lorazepam 0.2Mg/Ml Inj, $9.70 
6366936,Vanco Enema 500Mg/100Ml, $65.45 
6366937,Intron 50Mmu Pwd Inj," $3,708.35 "
6366938,Irinotecan 40Mg Inj, $49.95 
6366939,Idarubicin 10Mg Inj, $508.95 
6366940,Multihance Gadolineum10Ml, $32.46 
6366941,Vancomycin 750Mg Vial Op, $52.60 
6366942,Daptomycin Rf 500Mg Vial, $362.65 
6366943,Bupivacaine Pf 0.25% 10Ml, $22.40 
6366945,Multihance Gadolineum 5Ml, $33.09 
6366947,Stelara 130mg Iv, $53.91 
6366948,Cinryze 500 Unit Vial, $170.82 
6366949,Phentolamine 5Mg/2Ml Inj," $1,313.25 "
6366950,Aprepitant 40Mg Cap, $63.91 
6366951,Rocephin 1G/50Ml Duplex, $94.45 
6366952,Kadcyla 100 Mg Vial, $123.30 
6366953,Kadcyla 160 Mg Vial, $123.30 
6366954,Ofirmev 10Mg/Ml Ped Inj, $1.98 
6366955,Albumin 25% Inj Ped, $269.70 
6366956,Albumin 5% Inj Ped, $269.70 
6366957,Prostin 300Mcg/30Ml Ped, $1.51 
6366958,Amikacin 2.5Mg/Ml Inj Ped, $1.94 
6366959,Amicar 20Mg/Ml Inj Ped, $35.60 
6366960,Aminophylline Inj Ped, $69.75 
6366961,Amiodarone 1.8Mg/Ml Ped, $11.50 
6366962,Amiodarone 180Mg/100 Ped, $23.00 
6366963,Digifab 10Mg/Ml Inj Ped," $13,775.10 "
6366964,Diltiazem 50Mg/50Ml Ped, $35.50 
6366965,Fentanyl 5Mcg/Ml Inj Ped, $15.90 
6366966,Heparin 5000Unit/50Ml Ped, $47.25 
6366967,Dilaudid 6Mg/30Ml Inj Ped, $78.65 
6366968,Dilaudid 0.1Mg/Ml Inj Ped, $13.15 
6366969,Solu Medrol 10Mg/Ml Ped, $53.65 
6366970,Midazolam 5Mg/50Ml Peds, $20.55 
6366971,Morphine 50Mg/50Ml Peds, $275.15 
6366972,Nicardipine 5Mg/50Ml Ped, $489.25 
6366973,Depacon 50Mg/50Ml Inj Ped, $20.70 
6366974,Depacon 1Mg/Ml Inj Ped, $45.45 
6366975,Pitressin 10Unit/50Ml Ped, $356.60 
6366976,Pitressin 6Unit/30Ml Ped, $338.55 
6366977,Phenytoin 5Mg/Ml Inj Ped, $4.85 
6366978,Keppra 10Mg/Ml Inj Ped, $1.17 
6366979,Nitro 10Mg/100Ml Inj Ped, $49.35 
6366980,Ivig 0.1G/Ml Inj Ped, $61.95 
6366981,Potassium Chloride Ped 0.04 Meq/Ml Inj, $0.53 
6366982,Diprivan 10Mg/Ml Inj Ped, $18.55 
6366983,Pronestyl 120Mg/30Ml Ped, $64.00 
6366984,Pronestyl 4Mg/Ml Inj Ped, $9.70 
6366985,Digoxin 20Mcg/Ml Inj Ped, $334.25 
6366986,Sod Biacrb 0.5Meq/Ml Ped, $88.00 
6366987,Pot Phos 0.05Mmol/Ml Ped, $68.90 
6366988,Sod Phos 0.05Mmol/Ml Ped, $68.90 
6366989,Alteplase 25Mg/50Ml Ped," $6,600.30 "
6366990,Zosyn 45Mg/Ml Inj Ped," $1,596.60 "
6366991,Bactrim 1Mg/Ml Inj Ped, $9.70 
6366992,Insulin R 50Unit/50Ml Ped, $21.30 
6366993,Insulin R 15Unit/30Ml Ped, $9.70 
6366994,Solumedrol 500Mg Inj (Hd), $268.70 
6366995,Calcium Chlor 10Mg/Ml Ped, $50.25 
6366996,Unasyn 45Mg/Ml Inj Ped, $23.50 
6366997,Brentuximab Vedotin 50Mg, $511.29 
6366998,Solu-Medrol 40Mg Vial Op, $43.15 
6366999,Methylene Blue 50Mg/10Ml, $21.11 
6367000,Cangrelor 50 Mg Vial Inj, $65.61 
6367001,Mitomycin 0.2Mg Oph Kit," $1,669.35 "
6367002,Firmagon 240Mg Kit," $4,709.75 "
6367003,Pot Chlor 0.2Meq/Ml Ped, $2.15 
6367004,Ustekinumab 90Mg 1Ml Syr, $795.26 
6367005,Filgrastim-Sndz 300 Inj, $5.13 
6367006,Filgrastim-Sndz 480 Inj, $4.01 
6367007,Pegloticase 8Mg Vial," $9,257.79 "
6367008,Vitamin A 50K Unit/Ml 2Ml, $253.10 
6367009,Fent/Ropi 100Mcg/50Ml Syr, $202.20 
6367010,Ropivacaine 0.2% 60Ml Syr, $3.22 
6367011,Fent/Ropi 500Mcg/250Ml Ns, $439.60 
6367012,Trastuzumab 150Mg Vial," $5,361.75 "
6367013,Isovue 300 75 Ml, $5.44 
6367014,Gastroview 30 Ml, $2.42 
6367015,Gastrografin 120 Ml, $353.55 
6367016,Aripiprazole Lauroxil 882MG," $6,521.00 "
6367017,Valrubicin Inj 200 Mg," $4,171.70 "
6367018,Daratumumab 100 Mg/5Ml," $2,076.90 "
6367019,Aripiprazole ER 300mg inj," $4,566.95 "
6367020,Risperidone 12.5mg inj, $667.95 
6367021,Daratumumab 400mg/20ml," $8,307.50 "
6367022,Cidofovir 375MG/5ML Vial," $3,472.75 "
6367023,Duramorph 0.15mg/0.15ml, $9.70 
6367024,Pembrolizumab 100mg/4ml," $16,720.40 "
6367026,Lidocaine 1% 50Mg/5Ml Syr, $10.03 
6367027,Ertapenem 1 GM Adv Inj, $342.93 
6367028,Ibuprofen 20Mg/2Ml Inj," $2,800.95 "
6367029,Ibuprofen 5Mg/ML Peds Inj, $66.75 
6367030,Diltiazem 125mg/125ml pm, $188.95 
6367031,Mepolizumab 100mg Inj," $11,729.65 "
6367032,Starter TPN D110W AA3%, $189.10 
6367033,Ocrelizumab 30Mg/ML 10ML," $71,175.00 "
6367034,Temozolomide 140Mg Cap, $347.90 
6367035,Inj Perflutren Lipid Microspheres, $325.00 
6367036,Avycaz 2.5 Gm Vial," $1,445.75 "
6367037,Menveo Vaccine, $607.50 
6367038,Benefix 500 Unit Inj, $9.70 
6367039,Benefix 1000 Units Inj, $172.90 
6367040,Benefix 2000 Units Inj, $9.70 
6367041,Dilaudid 10mg/ml 50ml SDV, $4.75 
6367042,Hexaminolevulinate 100Mg," $3,167.25 "
6367043,Estradiol Valerate 20 mg/mL IM Inj 1 mL, $104.40 
6367044,Smof Fat Emulsion 20%, $122.80 
6367045,Trabectedin 1 Mg Vial," $11,559.95 "
6367046,Denosumab 60 Mg/Ml 1Ml Syr," $4,941.55 "
6367047,Methocarbamol 1000MG/10Ml, $331.45 
6367048,Flucelvax, $108.10 
6367050,"Lido1.5 Epi 1:200,000 5ml", $18.08 
6367051,Zerbaxa 1 g-0.5 g Pow-Inj, $25.50 
6800000,Urgent Care Clinic O N/C, $-   
6800021,New E/M Level 1 Tech, $182.75 
6800022,New E/M Level 2 Tech, $218.25 
6800023,New E/M Level 3 Tech, $284.25 
6800024,New E/M Level 4 Tech, $370.50 
6800025,New E/M Level 5 Tech, $467.00 
6800031,Est E/M Level 1 Tech, $182.75 
6800032,Est E/M Level 2 Tech, $218.25 
6800033,Est E/M Level 3 Tech, $284.25 
6800034,Est E/M Level 4 Tech, $370.50 
6800035,Est E/M Level 5 Tech, $467.00 
7100050,Post Anesth Care 30 Min, $558.25 
7100051,Post Anesth Care Ea 15Min, $139.50 
7100052,Post Proc Phase I 30 Min, $558.25 
7100053,Post Proc Phase I 15 Min, $139.50 
7200021,Minor Surg Aft Hr 1 1/2 L," $3,246.00 "
7200025,Sonogram, $446.25 
7200049,C-Section-Ob-1 Hr," $5,136.00 "
7200050,C-Section-Ob-Addtl 1/2 Hr, $714.50 
7200051,C-Sect-Ob-Aft Hr-1 Hr," $5,498.50 "
7200052,C-Sect Aft Hr Addl 1/2 Hr, $714.50 
7200053,Minor Surg Aft Hr 1 Hr-Ob," $2,935.75 "
7200055,Recovery Room Ob 30Minute, $558.25 
7200056,Recovery Room Ob Add15Min, $139.50 
7200060,Delivery/Recovery," $3,248.00 "
7200067,Infant Hearing Screen I/P, $67.00 
7200068,Infant Hearing Screen O/P, $61.00 
7200069,Infant Hear Re-Screen O/P, $67.00 
7200070,C-Sect Aft Hr Subsq 1/2Hr, $714.50 
7200071,C-Section-Ob-Subsq 1/2Hr, $714.50 
7300420,Rhythm ECG 1-3 Lead; Tracing Only, $172.50 
7310009,Holter Scan/Rpt 24 Hr, $394.25 
7310035,Holter Recording 24 Hr, $372.00 
7400002,Eeg Awake & Sleep, $927.25 
7400003,Eeg Cerebral Death Only," $1,208.00 "
7400005,Polysomnography," $4,217.25 "
7400006,Polysomnography < 6 Hours," $4,217.25 "
7400007,Brainstem Evoked Response, $771.50 
7400011,Polysomography With Cpap," $4,416.75 "
7400012,Home Sleep Test Type 3, $921.00 
7400035,Eeg & Video Rec Ea 24Hrs, $950.00 
7400037,Eeg Greater Than 1 Hour," $1,046.50 "
7400041,Eeg Extended To 1 Hour, $964.25 
7401000,Eeg Awake & Drowsy, $834.25 
7401002,Eeg Coma Or Sleep Only, $796.50 
7401005,Intraop Nerve Test Per 15, $98.25 
7401008,Polysom <6 Yrs 4/> Ptrs," $4,279.25 "
7401009,Polysom <6 Yrs Cpap/Bilvl," $4,279.25 "
7401010,Home Sleep Test Type 4, $837.25 
7500045,Thoracentesis," $2,233.00 "
7500058,Clo Test, $89.50 
7500059,Acid Reflux Prolong Study, $609.00 
7610058,Abd Paracent Initial, $869.50 
7610061,Treatment/Proc Room 0-2 H, $205.25 
7610062,Treatment/Proc Ea Adl 1/2, $68.25 
7610065,Tracheobronch Estab Inc," $2,233.00 "
7610066,Bronch Dx W/Wo Cell Wash," $3,119.75 "
7610067,Bronch W/ Brushings," $3,119.75 "
7610068,Bronch W/ Alveolar Lavage," $3,119.75 "
7610069,Bronch W/ Biopsy," $3,119.75 "
7610070,Bronch W/ Lung Biopsy," $3,119.75 "
7610071,Bronch Tb Asp Biopsy," $3,119.75 "
7610072,Bronch Rem Foreign Body," $3,119.75 "
7610078,Ugi Diagnostic Brush/Wash," $3,119.75 "
7610079,Ugi W/ Biopsy," $3,119.75 "
7610082,Ugi W/ Band Ligation," $3,119.75 "
7610083,Ugi W/ Dilation For Obst," $3,119.75 "
7610084,Ugi W/ Place Gastrost Tb," $3,119.75 "
7610085,Ugi W/ Rem Of For Body," $3,119.75 "
7610086,Ugi W/ Balloon Esoph," $3,119.75 "
7610087,Ugi W/ Rem T/P/Les," $3,119.75 "
7610088,Ugi W/ T/P/Les By Snare," $3,119.75 "
7610089,Ugi W/ Control Of Bleed," $3,119.75 "
7610090,Ugi W/ Stent," $4,896.75 "
7610092,Ercp W/ Biopsy," $3,119.75 "
7610093,Ercp W/ Sphincter/Papil," $3,119.75 "
7610094,Ercp W/ Insert Of Stent," $4,896.75 "
7610095,Ercp W/ Rem Tb/Stent Chg," $4,896.75 "
7610096,Ercp W/ Balloon Dilation," $3,119.75 "
7610097,Dilate Esoph Unguided," $2,233.00 "
7610099,Small Intestine Endo Dx," $3,119.75 "
7610100,Si Endo W/ Bleed Cntrl," $3,119.75 "
7610101,Colonoscopy Stoma," $2,233.00 "
7610103,Colonoscopy W/ Rem Hbf/Bp," $2,233.00 "
7610105,Sigmoidoscopy Dx," $2,233.00 "
7610106,Sigmoidoscopy W/ Bx," $2,233.00 "
7610107,Sigmoid W/ Rem By Hbf/Bpc," $2,233.00 "
7610108,Sigmoid W/ Rem By Snare," $2,233.00 "
7610110,Colonoscopy Dx," $2,233.00 "
7610111,Colonoscopy W/ Bx," $2,233.00 "
7610112,Colonoscopy Submucous Inj," $2,233.00 "
7610113,Colonoscopy W/ Bleed Cntr," $2,233.00 "
7610114,Colonoscopy W/ Ablation," $2,233.00 "
7610115,Colonoscopy W/Rem Hbf/Bpc," $2,233.00 "
7610116,Colonoscopy W/Rem Snare," $2,233.00 "
7610117,Colonoscopy W/ Dilation," $3,119.75 "
7610122,Esophagus Motility Study, $733.00 
7610125,Ercp Dx," $3,119.75 "
7610127,Ugi W Submucos Inj," $3,119.75 "
7610128,Sig W/ Balloon Dilation," $2,233.00 "
7610129,Ercp W Rem Calc," $3,119.75 "
7610130,Ileoscopy Thru Stoma," $2,233.00 "
7610131,Small Intestine Endo W/Bx," $3,119.75 "
7610132,Sigmoidoscop W/Submuc Inj," $2,233.00 "
7610133,Colonoscopy Stoma W Rem," $2,233.00 "
7610134,Sigmoidosc W Bleed Cntrl," $2,233.00 "
7610136,Upper Gi Endoscopy W Guid," $3,119.75 "
7610137,G-Esoph Reflux W Mucosal," $1,218.00 "
7610161,Sm Int Endo W Ileum W Bx," $3,119.75 "
7610165,Ugi W/ Inj For Varices," $3,119.75 "
7610168,Colonoscopy Stoma W/ Bx," $2,233.00 "
7610180,Sigmoidosco Flex W/Decomp," $2,233.00 "
7610181,Colonoscopy Flex W Rem Fb," $2,233.00 "
7610182,Si Endo Il W Bleed Cntrl," $3,119.75 "
7610183,Esophagoscopy W/ Us Exam," $2,233.00 "
7610184,Esophagoscopy W/ Us Fna X," $2,233.00 "
7610185,Endoscopic Us Exam Esoph," $3,119.75 "
7610186,Ugi W/ Usg Fna Or Bx," $2,233.00 "
7610187,Ugi W/ Endoscopic Us," $3,119.75 "
7610188,Sigmoidoscopy W/Us," $2,233.00 "
7610189,Sigmoid W/Us Guide Bx," $2,233.00 "
7610190,Colonoscopy W/Endo Us," $3,119.75 "
7610191,Colonoscopy W/Endo Fn Bx," $2,233.00 "
7610192,Colonoscopy Stoma W Bleed," $2,233.00 "
7610193,Egd Us Fine Needle Bx/Asp," $3,119.75 "
7610194,Colonoscopy W/ Dil Stoma," $2,233.00 "
7610195,Egd Lesion Ablation," $3,119.75 "
7610196,Egd Us Transmural Inj," $2,233.00 "
7610197,Colonoscopy W/ Injection," $2,233.00 "
7610198,Ercp Rem Forgn Body Duct," $3,780.75 "
7610199,Gi Tract Capsule Ileum," $2,233.00 "
7610200,Esophagoscopy Flex Rem Fb," $2,233.00 "
7610201,Treatment/Proc Room, $409.00 
7610202,Obstetrics Triage, $964.25 
7610203,Phlebotomy Therapeutic, $146.50 
7610204,Rsv Collection, $182.75 
7610205,Umbil Cath Nb For Dx/Tx, $376.75 
7610206,Cath Umbil Vein Unsuccess, $376.75 
7610207,Ret Cam Rop Exam, $129.75 
7610208,Debride Select <=20Sq Cen, $177.50 
7610209,Debrid Sel Add-On Ea 20Cm (Non Pt), $123.50 
7610210,Wound Vac <=50Sq Cm, $158.25 
7610213,Deb Musc/Fascia 20 Sq Cm<, $535.00 
7610214,Deb Bone 20 Sq Cm/<," $1,579.25 "
7610215,Deb Subq Tissue Add-On 20, $379.50 
7610216,Deb Musc/Fascia Add-On 20, $535.00 
7610217,Deb Bone Add-On =<20Sq Cm," $1,579.25 "
7610218,Ap Skin Sub T/A/Lg 25," $1,700.00 "
7610219,Ap Skin Sub T/A/Lg Add, $193.00 
7610220,Ap Skin Sub T/A/Lg 25 Ch," $2,740.50 "
7610221,Ap Skin Sub T/A/Lg Add Ch, $526.25 
7610222,Skn Sub F/N/Hf/G 25," $1,700.00 "
7610223,Skn Sub F/N/Hf/G Add, $193.00 
7610224,Skn Sub F/N/Hf/G Ch25," $1,700.00 "
7610225,Skn Sub F/N/H/G Ch Add, $526.25 
7610226,Apply Rigid Cont Leg Cast, $305.50 
7610227,Unna Boot Strapping, $152.25 
7610232,Appl Mult Comprs Arm/Hand, $293.75 
7610252,Lc Ap Skin Sub T/A/Lg 25," $1,700.00 "
7610253,Lc Ap Skin Sub T/A/Lg Add, $193.00 
7610254,Lc Ap Skin Sub T/A/Lg 1% Body," $2,740.50 "
7610255,Lc Ap Skin Sub T/A/Lg Add Child, $526.25 
7610256,Lc Skn Sub F/N/Hf/G 25," $1,700.00 "
7610257,Lc Skn Sub F/N/Hf/G Add, $193.00 
7610258,Lc Skn Sub F/N/Hf/G Ch25," $1,700.00 "
7610259,Lc Skn Sub F/N/H/G Add, $526.25 
7610260,Aurix Platelet Rich Plasm, $761.25 
7610262,Mist Ultrasound Therapy, $213.25 
7610267,I & D Cplx Postop Wnd Inf," $1,788.50 "
7610271,Debride Nail 6 Or More, $164.00 
7610275,Bx Bone Open Superfical," $1,788.50 "
7610285,Exc Bles S/N/Ex 2.1-3Cm," $2,395.50 "
7610286,Exc Bles S/N/Ex 3.1-4Cm," $2,395.50 "
7610289,Exc Bl Face Marg 0.6-1Cm, $676.00 
7610290,Exc Bl Face Marg 1-1.2Cm, $676.00 
7610292,Exc Bl Face Marg 3.1-4Cm," $2,395.50 "
7610293,Exc Bl Face Marg >4Cm," $2,395.50 "
7610299,Int Wnd S/A/T 30+ Cm," $2,745.00 "
7610305,Int Wnd H/N/F/G 30+Cm," $2,745.00 "
7610311,Int Wnd Face/Mm20.1-30Cm, $545.00 
7610312,Int Wnd Face/Mm 30+Cm, $545.00 
7610313,Cplx Rep Trunk 1.1-2.5 Cm, $855.00 
7610314,Cplx Rep Trunk 2.6-7.5 Cm, $855.00 
7610315,Cplx Rep Trunk Ea Add 5Cm, $855.00 
7610316,Cplx Rep S/A/L 1.1-2.5 Cm, $855.00 
7610317,Cplx Rep S/A/L 2.6-7.5 Cm, $855.00 
7610318,Cplx Rep S/A/L Ea Add 5 Cm, $855.00 
