dicyclomine 10 mg capsule 1 each BLIST PACK,$6.10 
dicyclomine 10 mg capsule 100 each BLIST PACK,$6.10 
dicyclomine 10 mg capsule 100 each Bottle,$5.55 
dicyclomine 10 mg/5 mL solution 473 mL Bottle,$15.32 
dicyclomine per 20 mg,$818.15 
DIGITRAP SMALL,$133.95 
"digoxin 125 mcg tablet 1,000 each Bottle",$12.12 
digoxin 125 mcg tablet 100 each BLIST PACK,$126.85 
"digoxin 250 mcg tablet 1,000 each Bottle",$19.41 
digoxin 250 mcg/mL solution 2 mL AMPUL,$56.16 
digoxin 50 mcg/mL solution 2.5 mL Cup,$41.66 
digoxin 50 mcg/mL solution 60 mL DROP BTL,"$1,715.28 "
digoxin immune fab 40 mg recon soln 1 vial Vial,"$36,245.50 "
dihydroergotamine mesylate per 1 mg,"$1,609.30 "
DILATERIA LAMINARIA EXTRA THICK,$82.16 
DILATERIA LAMINARIA MEDIUM,$82.16 
DILATERIA LAMINARIA THICK,$82.16 
DILATERIA LAMINARIA THIN,$82.16 
DILATOR 18CM FH 0.3MMST,"$1,996.65 "
DILATOR ANASTOMOTIC 20MM,"$1,338.75 "
DILATOR ARIA 14.5MM NM,"$5,355.00 "
DILATOR ARIA 22.5MM,"$5,355.00 "
DILATOR ARIA 6.5MM,"$5,355.00 "
DILATOR BALL RIGIFLEX 30X90X10,"$4,727.70 "
DILATOR BALLOON 10-11-12MM 30-33-36F 8CM FIXED WIR,"$1,147.50 "
DILATOR BALLOON 10-12MM 3.0CM PULMONARY CRE,"$2,218.50 "
DILATOR BALLOON 12-13.5-15MM 36-40.5-45F 8CM FIXED,"$1,147.50 "
DILATOR BALLOON 15-16.5-18MM 45-49-54F FIXED WIRE,"$1,147.50 "
DILATOR BALLOON 8-10MM 3.0CM PULMONARY CRE,"$2,218.50 "
DILATOR BALLOON ACHALASIA 35MM 105FR<DISP>,"$4,727.70 "
DILATOR BALLOON ACHALASIA 35MM 105FR<REPROCESS>,$293.84 
DILATOR BALLOON ACHALASIA 40MM 120FR,"$4,727.70 "
DILATOR FASCIAL POLY (6) SET,"$2,056.47 "
DILATOR FASCIAL POLY (8) SET,"$1,828.43 "
DILATOR MALONEY 36FR,$933.30 
DILATOR MALONEY 56FR TUNGSTEN,"$1,683.00 "
DILATOR PYLORIC COLONIC 54FR,"$1,548.36 "
DILATOR RADIOLUCENT,$765.00 
DILATOR RADIOLUCENT 19MMX140MM,$765.00 
DILATOR RENAL AMPLATZ,"$1,768.22 "
DILATOR SET  ESOPHAGEAL 48FR,$944.78 
DILATOR SET 6-30FR 30CM 20CM MODIFIED AMPLATZ,"$1,830.26 "
DILATOR SET ESOPHAGEAL 58FR,$795.60 
DILATOR URETERAL TFE,"$2,243.75 "
DILATOR VAGINAL HYMENAL SM MED LG XLG,$995.49 
DILATOR VAGINAL MILEX LARGE,$506.89 
DILATOR VAGINAL MILEX MEDIUM,$405.53 
DILATOR VAGINAL MILEX SMALL,$405.53 
DILATOR VESSEL 12FR 38X20CM,$87.06 
DILATOR VESSEL 16FR 38X20CM,$105.26 
DILATOR VESSEL 18CM,"$3,090.60 "
DILATOR VESSEL CURVED,"$1,927.80 "
DILATORS 9-12MM DISP,"$1,715.13 "
dilTIAZem (100 mg/100 mL) 100 mL Bag,$123.54 
dilTIAZem 100 mg recon soln 100 mg Vial,$123.44 
dilTIAZem 2% ointment 30 g Jar,$24.06 
dilTIAZem 2% ointment 60 g Jar,$48.13 
dilTIAZem 30 mg tablet 1 each BLIST PACK,$4.58 
dilTIAZem 30 mg tablet 100 each BLIST PACK,$4.58 
dilTIAZem 30 mg tablet 100 each Bottle,$10.20 
dilTIAZem 5 mg/mL solution 25 mL Vial,$2.27 
dilTIAZem 5 mg/mL solution 5 mL Vial,$2.78 
dilTIAZem 60 mg tablet 100 each BLIST PACK,$3.70 
dilTIAZem 90 mg tablet 1 each BLIST PACK,$2.92 
"dilTIAZem CD 120 mg capsule,extended release 24hr 1 each BLIST PACK",$4.42 
"dilTIAZem CD 120 mg capsule,extended release 24hr 100 each BLIST PACK",$4.42 
"dilTIAZem CD 180 mg capsule,extended release 24hr 1 each BLIST PACK",$3.47 
"dilTIAZem CD 180 mg capsule,extended release 24hr 100 each BLIST PACK",$12.30 
"dilTIAZem CD 180 mg capsule,extended release 24hr 90 each Bottle",$9.84 
"dilTIAZem CD 240 mg capsule,extended release 24hr 1 each BLIST PACK",$4.10 
"dilTIAZem CD 240 mg capsule,extended release 24hr 90 each Bottle",$10.47 
"dilTIAZem CD 300 mg capsule,extended release 24hr 1 each BLIST PACK",$10.95 
"dilTIAZem CD 300 mg capsule,extended release 24hr 30 each Bottle",$10.99 
diluent for epoprostenol (gly) solution 50 mL Vial,$143.96 
dimercaprol per 100 mg,"$1,965.71 "
dinoprostone 0.5 mg/3 g gel 3 g PF APPLI,"$5,784.32 "
"dinoprostone 10 mg insert, extended release 1 each Box","$3,828.44 "
"dinoprostone 10 mg insert, extended release 1 each Packet","$3,828.44 "
"diph,pertus(acel),tet ped (PF) per 1 each",$222.58 
"diph,pertuss(acel),tet vac(PF) (2 Lf-(2.5-5-3-5 mcg)-5Lf/0.5 mL) syringe 0.5 mL Syringe",$428.74 
"diph,pertuss(acel),tet vac(PF) (2 Lf-(2.5-5-3-5 mcg)-5Lf/0.5 mL) syringe 0.5 mL Vial",$428.73 
"diph,pertuss(acel),tet vac(PF) 2 Lf-(2.5-5-3-5 mcg)-5Lf/0.5 mL syringe 0.5 mL Syringe",$428.74 
diphenhydrAMINE 12.5 mg/5 mL liquid 473 mL Bottle,$48.29 
diphenhydramine-zinc acetate 1-0.1 % cream 28.3 g Tube,$32.36 
diphenoxylate-atropine 2.5-0.025 mg tablet 100 each Bottle,$8.93 
"diphth,pertus(acell),tetanus 2.5-8-5 Lf-mcg-Lf/0.5mL suspension 0.5 mL Vial",$385.94 
dipyridamole 25 mg tablet 100 each Bottle,$10.83 
dipyridamole per 10 mg,$202.16 
DIRECT MEASURE 4.0MM,"$2,991.15 "
DISC CERV 6MM X 12 MM,"$11,160.00 "
DISC CERV 6MM X 14 MM,"$11,160.00 "
DISC CERV 7MM X 14 MM,"$11,160.00 "
DISC CERV 7MM X 16 MM,"$11,160.00 "
DISC CERV 7MM X 18 MM,"$11,160.00 "
DISC CERVICAL 13x15 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 13x15 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 13x15 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 13x17 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 13x17 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 13x17 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x15 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x15 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x15 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x17 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x17 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x17 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x19 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x19 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 15x19 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 17x17 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 17x17 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 17x17 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 17x19 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 17x19 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 17x19 H7 US MOBI-C,"$14,880.00 "
DISC CERVICAL 19x19 H5 US MOBI-C,"$14,880.00 "
DISC CERVICAL 19x19 H6 US MOBI-C,"$14,880.00 "
DISC CERVICAL 19x19 H7 US MOBI-C,"$14,880.00 "
DISC DIAMOND 25.4MM,"$2,325.60 "
DISC FX KIT,"$5,874.50 "
DISC PRESTIGE 6MM X 16MM,"$11,160.00 "
DISCETOMY TRAY 2.0MM LUMBAR PERCUTANEOUS NUCLEOTOM,"$9,180.00 "
DISCLOSING WAX 57GM IVORY JAR,$217.18 
DISCONTINUED,"$4,972.50 "
disopyramide 100 mg capsule 100 each Bottle,$29.17 
disopyramide 150 mg capsule 100 each Bottle,$22.98 
DISP PATIENT SET FMS 24PK,$436.05 
DISPENCER SPECULA OTOSCOPE,$114.46 
DISPENSER GLOVE DOUBLE WIRE VERTICAL,$189.34 
DISPENSER WHITE FLOSS FIX,$173.35 
DISPENSING GUN 50 75ML,$942.40 
DISPOS A TRAP COMPLETE 3.5 GAL,$325.58 
DISPOS A TRAP REFILL 3.5 GAL,$163.79 
DISPOSABLE DISTRACTION SCREW 12 MM,$371.03 
DISPOSABLE KIT 100-0071,"$6,502.50 "
DISSECTOR ARTICULATING EXTRA LONG 5MM SILS,$612.19 
DISSECTOR BIPOLAR CURVED,"$10,530.00 "
DISSECTOR MARTIN,"$9,906.75 "
DISSECTOR MARYLAND DAVINCI S/SI SINGLE-SITE,"$4,972.50 "
DISSECTOR MARYLAND ENDOWRIST DAVINCI S/SI,"$16,770.00 "
DISSECTOR PERISCOPE,"$9,906.75 "
DISSECTOR REALIZE ENDOSCOPIC,"$1,453.50 "
DISSECTOR ULTRASONIC SONICISION,"$2,486.25 "
DISTAL BICEPS BUTTON 12MM REPAIR SYSTEM,"$1,639.46 "
DISTAL BICEPS REPAIR IMPLANT SYSTEM,"$4,723.88 "
DISTAL FEMORAL IMPLANT 35MM VANGUARD PS CUSTOM,"$35,650.00 "
disulfiram 250 mg tablet 30 each Bottle,$41.25 
"divalproex 125 mg tablet,delayed release (DR/EC) 100 each Bottle",$9.16 
divalproex 250 mg tablet extended release 24 hr 1 each BLIST PACK,$24.98 
divalproex 250 mg tablet extended release 24 hr 80 each BLIST PACK,$15.53 
"divalproex 250 mg tablet,delayed release (DR/EC) 100 each Bottle",$0.64 
divalproex 500 mg tablet extended release 24 hr 100 each Bottle,$20.80 
"divalproex 500 mg tablet,delayed release (DR/EC) 1 each BLIST PACK",$8.24 
"divalproex 500 mg tablet,delayed release (DR/EC) 100 each Bottle",$10.19 
"divalproex 500 mg tablet,delayed release (DR/EC) 90 each BLIST PACK",$8.24 
"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 100 each BLIST PACK",$14.49 
"divalproex sprinkle 125 mg capsule, delayed rel sprinkle 100 each Bottle",$11.42 
DIVIDER KIT DRAWER MODULAR,$382.50 
DO NOT USE PLATE ANTERIOR 7 HOLE - STRYKER ORTHO,"$6,838.65 "
DOBUTamine (3200 mcg/mL) 12.8 mL Bag,$35.94 
dobutamine per 250 mg,$127.63 
DOCEtaxel 20 mg/2 mL (10 mg/mL) solution 2 mL Vial,"$3,875.10 "
DOCEtaxel 20 mg/mL (1 mL) solution 1 mL Vial,$765.75 
DOCEtaxel 80 mg/4 mL (20 mg/mL) solution 4 mL Vial,"$3,728.18 "
DOCEtaxel 80 mg/8 mL (10 mg/mL) solution 8 mL Vial,"$15,500.50 "
docusate 50 mg/5 mL liquid 10 mL BLIST PACK,$7.15 
docusate 50 mg/5 mL liquid 10 mL Cup,$6.84 
docusate calcium 240 mg capsule 100 each Bottle,$0.93 
docusate sodium 100 mg capsule 750 each BLIST PACK,$0.19 
dofetilide 125 mcg capsule 14 each Bottle,$96.96 
dofetilide 125 mcg capsule 60 each Bottle,$106.11 
dolutegravir 50 mg tablet 30 each Bottle,$564.14 
DOME TALAR INBONE SZ 2 RGT/LFT,"$13,543.90 "
DOME TALAR INBONE SZ 3 RGT/LFT,"$13,543.90 "
DOME TALAR INBONE SZ 4 RGT/LFT,"$13,543.90 "
DOME TALAR INBONE SZ 5 RGT/LFT,"$13,543.90 "
DOME TALAR INBONE SZ 6 RGT/LFT,"$13,543.90 "
DOME TALAR SZ-1 RIGHT + LEFT SULCUS TOTAL ANKLE SY,"$15,261.92 "
DOME TALAR SZ2 RIGHT + LEFT SULCUS TOTAL ANKLE INBONE II,"$15,261.92 "
DOME TALAR SZ3 RIGHT + LEFT SULCUS TOTAL ANKLE INB,"$15,261.92 "
DOMINO PARALLE 5.5 CLOSED,"$5,850.00 "
donepezil 5 mg tablet 1 each BLIST PACK,$7.92 
donepezil 5 mg tablet 100 each BLIST PACK,$1.39 
donepezil 5 mg tablet 90 each Bottle,$79.54 
dopamine (3200 mcg/mL) 50 mL Bag,$39.31 
DOPamine 400 mg/10 mL (40 mg/mL) solution 10 mL Vial,$19.19 
dopamine per 40 mg,$196.54 
dornase alfa per 1 mg,"$1,173.33 "
dorzolamide 2 % drops 10 mL DROP BTL,$681.52 
dorzolamide-timolol 22.3-6.8 mg/mL drops 10 mL DROP BTL,"$1,251.75 "
doxazosin 1 mg tablet 1 each BLIST PACK,$38.44 
doxazosin 2 mg tablet 1 each BLIST PACK,$19.18 
doxazosin 2 mg tablet 100 each BLIST PACK,$19.18 
doxepin 10 mg capsule 1 each BLIST PACK,$6.52 
doxepin 10 mg capsule 100 each BLIST PACK,$6.52 
doxepin 25 mg capsule 1 each BLIST PACK,$8.61 
doxepin 25 mg capsule 100 each Bottle,$8.39 
doxepin 50 mg capsule 1 each BLIST PACK,$5.96 
doxepin 50 mg capsule 100 each BLIST PACK,$5.96 
doxercalciferol 0.5 mcg capsule 50 each Bottle,$148.40 
doxercalciferol per 1 mcg,$127.63 
DOXOrubicin 10 mg/5 mL solution 5 mL Vial,$102.10 
DOXOrubicin 50 mg/25 mL solution 25 mL Vial,$247.08 
doxorubicin liposomal per 10 mg,"$11,872.19 "
doxorubicin per 10 mg,"$2,987.24 "
doxycycline 100 mg capsule 50 each Bottle,$12.09 
doxycycline 100 mg capsule 500 each Bottle,$7.66 
doxycycline 100 mg recon soln 100 mg Vial,$246.67 
doxycycline 100 mg tablet 50 each Bottle,$25.12 
doxycycline 50 mg capsule 100 each Bottle,$14.81 
doxycycline monohydrate 25 mg/5 mL suspension for reconstitution 60 mL Bottle,$270.77 
doxycyline 250 mL Bag,"$61,668.40 "
DRAIN ALL PURPOSE SKATER 8FR 30CM,$619.65 
DRAIN BLAKE 15FR ROUND,$438.60 
DRAIN BLAKE 19FR FULL FLUTED,$370.54 
DRAIN CHEST MOBILE 500ML MINI 500,$497.25 
DRAIN CHEST OASIS DRY SUCT SNGL W/O BAG,$252.07 
DRAIN HEMOVAC LARGE 1/4IN KIT,$137.70 
DRAIN JP 7FR ROUND 3/16 WOUND,$94.71 
DRAIN JP CHANNEL 10FR ROUND,$438.60 
DRAIN LUMBAR,"$1,390.16 "
DRAIN LUMBAR EXT SYSTEM NEURO,"$1,919.77 "
DRAIN REINFUSION SYSTEM,$803.25 
DRAIN RELIAVAC 1/8IN KIT,$137.70 
DRAIN ROUND 1/4 LG,$89.28 
DRAIN ROUND 1/8 SM SILICONE,$92.72 
DRAIN ROUND 7FR,$749.71 
DRAIN TEAR 3.5X14MM MEDPOR-COATED,"$2,149.65 "
DRAIN TEAR 3.5X17MM MEDPOR-COATED,"$2,149.65 "
DRAINAGE ACCESS 16GA 9FR SET,"$3,315.28 "
DRAINAGE ASPIRA KIT,"$6,449.63 "
DRAINAGE BAG EXTERNAL CSF,"$1,702.89 "
DRAINAGE CHEST COLLECTION CHAMBER PLEUREVAC MINI SAHARA,"$1,498.12 "
DRAINAGE LINE LOCKABLE PLUERX KIT,$260.10 
DRAINAGE NEURO BAG/LINE SYSTEM,$818.55 
DRAINAGE SYSTEM ASPIRA PLEURAL,$238.68 
DRAINAGE SYSTEM CSF EXTERNAL ACCUDRAIN,"$1,992.06 "
DRAINAGE SYSTEM PLERUAL ASPIRA KIT,"$7,063.88 "
DRAINAGE TLS SYSTEM 10FR ROUND,$307.28 
DRAINAGE TLS SYSTEM 7FR,$299.63 
DRAPE AND BAG KIT,$130.43 
DRAPE ARM DAVINCI XI,$397.80 
DRAPE ARM STOWED ROBOTIC DAVINCI XI,$82.94 
DRAPE ARTHROSCOPY SHOULDER 102X160 FEN FLUID PORT,$110.62 
DRAPE C-ARM 9600/9800,$149.18 
DRAPE C-ARM MINI VIEW,$103.28 
DRAPE C-ARM PLATE PROTECTOR FOOTSWITCH COVER,$130.05 
DRAPE CESAREAN BIRTH,$99.92 
DRAPE CRANIOTOMY INCISE 110X70,$95.74 
DRAPE DAVINCI CAMERA ARM,$321.30 
DRAPE DAVINCI CAMERA HEAD,$313.65 
DRAPE DAVINCI INSTRUMENT ARM,$344.25 
DRAPE DAVINCI MONITOR,$214.20 
DRAPE EXTREMITY BOHN 138X185 IN,$918.00 
DRAPE EYE FENESTRATED 22X22,$191.86 
DRAPE IOBAN 2 LARGE ISOLATION FILM,$158.42 
DRAPE LAP CHOLE W/O POUCH,$79.17 
DRAPE LAP INCISE,$77.92 
DRAPE LAVH LAPAROSCOPIC ASSISTED VAGINAL HYSTERECT,$111.00 
DRAPE LOWER-EXTREMITY 114X88X126IN W/ARMBOARD COVE,$105.70 
DRAPE MICROSCOPE,$224.91 
DRAPE MICROSCOPE 46X120IN,$214.20 
DRAPE MICROSCOPE 54X150,$236.96 
DRAPE MICROSCOPE 54X150IN LEICA,$202.73 
DRAPE MICROSCOPE CLEAR LENS,$96.47 
DRAPE MICROSCOPE LASR 40.5X120,$166.86 
DRAPE MICROSCOPE ZEISS,$202.11 
DRAPE PATIENT SCAN,$198.90 
DRAPE PELVIC SINGLE STEP,"$1,028.16 "
DRAPE PICC DUAL-FENSTRATION W/3-PERFORATIONS ADVAN,$83.08 
DRAPE RIO KIT ONE PIECE WITH POCKETS,$259.72 
DRAPE ROBOTIC ABDOMINAL,$199.92 
DRAPE SHOULDER TIBURON BEACH CHAIR,$149.37 
DRAPE SHOWER CURTAIN/VERTICAL,$185.60 
DRAPE SLUSH 40X44 CLR PLASTIC,$264.38 
DRAPE SPLIT CV HEAVY DUTY,$134.06 
DRAPE STERI INCISE MED 24X18,$390.97 
DRAPE SWITCH SPIDER2,$331.25 
DRAPE SYS UNIVERSAL HEAVY DUTY,$181.52 
DRAPE UB POUCH W/O NOZZLE,$731.03 
DRAPE UNDER BUTTOCKS + FLUID COLLECTION SET,$227.97 
DRAPE WARMER ORS-300,$301.22 
DRAPE WILDE MICROSCOPE,$118.58 
DRAWER FULL BOX 22X16X2.50IN SWAP-AND-GO CART,$239.06 
DRAWER HALF BOX 10.88X16.38X2.25IN SWAP-AND-GO CART,$141.53 
DREAMTOME 44  20CM W/260CM GUIDEWIRE,"$2,983.50 "
DRESSING ABDOMINAL FOAM XLG,"$2,498.83 "
DRESSING ABDOMINAL SENSATRAC WOUND V.A.C.,"$2,815.20 "
DRESSING ACTICOAT 6X6,$239.83 
DRESSING ANTIMICROBIAL HYDROFIBER 3.5 X9 AQUACEL AG,$273.11 
DRESSING BARRIER ANTIMICROBIAL 3.8CM-W/SLIT ACTICO,$79.56 
DRESSING BURN 12X16 FOIL PACK STERILE GEL-SOAKED F,$152.92 
DRESSING BURN 4X16 STERILE GEL-SOAKED UPPER/LOWER,$84.07 
DRESSING BURN 8X18 STERILE GEL-SOAKED POSTERIOR/AN,$114.67 
DRESSING BURN 8X22 FOIL PACK STERILE GEL-SOAKED HA,$152.92 
DRESSING DENTAL HEM CON,$242.28 
DRESSING DRAWTEX WOUND 4X39,$329.18 
DRESSING GRANUFOAM SILVER LRG,$634.83 
DRESSING GRANUFOAM SILVER MED,$532.47 
DRESSING GRANUFOAM SILVER SMALL,$433.37 
DRESSING HEEL SILICONE FOAM MEPILEX,$85.44 
DRESSING HYDROFFERA BLUE 6X6,$115.20 
DRESSING INTERDRY AG W ANTIMICR SILVER 10IN X 144,$367.20 
DRESSING KIT ASPIRA,$151.47 
DRESSING KIT TRAC EXLARGE WOUND V.A.C.,$421.99 
DRESSING KIT TRAC LARGE WOUND V.A.C.,$407.29 
DRESSING KIT TRAC MEDIUM WOUND V.A.C.,$337.50 
DRESSING KIT TRAC SMALL WOUND V.A.C.,$267.66 
DRESSING MEPILEX BORDER SACRUM 9.2X9.2 IN,$77.27 
DRESSING NASAL 8CM DRAWSTRING STANDARD MEROCEL,$114.02 
DRESSING NASAL DOYLE W/DS 8CM,$189.38 
DRESSING NASAL STD W/DS+A 4.5,$106.18 
DRESSING OPEN ABDOMEN ABTHERA WOUND V.A.C.,"$2,597.18 "
DRESSING SILVER MEDIUM SENSATRAC WOUND V.A.C.,$457.35 
DRESSING SURGICAL 3.5X6.0IN STERILE SILVER AG AQUA,$218.48 
DRESSING SURGICAL-COVER 9X35CM AQUACEL,$304.32 
DRESSING WOUND 10X15 WHT FOAM,$99.42 
DRESSING WOUND 10X7.5 WHT FOAM,$77.77 
DRESSING WOUND 4X10IN BILAYER  DO NOT USE-APPROVED ONE USE,"$16,957.00 "
DRESSING WOUND COLLAGEN 9X9CM FENSTRATED UNITE BIO,"$9,284.50 "
DRESSING WOUND HYDRO 4X4,$114.70 
DRESSING WOUND HYDRO 6X6 SCRL,$93.18 
DRESSING WOUND MATRIX 2X2 NON HUMAN,"$6,131.80 "
DRESSING WOUND MATRIX 4 X 5,"$6,131.80 "
DRESSING WOUND MATRIX BI 8X10 NON HUMAN,"$20,317.40 "
DRESSING WOUND PURACOL PLUS 4X4,$187.81 
DRESSING WOUND SELF ADAPTIVE ENLUXTRA 6X6,$87.47 
DRESSING WOUND V.A.C. WHITE 10X7.5CM,$362.15 
DRILL,$589.05 
DRILL 12MM,"$1,071.00 "
DRILL 14MM,"$1,874.25 "
DRILL 2.0MM,"$1,185.60 "
DRILL 2.25MM EXTRA SMALL CANNULATED HAMMERTOE FIXATION PHALINX,"$1,661.96 "
DRILL 2.25MM EXTRA SMALL NON-CANNULATED HAMMERTOE FIXATION PHALINX,"$1,359.79 "
DRILL 2.2MM,"$1,491.75 "
DRILL 2.2MM EXTRA SMALL NON-CANNULATED PHALINX,"$1,359.79 "
DRILL 2.45MM SMALL CANNULATED PHALINX,"$1,660.05 "
DRILL 2.45MM SMALL NON-CANNULATED HAMMERTOE FIXATI,"$1,359.79 "
DRILL 2.45MM SMALL NON-CANNULATED HAMMERTOE FIXATION PHALINX,"$1,359.79 "
DRILL 2.55MM MEDIUM NON-CANNULATED HAMMERTOE FIXATION PHALINX,"$1,359.79 "
DRILL 2.55MM MEDIUM PHALINX,"$1,359.79 "
DRILL 2.65MM EXTRA SMALL NON-CANNULATED PHALINX,"$1,359.79 "
DRILL 2.75MM,"$2,543.63 "
DRILL 2.7MM W/STOP SHOULDER SYSTEM COMPREHENSIVE REVERSE,"$1,217.27 "
DRILL 3.5MM,"$1,071.00 "
DRILL 3.9MM SALVATION,"$1,156.68 "
DRILL 38MM W/6MM SHANK,"$2,829.74 "
DRILL 4.0MM,"$1,071.00 "
DRILL 4.8 W/ 6MM SHANK,"$2,829.74 "
DRILL 4.8MM SHORT,"$2,967.44 "
DRILL 4MM,"$1,338.75 "
DRILL 4MM PEG TALAR TOTAL ANKLE INBONE II,$783.44 
DRILL 5.0MM SALVATION,"$2,417.40 "
DRILL 6.5MM,"$1,071.00 "
DRILL 8MM ANCHOR-C,"$2,195.55 "
DRILL ACUTRAK MICRO,"$1,652.40 "
DRILL ACUTRAK PROFILE 2MM,"$1,652.40 "
DRILL ADJUSTABLE 2.4MM,"$1,071.00 "
DRILL ADJUSTABLE DRILL,"$1,981.35 "
DRILL ANTERIOR CERV SKYLINE 16MM,"$1,071.00 "
DRILL ANTIROTATION NOTCH SZ 1 INBONE,$960.53 
DRILL ANTIROTATION NOTCH SZ 2 INBONE,$960.53 
DRILL ANTIROTATION NOTCH SZ 3 INBONE,$960.53 
DRILL ANTIROTATION NOTCH SZ 4 INBONE,$960.53 
DRILL ANTIROTATION NOTCH SZ 5 INBONE,$960.53 
DRILL ANTIROTATION NOTCH SZ 6 INBONE,$960.53 
DRILL AO SHAFT 2.0X102MM SL 50MM,$665.55 
DRILL AO SHAFT 2.6X122MM WL 70MM,$784.89 
DRILL AO SHAFT 2.7X102MM SL 50MM VARIAX,$738.99 
DRILL AO SHIFT END 1.9 X 105MM,$789.48 
DRILL ASNIN MICRO CANN 2.1MM NON STER,"$1,747.18 "
DRILL ASNIS MICRO CANN 1.7MM,"$1,698.30 "
DRILL ASNIS MICRO CANN 2.1MM,"$1,747.26 "
DRILL BIT 1.1MM + KWIRE ATTACHMENT FOR THREADED HOLE 70MM,$774.18 
DRILL BIT 1.3MM,$950.51 
DRILL BIT 14MM,"$1,071.00 "
DRILL BIT 2.5MM X 60MM,"$1,297.44 "
DRILL BIT 3.2MM W/STOP 2-FLUTE FOR QUICK COUPLING SYNAPSE,"$1,889.55 "
DRILL BIT 4X180MM,"$1,085.99 "
DRILL BONE GRAFT 6MM,"$2,960.55 "
DRILL BONE GRAFT 8MM,"$2,960.55 "
DRILL CALIBRATED 2.5MM,"$1,530.00 "
DRILL CANNULATED,"$1,998.56 "
DRILL CANNULATED 2.0,"$1,491.75 "
DRILL CANNULATED 2.2MM HAMMERTOE FIXATION PHALINX,"$1,661.96 "
DRILL CANNULATED 2.55MM MEDIUM HAMMERTOE FIXATION,"$1,661.96 "
DRILL CANNULATED 2.7MM AO,"$2,784.60 "
DRILL CANNULATED 3.0/4.0,"$2,329.43 "
DRILL CANNULATED 4.7MM,"$1,813.05 "
DRILL CANNULATED 4.9 FOR 6.5ASNISIII,"$2,677.50 "
DRILL CANNULATED 4.9MM LARGE AO FITTING,"$2,088.45 "
DRILL CANNULATED 4MM,"$1,076.40 "
DRILL CANNULATED 5MM CHARLOTTE,"$1,302.49 "
DRILL CANNULATED 6.5/7.3,"$3,748.50 "
DRILL CANNULATED 6.5MM LONG AO FITCH,"$3,552.66 "
DRILL CANNULATED 7.0 X 3.2,"$5,316.75 "
DRILL CANNULATED 8MM,"$1,285.20 "
DRILL CANNULATED 9MM,"$1,285.20 "
DRILL FIXED 12MM MOUNTAINEER OCT,"$1,071.00 "
DRILL FIXED 14MM MOUNTAINEER OCT,"$1,071.00 "
DRILL FIXED 16MM,"$1,071.00 "
DRILL FLEX OC,"$3,748.50 "
DRILL FLEXIBLE FOR 2.3 CURVED SUTURE SYSTEM BIORAP,"$1,568.25 "
DRILL FOOT CANNULATED HEAD,"$1,659.59 "
DRILL GRAD BRAD PT 3.2 LONG,"$1,858.95 "
DRILL GRAD BRAD PT 3.2MM SHORT,"$1,858.95 "
DRILL GUIDE 2.4MM,"$2,865.23 "
DRILL GUIDE C-RING ADAPTER,"$10,847.70 "
DRILL GUIDE HALLU,"$2,241.45 "
DRILL GUIDE PA/NL 2.5MM,"$8,237.52 "
DRILL GUIDE THREADED 2.5MM,"$2,065.81 "
DRILL HAND 10 GA,$459.00 
DRILL HAND 8G,$459.00 
DRILL HEAD COUNTER SINK,"$2,409.75 "
DRILL HINDFOOT 4.3MM LONG VALOR,"$1,654.54 "
DRILL HINDFOOT 4.3MM SHORT VALOR,"$1,654.54 "
DRILL HUMERAL 3.2MM,"$1,836.00 "
DRILL KIT 2.0MM FOR CONTINUOUS COMPRESSION IMPLANT,"$3,442.50 "
DRILL KIT 2.65MM FOR CONTINUOUS COMPRESSION IMPLAN,"$3,442.50 "
DRILL KIT HAMMERLOCK 2,"$3,366.00 "
DRILL KIT SPEED TRIAD,"$3,442.50 "
DRILL LONG ACUTRAK2 MICRO,"$1,843.65 "
DRILL LONG ACUTRAK2 STD,"$2,669.85 "
DRILL LONG MINI-ACUTRAK 2,"$1,836.00 "
DRILL MINI MAGNUM 3MM,$765.00 
DRILL MODULAR 14MM INVIZIA,$650.25 
DRILL NON-CANNULATED 4MM,$835.76 
DRILL OC,"$3,251.25 "
DRILL OCCIPITAL,"$1,071.00 "
DRILL PARAPOST YELLOW P42-4,$165.21 
