"Ketchikan, AK",,
PeaceHealth:  Ketchikan Medical Center,,
Hospital department charges for Services and Supplies,,
,,
,,
Charge Code,Short Description,Charge Each
2780000200,EPLT SPNL 40X22X20MM FORTIFY I 0D UPR NO SPK FTPRNT,"1,615.00"
2780000200,EPLT SPNL DISC 34.5X27MM PRODISC-L 6D MED LUMBR SPINE,"9,049.32"
2780000200,EPLT SPNL DISC PRODISC-L 11D LG SUP LUMBRS SPINE COCR STRL,"9,049.32"
2780000200,EPLT SPNL DISC PRODISC-L 11D MED SUP LUMBRS SPINE COCR ARTF,"9,049.32"
2780000200,EPLT SPNL DISC PRODISC-L 6D LG SUP STRL,"10,972.50"
2780000200,EPLT SPNL DISC PRODISC-L LG INFR STRL,"10,972.50"
2780000200,EPLT SPNL DISC PRODISC-L MED INFR LUMBRS SPINE COCR ARTF,"9,049.32"
2780000200,EPLT SPNL GRN 45MM OBELISC LE 0D LG RECT LAT CNTRP VERT BD,"4,968.50"
2780000200,EPLT SPNL GRN 45MM OBELISC LE 15D LG RECT LAT CNTRP VERT BD,"1,757.50"
2780000200,EPLT SPNL YEL 35MM OBELISC LE 0D YEL LG RECT LAT CNTRP VERT,"4,968.50"
2780000200,EPLT UPPER SPNL 14X16MM 0D FORTIFY,"1,140.00"
2720003800,ESWL AFTER HOURS CHARGE,712.50
2720003800,ESWL CASE,"3,790.50"
2720003800,ESWL FLUORO CHARGE,950.00
2720006400,EVAC BLDR COMP STRL LATEX DISP ELLIK SURG,12.98
2780016900,EXCLUDER GORE 3.3CMX23MM,"5,605.00"
2780014600,EXPANDER BREAST TABBED FX 950CC,"2,802.50"
2780014600,EXPNDR BREAST 275CC CPX 4 MED HT,"3,125.50"
2780014600,EXPNDR BREAST 350CC CPX 4 MED HT,"3,125.50"
2780014600,EXPNDR BREAST TISS 13.0 X 11.9 ALLO,"3,790.50"
2780014600,EXPNDR BREAST TISS 14.0 X 12.9 ALLO,"3,790.50"
2780014600,EXPNDR BRST 275CC 10.7CM CONTR PRO MED HT,"3,135.00"
2780014600,EXPNDR BRST 300CC HI PRO TXTR ARTOURA,"3,952.00"
2780014600,EXPNDR BRST 350CC 11.7CM CONTR PRO MED HT,"3,135.00"
2780014600,EXPNDR BRST 375CC HI PRO TXTR ARTOURA,"3,952.00"
2780014600,EXPNDR BRST 400CC 12.3X13.3CM TISS ACX,"2,270.50"
2780014600,EXPNDR BRST 450CC 12.7CM CONTR PRO MED HT,"3,135.00"
2780014600,EXPNDR BRST 450ML 6.5CM CONTR PRO TALL HT,"3,135.00"
2780014600,EXPNDR BRST 455CC ULTRA HI PRO TXTR ARTOURA,"3,952.00"
2780014600,EXPNDR BRST 500CC HI PRO TXTR ARTOURA,"3,952.00"
2780014600,EXPNDR BRST 535CC ULTRA HI PRO TXTR ARTOURA,"3,952.00"
2780014600,EXPNDR BRST 550CC 13.5CM CONTR PRO MED HT,"3,135.00"
2780014600,EXPNDR BRST 600CC HI PRO TXTR ARTOURA,"3,952.00"
2780014600,EXPNDR BRST 650CC HI PRO TXTR ARTOURA,"3,952.00"
2720005300,EXPNDR OPHTH 6.5MM MALYUGIN RING,245.42
2720005300,EXPNDR OPHTH 7MM MALYUGIN RING PUPIL,245.42
2780007100,EXPNDR TISS  460-550CC TXTR DERMASPAN MID HT,"2,840.50"
2780014600,EXPNDR TISS 11X10CM BRST 250ML STY 133MV TXTR INJ STRL,"2,147.00"
2780014600,EXPNDR TISS 11X9CM BRST 250ML STY 133SX-T TXTR TAB STRL,"2,565.00"
2780014600,EXPNDR TISS 12X10CM BRST 350ML STY 133SX-T TXTR TAB,"3,030.50"
2780014600,EXPNDR TISS 13X11CM BRST 400ML STY 133SX-T TXTR TAB,"2,565.00"
2780014600,EXPNDR TISS 14X12CM BRST 500ML STY 133SX-T TXTR TAB,"2,565.00"
2780014600,EXPNDR TISS 15X10.5CM BRST 450ML STY 133SV AND 133SV T,"2,565.00"
2780014600,EXPNDR TISS 15X15.5CM BRST 800ML STY 133FX TXTR INJ ST,"2,147.00"
2780014600,EXPNDR TISS 16X15CM BRST 700ML STY 133MV TXTR INJ ST ST,"2,147.00"
2780014600,EXPNDR TISS 180ML TXTR SRFC INTGR MAG INJ PORT ACX SIL,"2,270.50"
2780014600,EXPNDR TISS 185-285ML 2 CHMBR TXTR SRFC INTGR VLV ACX P5.5CM,"2,650.50"
2780014600,EXPNDR TISS 1L SMTH RND SALINE P7.8CM 15.5CM,"1,130.50"
2780014600,EXPNDR TISS 200ML STY 133 LOW HT VAR PRJ TXTR BIODIM SALINE,"2,261.00"
2780014600,EXPNDR TISS 200ML STY 133LV AND 133LV T LOW HT VAR PRJ TAB,"2,565.00"
2780014600,EXPNDR TISS 200ML STY 133SV AND 133SV T SHRT HT VAR PRJ,"2,565.00"
2780014600,EXPNDR TISS 200ML STY 133SV TXTR NATRELLE BIOCL MAGN-ST,"2,422.50"
2780014600,EXPNDR TISS 225-345ML 2 CHMBR TXTR SRFC INTGR VLV ACX P5.7CM,"2,650.50"
2780014600,EXPNDR TISS 250-370ML 2 CHMBR TXTR SRFC INTGR VLV ACX P5.8CM,"2,650.50"
2780014600,EXPNDR TISS 250CC 11.0X10CM MODRT HT TXTR SRFC,"2,270.50"
2780014600,EXPNDR TISS 250ML STY 133MV-T TXTR TAB STRL NATRELLE BIOCL,"2,802.50"
2780014600,EXPNDR TISS 250ML STY 133SV AND 133SV T SHRT HT VAR PRJ,"2,565.00"
2780014600,EXPNDR TISS 250ML STY 133SV TXTR MAGN-ST INJ ST STRL,"2,261.00"
2780014600,EXPNDR TISS 250ML STY 133SX TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 250ML STY 7100 LOW HT CNTRSCOPE INJ DOME,"2,850.00"
2780014600,EXPNDR TISS 250ML STY 9100 LHT SILEX  CONT PROF W/TABS,"3,135.00"
2780014600,EXPNDR TISS 275CC MED HT,"2,888.00"
2780014600,EXPNDR TISS 275ML STY 7200 MED HT CNTRSCOPE INJ DOME,"2,850.00"
2780014600,EXPNDR TISS 275ML STY 7200 MED HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 300ML STY 133 TXTR LOW HT VAR PRJ BIOSPN SALINE,"2,147.00"
2780014600,EXPNDR TISS 300ML STY 133 TXTR TAB STRL NATRELLE,"2,565.00"
2780014600,EXPNDR TISS 300ML STY 133LV AND 133LV T LOW HT VAR PRJ TAB,"2,565.00"
2780014600,EXPNDR TISS 300ML STY 133MV TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 300ML STY 133MX-T TXTR TAB STRL NATRELLE BIOCL,"2,565.00"
2780014600,EXPNDR TISS 300ML STY 133SV AND 133SV T SHRT HT VAR PRJ,"2,565.00"
2780014600,EXPNDR TISS 300ML STY 133SV TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 320-460ML 2 CHMBR TXTR SHELL SRFC INTGR VLV SUT,"2,650.50"
2780014600,EXPNDR TISS 350ML CPX3 LOW HT,"2,850.00"
2780014600,EXPNDR TISS 350ML LOW HT TXTR SELF SL PTCH FLEX SUT TAB,"3,135.00"
2780014600,EXPNDR TISS 350ML STY 133 TXTR LOW HT VAR PRJ BIODIM,"2,650.50"
2780014600,EXPNDR TISS 350ML STY 133 TXTR MAGN-ST INJ ST TAB,"2,565.00"
2780014600,EXPNDR TISS 350ML STY 133SX TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 350ML STY 7200 MED HT CNTRSCOPE INJ DOME,"3,030.50"
2780014600,EXPNDR TISS 350ML STY 7300 TLL HT CNTRSCOPE INJ DOME,"2,850.00"
2780014600,EXPNDR TISS 375ML STY 133SV TXTR NATRELLE BIOCL MAGN-ST,"2,422.50"
2780014600,EXPNDR TISS 400CC 8CM SM 12.5X11CM AEROFORM,"4,637.90"
2780014600,EXPNDR TISS 400ML STY 133 FULL HT VAR PRJ BIOSPN BIODIM,"2,147.00"
2780014600,EXPNDR TISS 400ML STY 133 TXTR LOW HT VAR PRJ CROISS ANT,"2,261.00"
2780014600,EXPNDR TISS 400ML STY 133 TXTR MAGN-ST INJ ST TAB,"2,565.00"
2780014600,EXPNDR TISS 400ML STY 133 TXTR NATRELLE W/SUT,"2,565.00"
2780014600,EXPNDR TISS 400ML STY 133 TXTR VAR PRJ NATRELLE P5.6,"2,147.00"
2780014600,EXPNDR TISS 400ML STY 133MX-T TXTR TAB STRL NATRELLE BIOCL,"2,565.00"
2780014600,EXPNDR TISS 400ML STY 133SX TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 430CC 13.0CM 12,"2,270.50"
2780014600,EXPNDR TISS 450ML CPX3 LOW HT,"2,850.00"
2780014600,EXPNDR TISS 450ML CPX3 LOW HT,"2,945.00"
2780014600,EXPNDR TISS 450ML STY 133 TXTR NATRELLE BIOCL MAGN-S,"2,147.00"
2780014600,EXPNDR TISS 450ML STY 133FX TXTR TAB STRL NATRELLE,"2,565.00"
2780014600,EXPNDR TISS 450ML STY 133SV TXTR NATRELLE BIOCL MAGN-ST,"2,422.50"
2780014600,EXPNDR TISS 450ML STY 6100 LOW HT CNTRSCOPE INJ DOME,"2,517.50"
2780014600,EXPNDR TISS 450ML STY 6100 LOW HT CNTRSCOPE INJ DOME,"2,612.50"
2780014600,EXPNDR TISS 450ML STY 6200 MED HT CNTRSCOPE INJ DOME,"2,517.50"
2780014600,EXPNDR TISS 450ML STY 6200 MED HT CNTRSCOPE INJ DOME,"2,612.50"
2780014600,EXPNDR TISS 450ML STY 7200 MED HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 450ML STY 7200 MED HT CNTRSCOPE INJ DOME,"3,030.50"
2780014600,EXPNDR TISS 450ML STY 7300 TLL HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 450ML STY 9100 TXTR SELF SL PTCH FLEX,"3,135.00"
2780014600,EXPNDR TISS 475CC ARTORA HI PRFL,"3,952.00"
2780014600,EXPNDR TISS 500ML NATRELLE BIO STY 133MX TXTR TAB STRL,"2,565.00"
2780014600,EXPNDR TISS 500ML STY 133 TXTR FULL HT VAR PRJ BIODIM BIOSPN,"2,261.00"
2780014600,EXPNDR TISS 500ML STY 133 TXTR MAGN-ST INJ ST TAB,"2,565.00"
2780014600,EXPNDR TISS 500ML STY 133 TXTR NATRELLE BIOCL MAGN-ST SALINE,"2,261.00"
2780014600,EXPNDR TISS 500ML STY 133 TXTR NATRELLE W/SUT,"2,565.00"
2780014600,EXPNDR TISS 500ML STY 133MV TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 500ML STY 133MX STRL NATRELLE BIOCL MAGN,"2,147.00"
2780014600,EXPNDR TISS 500ML STY 133MX TXTR NATRELLE BIOCL MAGN-ST,"2,147.00"
2780014600,EXPNDR TISS 500ML STY 133SX TXTR NATRELLE BIOCL MAGN-ST,"2,147.00"
2780014600,EXPNDR TISS 535CC 14CM 13CM,"2,270.50"
2780014600,EXPNDR TISS 550ML SMTH RECT P7.7CM,"1,130.50"
2780014600,EXPNDR TISS 550ML STY 133FX 133FX-T TXTR TAB STRL NATRELLE,"2,565.00"
2780014600,EXPNDR TISS 550ML STY 6300 TLL HT CNTRSCOPE INJ DOME,"2,612.50"
2780014600,EXPNDR TISS 550ML STY 7100 LOW HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 550ML STY 7200 MED HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 550ML STY 7200 MED HT CNTRSCOPE INJ DOME,"3,030.50"
2780014600,EXPNDR TISS 550ML STY 7300 TLL HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 550ML STY TR STRL NATRELLE BIOCL MAGN,"2,147.00"
2780014600,EXPNDR TISS 600ML STY 133 TXTR MODRT HT VAR PRJ STRL,"2,147.00"
2780014600,EXPNDR TISS 600ML STY 133 TXTR NATRELLE W/SUT,"2,565.00"
2780014600,EXPNDR TISS 600ML STY 133FV GEL TXTR BIODIM BIOSPN MAGN-ST,"2,565.00"
2780014600,EXPNDR TISS 600ML STY 133FV GEL TXTR BIODIM BIOSPN MAGN-ST,"2,147.00"
2780014600,EXPNDR TISS 600ML STY 133MX TXTR STRL NATRELLE BIOCL MAGN,"2,147.00"
2780014600,EXPNDR TISS 600ML STY 133MX TXTR TAB STRL NATRELLE BIOCL,"3,030.50"
2780014600,EXPNDR TISS 650CC 15CM 14CM MOD HT TE,"2,270.50"
2780014600,EXPNDR TISS 650ML STY 133FX-T TXTR TAB STRL NATRELLE BIOCL,"2,565.00"
2780014600,EXPNDR TISS 650ML STY 133SX TXTR STRL NATRELLE BIOCL MAGN,"2,422.50"
2780014600,EXPNDR TISS 650ML STY 7200 MED HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 650ML STY 7300 TLL HT CNTRSCOPE INJ DOME,"2,945.00"
2780014600,EXPNDR TISS 650ML STY 7300 TLL HT CNTRSCOPE INJ DOME,"3,030.50"
2780014600,EXPNDR TISS 650ML STY 9200 TXTR SELF  SL PTCH FLEX,"3,135.00"
2780014600,EXPNDR TISS 6CM 14CM 512CC ACCUSPAN 2 STAGE,"2,280.00"
2780014600,EXPNDR TISS 700CC STRL ARTOURA ULT HI PRFL RND,"3,952.00"
2780014600,EXPNDR TISS 700ML GEL SMTH RND BCKR 25 SIL SALINE P5CM 16,"3,800.00"
2780014600,EXPNDR TISS 700ML STY 133MX STRL NATRELLE BIOCL MAGN-ST,"3,030.50"
2780014600,EXPNDR TISS 700ML STY 133MX TXTR STRL NATRELLE BIOCL MAGN-,"2,147.00"
2780014600,EXPNDR TISS 750ML STY 133 TXTR MAGN-ST INJ ST TAB,"2,802.50"
2780014600,EXPNDR TISS 750ML STY 133 TXTR NATRELLE BIOCL MAGN-ST SALINE,"2,147.00"
2780014600,EXPNDR TISS 750ML STY 6300 TLL HT CNTRSCOPE INJ DOME,"2,707.50"
2780014600,EXPNDR TISS 750ML STY 7300 TLL HT CNTRSCOPE INJ DOME,"2,850.00"
2780014600,EXPNDR TISS 7CM 16CM 560CC ACCUSPAN 2 STAGE,"2,280.00"
2780014600,EXPNDR TISS 800ML GEL SMTH RND BCKR 25 SALINE SIL P5.4CM,"3,800.00"
2780014600,EXPNDR TISS 800ML STY 133FX-T TXTR TAB STRL NATRELLE BIOCL,"2,802.50"
2780014600,EXPNDR TISS 830CC 16CM 15CM MOD,"2,270.50"
2780014600,EXPNDR TISS 850ML STY 133 2 STG TXTR ANTM DSGN STAB BS,"2,232.50"
2780014600,EXPNDR TISS BRST 350ML STY 133 TXTR NATRELLE BIOCL MAGN-S,"2,147.00"
2780014600,EXPNDR TISS BRST 550ML SMTH INJ DOME REINF BS P5.8CM,"1,140.00"
2720006500,EXPNDR TISS CNT EXT SKIN ANCH DERMACLOSE RC 1 TO 3 CM,"1,898.10"
2720006500,EXPNDR TISS CNT EXT SKIN ANCH DERMACLOSE RC XL,"2,468.10"
2780014600,EXPNDR TISS CPX4 STY8200 350CC MED HT,"2,888.00"
2780014600,EXPNDR TISS CPX4 STY8200 450CC MED HT,"2,888.00"
2780014600,EXPNDR TISS CPX4 STY8200 550CC MED HT,"2,888.00"
2780014600,EXPNDR TISS CPX4 STY8200 650CC MED HT,"2,888.00"
2780014600,EXPNDR TISSUE 340CC 12X11CM,"2,270.50"
2780010300,EXT. FIX. PIN 4.5 X 180 293.46,130.82
2780010300,EXT. FIX. PIN 5.0 X 180 293.51,181.32
2780007800,EXTN GDWIRE 145CM .014IN STR EXCH DEV ADDWIRE,214.70
2780007800,EXTN GDWIRE 145CM .014IN STRBL GDWIRE CNCH QR,180.50
2780007800,EXTN GDWIRE VASC ASAHI,133.00
2780019100,EXTN LEAD 30CM 1 PACE 8 CHNL ADAPT,"1,630.54"
2780019100,EXTN LEAD 60CM 1 PACE 8 CHN ADAPT,"1,700.50"
2720005500,EXTN NEUROSTIM 10CM ADAPT DUAL PACER LD,"1,292.38"
2780019100,EXTN NEUROSTIM 10CM INTSTM SPNL CORD QUAD INLN STD ELCTRD,940.50
2780010500,EXTN NEUROSTIM 25CM PRECS P3 LEAD,"1,292.00"
2780019100,EXTN NEUROSTIM 40CM STRCH COIL 2 BRNCH SPNL,"2,641.00"
2780019100,EXTN NEUROSTIM 60CM 3.8-1.3MM 1.5MM DBS STD QUADPLR DIST,"1,330.00"
2780007500,EXTN NEUROSTIM 60CM STRCH-COIL SPNL CORD 2 QUADPLR,"2,641.00"
2780019100,EXTN NEUROSTIM SPNL CORD 8 CNTCT LEAD,"1,900.00"
2780010300,EXTN STEM 100MM 10MM 20MM CMNT FLUT TAPER M ANTIROTATION,"8,315.16"
2780010300,EXTN STEM 100MM 11MM 20MM CMNT FLUT TAPER M ANTIROTATION,"8,315.16"
2780010300,EXTN STEM 100MM 145MM 14MM OFST FEM KNEE TIV NEXGN STRL,"2,709.40"
2780010300,EXTN STEM 120MM 14MM SPLINED KNEE VNGRD 360 LG VRSN 2.0,"2,728.40"
2780010300,EXTN STEM 120MM 15MM SPLINE KNEE VNGRD 360 LG VRSN 2.0,"2,728.40"
2780010300,EXTN STEM 120MM 16MM SPLINED REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 120X12MM SPLINED REV KNEE VNGRD 360 VRSN2,"2,728.40"
2780010300,EXTN STEM 125MM 20MM 14.5MM BLT TIP TAPER M ANTIROTATION,"8,930.95"
2780010300,EXTN STEM 125MM 20MM 14MM CMNT FLUT TAPER M ANTIROTATION,"8,315.16"
2780010300,EXTN STEM 125MM 20MM 15.5MM BLT TIP TAPER M ANTIROTATION,"8,930.95"
2780010300,EXTN STEM 160MM 14MM SPLINED REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 30MM 75MM 15MM FEM KNEE TIV NEXGN STR STRL,"2,077.65"
2780010300,EXTN STEM 40MM 16MM SPLINE REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 40MM 17MM SPLINE REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 75MM 120MM 24MM SHRP FLUT REPL SCREW FEM KNEE,"1,988.35"
2780010300,EXTN STEM 75MM 15MM FLUT FEM KNEE TIV IB2 STRL,"4,095.45"
2780010300,EXTN STEM 75MM 20MM FLUT KNEE UNIV,"2,553.60"
2780010300,EXTN STEM 80MM 10MM KNEE FEM LEGION SHRT,"1,947.50"
2780010300,EXTN STEM 80MM 12MM KNEE FEM LEGION SHRT,"1,947.50"
2780010300,EXTN STEM 80MM 14MM KNEE FEM LEGION SHRT,"1,947.50"
2780010300,EXTN STEM 80MM 16MM SPINED REV VNGRD,"2,728.40"
2780010300,EXTN STEM 80MM 16MM SPLINED REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 80MM 17MM SPLINED REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 80MM 18MM SPLINED REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 80MM 19MM SPLINED REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 80MM 20MM VRSN 2 SPLINED FEM KNEE VNGRD LG VR,"2,728.40"
2780010300,EXTN STEM 80MM 21MM SPLINE REV KNEE VNGRD 360 LG VRSN 2,"2,728.40"
2780010300,EXTN STEM 90MM 13MM KNEE TIB UNIV TAPER CMNT SLV,"1,620.70"
2780015400,EXTND LEAD 70CM BULLDG THR HANDL EZ TO USE LOCK MECH,475.00
2720003200,EXTND TIP INST 120MM ULTRA DRIVE,806.55
2720003200,EXTND TIP INST 180MM M/F CONCT ULTRA DRIVE,806.55
2720003200,EXTND TIP INST 60MM ULTRA DRIVE,806.55
2720003800,EXTR STON 115CM 1.5FR 10MM BSKT NCRCL SLVA DCT,703.00
2720006400,EXTR STON 115CM 1.7FR 1.7FR 4WR OCL BSKT SHEATH ATLS WIRE,416.82
2720006400,EXTR STON 115CM 1.7FR 3-WIRE HELCL OCL BSKT SHEATH CPTR SS,331.70
2720006400,EXTR STON 115CM 1.7FR 8MM PAT DSGN REPOSITION NGAGE NTNL,567.99
2720006200,EXTR STON 115CM 2.2FR 1CM TIPLS STON NCRCL URO NTNL STRL,477.01
2720006200,EXTR STON 115CM 2.2FR 3-WIRE HELCL OCL NFORCE NTNL 5CM,476.10
2720006200,EXTR STON 115CM 2.2FR 8MM PAT DSGN KINK RESIST NGAGE URETH,567.99
2720006400,EXTR STON 115CM 2.4FR 1CM TIPLS BSKT NCR DWR URO NTNL,529.07
2720006400,EXTR STON 115CM 2.4FR 1CM TIPLS WIRE BSKT NCOMPASS URO,533.52
2720006400,EXTR STON 115CM 3.2FR 3FR 4WR SHEATH TIP OCL BSKT FLAT ATLS,416.82
2720006400,EXTR STON 115CM 3FR 4WR BSKT LASER POLYMD FLAT,388.89
2720006400,EXTR STON 145MM 2.8FR UMRL DSGN LTHTRP ENTRAPMENT MIGRAT,518.70
2720006400,EXTR STON 38CM 10FR 2CM BSKT RAPID ATR TIPLS PRC NC KNDY,329.75
2720003800,EXTR SURG 6.5 MM AND 7 MM SCREW NONSTRL,236.93
2720003800,EXTR SURG 68MM TRNCT BLDE HOSP XPLNT CUP REM SYS HIP,"1,045.00"
2720006400,EXTR SURG PRC NC 12FR 38CM STON TIPLS ATR STRL DISP NTNL,329.75
2780000200,EXTR SURG SCREW TI FEM/TIB NAIL NONSTRL,588.68
2720003800,EXTRACTOR SURG 5.5-6.5MM STRIP SCRW HEAD UNIV TIP,332.50
2780007600,FBRC CV 3X2IN HMSHLD THK.76MM POLY COLGN 2 VLR KNTD WVN NTL,344.74
2780007600,FBRC CV 4X4IN BARD THK.61MM SVG KNTD FLMN,165.30
2780007600,FBRC CV 6X1IN HMSHLD THK.46MM WVN,344.74
2780007600,FBRC CV 6X2IN HMSH G 2 VLR KNTD HKDV,570.36
2780007600,FBRC CV 6X6IN BARD DEBKY THK1.5MM POLY 2 VLR KNTD,182.40
2780007600,FBRC CV 6X6IN THK.91MM PTFE,651.70
2780000200,FBRLP 2 15IN BLU TAPERD NDL NONABSORB,95.00
2780007600,FELT CV 10X10CM THK1.65MM PTFE,159.60
2780007600,FELT CV 2X2IN THK1.65MM PTFE PLDGT STRL,110.20
2780007600,FELT CV 4.5X6MM THK1.65MM RECT PTFE PLDGT,522.50
2780007600,FELT CV 6X1IN THK1.65MM PTFE PTCH STRL,161.50
2780007600,FELT CV 6X6IN THK1.65MM PTFE PTCH,218.50
2780010300,FEM CONE BODY SZ B STD 60MM ARCOS,"11,128.30"
2780010300,FEM CONE BODY SZA STD 60MM ARCOS,"11,128.30"
2780010300,FEM HEAD 36MM -3.5MM 12/14 MET,826.50
2780010300,FEM HEAD LFIT V40 36MM  5M,826.50
2780010300,FEM HIP UNCT ACLDII WDG STM SZ 7 132 DEG NECK,"3,743.00"
2720004700,FIBER LASER 1000UM QTZ FIBOPT DLV SYS BF,718.20
2720006400,FIBER LASER 242UM FLEXIVA HI POWR STRL LATEXFR DISP,693.23
2720004700,FIBER LASER 270 MICRON SGL USE,444.60
2720006400,FIBER LASER 910UM FLEXIVA HI POWR STRL LATEXFR DISP,"1,268.52"
2720004700,FIBER LASER BLK OPTILITE 200UM HO FLAT TIP CONN STD SMA,743.85
2720004700,FIBER LASER BLK OPTILITE 273UM HO FLAT TIP CONN STD SMA,598.50
2720004700,FIBER LASER BLK OPTILITE 365UM HO FLAT TIP CONN STD SMA,598.50
2720004700,FIBER LASER BLK OPTILITE 550UM HO FLAT TIP CONN STD SMA,795.15
2720004700,FIBER LASER BLK OPTILITE 940UM HO FLAT TIP CONN STD SMA,"1,316.70"
2720004700,FIBER LASER BLUE OPTILITE 365UM HO FLAT TIP CONN STD SMA,812.25
2720004700,FIBER LASER GREENLIGHT HPS 600UM 120W FIBOPT SD FIRE,"2,359.80"
2720004700,FIBER LASER GREENLIGHT MOXY,"1,995.00"
2720004700,FIBER LASER GREENLIGHT XPS,"1,320.50"
2720004700,FIBER LASER GRN OPTILITE 273UM HO FLAT TIP CONN STD SMA,"1,282.50"
2720004700,FIBER LASER MICRON HOLMIUM 272 SINGLE USE,647.90
2720004700,FIBER LASER RED OPTILITE 550UM HO FLAT TIP CONN STD SMA,940.50
2720004700,FIBER LASER SLIMLINE SIS 550UM REUSE 3 MTR BLU,932.58
2720004700,FIBER LASER SLIMLINE SIS1000UM REUSE 3 MTR BLU,"1,847.58"
2720004700,FIBER LASER SLMLN 1000UM HO DUAL WL LMNS DISP,"1,847.58"
2720004700,FIBER LASER SLMLN 200UM HO D/F/L SMOOTHTIP LMNS DISP,791.83
2720004700,FIBER LASER SLMLN 200UM HO DUAL WL LMNS DISP,"2,243.48"
2720004700,FIBER LASER SLMLN SIS EZ 200UM HO2.5M GRN DISP,727.78
2720004700,FIBER LASER SLMLN SIS EZ 365UM 2.5M GRN DISP,579.04
2720004700,FIBER LASER SLMLN SIS EZ 550UM 2.5M GRN DISP,760.53
2780002800,FIL BN GRFT VITOSS B TCP FOAM 1.2ML PK STRL,566.07
2780007100,FIL BN GRFT VITOSS B-TCP COLGN 100X25X4MM FOAM STRIP,"3,729.32"
2780007100,FIL BN SUB 3CC ACCUFILL,"4,085.00"
2780007100,FIL BN VOID 10ML CALCIUM PHOS FBR NRN DRILLABLE INJ REINF,"5,824.18"
2780007100,FIL BN VOID 10ML NRN DRILLABLE FST ST PTTY STRL,"5,824.18"
2780000200,FIL BN VOID 15MM DX15MM GRNL MED CYL CALCIUM PHOS ACTIFUSE,"1,425.00"
2780000200,FIL BN VOID 15MM DX45MM GRNL LG CYL CALCIUM PHOS ACTIFUSE,"2,945.00"
2780000200,FIL BN VOID 15MM DX9MM GRNL SM CYL CALCIUM PHOS ACTIFUSE,760.00
2780000200,FIL BN VOID 3,629.28
2780007100,FIL BN VOID 3/4 FILL ALLOGRAFT DIVERTED TUBE,514.90
2780007100,FIL BN VOID 3/4 FILL ALLOGRAFT DIVERTED TUBE,503.50
2780007100,FIL BN VOID 30X10MM OSFERION OPTM PORE DIA RGD FIX DEV TRM,940.50
2780007100,FIL BN VOID 3ML CALCIUM PHOS FBR NRN DRILLABLE FST ST PTTY,"1,805.25"
2780007100,FIL BN VOID 3ML CALCIUM PHOS FBR NRN DRILLABLE INJ REINF,"1,805.25"
2780007100,FIL BN VOID 5CC 12.5CC CALCIUM SULFATE STIMULAN RAPID,"2,280.00"
2780007100,FIL BN VOID 5ML NRN DRILLABLE FST ST PTTY STRL,"2,963.70"
2780007100,FIL BN VOID 5ML TYPE 1 BOVN COLGN DBSC CALCIUM PHOS COPIOS,"1,371.48"
2780007100,FIL BN VOID CERAMENT 10ML,"6,323.20"
2780007100,FIL BN VOID CERAMENT 5CC CANC VLV INJ DEV,"3,252.80"
2780007100,FIL BN VOID HALF FILL ALLOGRFT STR TUBE,349.60
2780007100,FIL BN VOID HALF FILL ALLOGRFT STR TUBE,342.00
2720005300,FILTER MILX GV 33MM 0.22UM PVDF PK50,204.86
2720005300,FILTER MILX GV 33MM 0.22UM PVDF PK50,271.70
2780018500,FILTER VC FEM DLV KIT MERIDIAN,"2,650.50"
2780018500,FILTER VC JUG DLV KIT MERIDIAN,"2,650.50"
2780018500,FILTR EMB 100CM OPTION VC KIT INTRO SHEATH PRELD ANT POP,"1,805.00"
2780018500,FILTR EMB 50MM VC 3WY STPCK UNISET INTRO SHEATH DIL STRL,"1,615.00"
