Lakeland Community Hospital,,
Standard Charges,,
,,
SVCCD,Description,Price
132961,MASTOIDS MIN 3 VIEWS,"$1,049.00 "
132962,ARTHROGRAM HIP LT,"$1,049.00 "
132963,ARTHROGRAM HIP RT,"$1,049.00 "
132964,LUNG PERF QUAN W IMA,"$1,088.50 "
132965,LUNG PERF/VENT QUAN,"$1,088.50 "
132966,CERVICAL SPINE COMPL,"$1,107.00 "
132967,IVP,"$1,108.00 "
132968,SIALOGRAM LT,"$1,175.00 "
132969,LIVER IMAGING SPECT,"$1,179.00 "
132970,BONE/JOINT SPECT STU,"$1,231.50 "
132971,UPPER GI W/O KUB,"$1,235.00 "
132972,UGI W/AIR CONTR AND,"$1,235.00 "
132973,SALIVARY GLAND IMAGI,"$1,281.00 "
132974,SMALL BOWEL SERIES,"$1,328.50 "
132975,UPPER GI WITH KUB,"$1,331.50 "
132976,IVP W NEPHROTOMOGRAP,"$1,338.00 "
132977,SPINE ENTIRE AP/LAT,"$1,365.00 "
132978,VOIDING CYSTOGRAM,"$1,377.00 "
132979,PARATHYROID SCAN,"$1,381.50 "
132980,CARD BLD POOL R/S,"$1,382.00 "
132981,BONE MARROW LIMITED,"$1,382.50 "
132982,BONE MARROW MULTIPLE,"$1,382.50 "
132983,BONE MARROW WHOLE BO,"$1,382.50 "
132984,SPLEEN SCAN,"$1,382.50 "
132985,ARTHROGRAM ELBOW LT,"$1,437.00 "
132986,ARTHROGRAM ELBOW RT,"$1,437.00 "
132987,MRI TEMPOROMANDIBULA,"$1,485.00 "
132988,LIVER W/VASC FLOW,"$1,490.00 "
132989,BONE SCAN 3 PHASE,"$1,490.00 "
132990,LIVER SCAN STATIC,"$1,511.00 "
132991,LIVER SPECT W/VASC F,"$1,511.00 "
132992,LIVER & SPLEEN W/ FL,"$1,511.00 "
132993,HEPATOBIL IMAG PHARM,"$1,511.00 "
132994,BOWEL IMAGING (MECKE,"$1,513.50 "
132995,MYELOGRAM CERVICAL,"$1,622.50 "
132996,MYELOGRAM THORACIC,"$1,622.50 "
132997,RENAL IMAGE W/FUNCTI,"$1,655.50 "
133001,ARTHROGRAM KNEE LT,"$1,656.50 "
133002,ARTHROGRAM KNEE RT,"$1,656.50 "
133003,HIP INTRAOP LT,"$1,690.50 "
133004,HIP INTRAOP RT,"$1,690.50 "
133007,MRI FACE WITHOUT CON,"$1,749.00 "
133008,INJECTION MYELOGRAM,"$1,865.50 "
133009,ARTHROGRAM SHOULDER,"$2,005.00 "
133012,ARTHROGRAM SHOULDER,"$2,005.00 "
133013,ARTHROGRAM ANKLE LT,"$2,141.00 "
133014,ARTHROGRAM ANKLE RT,"$2,141.00 "
133016,MRI CHEST W/O CONTRA,"$2,208.00 "
133017,MRI ABDOMEN W/O CONT,"$2,208.00 "
133019,MRI UP EX JOINT W CT,"$2,239.50 "
133021,MRI UP EX JOINT WITH,"$2,239.50 "
133023,TUMOR LOCALIZATION M,"$2,247.50 "
133024,BONE/JOINT MULT AREA,"$2,266.00 "
133031,BONE/JOINT WHOLE BOD,"$2,438.50 "
133032,CYSTOGRAM MIN 3 VIEW,"$2,522.50 "
133034,HEPATOBILIARY IMAG,"$2,531.50 "
133036,MRI CHEST WITH CONTR,"$2,597.00 "
133037,MRI ABDOMEN WITH CON,"$2,597.00 "
133038,LIVER & SPLEEN STATI,"$2,713.50 "
133039,UGI W/AIR & SMALL BO,"$2,854.00 "
133041,HT MUS IMAGE SPECT S,"$2,868.00 "
133042,MRA HEAD WITHOUT CON,"$2,878.50 "
133043,MRI PELVIS W/O CONTR,"$2,990.50 "
133046,MRA NECK WITHOUT CON,"$3,022.00 "
133047,MRI PELVIS WITH CONT,"$3,022.00 "
133048,HT MUS IMAGE SPECT M,"$3,040.50 "
133049,MRI LOW EX JNT W CST,"$3,439.00 "
133051,MRI LOW EX JOINT WIT,"$3,439.00 "
133052,MRI CHEST W/W/O CONT,"$3,462.50 "
133053,MRI BRAIN W/O CONTRA,"$3,503.00 "
133054,MRI BREAST W/O CONTR,"$3,555.00 "
133057,MRI BREAST UNI W/O R,"$3,555.00 "
133058,MRI BREAST BI WO CON,"$3,555.00 "
133059,MRA CHEST W/O CONTRA,"$3,555.00 "
133061,MRA LOW EXT W/O CONT,"$3,555.00 "
133063,MRA UP EXT W/W/O CNT,"$3,555.00 "
133064,MRA UP EXT W/WO CTR,"$3,555.00 "
133067,MRA HEAD W/CONTRAST,"$3,555.00 "
133068,MRI LUMBAR SPINE W C,"$3,589.50 "
133069,MYELOGRAM SPINE ENTI,"$3,822.00 "
133072,MRI ABDOMEN W/W/O CO,"$3,980.50 "
133073,MRI UPPER EX NONJT W,"$4,073.00 "
133074,MRI UPPR EX NONJT W/,"$4,073.00 "
133078,MRA LOW EXT W/O CONT,"$4,086.50 "
133079,MRA NECK WITH CONTRA,"$4,086.50 "
133080,MCAID ONLY MRI UP JN,"$4,086.50 "
133081,MRI UP EX JOINT W/O,"$4,086.50 "
133082,MRI UP EX JOINT WO R,"$4,086.50 "
133083,MRI FACE WITH CONTRA,"$4,119.00 "
133084,MRI BRAIN WITH CONTR,"$4,119.00 "
133085,MRI C-SPINE W/ CONTR,"$4,188.50 "
133086,MRI T-SPINE WITH CON,"$4,188.50 "
133087,MRI BREAST WITH CNTR,"$4,340.00 "
133089,MRI BREAST UNI WITH,"$4,340.00 "
133090,MCAID ONLY MRI UP JN,"$4,086.50 "
133091,MRI BREAST BI WITH C,"$4,340.00 "
133092,MRA LOW EXT W/CONT R,"$4,340.00 "
133093,MRI UP EX NONJT W/CT,"$4,684.00 "
133094,MRI UP EX NON-JT WO,"$4,684.00 "
133098,MRI LOWER EX NON-JT,"$4,687.50 "
133103,MRI LOWER EX NON-JT,"$4,687.50 "
133104,MRI C-SPINE W/O CONT,"$4,816.50 "
133106,MRI T-SPINE W/O CONT,"$4,816.50 "
133107,MRI LUMBAR SPINE W/O,"$4,816.50 "
133108,MRI LOW EX NON-JT WW,"$4,990.00 "
133109,MRI LWR EX NONJT WO,"$4,990.00 "
133111,MRI LOW EX NON-JT WW,"$4,990.00 "
133112,MRI LOW EX JNT WO CS,"$4,990.00 "
133114,MRI LOW EX JOINT WO,"$4,990.00 "
133116,MRI LWR EXT NONJT WO,"$4,990.00 "
133117,MRA CHEST WITH CONTR,"$4,991.00 "
133118,MRA LOW EXT W/CONT L,"$4,991.00 "
133119,MRI BREAST WO/W CONT,"$5,492.50 "
133121,MRI BREAST UNI W/WO,"$5,492.50 "
133122,MRI BREAST BI W/WO C,"$5,492.50 "
133123,MRA CHEST W/W/O CONT,"$5,492.50 "
133127,MRA LOW EXT W/WO CON,"$5,492.50 "
133128,MRA LOW EXT W/WO CON,"$5,492.50 "
133129,MRI FACE W/W/O CONTR,"$5,492.50 "
133131,MRA HEAD W/W/O CONTR,"$5,492.50 "
133132,MRA SPINE W OR WO CO,"$5,492.50 "
133133,MRI UP EX NON-JT WWO,"$5,583.00 "
133134,MRI UP EX NON-JT WWO,"$5,583.00 "
133136,MRA ABD W/W/O CONTRA,"$6,315.00 "
133137,MRA NECK W/W/O CONTR,"$6,315.00 "
133138,MRI BRAIN W/W/O CONT,"$6,315.00 "
133139,MRI PELVIS W/W/O CON,"$6,315.00 "
133140,MRA PELVIS W OR WO C,"$6,315.00 "
133141,MRI UP EX JNT W/WO L,"$6,315.00 "
133142,MRI UP EX JNT W/WO R,"$6,315.00 "
133143,MRI LOW EX JNT W/WO,"$6,315.00 "
133144,MRI LOW EX JNT W/WO,"$6,315.00 "
133145,MRI C-SPINE WWO CONT,"$6,419.00 "
133147,MRI T-SPINE WWO CONT,"$6,419.00 "
133148,MRI LUMBAR SPINE WWO,"$6,419.00 "
133149,TUMOR LOCALIZATION S,"$6,732.00 "
133200,PT EVAL LOW CMPLX 20,$228.67 
133201,PT EVAL MOD CMPLX 30,$251.54 
133202,PT EVAL HIGH CMPLX45,$276.70 
133203,PT REEVAL EST PLN CR,$189.17 
133214,LINACLOTIDE 145MCG C,$33.50 
133216,LINZESS 72MCG CAP,$33.50 
133223,ISOVUE 300 1ML(15),$0.50 
133226,ISOVUE 200 1ML(20) J,$0.50 
133229,CREATININE BLD,$91.50 
133231,BUN,$91.50 
133232,VENIPUNCTURE,$17.00 
133233,STRESS TEST,"$1,341.00 "
133234,EKG,$509.50 
133235,HOLTER MONITOR RECOR,$681.50 
133240,BUPIV LIPO 1MG(266)J,$6.50 
133247,TC99 MDP UP TO 30 MC,$369.50 
133249,TC99 CHOLETE\DOSE\15,$369.50 
133253,TC99 HEPATOLITE PER,$388.00 
133254,TC99 DTPA\DOSE\25 MC,$388.00 
133255,TC99 MAA PER\DOSE\10,$388.00 
133256,I-123 SODIUM IODIDE,$398.00 
133257,TC99 MYOVIEW PER DOS,$542.50 
133261,TC99 MAG 3\DOSE <=15,$969.50 
133262,TC 99 SESTAMIBI,"$1,382.00 "
133266,EEG AWAKE DROWSY PRO,$0.01 
133278,GAD BASE MR CONTRAST,$13.50 
133279,THYROID UPTAKE,$460.00 
133280,THYROID IMAGING,$644.50 
133281,THYROID IMAG SGL/MUL,$970.00 
133283,PARATHYROID W SPECT,"$1,257.00 "
133292,ISOVUE M 300 1ML(15),$3.50 
133300,OT EVAL LOW CMPLX 30,$228.67 
133301,OT EVAL MOD CMPLX 45,$251.54 
133302,OT EVAL HIGH CMPLX60,$276.70 
133303,OT REEVAL EST PLN CR,$189.17 
133309,IRON PKT,$4.50 
133313,ISOVUE M 200 1ML(10),$3.50 
133390,OMEPRAZ 10MG/10ML OL,$4.50 
133565,DEXA BONE DENSITY AX,$242.50 
133566,DEXA BONE DENSITY AP,$109.00 
133613,US FOLLOW UP,$87.50 
133614,ULTRSND PREGNANCY LM,$106.50 
133615,US ABDOMEN LTD,$293.00 
133616,US RETROPERITONEAL L,$349.50 
133617,ULTRSND SOFT TISSUE,$388.50 
133618,US PREGNANCY FLW UP,$422.50 
133619,DUP LOWER EXT VEIN L,$461.00 
133620,DUP LOWER EXT VEIN R,$461.00 
133621,DUP UPPER EXT VEIN L,$555.50 
133622,DUP UPPER EXT VEIN R,$555.50 
133623,ULTRASOUND BREAST UN,$556.00 
133624,ULTRASOUND BREAST UN,$556.00 
133625,ULTRASOUND BREAST BI,$556.00 
133626,DUPLEX ART/VEN FLOW,$559.00 
133627,ULTRASOUND PELVIS LM,$592.00 
133628,US EXTREMITY COMP LT,$592.00 
133629,US EXTREMITY COMP RT,$592.00 
133630,US SCROTUM/TESTICLES,$597.50 
133631,USN FTL BIOPHYS NO S,$662.50 
133632,ULTRASOUND PELVIS CO,$689.00 
133633,DUP LOWER EXT VEIN B,$713.00 
133634,DUP UPPER EXT VEIN B,$860.50 
133635,ULTRASOUND ABDOMEN,$965.00 
133636,ULTRSND RETROPERITON,$965.00 
133637,US GUIDE NEEDLE PLAC,$967.50 
133638,DUP LOWER EXT ART UN,"$1,011.00 "
133639,DUP LOWER EXT ART UN,"$1,011.00 "
133641,U S OB >14 WEEKS ADD,"$1,265.50 "
133642,DUP UPPER EXT ART UN,"$1,265.50 "
133643,DUP UPPER EXT ART UN,"$1,265.50 "
133644,DUP EXTRACRANIAL ART,"$1,325.00 "
133645,DUP LOWER EXT ART BI,"$1,465.50 "
133646,DUP UPPER EXT ART BI,"$1,830.50 "
133647,ECHO W/SPEC/COLOR FL,"$2,446.00 "
133671,PHENYLEPH.5MG\5MLJ,$43.00 
133756,THALLIUM 201 PER MCI,$115.50 
133757,I-123 SODIUM IOD CAP,$398.00 
133758,TC99 PERTECHNATA/MCI,$98.00 
133759,TC99 PYP/DOSE/25 MCI,$368.50 
133760,TC99 SULF COLLO/DOSE,$352.00 
133761,UTRATAG/DOSE <=30MCI,$383.50 
133813,MESALAMINE 400MG DRT,$28.00 
133829,IM/SQ INJECTION,$45.00 
133830,IV PUSH INITIAL DRUG,$310.04 
133831,IV HYDRATION 1ST HR,$160.00 
133832,IV HYDRATION ADDL HR,$103.60 
133833,ADMIN VAC PNEUM,$143.50 
133834,OBS DIRECT ADMIT,$430.00 
133835,INF THERAPY DIAG,$321.00 
133836,INF THERAPY DIAG ADD,$51.80 
133837,INFUSION SEQUENTIAL,$70.98 
133838,INFUSION CONCURRENT,$35.50 
133839,IV PUSH NEW DRUG,$70.50 
133840,VACCINATION ADMIN,$143.50 
133841,VACCINE INJ ADDL,$68.74 
133842,INFLUENZA VACCINE,$143.50 
133843,ADD IV PUSH SAME DR,$70.50 
133863,ISOVUE M 200 1ML(20),$3.50 
133913,APIXABAN 5MG T,$28.50 
133915,MIREBEGON 25MG T,$20.50 
133940,ESTROPIPATE 1.5MG T,$4.50 
133954,BIL HIP/PEVIS 5 VIEW,$768.00 
134151,BELL16.2\OPIUM 30 RS,$102.00 
134212,LORAZEPM 1MG\.5ML OL,$19.00 
134219,RADIAL COCKTAIL J,$81.00 
134231,LINACLOTIDE 290MCG C,$33.50 
134247,LURASIDONE 120MG TAB,$91.00 
134252,ADMIN VAC PNEUMONIA,$137.48 
134266,ISOVUE 300 1MG(150)J,$3.50 
134274,TBOFILGRSTM 1MCG 480,$23.00 
134275,TBOFILGRSTM 1MCG 300,$23.00 
134279,RIVASTGMN13.3MG PTCH,$48.50 
134372,TRICHMONAS VAGIN AMP,$170.50 
134436,IDARUCIZUMAB 2.5GM/5,"$8,179.50 "
134478,OB VISIT LVL I,$137.00 
134479,OB VISIT LVL II,$158.50 
134480,OB VISIT LVL III,$245.50 
134481,OB VISIT LVL IV,$380.50 
134482,OB VISIT LVL V,$565.50 
134483,L&D VISIT LVL I,$137.00 
134484,L&D VISIT LVL II,$158.50 
134485,L&D VISIT LVL III,$245.50 
134486,L&D VISIT LVL IV,$380.50 
134488,L&D VISIT LVL V,$565.50 
134728,BRCA2 GENE ANALYSIS,"$2,325.00 "
135178,MICONAZOLE PWD 60GM,$106.50 
135252,DAPAGLIF PROPAN 5MG,$42.50 
135269,OMEGA3ETHYLEST 1GM C,$9.50 
135274,NEO\METRN\MICONZ PWD,$104.50 
135276,CANAGLIFLOZN 300MG T,$42.00 
135297,MAMMO DIAG DIGIT LT,$646.00 
135298,MAMMO DIAG DIGIT RT,$646.00 
135299,MAMMO DIAG DIGIT BIL,$819.50 
135301,MAMMO SCREEN BIL 2V,$712.00 
135302,BREAST SURG SPECIMEN,"$1,544.50 "
135484,LURASIDONE HCL 60MG,$91.00 
135599,LOXAP SUC 50MG C,$7.50 
135633,CANAGLIFLOZN 100MG T,$42.00 
135646,GUANFACINE 3MG ERT,$48.50 
136602,KETAMINE 20MG\2ML,$76.50 
136653,ADMIN VAC PNEUMONIA,$137.48 
136654,ADMIN VAC FLU,$137.48 
136655,ADMIN VAC INFLUENZA,$137.48 
136669,GASTRIC EMPTY STUDY,"$1,331.00 "
136673,PALIPERIDONE SUS INJ,$950.00 
136675,CETYLEV 2.5G EFF TAB,$35.00 
136695,OSELTAMIVIR 30MG CAP,$36.00 
136724,DAPAGLIF PROPAN10MGT,$42.00 
136731,CAD DIAGNOSTIC,$66.50 
136732,CAD SCREENING,$66.50 
136744,ARNICA 75GM CR,$44.00 
136758,DRUG SCRN LIST A ANY,$618.00 
136762,US BREAST COMP LT,$529.50 
136763,US BREAST COMP RT,$529.50 
136764,US BREAST LTD LT,$529.50 
136765,US BREAST LTD RT,$529.50 
136767,DRUG SCRN LIST B SGL,$618.00 
136768,DRUG SCRN ANY TLC,$618.00 
136769,AMPHETAMINES 1-2,$348.00 
136770,AMPHETAMINES 3-4,$163.50 
136771,AMPHETAMINES 5<,$177.00 
136772,DRG SCRN EA PROC,$618.00 
136774,ANABOLIC STEROID >3,$167.00 
136775,DRUG SCRN LIST A SGL,$618.00 
136776,DRUG SCRN ALCOHOLS,$185.50 
136777,ALKALOIDS,$395.00 
136778,ANABOLIC STEROID 1/2,$167.00 
136779,ANALGESIC N-OPOID 2<,$167.00 
136780,ANTIDEP TRICYLIC 1-2,$224.50 
136781,ANTIPSYCHOTICS 1-3,$177.00 
136783,DRG SCRN METHADONE,$373.00 
136786,BENZODIAZEPINES 1-12,$112.00 
136791,US BREAST COMP BIL,$529.50 
136792,US BREAST LTD BIL,$529.50 
136793,BUPRENORPHINE QN,$395.00 
136797,ANTIDEP TRICYLIC 3-5,$203.00 
136798,ANTIDEP TRICYLIC 6<,$392.00 
136799,ANTIPSYCHOTICS 4-6,$349.00 
136803,BENZODIAZEPINES 13<,$112.00 
136804,OPIATES 1 <,$289.00 
136806,OPIOIDS 1-2,$289.00 
136807,OPIOIDS 3-4,$389.50 
136810,US BREAST COMP LT,$529.50 
136811,US BREAST COMP RT,$529.50 
136812,US BREAST LTD LT,$529.50 
136813,US BREAST LTD RT,$529.50 
136814,US BREAST COMP BIL,$529.50 
136815,US BREAST LTD BIL,$529.50 
136817,CANNABINOIDS NATURAL,$395.00 
136818,DRUG SCRN COCAINE,$170.00 
136820,OPIOIDS 5<,$389.50 
136823,DRUG/SUBST NOS 1-3,$395.00 
136826,DIGOXIN FREE,$133.50 
136827,VALPROIC ACID FREE,$159.50 
136828,ANTIDEPRESS 1 OR 2,$203.00 
136829,ANTIDEPRESS 3-5,$392.00 
136830,ANTIDEPRESS 6/MORE,$618.00 
136831,ANTIDEPRESS NOS,$203.00 
136833,ANTIEPILEP NOS 1-3,$395.00 
136834,GABAPENTIN NON-BLOOD,$457.00 
136835,METHYLPHENIDATE,$457.00 
136836,DRUG SCRN PREGABALIN,$395.00 
136837,SKEL MUSC RELAX 1/2,$177.00 
136838,SKEL MUSC RELAX 3<,$348.00 
136839,DRUG/SUBST NOS 4-6,$348.00 
136840,DRUG/SUBST NOS 7<,$348.00 
136841,DXA BONE >1 SITE,$231.00 
136842,DXA VERTEBRAL FX,$104.00 
136843,US BREAST COMP LT,$529.50 
136844,US BREAST COMP RT,$529.50 
136845,US BREAST LTD LT,$529.50 
136846,US BREAST LTD RT,$529.50 
136847,US BREAST COMP BIL,$529.50 
136848,US BREAST LTD BIL,$529.50 
136913,MENTH.15%/ZINC1%283G,$25.00 
136914,VORTIOEXTINE 10MG T,$15.00 
137237,RHOD IVIG 100IU (15),$18.40 
137262,PREGABALIN 200MG,$22.50 
137274,FERRICCARBXYMALTS1MG,$3.97 
137335,BUPRENOR 2MG T,$22.00 
137336,BUPRENOR 8MG T,$22.00 
137495,ICOSAPENT ETHL 1GM C,$9.00 
170177,IR NACL 0.9% 1000ML,$20.00 
170214,IR WATER ST 1000ML,$64.50 
170217,IR GLYCINE 3000ML,$111.50 
170234,IV MANNIT 20% 500ML,$81.00 
170282,IV D10W 1000ML,$111.00 
170335,IV D5/.2NS 1000ML,$111.00 
170338,IV D5/0.45NS 500ML,$76.50 
170339,IV D5/LR 1000ML,$111.00 
170340,IV D5/LR 500ML,$147.50 
170344,IV D5W 1000ML,$111.00 
170347,IV D5W 250ML,$69.00 
170348,IV D5W 500ML,$76.50 
170357,IV LR 1000ML,$111.00 
170358,IV LR 500ML,$76.50 
170361,IV NACL 0.45% 1000ML,$76.50 
170362,IV NACL .45% 500ML,$147.50 
170363,IV NACL .9% 1000ML,$111.00 
170364,IV NACL .9% 100ML,$80.00 
170366,IV NACL .9% 250ML,$80.00 
170368,IV NACL .9% 500ML,$76.50 
170370,IV NACL 3% 500ML,$64.00 
170383,ALBUMIN 25% 50ML(2),$155.50 
170385,FLUCON 200MG(0.5)PB,$280.00 
170405,IV D5 .45 10KCL,$155.50 
170406,IV D5 0.9% 20KCL 100,$155.50 
170410,IV D5 .45 40KCL,$178.00 
170413,IV D5 .45 20KCL,$178.00 
170422,IV D5 .45 NACL 1000M,$111.00 
170434,IV LIPOSYN 20% 500ML,$205.50 
170439,IV NACL .9% 50ML ADV,$80.00 
170440,IV NACL .9% PF 50ML,$80.00 
170441,IV NACL .9% 250ML AD,$80.00 
170442,NACL .9% 100ML MINI,$80.00 
170443,HEPARIN 25000/1/2NS,$211.00 
170444,IV D5 .9% NACL 40 10,$188.50 
170446,IV D5W 20KCL 1000ML,$145.50 
170452,NACL .9% 50ML IVPB,$76.50 
170453,KCL 20MEQ/100ML IVPB,$93.50 
170459,CEFTAZIDIME 1GM IVPB,$205.50 
170466,PIPERAC 1.125(3) IVP,$72.00 
170480,DOPAM 40MG(20)D5 250,$7.50 
170491,LEVOFLX 250MG(3)150,$93.50 
170495,METRONID 500MG IVPB,$187.00 
170496,NACL .9% 100ML IVPB,$76.50 
170499,IV D5W 100ML,$75.00 
170503,IV D5 .33NS 1000ML,$76.50 
170509,IV D5LR 20KCL 1000ML,$178.00 
170512,IV NS .9% 210KCL 100,$139.00 
170519,GENTAM 80MG(1.25) PB,$106.00 
170525,IV D5 NITRO 25MG 250,$311.00 
170528,POTCL 2MEQ(5)100ML J,$11.50 
170552,IV D5 .2NS 250ML,$39.50 
170582,IV D5LR 40KCL 1000ML,$188.50 
170586,IV D5NS W/20KCL 1000,$155.50 
170588,IV LINEZOLID 600/300,$118.00 
170595,IV NACL 0.9% 25ML,$81.00 
170599,NS KCL 40MEQ 1000ML,$139.00 
170601,IV NACL .45% 20KCL 1,$168.00 
170620,IV D5 1/4NS 250ML,$39.50 
170621,IV D5 .25NS 500ML,$76.50 
170631,IV ESMOL/NS 2500/250,$318.00 
170639,CLINDAMY 300MG IVPB,$24.50 
170640,IV D5/NS 0.9% 1000ML,$111.00 
170642,IV D5/NS 0.9% 500ML,$76.50 
170656,CEFAZLN 500MG(2)50,$99.00 
170683,PIPERAC 1.125(2) IVP,$66.00 
170686,PIPERAC 1.125(4) IVP,$66.00 
170690,MAG 1GM/100ML IVPB,$53.00 
230217,CATH RE-ENTRY G01,"$1,304.50 "
230218,CATH RE-ENTRY G02,"$2,608.50 "
230219,CATH RE-ENTRY G03,"$3,913.50 "
230262,ADAPTER AIRWAY,$7.50 
230264,ADAPTER CATHETER,$9.00 
230270,ADAPTER IV,$4.00 
230274,ADAPTER MULTIFLOW,$21.50 
230276,ADAPTER SWIVEL,$76.50 
230281,ADAPTER VIAL-A-JET,$4.00 
230282,ADAPTER Y-SITE,$8.50 
230284,AIRWAY LARYNGEAL,$8.50 
230285,AIRWAY NASAL,$14.00 
230286,AIRWAY ORAL,$3.50 
230287,AMNIHOOK,$4.50 
230296,ASPIRATOR MECONIUM,$13.50 
230299,BAG BILE,$29.50 
230300,BAG DECANTER OR,$14.50 
230303,BAG DRAIN AEROSOL,$10.50 
230304,BAG FEEDING,$14.50 
230305,BAG FLATUS,$7.50 
230307,BAG LEG,$8.50 
230309,BAG URINARY DRAIN,$16.00 
230311,BAG URINE PEDI,$4.00 
230312,BAND HEMORROID,$2.50 
230313,BANDAGE ELASTIC NS,$2.50 
230314,BANDAGE ELASTIC STR,$10.50 
230315,BANDAGE ESMARK 4,$8.50 
230316,BANDAGE ESMARK 6,$9.50 
230321,BASIN W/SPONGES,$67.00 
230323,BASKET KIDNEY STONE,"$1,216.50 "
230324,BASKET STONE EXTRACT,$824.50 
230325,BASKET STONE SEGURE,$757.50 
230326,BATH SITZ DISP,$7.50 
230327,BELT FETAL MONITOR,$3.50 
230328,BELT/PANTY MATERNITY,$2.50 
230329,BELT RIB,$20.50 
230331,BINDER ABDOMINAL,$23.00 
230333,BIOSPY PUNCH DISP,$176.50 
230337,BITE BLOCK,$9.50 
230435,BLANKET FULL,$39.00 
230436,BLANKET HYPO/HYPER A,$56.50 
230438,BLANKET INFANT DISP,$36.00 
230440,BLANKET UPPER,$28.00 
230443,BOOT BUNNY,$123.00 
230446,BOOT CAST SM,$16.00 
230451,BOWL STERILE,$2.50 
230452,BRACE ANKLE,$387.50 
230460,BRACE KNEE IROM SHOR,$387.50 
230462,BRACE KNEE TROM SHOR,$387.50 
230468,BRIEF ADULT SGL,$2.50 
230469,BRIEF MESH STRETCH,$8.50 
230471,BRUSH CYTO,$45.00 
230472,BRUSH CYTOLOGY,$75.50 
230475,BRUSH FEMORAL CANAL,$32.00 
230502,CANNISTER LINER MED,$4.50 
230505,CANNISTER SUCTION LA,$61.50 
230509,CANNULA ARTHREX TWIS,$125.50 
230513,CANNULA EYE,$22.00 
230514,CANNULA FLEX ACCUFEX,$140.50 
230519,CANNULA SHOULDER G01,$65.00 
230524,CAP MALE ENDO,$2.50 
230527,CASSETTE PHACO,$144.00 
230535,CAST FG LEG LONG,$50.00 
230549,CAST PLAST LEG LONG,$22.50 
230553,CAST SHOE,$17.50 
230565,CATH ANGIOGRAM,$191.00 
230581,CATH BARTHOLIN,$64.00 
230588,CATH CHOLANGIOGRAM,$439.50 
230590,CATH CORONARY,"$2,973.50 "
230595,CATH DUAL LUMEN,"$1,463.50 "
230596,CATH EMBOLECTOMY,$122.00 
230598,CATH EPIDURAL,$20.00 
230608,CATH EXTERNAL MALE,$4.50 
230610,CATH FEMALE QUICK,$7.50 
230611,CATH FILIFORM DISP,$106.00 
230614,CATH FOGARTY IRRIG,$58.00 
230617,CATH FOLEY 2-WAY 30C,$34.50 
230618,CATH FOLEY 2-WAY 5CC,$32.50 
230619,CATH FOLEY 3-WAY 30C,$33.50 
230620,CATH FOLEY 3-WAY 5CC,$52.00 
230621,CATH FOLEY COUDE,$58.00 
230622,CATH FOLLOWER PHILLI,$184.00 
230623,CATH FOGARTY EMBO,$122.00 
230625,CATH INFUS PICC/MID,$196.00 
230626,CATH INFUS PICC/MID,$261.00 
230631,CATH INFUS PICC/MID,$522.00 
230632,CATH INFUS PICC/MID,$783.00 
230633,CATH IV,$7.50 
230635,CATH IV JELCO,$7.50 
230642,CATH INFUSION,$10.00 
230644,CATH INTR AORTIC,"$2,172.50 "
230650,CATH JEJUNOSTOMY,$244.00 
230651,CATH JUDKINS,$15.00 
230657,CATH PACING BIPOLAR,$321.00 
230660,CATH PLUG,$2.50 
230663,CATH HEMO/PERI STM G,$65.00 
230664,CATH RED RUBBER,$13.00 
230675,CATH SUPRAPUBIC G04,$261.00 
230678,CATH SUCTION,$2.50 
230679,CATH SUPRAPUBIC G01,$65.00 
230680,CATH SUPRAPUBIC G03,$196.00 
230681,CATH SUPRAPUBIC G02,$130.50 
230682,CATH SWAN GANZ,$141.00 
230689,CATH THORACIC,$70.50 
230690,CATH TRIPLE LUMEN,$206.00 
230694,CATH UMBILICAL,$106.00 
230695,CATH URETERAL CONE,$156.00 
230696,CATH URETERAL DISP,$218.50 
230702,CATH URETHRAL COUNCI,$47.50 
230703,CATH UTERINE,$117.00 
230706,CAUTERY DISP,$547.50 
230708,FORCEP DISP G01,$69.00 
230710,CAUTERY LEEP DISP,$77.50 
230711,CEMENT MIX W/FEM NOZ,$184.00 
230714,CIRCUIT ANES BREATH,$25.00 
230715,CIRCUIT ANES HEAD/NE,$80.00 
230716,CIRCUIT ANES JACK/RE,$22.50 
230717,CLAMP ADJUSTABLE,$69.00 
230720,CLAMP CORD UMB,$2.50 
230724,CLEANER PERINEAL,$12.00 
230727,CLEANER WOUND,$27.00 
230728,CLIP APPLIER G01,$130.50 
230729,CLIP APPLIER G02,$261.00 
230730,CLIP G01,$130.50 
230733,CLIP MICROMARK,$293.00 
230736,CLIP REMOVAL,$8.50 
230742,COLLAR CERVICAL,$15.00 
230744,COLLAR ICE,$3.50 
230745,COLLAR PHILI,$38.00 
230746,COLLECTOR SPECIMEN,$8.00 
230747,COLLECTOR STOOL SPEC,$2.50 
230749,CONTAINER COOLING CO,$581.50 
230750,CONTAINER EMPTY 1M,$5.50 
230751,CONTAINER EMPTY 2M,$28.50 
230753,CONTAINER EMPTY 500,$20.50 
230756,COTTONOIDS,$3.00 
230758,COVER TOURQ LRG,$10.50 
230759,COVER TOURQ SM,$9.50 
230760,CUFF B/P DISP,$22.50 
230761,CUFF TOURNIQUET STR,$114.00 
230764,CURRETTE EAR ADULT,$2.50 
230766,CURRETTE UTERINE,$24.00 
230767,CUSHION DONUT,$3.00 
